Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Boston,512-433-20,54.2%,4.4,1.0,296-243-10,54.9%,3.8,0.5,23-14-1,62.2%,6.9,3.6,196-156-4,55.7%,3.4,1.0,309-274-15,53.0%,4.9,0.9,253-202-8,55.6%,2.3,1.2,152-109-5,58.2%,-1.9,2.9,356-322-15,52.5%,6.8,0.2,244-220-11,52.6%,6.3,0.6,86-63-3,57.7%,3.5,2.1,314-271-10,53.7%,4.5,0.7,96-87-4,52.5%,7.6,1.9,120-103-6,53.8%,3.2,1.4,89-85-6,51.2%,4.1,0.4
Okla City,450-411-14,52.3%,1.2,0.4,238-214-5,52.7%,1.0,0.3,17-12-1,58.6%,1.9,1.8,194-191-9,50.4%,-0.7,0.2,248-217-5,53.3%,2.8,0.5,220-204-6,51.9%,-1.6,-0.1,209-178-10,54.0%,-5.7,0.4,239-232-4,50.7%,7.0,0.3,222-199-8,52.7%,4.3,1.0,75-70-3,51.7%,-1.7,-0.2,279-259-6,51.9%,1.6,0.2,91-95-5,48.9%,3.0,0.4,121-102-4,54.3%,0.0,0.5,79-70-4,53.0%,2.5,1.3
Philadelphia,456-417-17,52.2%,-0.1,0.4,257-206-8,55.5%,0.5,0.7,15-15-0,50.0%,1.2,1.5,230-197-9,53.9%,-2.4,0.8,221-214-8,50.8%,2.3,0.1,211-217-11,49.3%,-2.9,0.0,218-215-8,50.4%,-6.9,0.4,235-198-9,54.3%,6.7,0.5,241-191-6,55.8%,2.8,0.8,72-74-4,49.3%,-3.0,0.0,287-241-9,54.4%,0.7,0.7,94-107-2,46.8%,-0.5,-0.8,105-104-7,50.2%,-1.0,0.9,82-87-4,48.5%,-0.3,-0.4
Dallas,449-420-20,51.7%,0.7,0.5,254-226-11,52.9%,0.8,1.0,12-18-0,40.0%,-3.1,-2.4,231-186-12,55.4%,1.3,1.9,213-228-8,48.3%,0.3,-0.7,235-196-8,54.5%,-1.4,0.9,223-205-9,52.1%,-4.1,1.3,223-211-11,51.4%,5.5,-0.2,208-215-11,49.2%,3.1,0.2,76-71-4,51.7%,-1.3,0.9,287-251-12,53.4%,1.4,0.6,90-95-4,48.7%,2.5,-0.2,105-99-5,51.5%,-1.1,0.1,74-80-4,48.1%,0.9,0.4
Miami,458-434-23,51.4%,0.8,0.2,252-245-10,50.7%,0.9,0.2,22-10-0,68.8%,5.7,3.7,227-175-10,56.5%,1.9,1.7,226-253-13,47.2%,-0.2,-1.0,235-200-8,54.0%,-1.3,0.8,212-186-6,53.3%,-3.8,1.6,244-247-17,49.7%,4.5,-0.9,202-224-15,47.4%,2.9,-0.6,74-62-7,54.4%,-1.3,0.3,273-291-14,48.4%,0.6,-0.4,109-102-6,51.7%,2.6,0.4,97-87-7,52.7%,-1.4,0.2,89-71-2,55.6%,2.6,1.5
Utah,437-415-21,51.3%,2.1,0.5,240-214-9,52.9%,2.4,1.0,13-14-1,48.2%,1.9,-1.0,190-198-9,49.0%,0.2,-0.3,242-211-12,53.4%,3.7,1.1,216-206-8,51.2%,-1.0,0.1,182-172-7,51.4%,-5.0,0.8,251-241-14,51.0%,7.0,0.2,215-199-13,51.9%,5.3,0.9,74-71-7,51.0%,0.8,0.8,276-247-8,52.8%,2.4,0.7,95-104-5,47.7%,3.4,-0.6,102-97-7,51.3%,0.1,0.5,74-83-5,47.1%,2.4,-0.2
Indiana,435-417-19,51.1%,0.3,0.3,244-234-11,51.1%,0.3,0.2,19-12-0,61.3%,3.4,0.7,227-193-10,54.1%,0.9,1.4,201-220-9,47.7%,-0.5,-0.8,213-212-6,50.1%,-2.4,-0.1,220-207-9,51.5%,-4.3,0.9,211-206-10,50.6%,5.0,-0.3,215-197-13,52.2%,3.2,0.8,70-79-2,47.0%,-2.5,-0.5,270-267-12,50.3%,0.3,0.0,101-88-5,53.4%,2.6,1.3,90-95-3,48.7%,-2.3,-0.2,76-59-5,56.3%,2.4,2.5
Memphis,438-420-13,51.1%,-0.5,0.3,231-234-8,49.7%,-0.3,0.5,9-17-0,34.6%,-4.1,-4.5,215-206-6,51.1%,-1.6,0.2,220-206-7,51.6%,0.8,0.7,205-217-6,48.6%,-3.2,-0.1,229-227-5,50.2%,-5.5,0.7,204-192-8,51.5%,5.2,-0.1,230-197-7,53.9%,2.2,0.8,80-74-0,52.0%,-2.6,-0.3,272-249-8,52.2%,0.1,0.6,102-100-4,50.5%,1.4,0.1,105-86-1,55.0%,-2.8,0.3,77-80-5,49.0%,0.3,0.9
LA Clippers,456-439-7,51.0%,2.9,0.2,232-215-4,51.9%,2.6,0.6,23-9-0,71.9%,3.4,2.1,182-176-2,50.8%,2.2,0.3,265-261-5,50.4%,3.3,0.1,229-204-5,52.9%,0.9,0.9,151-155-1,49.4%,-4.7,0.5,304-280-6,52.1%,6.9,0.2,215-226-2,48.8%,4.7,-0.4,76-83-1,47.8%,2.2,1.0,278-262-4,51.5%,3.3,0.4,110-106-2,50.9%,4.3,-0.6,114-118-1,49.1%,2.0,0.4,79-85-2,48.2%,2.0,-1.6
Golden State,476-461-21,50.8%,5.2,0.0,262-254-9,50.8%,5.0,0.1,17-19-0,47.2%,3.9,-1.5,164-152-4,51.9%,3.9,1.1,307-303-17,50.3%,5.9,-0.5,227-238-9,48.8%,2.3,-0.5,116-114-2,50.4%,-5.1,0.1,359-345-19,51.0%,8.6,0.0,248-223-12,52.7%,8.0,0.5,76-74-5,50.7%,3.5,-0.3,271-273-10,49.8%,5.4,0.0,113-109-8,50.9%,6.8,-0.3,101-98-4,50.8%,3.8,0.1,112-95-6,54.1%,6.2,0.5
