Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Milwaukee,927-861-21,51.9%,48.2%,0.8,473-451-17,51.2%,48.8%,0.7,28-27-0,50.9%,49.1%,-0.6,461-415-14,52.6%,47.4%,0.9,454-436-7,51.0%,49.0%,0.7,445-440-12,50.3%,49.7%,0.3,430-396-11,52.1%,47.9%,0.7,487-459-10,51.5%,48.5%,0.8,472-410-9,53.5%,46.5%,1.4,191-197-4,49.2%,50.8%,-0.4,502-459-11,52.2%,47.8%,1.0,249-212-3,54.0%,46.0%,1.6,205-198-1,50.9%,49.1%,0.3,206-178-6,53.7%,46.4%,1.7
Denver,938-882-21,51.5%,48.5%,0.9,470-443-15,51.5%,48.5%,0.8,28-39-0,41.8%,58.2%,-4.2,423-342-11,55.3%,44.7%,2.5,509-524-10,49.3%,50.7%,0.0,447-449-8,49.9%,50.1%,0.3,375-361-9,51.0%,49.1%,0.2,556-519-12,51.7%,48.3%,1.3,473-424-12,52.7%,47.3%,1.3,188-166-2,53.1%,46.9%,1.2,564-501-16,53.0%,47.0%,1.3,221-225-4,49.6%,50.5%,0.6,247-214-2,53.6%,46.4%,1.4,158-176-3,47.3%,52.7%,0.3
Washington,891-845-32,51.3%,48.7%,1.0,483-448-18,51.9%,48.1%,1.3,28-26-2,51.9%,48.2%,2.6,503-483-19,51.0%,49.0%,0.7,379-349-13,52.1%,47.9%,1.6,438-431-12,50.4%,49.6%,0.6,551-530-21,51.0%,49.0%,0.9,336-313-11,51.8%,48.2%,1.2,450-408-20,52.5%,47.6%,1.6,206-170-6,54.8%,45.2%,2.1,468-500-20,48.4%,51.7%,0.5,227-196-9,53.7%,46.3%,1.2,181-201-5,47.4%,52.6%,0.2,189-149-4,55.9%,44.1%,1.2
Minnesota,881-839-22,51.2%,48.8%,0.5,468-444-11,51.3%,48.7%,0.2,26-29-1,47.3%,52.7%,0.3,516-472-19,52.2%,47.8%,1.1,356-354-3,50.1%,49.9%,-0.4,456-401-12,53.2%,46.8%,1.9,517-489-16,51.4%,48.6%,0.9,359-346-6,50.9%,49.1%,-0.1,423-438-10,49.1%,50.9%,-1.0,192-167-6,53.5%,46.5%,1.1,502-484-12,50.9%,49.1%,0.2,200-215-6,48.2%,51.8%,0.1,213-180-5,54.2%,45.8%,1.8,161-159-3,50.3%,49.7%,0.7
Phoenix,918-876-21,51.2%,48.8%,0.4,452-447-11,50.3%,49.7%,-0.1,31-34-2,47.7%,52.3%,-1.8,406-435-12,48.3%,51.7%,-0.4,504-427-9,54.1%,45.9%,1.3,451-435-12,50.9%,49.1%,0.8,401-410-11,49.5%,50.6%,0.2,513-462-10,52.6%,47.4%,0.6,459-438-9,51.2%,48.8%,0.0,177-171-7,50.9%,49.1%,0.1,538-525-9,50.6%,49.4%,0.5,255-224-3,53.2%,46.8%,1.0,211-205-7,50.7%,49.3%,1.0,172-146-3,54.1%,45.9%,0.9
Atlanta,921-880-17,51.1%,48.9%,1.0,515-474-10,52.1%,47.9%,1.0,29-25-2,53.7%,46.3%,2.6,491-453-10,52.0%,48.0%,1.3,417-418-7,49.9%,50.1%,0.6,449-451-9,49.9%,50.1%,0.3,513-490-9,51.2%,48.9%,0.7,403-386-8,51.1%,48.9%,1.2,470-429-8,52.3%,47.7%,1.6,200-193-3,50.9%,49.1%,-0.2,522-482-9,52.0%,48.0%,1.4,211-195-4,52.0%,48.0%,2.2,195-211-3,48.0%,52.0%,-0.2,170-180-3,48.6%,51.4%,0.9
Sacramento,867-831-31,51.1%,48.9%,0.8,433-411-15,51.3%,48.7%,0.9,35-25-0,58.3%,41.7%,3.1,505-462-16,52.2%,47.8%,1.6,353-356-15,49.8%,50.2%,-0.2,407-438-18,48.2%,51.8%,-0.3,530-525-22,50.2%,49.8%,0.6,331-304-9,52.1%,47.9%,1.1,455-389-13,53.9%,46.1%,1.9,173-190-6,47.7%,52.3%,-0.8,501-456-22,52.4%,47.7%,1.1,232-189-6,55.1%,44.9%,2.4,202-231-10,46.7%,53.4%,-0.8,158-160-3,49.7%,50.3%,1.2
Toronto,905-881-16,50.7%,49.3%,0.9,485-497-14,49.4%,50.6%,0.5,23-37-0,38.3%,61.7%,-3.1,443-438-6,50.3%,49.7%,0.6,452-431-10,51.2%,48.8%,1.3,452-428-9,51.4%,48.6%,0.6,454-438-7,50.9%,49.1%,1.4,446-436-9,50.6%,49.4%,0.4,446-440-7,50.3%,49.7%,1.3,188-166-2,53.1%,46.9%,1.2,522-541-11,49.1%,50.9%,0.8,196-187-1,51.2%,48.8%,0.6,224-197-1,53.2%,46.8%,2.1,172-137-3,55.7%,44.3%,1.6
Utah,894-877-24,50.5%,49.5%,0.6,465-436-15,51.6%,48.4%,0.4,29-28-1,50.9%,49.1%,0.8,419-406-10,50.8%,49.2%,0.6,465-460-13,50.3%,49.7%,0.7,468-411-13,53.2%,46.8%,1.5,419-380-14,52.4%,47.6%,1.2,469-492-10,48.8%,51.2%,0.1,416-460-11,47.5%,52.5%,-0.3,190-176-3,51.9%,48.1%,1.4,506-504-18,50.1%,49.9%,0.0,221-214-4,50.8%,49.2%,1.4,208-227-5,47.8%,52.2%,0.3,169-169-2,50.0%,50.0%,1.9
Portland,884-876-21,50.2%,49.8%,0.6,443-439-5,50.2%,49.8%,0.6,36-26-0,58.1%,41.9%,4.1,446-449-8,49.8%,50.2%,0.5,427-416-13,50.7%,49.4%,0.6,432-443-10,49.4%,50.6%,-0.5,481-464-9,50.9%,49.1%,0.2,400-403-12,49.8%,50.2%,1.1,441-429-11,50.7%,49.3%,1.5,169-189-5,47.2%,52.8%,-0.7,514-508-14,50.3%,49.7%,0.5,237-199-8,54.4%,45.6%,2.4,204-238-8,46.2%,53.9%,-1.1,165-153-2,51.9%,48.1%,1.6
Okla City,903-905-26,49.9%,50.1%,0.4,480-455-12,51.3%,48.7%,0.9,21-40-1,34.4%,65.6%,-4.7,415-412-13,50.2%,49.8%,0.7,479-480-13,50.0%,50.1%,0.3,439-458-9,48.9%,51.1%,0.2,393-438-8,47.3%,52.7%,-0.4,504-465-18,52.0%,48.0%,1.0,455-438-17,51.0%,49.1%,0.7,181-158-5,53.4%,46.6%,1.8,549-534-16,50.7%,49.3%,0.7,193-228-7,45.8%,54.2%,-1.2,230-222-7,50.9%,49.1%,0.8,152-173-4,46.8%,53.2%,-1.1
Boston,958-970-21,49.7%,50.3%,0.5,543-556-6,49.4%,50.6%,0.0,40-30-2,57.1%,42.9%,3.1,411-388-5,51.4%,48.6%,0.6,534-573-16,48.2%,51.8%,0.3,456-491-8,48.2%,51.9%,0.5,329-358-6,47.9%,52.1%,0.3,625-606-14,50.8%,49.2%,0.6,489-466-12,51.2%,48.8%,0.4,181-173-6,51.1%,48.9%,1.6,559-588-8,48.7%,51.3%,0.0,191-199-6,49.0%,51.0%,0.5,224-215-9,51.0%,49.0%,1.6,178-179-5,49.9%,50.1%,0.4
LA Lakers,922-934-18,49.7%,50.3%,-0.1,456-476-8,48.9%,51.1%,-0.2,36-40-1,47.4%,52.6%,0.4,448-418-6,51.7%,48.3%,0.4,464-504-12,47.9%,52.1%,-0.5,471-440-10,51.7%,48.3%,0.8,421-412-8,50.5%,49.5%,-0.1,494-517-10,48.9%,51.1%,-0.1,438-476-8,47.9%,52.1%,-0.9,174-159-5,52.3%,47.8%,1.4,561-569-9,49.7%,50.4%,-0.2,211-211-5,50.0%,50.0%,-0.3,255-247-5,50.8%,49.2%,0.3,151-166-3,47.6%,52.4%,-1.1
San Antonio,932-946-27,49.6%,50.4%,0.3,515-501-13,50.7%,49.3%,0.4,46-25-0,64.8%,35.2%,5.3,364-335-13,52.1%,47.9%,1.3,550-607-14,47.5%,52.5%,-0.4,463-465-19,49.9%,50.1%,-0.1,307-273-11,52.9%,47.1%,0.4,618-670-16,48.0%,52.0%,0.2,460-476-8,49.2%,50.9%,0.5,170-174-6,49.4%,50.6%,0.4,559-558-14,50.0%,50.0%,0.1,195-218-9,47.2%,52.8%,0.1,222-227-5,49.4%,50.6%,0.1,157-189-7,45.4%,54.6%,-0.3
Charlotte,795-808-22,49.6%,50.4%,0.4,424-454-13,48.3%,51.7%,0.1,29-22-0,56.9%,43.1%,1.0,472-484-18,49.4%,50.6%,0.6,309-317-4,49.4%,50.6%,-0.1,409-396-10,50.8%,49.2%,0.8,548-572-16,48.9%,51.1%,-0.1,244-232-5,51.3%,48.7%,1.4,386-411-12,48.4%,51.6%,-0.1,199-172-4,53.6%,46.4%,1.4,417-457-13,47.7%,52.3%,-0.2,193-195-5,49.7%,50.3%,0.0,178-159-4,52.8%,47.2%,1.6,150-157-5,48.9%,51.1%,0.5
Golden State,912-928-23,49.6%,50.4%,0.3,467-466-13,50.1%,50.0%,-0.4,40-28-0,58.8%,41.2%,1.1,398-400-4,49.9%,50.1%,0.7,501-519-19,49.1%,50.9%,0.0,439-480-9,47.8%,52.2%,0.3,384-372-7,50.8%,49.2%,0.6,525-551-16,48.8%,51.2%,0.0,472-448-14,51.3%,48.7%,0.3,175-183-6,48.9%,51.1%,1.0,511-542-13,48.5%,51.5%,-0.4,224-240-4,48.3%,51.7%,1.0,221-222-6,49.9%,50.1%,1.0,186-175-4,51.5%,48.5%,1.3
Indiana,893-909-29,49.6%,50.4%,0.2,482-509-16,48.6%,51.4%,0.1,33-27-2,55.0%,45.0%,4.7,450-405-16,52.6%,47.4%,0.7,429-496-13,46.4%,53.6%,-0.4,451-446-13,50.3%,49.7%,0.2,446-423-14,51.3%,48.7%,0.8,443-474-15,48.3%,51.7%,-0.1,437-453-16,49.1%,50.9%,0.4,186-194-7,49.0%,51.1%,0.1,500-513-13,49.4%,50.6%,-0.1,205-208-7,49.6%,50.4%,0.0,206-192-6,51.8%,48.2%,1.0,174-175-7,49.9%,50.1%,0.5
LA Clippers,884-903-30,49.5%,50.5%,0.2,416-445-14,48.3%,51.7%,-0.6,32-30-2,51.6%,48.4%,3.0,417-421-10,49.8%,50.2%,0.4,455-472-20,49.1%,50.9%,0.0,462-420-13,52.4%,47.6%,0.8,395-390-18,50.3%,49.7%,0.8,484-505-12,48.9%,51.1%,-0.2,411-472-16,46.6%,53.5%,-0.5,199-184-2,52.0%,48.0%,0.1,492-505-22,49.4%,50.7%,0.2,220-233-9,48.6%,51.4%,1.1,248-225-7,52.4%,47.6%,0.7,161-184-4,46.7%,53.3%,-0.2
Philadelphia,877-898-25,49.4%,50.6%,-0.1,440-500-12,46.8%,53.2%,-0.9,37-21-1,63.8%,36.2%,4.2,454-473-15,49.0%,51.0%,-0.1,411-415-10,49.8%,50.2%,-0.1,440-440-16,50.0%,50.0%,0.3,479-493-16,49.3%,50.7%,-0.1,394-398-9,49.8%,50.3%,0.0,430-452-9,48.8%,51.3%,-0.5,194-178-2,52.2%,47.9%,1.2,454-542-19,45.6%,54.4%,-1.4,218-192-5,53.2%,46.8%,0.5,219-206-8,51.5%,48.5%,1.3,192-157-3,55.0%,45.0%,1.7
