Team,ATS Record,Cover %,MOV,ATS +/-
Denver,565-501-20,53.0%,2.8,+0.6
Utah,535-482-17,52.6%,1.6,+0.5
San Antonio,584-529-23,52.5%,3.8,+0.4
Phoenix,552-506-17,52.2%,1.3,+0.5
Okla City,569-523-15,52.1%,1.5,+0.3
Philadelphia,515-485-19,51.5%,-0.2,+0.2
New York,519-490-12,51.4%,-1.5,+0.4
Dallas,558-527-24,51.4%,2.5,+0.1
Memphis,505-479-21,51.3%,0.2,+0.5
Boston,583-556-18,51.2%,3.1,+0.3
Golden State,534-514-22,51.0%,2.7,+0.2
Orlando,516-498-23,50.9%,-0.7,+0.3
Miami,576-561-23,50.7%,2.1,+0.1
Brooklyn,498-488-23,50.5%,-1.2,0.0
Indiana,506-504-25,50.1%,0.8,+0.2
Charlotte,437-436-20,50.1%,-3.0,0.0
Toronto,530-530-19,50.0%,0.9,+0.3
Chicago,486-487-10,50.0%,-0.2,+0.1
Houston,516-517-18,50.0%,1.7,+0.3
LA Clippers,501-515-13,49.3%,1.4,+0.2
Sacramento,476-490-21,49.3%,-1.5,-0.3
Atlanta,496-511-12,49.3%,-1.0,-0.3
Cleveland,496-514-23,49.1%,0.6,-0.2
Detroit,482-506-27,48.8%,-0.9,-0.3
Milwaukee,466-491-18,48.7%,0.4,-0.8
New Orleans,475-513-19,48.1%,-0.9,-0.1
Washington,462-507-24,47.7%,-2.0,-0.1
Portland,484-544-14,47.1%,-1.7,-1.0
Minnesota,461-526-15,46.7%,-1.6,-0.4
LA Lakers,515-604-25,46.0%,0.5,-0.6
