Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,97.4,5:30 PM,The Greenbrier,15,Pittsburgh,33,Wisconsin,Pittsburgh,Pittsburgh,Wisconsin,Wisconsin,-2,−112,False,+2,−108,True,Pittsburgh,5-1-0,83.3%,25.7,8.3,0,0,0.0,0.0,Wisconsin,4-2-0,66.7%,16.8,3.9,3-2-0,60.0%,17.0,+2.5,Wisconsin,+2,−108,1-0-0,100.0%,15.0,19.5,Pittsburgh,-2,−112,5-1-0,83.3%,25.7,8.3,1,97.4,5:30 PM,The Greenbrier,15,Pittsburgh,33,Wisconsin,Pittsburgh,Pittsburgh,Wisconsin,Wisconsin,-2,−112,False,+2,−108,True,Pittsburgh,394-393-21,50.1%,5.4,0.2,140-130-8,51.9%,-1.9,1.0,Wisconsin,448-409-22,52.3%,7.0,0.7,211-189-10,52.8%,13.1,1.0,Wisconsin,+2,−108,133-113-12,54.1%,-3.1,1.7,Pittsburgh,-2,−112,239-242-9,49.7%,9.5,-0.2,1,97.4,5:30 PM,The Greenbrier,15,Pittsburgh,33,Wisconsin,Pittsburgh,Pittsburgh,Wisconsin,Wisconsin,-2,−112,False,+2,−108,True,Pittsburgh,154-157-9,49.5%,1.1,0.0,51-49-4,51.0%,-5.7,1.1,Wisconsin,170-166-11,50.6%,6.1,0.2,81-81-5,50.0%,11.1,-0.1,Wisconsin,+2,−108,56-46-6,54.9%,-2.2,2.4,Pittsburgh,-2,−112,74-75-1,49.7%,10.2,0.0
2,95.1,11:00 AM,Imperial Arena,18,St Johns,58,Georgia,Saint Johns,St. John'S,Georgia,Georgia,-6,−110,False,+6,−110,True,St Johns,5-1-0,83.3%,19.0,5.7,0,0,0.0,0.0,Georgia,3-3-0,50.0%,15.2,1.8,2-2-0,50.0%,23.5,+2.4,Georgia,+6,−110,0-1-0,0.0%,-11.0,-5.0,St Johns,-6,−110,4-1-0,80.0%,23.0,6.5,2,95.1,11:00 AM,Imperial Arena,18,St Johns,58,Georgia,Saint Johns,St. John'S,Georgia,Georgia,-6,−110,False,+6,−110,True,St Johns,387-391-16,49.7%,1.4,-0.1,146-135-6,52.0%,-5.2,0.5,Georgia,393-390-11,50.2%,0.3,0.1,187-199-4,48.5%,5.7,0.0,Georgia,+6,−110,226-223-5,50.3%,-7.0,0.4,St Johns,-6,−110,175-188-8,48.2%,8.2,-0.6,2,95.1,11:00 AM,Imperial Arena,18,St Johns,58,Georgia,Saint Johns,St. John'S,Georgia,Georgia,-6,−110,False,+6,−110,True,St Johns,156-159-9,49.5%,1.8,0.0,48-55-2,46.6%,-5.7,0.0,Georgia,160-161-5,49.8%,-0.4,-0.5,79-92-2,46.2%,4.8,-0.7,Georgia,+6,−110,94-84-3,52.8%,-7.3,-0.1,St Johns,-6,−110,81-77-5,51.3%,10.2,0.1
3,93.5,1:00 PM,Prudential Center,67,Villanova,24,Maryland,Villanova,Villanova,Maryland,Maryland,+6,−108,True,-6,−112,False,Villanova,2-4-0,33.3%,11.0,-2.6,0-1-0,0.0%,-7.0,-10.5,Maryland,3-2-0,60.0%,32.4,9.4,3-2-0,60.0%,32.4,+9.4,Villanova,+6,−108,0,0,0.0,0.0,Maryland,-6,−112,3-2-0,60.0%,32.4,9.4,3,93.5,1:00 PM,Prudential Center,67,Villanova,24,Maryland,Villanova,Villanova,Maryland,Maryland,+6,−108,True,-6,−112,False,Villanova,458-394-12,53.8%,7.0,0.6,156-147-6,51.5%,1.4,0.0,Maryland,408-391-17,51.1%,7.2,0.1,199-183-9,52.1%,13.6,0.1,Villanova,+6,−108,123-112-5,52.3%,-3.8,1.4,Maryland,-6,−112,269-251-11,51.7%,9.9,-0.2,3,93.5,1:00 PM,Prudential Center,67,Villanova,24,Maryland,Villanova,Villanova,Maryland,Maryland,+6,−108,True,-6,−112,False,Villanova,195-155-5,55.7%,10.1,0.6,61-53-3,53.5%,4.0,-0.7,Maryland,158-162-8,49.4%,5.7,0.1,80-90-3,47.1%,11.0,-0.4,Villanova,+6,−108,23-21-2,52.3%,-4.1,-0.2,Maryland,-6,−112,98-103-4,48.8%,10.4,-0.3
4,93.3,12:30 PM,TD Arena,61,Miami,53,Vcu,Miami FL,Miami-Florida,VCU,VCU,+3,−112,True,-3,−108,False,Miami,1-4-0,20.0%,15.6,-5.5,0,0,0.0,0.0,Vcu,3-3-0,50.0%,14.2,1.3,2-1-0,66.7%,22.0,+1.8,Miami,+3,−112,0,0,0.0,0.0,Vcu,-3,−108,3-2-0,60.0%,17.6,1.9,4,93.3,12:30 PM,TD Arena,61,Miami,53,Vcu,Miami FL,Miami-Florida,VCU,VCU,+3,−112,True,-3,−108,False,Miami,403-367-19,52.3%,4.2,0.4,163-123-10,57.0%,-1.6,1.5,Vcu,419-390-20,51.8%,6.0,0.7,191-194-11,49.6%,10.3,0.3,Miami,+3,−112,194-141-8,57.9%,-4.3,1.8,Vcu,-3,−108,294-268-15,52.3%,9.6,0.7,4,93.3,12:30 PM,TD Arena,61,Miami,53,Vcu,Miami FL,Miami-Florida,VCU,VCU,+3,−112,True,-3,−108,False,Miami,162-165-6,49.5%,3.5,-0.5,60-49-1,55.1%,-1.7,1.0,Vcu,172-157-6,52.3%,6.5,0.5,82-81-4,50.3%,11.3,0.6,Miami,+3,−112,72-59-1,55.0%,-5.2,0.8,Vcu,-3,−108,132-109-5,54.8%,10.2,0.8
4,93.3,3:00 PM,The Greenbrier,70,Ucf,48,Lsu,UCF,Central Florida,LSU,Louisiana State,+1,−112,True,-1,−108,False,Ucf,2-3-0,40.0%,2.2,-3.5,0,0,0.0,0.0,Lsu,2-3-0,40.0%,11.4,1.2,1-2-0,33.3%,19.0,-3.5,Ucf,+1,−112,1-1-0,50.0%,-6.5,-0.8,Lsu,-1,−108,1-2-0,33.3%,19.0,-3.5,4,93.3,3:00 PM,The Greenbrier,70,Ucf,48,Lsu,UCF,Central Florida,LSU,Louisiana State,+1,−112,True,-1,−108,False,Ucf,275-255-8,51.9%,2.6,0.2,104-108-1,49.1%,-3.8,-0.6,Lsu,358-396-16,47.5%,3.2,-0.5,175-187-9,48.3%,9.8,-0.2,Ucf,+1,−112,131-134-2,49.4%,-7.2,-0.1,Lsu,-1,−108,186-210-9,47.0%,8.2,-0.6,4,93.3,3:00 PM,The Greenbrier,70,Ucf,48,Lsu,UCF,Central Florida,LSU,Louisiana State,+1,−112,True,-1,−108,False,Ucf,160-144-3,52.6%,1.9,0.7,57-58-0,49.6%,-5.1,-0.7,Lsu,148-172-6,46.3%,3.3,-0.3,78-87-3,47.3%,9.4,0.3,Ucf,+1,−112,74-74-0,50.0%,-6.6,0.1,Lsu,-1,−108,88-94-4,48.4%,10.2,0.1
6,91.8,3:00 PM,TD Arena,89,Oklahoma St,35,Nevada,Oklahoma State,Oklahoma State,Nevada,Nevada,+6.5,−112,True,-6.5,−108,False,Oklahoma St,1-4-0,20.0%,5.4,-1.8,0,0,0.0,0.0,Nevada,5-1-0,83.3%,13.8,6.3,4-0-0,100.0%,20.5,+10.1,Oklahoma St,+6.5,−112,1-1-0,50.0%,-1.0,2.0,Nevada,-6.5,−108,5-1-0,83.3%,13.8,6.3,6,91.8,3:00 PM,TD Arena,89,Oklahoma St,35,Nevada,Oklahoma State,Oklahoma State,Nevada,Nevada,+6.5,−112,True,-6.5,−108,False,Oklahoma St,393-393-15,50.0%,5.4,0.4,130-151-6,46.3%,-2.7,-0.3,Nevada,393-326-16,54.7%,3.7,0.9,181-147-7,55.2%,9.0,0.8,Oklahoma St,+6.5,−112,141-169-5,45.5%,-6.4,-0.2,Nevada,-6.5,−108,258-208-10,55.4%,8.8,0.7,6,91.8,3:00 PM,TD Arena,89,Oklahoma St,35,Nevada,Oklahoma State,Oklahoma State,Nevada,Nevada,+6.5,−112,True,-6.5,−108,False,Oklahoma St,150-165-6,47.6%,2.1,0.1,54-56-3,49.1%,-4.2,1.1,Nevada,182-140-6,56.5%,5.4,1.2,88-56-3,61.1%,11.1,2.2,Oklahoma St,+6.5,−112,76-80-2,48.7%,-5.4,1.1,Nevada,-6.5,−108,130-91-5,58.8%,9.8,1.7
7,89.1,8:30 PM,TD Arena,91,Drake,74,Vanderbilt,Drake,Drake,Vanderbilt,Vanderbilt,+4,−110,True,-4,−110,False,Drake,3-1-0,75.0%,18.4,9.4,0,0,0.0,0.0,Vanderbilt,4-2-0,66.7%,15.8,0.1,2-2-0,50.0%,19.3,-3.6,Drake,+4,−110,2-0-0,100.0%,11.5,17.5,Vanderbilt,-4,−110,3-2-0,60.0%,18.6,-0.8,7,89.1,8:30 PM,TD Arena,91,Drake,74,Vanderbilt,Drake,Drake,Vanderbilt,Vanderbilt,+4,−110,True,-4,−110,False,Drake,380-368-19,50.8%,0.7,0.2,144-166-9,46.5%,-7.0,-1.0,Vanderbilt,409-390-17,51.2%,2.7,0.2,199-208-7,48.9%,7.9,-0.1,Drake,+4,−110,214-213-16,50.1%,-7.2,0.1,Vanderbilt,-4,−110,193-188-7,50.7%,9.3,0.0,7,89.1,8:30 PM,TD Arena,91,Drake,74,Vanderbilt,Drake,Drake,Vanderbilt,Vanderbilt,+4,−110,True,-4,−110,False,Drake,159-150-6,51.5%,3.4,0.8,48-69-2,41.0%,-4.5,-1.5,Vanderbilt,166-156-7,51.6%,0.8,0.3,82-89-4,48.0%,5.5,-0.1,Drake,+4,−110,70-74-3,48.6%,-6.7,0.3,Vanderbilt,-4,−110,69-67-2,50.7%,10.6,0.6
8,88.7,8:00 PM,Sports and Fitness Center,87,Liberty,77,Kansas St,Liberty,Liberty,Kansas State,Kansas State,+4,−112,True,-4,−108,False,Liberty,4-1-0,80.0%,16.0,8.6,2-0-0,100.0%,11.5,14.8,Kansas St,1-4-0,20.0%,11.2,-11.1,0-4-0,0.0%,11.0,-14.8,Liberty,+4,−112,2-0-0,100.0%,11.5,14.8,Kansas St,-4,−108,1-4-0,20.0%,11.2,-11.1,8,88.7,8:00 PM,Sports and Fitness Center,87,Liberty,77,Kansas St,Liberty,Liberty,Kansas State,Kansas State,+4,−112,True,-4,−108,False,Liberty,138-139-5,49.8%,1.8,-0.4,43-51-2,45.7%,-5.8,-0.6,Kansas St,387-373-16,50.9%,3.5,0.4,185-171-6,52.0%,10.0,0.8,Liberty,+4,−112,39-44-2,47.0%,-9.5,-0.8,Kansas St,-4,−108,204-196-9,51.0%,8.4,0.1,8,88.7,8:00 PM,Sports and Fitness Center,87,Liberty,77,Kansas St,Liberty,Liberty,Kansas State,Kansas State,+4,−112,True,-4,−108,False,Liberty,118-109-4,52.0%,7.7,0.1,34-41-1,45.3%,-0.1,-0.7,Kansas St,166-155-5,51.7%,2.0,0.0,72-81-4,47.1%,6.9,-0.5,Liberty,+4,−112,23-23-1,50.0%,-7.4,0.1,Kansas St,-4,−108,80-88-4,47.6%,7.8,-1.0
9,87.2,6:00 PM,TD Arena,78,Fla Atlantic,102,Seton Hall,Florida Atlantic,Florida Atlantic,Seton Hall,Seton Hall,-2.5,−110,False,+2.5,−110,True,Fla Atlantic,3-3-0,50.0%,10.4,3.3,0-2-0,0.0%,-4.5,-1.3,Seton Hall,2-4-0,33.3%,2.5,-2.8,1-2-0,33.3%,9.7,-3.3,Seton Hall,+2.5,−110,1-1-0,50.0%,-6.5,-0.3,Fla Atlantic,-2.5,−110,2-1-0,66.7%,9.7,5.7,9,87.2,6:00 PM,TD Arena,78,Fla Atlantic,102,Seton Hall,Florida Atlantic,Florida Atlantic,Seton Hall,Seton Hall,-2.5,−110,False,+2.5,−110,True,Fla Atlantic,243-257-10,48.6%,-1.7,0.3,110-127-8,46.4%,-7.8,-0.4,Seton Hall,388-379-12,50.6%,2.6,0.2,174-190-6,47.8%,7.7,-0.2,Seton Hall,+2.5,−110,201-169-3,54.3%,-5.5,0.9,Fla Atlantic,-2.5,−110,99-114-4,46.5%,6.4,-0.1,9,87.2,6:00 PM,TD Arena,78,Fla Atlantic,102,Seton Hall,Florida Atlantic,Florida Atlantic,Seton Hall,Seton Hall,-2.5,−110,False,+2.5,−110,True,Fla Atlantic,147-143-5,50.7%,2.9,0.8,59-70-4,45.7%,-4.5,-0.5,Seton Hall,169-152-5,52.7%,3.8,0.4,75-76-2,49.7%,9.3,0.6,Seton Hall,+2.5,−110,79-55-0,59.0%,-4.1,1.1,Fla Atlantic,-2.5,−110,71-70-2,50.4%,8.0,0.9
10,83.5,3:30 PM,Mohegan Sun Arena,127,U Mass,82,Florida St,Massachusetts,Massachusetts,Florida State,Florida State,N/A,N/A,False,-6,−108,False,U Mass,2-3-0,40.0%,0.4,-2.4,1-0-0,100.0%,-6.0,3.0,Florida St,4-2-0,66.7%,9.0,2.0,3-1-0,75.0%,9.3,+2.4,Florida St,-6,−108,0-1-0,0.0%,-13.0,-7.5,U Mass,N/A,N/A,1-2-0,33.3%,6.0,-2.2,10,83.5,3:30 PM,Mohegan Sun Arena,127,U Mass,82,Florida St,Massachusetts,Massachusetts,Florida State,Florida State,N/A,N/A,False,-6,−108,False,U Mass,371-391-12,48.7%,0.4,-0.3,160-156-4,50.6%,-4.5,-0.2,Florida St,394-392-17,50.1%,2.9,-0.3,187-176-11,51.5%,8.7,0.3,Florida St,-6,−108,188-169-5,52.7%,-6.6,0.5,U Mass,N/A,N/A,175-201-8,46.5%,6.0,-0.9,10,83.5,3:30 PM,Mohegan Sun Arena,127,U Mass,82,Florida St,Massachusetts,Massachusetts,Florida State,Florida State,N/A,N/A,False,-6,−108,False,U Mass,145-151-6,49.0%,-0.8,-0.8,53-57-1,48.2%,-6.8,-1.8,Florida St,159-163-7,49.4%,4.0,-0.3,86-70-4,55.1%,9.8,1.1,Florida St,-6,−108,56-55-0,50.5%,-5.3,0.8,U Mass,N/A,N/A,64-74-5,46.4%,5.0,-1.7
