,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,97.4,5:30 PM,The Greenbrier,15,Pittsburgh,33,Wisconsin,Pittsburgh,Wisconsin,-2.0,0.5283,False,2.0,0.5192,True,0,0.833,25.7,8.3,0,0.0,0.0,0.0,6,0.667,16.8,3.9,5,0.6,17.0,+2.5,Wisconsin,2.0,0.5192,0,1.0,15.0,19.5,Pittsburgh,-2.0,0.5283,0,0.833,25.7,8.3,Pittsburgh,Wisconsin,-2.0,2.0,0,0.501,5.4,0.2,0,0.519,-1.9,1.0,879,0.523,7.0,0.7,410,0.528,13.1,1.0,2.0,258,0.541,-3.1,1.7,-2.0,0,0.497,9.5,-0.2,Pittsburgh,Wisconsin,-2.0,2.0,0,0.495,1.1,0.0,0,0.51,-5.7,1.1,347,0.506,6.1,0.2,167,0.5,11.1,-0.1,2.0,108,0.549,-2.2,2.4,-2.0,0,0.497,10.2,0.0,233.0,354.0,233.0,354.0,Pittsburgh,Wisconsin,True
1,2,95.1,11:00 AM,Imperial Arena,18,St Johns,58,Georgia,St. John'S,Georgia,-6.0,0.5238,False,6.0,0.5238,True,0,0.833,19.0,5.7,0,0.0,0.0,0.0,6,0.5,15.2,1.8,4,0.5,23.5,+2.4,Georgia,6.0,0.5238,0,0.0,-11.0,-5.0,St Johns,-6.0,0.5238,0,0.8,23.0,6.5,St. John'S,Georgia,-6.0,6.0,0,0.497,1.4,-0.1,0,0.52,-5.2,0.5,794,0.502,0.3,0.1,390,0.485,5.7,0.0,6.0,454,0.503,-7.0,0.4,-6.0,0,0.482,8.2,-0.6,St. John'S,Georgia,-6.0,6.0,0,0.495,1.8,0.0,0,0.466,-5.7,0.0,326,0.498,-0.4,-0.5,173,0.462,4.8,-0.7,6.0,181,0.528,-7.3,-0.1,-6.0,0,0.513,10.2,0.1,281.0,102.0,281.0,102.0,St. John'S,Georgia,True
2,3,93.5,1:00 PM,Prudential Center,67,Villanova,24,Maryland,Villanova,Maryland,6.0,0.5192,True,-6.0,0.5283,False,0,0.333,11.0,-2.6,0,0.0,-7.0,-10.5,5,0.6,32.4,9.4,5,0.6,32.4,+9.4,Villanova,6.0,0.5192,0,0.0,0.0,0.0,Maryland,-6.0,0.5283,0,0.6,32.4,9.4,Villanova,Maryland,6.0,-6.0,0,0.538,7.0,0.6,0,0.515,1.4,0.0,816,0.511,7.2,0.1,391,0.521,13.6,0.1,6.0,240,0.523,-3.8,1.4,-6.0,0,0.517,9.9,-0.2,Villanova,Maryland,6.0,-6.0,0,0.557,10.1,0.6,0,0.535,4.0,-0.7,328,0.494,5.7,0.1,173,0.471,11.0,-0.4,6.0,46,0.523,-4.1,-0.2,-6.0,0,0.488,10.4,-0.3,337.0,162.0,162.0,337.0,Villanova,Maryland,False
3,6,91.8,3:00 PM,TD Arena,89,Oklahoma St,35,Nevada,Oklahoma State,Nevada,6.5,0.5283,True,-6.5,0.5192,False,0,0.2,5.4,-1.8,0,0.0,0.0,0.0,6,0.833,13.8,6.3,4,1.0,20.5,+10.1,Oklahoma St,6.5,0.5283,0,0.5,-1.0,2.0,Nevada,-6.5,0.5192,0,0.833,13.8,6.3,Oklahoma State,Nevada,6.5,-6.5,0,0.5,5.4,0.4,0,0.463,-2.7,-0.3,735,0.547,3.7,0.9,335,0.552,9.0,0.8,6.5,315,0.455,-6.4,-0.2,-6.5,0,0.554,8.8,0.7,Oklahoma State,Nevada,6.5,-6.5,0,0.476,2.1,0.1,0,0.491,-4.2,1.1,328,0.565,5.4,1.2,147,0.611,11.1,2.2,6.5,158,0.487,-5.4,1.1,-6.5,0,0.588,9.8,1.7,225.0,208.0,208.0,225.0,Oklahoma State,Nevada,True
4,7,89.1,8:30 PM,TD Arena,91,Drake,74,Vanderbilt,Drake,Vanderbilt,4.0,0.5238,True,-4.0,0.5238,False,0,0.75,18.4,9.4,0,0.0,0.0,0.0,6,0.667,15.8,0.1,4,0.5,19.3,-3.6,Drake,4.0,0.5238,0,1.0,11.5,17.5,Vanderbilt,-4.0,0.5238,0,0.6,18.6,-0.8,Drake,Vanderbilt,4.0,-4.0,0,0.508,0.7,0.2,0,0.465,-7.0,-1.0,816,0.512,2.7,0.2,414,0.489,7.9,-0.1,4.0,443,0.501,-7.2,0.1,-4.0,0,0.507,9.3,0.0,Drake,Vanderbilt,4.0,-4.0,0,0.515,3.4,0.8,0,0.41,-4.5,-1.5,329,0.516,0.8,0.3,175,0.48,5.5,-0.1,4.0,147,0.486,-6.7,0.3,-4.0,0,0.507,10.6,0.6,73.0,334.0,334.0,73.0,Drake,Vanderbilt,False
5,8,88.7,8:00 PM,Sports and Fitness Center,87,Liberty,77,Kansas St,Liberty,Kansas State,4.0,0.5283,True,-4.0,0.5192,False,0,0.8,16.0,8.6,0,1.0,11.5,14.8,5,0.2,11.2,-11.1,4,0.0,11.0,-14.8,Liberty,4.0,0.5283,0,1.0,11.5,14.8,Kansas St,-4.0,0.5192,0,0.2,11.2,-11.1,Liberty,Kansas State,4.0,-4.0,0,0.498,1.8,-0.4,0,0.457,-5.8,-0.6,776,0.509,3.5,0.4,362,0.52,10.0,0.8,4.0,85,0.47,-9.5,-0.8,-4.0,0,0.51,8.4,0.1,Liberty,Kansas State,4.0,-4.0,0,0.52,7.7,0.1,0,0.453,-0.1,-0.7,326,0.517,2.0,0.0,157,0.471,6.9,-0.5,4.0,47,0.5,-7.4,0.1,-4.0,0,0.476,7.8,-1.0,146.0,135.0,135.0,146.0,Liberty,Kansas State,False
6,9,87.2,6:00 PM,TD Arena,78,Fla Atlantic,102,Seton Hall,Florida Atlantic,Seton Hall,-2.5,0.5238,False,2.5,0.5238,True,0,0.5,10.4,3.3,0,0.0,-4.5,-1.3,6,0.333,2.5,-2.8,3,0.333,9.7,-3.3,Seton Hall,2.5,0.5238,0,0.5,-6.5,-0.3,Fla Atlantic,-2.5,0.5238,0,0.667,9.7,5.7,Florida Atlantic,Seton Hall,-2.5,2.5,0,0.486,-1.7,0.3,0,0.464,-7.8,-0.4,779,0.506,2.6,0.2,370,0.478,7.7,-0.2,2.5,373,0.543,-5.5,0.9,-2.5,0,0.465,6.4,-0.1,Florida Atlantic,Seton Hall,-2.5,2.5,0,0.507,2.9,0.8,0,0.457,-4.5,-0.5,326,0.527,3.8,0.4,153,0.497,9.3,0.6,2.5,134,0.59,-4.1,1.1,-2.5,0,0.504,8.0,0.9,87.0,274.0,87.0,274.0,Florida Atlantic,Seton Hall,True
7,11,82.9,12:00 PM,Thomas M. Ryan Center,117,Col Charlestn,110,Rhode Island,Charleston,Rhode Island,3.5,0.5283,True,-3.5,0.5192,False,0,0.8,4.4,-1.3,0,1.0,15.0,3.0,3,0.333,24.5,6.3,3,0.333,24.5,+6.3,Col Charlestn,3.5,0.5283,0,0.0,0.0,0.0,Rhode Island,-3.5,0.5192,0,0.333,22.0,6.3,Charleston,Rhode Island,3.5,-3.5,0,0.503,5.2,0.1,0,0.565,1.5,1.7,790,0.467,0.7,-0.5,355,0.434,4.7,-1.4,3.5,232,0.562,-4.6,1.9,-3.5,0,0.457,6.9,-0.9,Charleston,Rhode Island,3.5,-3.5,0,0.479,4.1,0.1,0,0.508,1.1,1.0,310,0.464,3.2,-0.4,145,0.493,7.5,-0.8,3.5,102,0.47,-5.3,0.9,-3.5,0,0.495,7.5,-0.3,54.0,244.0,244.0,54.0,Charleston,Rhode Island,True
8,12,81.2,5:30 PM,HTC Center,144,Middle Tenn,92,Bradley,Middle Tennessee St.,Bradley,5.5,0.5192,True,-5.5,0.5283,False,0,0.8,12.3,4.3,0,1.0,23.0,27.0,6,0.5,9.5,-0.9,3,0.667,19.0,+2.0,Middle Tenn,5.5,0.5192,0,1.0,10.7,13.0,Bradley,-5.5,0.5283,0,0.6,14.8,2.0,Middle Tennessee St.,Bradley,5.5,-5.5,0,0.515,2.6,0.3,0,0.485,-3.4,-0.2,811,0.493,0.5,0.3,373,0.564,7.0,1.9,5.5,333,0.502,-6.9,0.2,-5.5,0,0.528,7.2,0.8,Middle Tennessee St.,Bradley,5.5,-5.5,0,0.511,1.9,0.2,0,0.44,-4.5,-1.3,319,0.498,1.2,0.6,142,0.584,8.3,2.6,5.5,162,0.463,-7.3,-0.7,-5.5,0,0.546,8.5,1.5,174.0,29.0,29.0,174.0,Middle Tennessee St.,Bradley,True
9,13,78.0,1:00 PM,KSU Convocation Center,60,Rutgers,191,Kennesaw St,Rutgers,Kennesaw St.,-11.5,0.5192,False,11.5,0.5283,True,0,0.25,15.3,-3.6,0,0.0,0.0,0.0,3,1.0,20.8,7.2,2,1.0,27.0,+7.5,Kennesaw St,11.5,0.5283,0,1.0,-4.0,6.5,Rutgers,-11.5,0.5192,0,0.25,15.3,-3.6,Rutgers,Kennesaw St.,-11.5,11.5,0,0.484,-0.6,-0.5,0,0.48,-8.8,-0.7,237,0.481,-5.9,-0.5,94,0.457,1.2,-0.1,11.5,174,0.462,-13.2,-1.0,-11.5,0,0.464,7.4,-0.8,Rutgers,Kennesaw St.,-11.5,11.5,0,0.493,-0.4,-0.3,0,0.438,-9.7,-1.7,209,0.454,-4.2,-1.0,87,0.459,4.6,-0.3,11.5,149,0.426,-13.6,-1.7,-11.5,0,0.483,9.4,-0.6,249.0,136.0,249.0,136.0,Rutgers,Kennesaw St.,True
