Team,ATS Record,Cover %,MOV,ATS +/-
Cleveland,16-6-0,72.7%,10.5,+3.5
Houston,15-7-0,68.2%,7.5,+4.4
Toronto,15-7-0,68.2%,-3.3,+4.4
LA Clippers,16-8-0,66.7%,1.8,+3.6
Memphis,14-8-0,63.6%,8.1,+5.7
Brooklyn,14-8-1,63.6%,-3.7,+3.1
Charlotte,13-8-0,61.9%,-4.7,+1.3
Dallas,13-8-1,61.9%,6.4,+3.0
Golden State,12-8-0,60.0%,5.9,+3.3
Orlando,14-10-0,58.3%,4.8,+2.3
Portland,12-9-1,57.1%,-8.1,+0.2
Okla City,12-9-0,57.1%,10.8,+2.9
San Antonio,11-10-0,52.4%,-0.2,+2.6
New York,10-10-1,50.0%,6.8,+1.1
Chicago,11-11-0,50.0%,-4.3,+0.7
Detroit,11-12-1,47.8%,-3.0,+0.7
Miami,9-11-0,45.0%,2.3,+1.1
Atlanta,10-13-0,43.5%,-1.8,-0.9
Utah,9-12-0,42.9%,-10.3,-3.0
Boston,9-13-0,40.9%,10.3,+0.3
Milwaukee,8-12-1,40.0%,1.1,-2.5
Phoenix,8-12-0,40.0%,-0.2,-1.5
Denver,7-11-1,38.9%,1.7,-0.9
Minnesota,8-13-0,38.1%,3.5,-2.2
Sacramento,8-13-1,38.1%,0.6,-3.6
LA Lakers,8-14-0,36.4%,-4.3,-6.6
Philadelphia,7-13-0,35.0%,-6.2,-4.7
New Orleans,7-15-0,31.8%,-12.7,-7.9
Indiana,7-15-1,31.8%,-4.8,-6.5
Washington,5-13-1,27.8%,-15.8,-5.4
