Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
LA Lakers,6-5-0,54.6%,0.2,-2.5,3-4-0,42.9%,-2.4,-3.9,1-0-0,100.0%,7.0,8.0,1-3-0,25.0%,-6.3,-8.4,4-2-0,66.7%,3.3,-0.4,1-4-0,20.0%,-10.2,-10.9,2-2-0,50.0%,-9.5,-6.1,4-3-0,57.1%,5.7,-0.5,5-1-0,83.3%,8.8,4.4,1-0-0,100.0%,4.0,3.0,3-3-0,50.0%,-1.5,-3.9,2-1-0,66.7%,5.0,-1.3,1-0-0,100.0%,4.0,3.0,1-2-0,33.3%,0.0,-5.2
Sacramento,6-5-1,54.6%,4.0,-1.0,4-2-0,66.7%,5.0,-0.3,0-1-0,0.0%,-2.0,-1.0,3-1-1,75.0%,8.4,4.8,3-3-0,50.0%,1.3,-5.8,4-3-0,57.1%,1.1,-1.9,2-2-0,50.0%,1.0,2.0,4-3-1,57.1%,5.5,-2.4,2-2-1,50.0%,8.0,0.4,1-2-0,33.3%,-2.0,-8.2,4-2-1,66.7%,6.9,1.7,2-2-1,50.0%,7.6,2.6,0-1-0,0.0%,-20.0,-22.5,1-0-0,100.0%,8.0,2.0
Indiana,6-5-0,54.6%,-2.7,-3.2,4-3-0,57.1%,-0.6,-3.5,1-0-0,100.0%,6.0,0.5,4-1-0,80.0%,2.6,5.0,1-4-0,20.0%,-9.8,-12.1,3-4-0,42.9%,-6.7,-6.9,4-2-0,66.7%,-2.0,2.3,2-3-0,40.0%,-3.6,-9.7,3-1-0,75.0%,4.3,3.4,1-0-0,100.0%,-4.0,1.5,3-4-0,42.9%,-5.0,-6.5,1-1-0,50.0%,1.5,4.3,1-1-0,50.0%,-14.5,-9.5,1-1-0,50.0%,1.5,4.3
Charlotte,6-5-0,54.6%,-5.0,1.1,6-3-0,66.7%,-5.8,1.7,1-0-0,100.0%,5.0,13.0,2-4-0,33.3%,-9.7,-4.5,3-1-0,75.0%,-0.5,6.5,3-2-0,60.0%,-9.6,-1.9,6-4-0,60.0%,-6.0,1.4,0-1-0,0.0%,5.0,-1.5,3-3-0,50.0%,-1.2,3.6,1-1-0,50.0%,-9.0,-0.8,4-3-0,57.1%,-6.7,0.3,0-1-0,0.0%,5.0,-1.5,0-1-0,0.0%,-8.0,-2.0,0-1-0,0.0%,5.0,-1.5
Boston,7-6-0,53.9%,10.8,0.7,3-3-0,50.0%,7.5,-0.2,1-0-0,100.0%,23.0,17.0,2-1-0,66.7%,14.7,3.3,4-5-0,44.4%,8.1,-2.0,5-3-0,62.5%,13.6,3.7,,,,,7-6-0,53.9%,10.8,0.7,2-3-0,40.0%,6.2,-4.1,1-1-0,50.0%,17.5,7.3,5-5-0,50.0%,8.2,-2.3,2-1-0,66.7%,15.7,5.2,2-2-0,50.0%,12.0,-1.4,,,,
Chicago,6-6-0,50.0%,-5.0,0.6,4-3-0,57.1%,-4.1,2.2,0-1-0,0.0%,-12.0,-7.0,4-3-0,57.1%,-2.6,2.8,2-2-0,50.0%,-7.5,-1.3,4-3-0,57.1%,-1.9,4.1,6-5-0,54.6%,-4.6,2.2,0-1-0,0.0%,-9.0,-16.5,2-3-0,40.0%,-9.4,-4.2,0-2-0,0.0%,-17.5,-7.8,6-2-0,75.0%,-0.5,5.8,2-1-0,66.7%,1.3,2.5,0-2-0,0.0%,-17.5,-7.8,0-1-0,0.0%,-9.0,-16.5
San Antonio,6-6-0,50.0%,0.7,2.3,0-6-0,0.0%,-7.3,-6.4,0-1-0,0.0%,-11.0,-2.5,5-1-0,83.3%,2.5,5.3,1-4-0,20.0%,0.8,-0.4,2-3-0,40.0%,-8.2,-2.3,4-4-0,50.0%,-3.9,1.3,2-2-0,50.0%,9.8,4.3,4-3-0,57.1%,7.0,5.6,2-0-0,100.0%,15.5,12.5,4-5-0,44.4%,-1.3,0.6,3-0-0,100.0%,11.0,13.5,3-0-0,100.0%,6.3,8.5,,,,
Orlando,6-7-0,46.2%,3.7,2.3,5-4-0,55.6%,8.8,5.4,1-0-0,100.0%,19.0,21.0,1-5-0,16.7%,-4.3,-1.4,4-2-0,66.7%,9.2,2.9,1-6-0,14.3%,-7.7,-3.6,1-5-0,16.7%,-8.5,-2.8,5-2-0,71.4%,14.1,6.6,5-1-0,83.3%,17.0,9.2,1-2-0,33.3%,-8.3,-4.2,4-5-0,44.4%,6.0,2.4,0-1-0,0.0%,4.0,-1.5,1-2-0,33.3%,-11.7,-5.7,,,,
New York,5-6-0,45.5%,3.6,0.0,3-3-0,50.0%,2.0,-0.7,0-1-0,0.0%,-23.0,-17.0,4-1-0,80.0%,12.6,7.9,1-4-0,20.0%,0.0,-4.6,3-4-0,42.9%,0.0,-2.6,0-1-0,0.0%,-23.0,-17.0,5-5-0,50.0%,6.3,1.7,2-2-0,50.0%,10.0,4.4,0-1-0,0.0%,-1.0,-9.5,4-2-0,66.7%,9.5,4.8,2-2-0,50.0%,7.3,3.3,0-1-0,0.0%,-1.0,-9.5,1-2-0,33.3%,2.3,-0.8
Utah,5-6-0,45.5%,-11.9,-4.9,3-3-0,50.0%,-13.3,-6.8,1-0-0,100.0%,-2.0,0.5,4-4-0,50.0%,-12.3,-4.9,0-2-0,0.0%,-15.5,-7.8,3-2-0,60.0%,-9.4,-0.1,5-6-0,45.5%,-11.9,-4.9,,,,,2-4-0,33.3%,-14.0,-8.9,0-1-0,0.0%,-17.0,-10.5,3-3-0,50.0%,-12.2,-5.3,1-3-0,25.0%,-15.0,-7.5,1-0-0,100.0%,9.0,16.5,1-2-0,33.3%,-13.0,-4.0
Denver,4-5-1,44.4%,2.9,-1.1,3-3-1,50.0%,0.4,-1.9,0-1-0,0.0%,-15.0,-17.0,1-2-0,33.3%,7.7,-1.3,3-2-1,60.0%,3.5,1.7,1-2-0,33.3%,1.3,-2.2,2-0-0,100.0%,-0.5,4.8,2-5-1,28.6%,3.8,-2.6,3-3-1,50.0%,3.6,-0.6,1-1-0,50.0%,15.5,7.3,2-3-1,40.0%,2.7,-1.5,,,,,1-2-0,33.3%,8.7,0.7,1-0-0,100.0%,-3.0,0.5
Miami,4-6-0,40.0%,-1.0,-2.1,3-6-0,33.3%,-2.0,-2.6,0-1-0,0.0%,-19.0,-21.0,4-1-0,80.0%,2.6,2.6,0-4-0,0.0%,-1.0,-3.3,4-2-0,66.7%,1.8,1.6,2-2-0,50.0%,-6.0,-1.6,2-4-0,33.3%,2.3,-2.4,0-4-0,0.0%,-5.3,-7.6,,,,,2-5-0,28.6%,-2.7,-1.8,1-0-0,100.0%,8.0,2.0,,,,,2-0-0,100.0%,14.0,6.3
Milwaukee,4-7-1,36.4%,-2.5,-4.8,4-3-1,57.1%,3.4,-1.0,1-0-0,100.0%,15.0,11.0,3-5-0,37.5%,-2.4,-4.1,0-2-1,0.0%,-8.7,-12.0,2-4-0,33.3%,-9.3,-8.6,1-3-0,25.0%,-10.3,-3.1,3-4-1,42.9%,1.4,-5.7,2-3-1,40.0%,4.3,-1.1,0-2-1,0.0%,-8.7,-5.8,2-4-0,33.3%,-3.2,-5.8,0-2-0,0.0%,-12.0,-16.3,0-2-0,0.0%,-16.5,-8.8,1-1-0,50.0%,0.0,-8.3
Dallas,4-7-1,36.4%,2.9,-1.5,2-3-1,40.0%,3.8,-0.2,1-0-0,100.0%,11.0,2.5,2-3-1,40.0%,7.3,2.2,1-4-0,20.0%,-4.0,-6.6,1-3-1,25.0%,-2.6,-3.1,1-1-1,50.0%,0.3,3.2,3-6-0,33.3%,3.8,-3.0,3-4-0,42.9%,6.9,-0.3,1-1-0,50.0%,-0.5,-0.8,1-6-1,14.3%,0.3,-4.4,1-1-0,50.0%,5.5,0.5,1-3-0,25.0%,0.3,-4.4,1-0-0,100.0%,23.0,16.5
Phoenix,4-8-0,33.3%,0.5,-2.0,1-5-0,16.7%,0.7,-2.8,0-1-0,0.0%,3.0,-2.0,2-0-0,100.0%,10.0,9.0,2-7-0,22.2%,-1.9,-4.4,3-3-0,50.0%,-2.0,-2.4,2-2-0,50.0%,-4.3,-0.4,2-6-0,25.0%,2.9,-2.8,1-5-0,16.7%,3.0,-1.6,1-1-0,50.0%,-5.5,0.3,2-6-0,25.0%,1.0,-3.1,1-1-0,50.0%,6.0,-2.5,2-2-0,50.0%,-2.5,-0.6,1-0-0,100.0%,6.0,2.0
Minnesota,4-8-0,33.3%,2.7,-4.5,2-5-0,28.6%,2.7,-4.9,0-1-0,0.0%,-7.0,-8.0,2-3-0,40.0%,0.8,-6.1,2-4-0,33.3%,5.8,-2.7,2-4-0,33.3%,-3.5,-9.2,,,,,4-8-0,33.3%,2.7,-4.5,2-4-0,33.3%,8.8,0.1,1-2-0,33.3%,2.3,-6.0,2-3-0,40.0%,3.8,-4.9,1-2-0,33.3%,7.0,-2.5,1-1-0,50.0%,-4.0,-6.3,1-2-0,33.3%,4.3,-1.3
Atlanta,4-8-0,33.3%,-5.0,-3.1,3-3-0,50.0%,2.5,0.9,0-1-0,0.0%,4.0,-2.5,3-4-0,42.9%,-2.0,-0.2,1-3-0,25.0%,-12.5,-8.3,3-2-0,60.0%,-4.4,0.0,3-3-0,50.0%,-9.5,-0.9,1-5-0,16.7%,-0.5,-5.3,1-6-0,14.3%,-5.4,-5.3,0-3-0,0.0%,-14.7,-14.7,3-4-0,42.9%,-3.0,-1.1,1-1-0,50.0%,-11.5,1.8,0-4-0,0.0%,-13.0,-11.5,1-0-0,100.0%,1.0,17.0
Washington,3-7-0,30.0%,-13.2,-3.5,2-4-0,33.3%,-11.8,-2.1,0-1-0,0.0%,-20.0,-6.0,2-5-0,28.6%,-15.0,-5.2,1-1-0,50.0%,-3.5,3.8,2-3-0,40.0%,-14.6,-5.0,3-7-0,30.0%,-13.2,-3.5,,,,,1-4-0,20.0%,-11.8,-2.0,0-1-0,0.0%,-15.0,-3.0,3-3-0,50.0%,-8.8,0.2,1-3-0,25.0%,-15.3,-5.6,,,,,0-2-0,0.0%,-22.0,-13.5
Philadelphia,3-8-0,27.3%,-8.0,-5.5,2-6-0,25.0%,-6.6,-3.9,0-1-0,0.0%,-15.0,-11.0,3-5-0,37.5%,-6.4,-3.3,0-2-0,0.0%,-11.0,-11.3,2-3-0,40.0%,-5.6,-1.7,3-4-0,42.9%,-7.9,-1.7,0-4-0,0.0%,-8.3,-12.0,1-5-0,16.7%,-10.0,-8.6,1-0-0,100.0%,-8.0,3.0,2-5-0,28.6%,-5.4,-2.9,0-2-0,0.0%,-13.5,-16.0,1-0-0,100.0%,-8.0,3.0,0-2-0,0.0%,-13.5,-16.0
New Orleans,2-10-0,16.7%,-10.3,-8.6,2-8-0,20.0%,-10.3,-8.4,1-0-0,100.0%,12.0,7.0,1-7-0,12.5%,-12.5,-8.0,0-3-0,0.0%,-11.7,-15.5,0-6-0,0.0%,-16.3,-14.4,1-6-0,14.3%,-11.3,-5.6,1-4-0,20.0%,-8.8,-12.9,2-4-0,33.3%,-4.2,-2.8,0-2-0,0.0%,-16.5,-15.5,1-7-0,12.5%,-12.5,-9.9,0-1-0,0.0%,-2.0,-0.5,0-1-0,0.0%,-18.0,-19.0,0-1-0,0.0%,-2.0,-0.5
