Team,Over Record,Over %,Under %,Total +/-
Utah,472-412-13,53.4%,46.6%,+1.6
Minnesota,457-405-12,53.0%,47.0%,+1.9
LA Clippers,465-422-14,52.4%,47.6%,+0.8
Chicago,461-428-12,51.9%,48.1%,+1.6
LA Lakers,473-445-10,51.5%,48.5%,+0.7
Toronto,454-431-9,51.3%,48.7%,+0.6
Charlotte,413-396-10,51.1%,49.0%,+0.8
Phoenix,454-436-12,51.0%,49.0%,+0.8
New York,440-427-10,50.8%,49.3%,+0.2
Washington,442-433-12,50.5%,49.5%,+0.6
Milwaukee,447-441-12,50.3%,49.7%,+0.3
Indiana,455-449-13,50.3%,49.7%,+0.1
Philadelphia,442-443-16,49.9%,50.1%,+0.2
San Antonio,465-467-19,49.9%,50.1%,-0.1
Denver,450-453-8,49.8%,50.2%,+0.3
Cleveland,461-465-6,49.8%,50.2%,+0.3
Atlanta,451-456-9,49.7%,50.3%,+0.2
Houston,440-451-12,49.4%,50.6%,+1.2
Memphis,439-450-10,49.4%,50.6%,+0.1
Portland,434-447-10,49.3%,50.7%,-0.6
Dallas,452-470-12,49.0%,51.0%,-0.3
Okla City,441-462-9,48.8%,51.2%,+0.1
Brooklyn,430-452-13,48.8%,51.3%,+1.0
Boston,458-493-8,48.2%,51.8%,+0.5
Miami,457-493-9,48.1%,51.9%,-1.2
Sacramento,407-442-18,47.9%,52.1%,-0.4
Golden State,439-485-9,47.5%,52.5%,+0.2
Orlando,418-462-15,47.5%,52.5%,-0.6
New Orleans,408-458-13,47.1%,52.9%,-0.3
Detroit,420-476-11,46.9%,53.1%,-0.3
