Team,ATS Record,Cover %,MOV,ATS +/-
St Peters,91-56-1,61.9%,-4.7,+2.5
Lipscomb,64-40-2,61.5%,-6.1,+2.5
Gard-Webb,67-42-0,61.5%,-6.6,+2.2
Oakland,83-54-2,60.6%,-7.5,+1.0
Toledo,46-30-1,60.5%,-2.5,+2.2
Providence,88-58-2,60.3%,-2.9,+2.5
Penn St,98-65-2,60.1%,-4.5,+2.1
Mercyhurst,3-2-1,60.0%,-12.7,-0.4
Seton Hall,80-55-0,59.3%,-4.1,+1.1
SE Louisiana,74-51-0,59.2%,-9.9,+0.4
Florida A&M,89-62-0,58.9%,-11.7,+1.9
S Alabama,99-69-2,58.9%,-5.1,+1.8
W Kentucky,67-48-1,58.3%,-4.7,+1.6
S Dakota St,50-36-2,58.1%,-5.2,+1.7
Temple,81-59-5,57.9%,-5.5,+1.3
N Florida,75-55-2,57.7%,-9.4,+1.9
Hofstra,49-36-3,57.7%,-4.6,+1.7
Boise St,57-42-2,57.6%,-3.0,+1.9
S Car State,85-63-4,57.4%,-12.3,+1.5
Jksnville St,80-60-5,57.1%,-5.8,+2.1
TX A&M-Com,28-21-2,57.1%,-10.6,+0.2
NC Central,53-40-2,57.0%,-9.6,+0.3
TX-Arlington,76-58-3,56.7%,-5.7,+2.6
Loyola-Chi,56-43-1,56.6%,-4.6,+1.3
Harvard,53-41-1,56.4%,-4.7,+1.4
Kansas St,86-67-1,56.2%,-5.8,+1.2
E Washingtn,75-59-1,56.0%,-6.9,+1.4
TX A&M-CC,64-51-0,55.7%,-7.5,+1.7
Kentucky,30-24-1,55.6%,-1.7,+2.4
Portland St,86-69-6,55.5%,-5.6,+1.1
IPFW,76-61-3,55.5%,-5.5,+0.9
Wichita St,41-33-4,55.4%,-5.4,+0.2
Jackson St,67-54-3,55.4%,-12.1,+0.7
E Tenn St,62-50-2,55.4%,-4.8,+1.7
Houston,31-25-0,55.4%,-2.9,+3.2
Wisconsin,57-46-6,55.3%,-2.1,+2.5
Texas,68-55-1,55.3%,-3.6,+1.8
UC Davis,79-64-0,55.2%,-4.6,+2.1
Colgate,32-26-2,55.2%,-7.2,+1.7
Stetson,81-66-6,55.1%,-8.4,+1.1
Army,62-51-3,54.9%,-6.1,+0.7
Maine,86-71-4,54.8%,-10.7,+0.4
UAB,52-43-3,54.7%,-3.9,+2.2
Presbyterian,81-67-3,54.7%,-8.6,+0.2
