Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,95.9,12:00 PM,Madison Square Garden,54,New Mexico,27,St Johns,New Mexico,New Mexico,Saint Johns,St. John'S,N/A,N/A,False,N/A,N/A,False,New Mexico,150-150-5,50.0%,2.5,-0.4,51-62-1,45.1%,-4.6,-1.4,St Johns,153-159-9,49.0%,1.7,0.0,77-78-6,49.7%,7.2,0.2,St Johns,N/A,N/A,73-80-4,47.7%,-7.4,-0.1,New Mexico,N/A,N/A,86-79-2,52.1%,8.2,-0.3
2,95.8,1:30 PM,ExtraMile Arena,40,Clemson,49,Boise St,Clemson,Clemson,Boise State,Boise St.,+4.5,−120,True,-4.5,−110,False,Clemson,160-147-6,52.1%,4.6,0.7,44-57-2,43.6%,-3.5,-1.0,Boise St,164-142-6,53.6%,7.3,1.4,71-61-3,53.8%,14.7,2.0,Clemson,+4.5,−120,61-53-4,53.5%,-3.9,1.0,Boise St,-4.5,−110,105-98-4,51.7%,10.0,1.2
3,95.5,4:00 PM,DeSoto Civic Center,39,Utah,34,Miss State,Utah,Utah,Mississippi State,Mississippi State,+7.5,−110,True,-7.5,−110,False,Utah,159-153-11,51.0%,5.5,0.4,46-60-3,43.4%,-4.0,-1.8,Miss State,168-149-6,53.0%,3.9,0.7,88-67-3,56.8%,9.5,1.4,Utah,+7.5,−110,47-69-6,40.5%,-7.9,-2.7,Miss State,-7.5,−110,98-83-4,54.1%,10.1,0.9
4,93.8,1:00 PM,Sanford Sports Pentagon,52,St Marys,63,Nebraska,Saint Marys,Saint Mary'S,Nebraska,Nebraska,-4.5,−115,False,+4.5,−115,True,St Marys,170-145-7,54.0%,10.1,1.1,56-39-2,59.0%,6.6,1.9,Nebraska,153-157-4,49.4%,-0.2,-0.1,85-73-3,53.8%,5.7,0.0,Nebraska,+4.5,−115,87-98-2,47.0%,-8.6,-0.3,St Marys,-4.5,−115,144-113-6,56.0%,12.9,1.4
5,87.4,5:00 PM,Matthew Knight Arena,122,Troy,41,Oregon,,Troy,Oregon,Oregon,N/A,N/A,False,-12.5,−115,False,Troy,137-147-5,48.2%,1.1,0.0,72-70-3,50.7%,-5.4,0.6,Oregon,185-162-3,53.3%,6.9,0.6,96-74-1,56.5%,13.4,2.1,Oregon,-12.5,−115,47-41-1,53.4%,-3.8,0.9,Troy,N/A,N/A,47-61-1,43.5%,3.7,-1.9
6,84.4,9:30 PM,Galen Center,138,California,66,Usc,California,California,USC,Southern California,+8,−108,True,-8,−112,False,California,151-167-5,47.5%,-3.2,-1.3,50-61-0,45.1%,-10.5,-2.4,Usc,179-159-0,53.0%,4.3,0.2,86-82-0,51.2%,9.4,0.2,California,+8,−108,97-102-1,48.7%,-9.6,-1.0,Usc,-8,−112,119-99-0,54.6%,10.0,0.4
7,83.4,4:00 PM,TD Arena,114,Liberty,101,Col Charlestn,Liberty,Liberty,Charleston,Charleston,+5,−108,True,-5,−112,False,Liberty,116-109-4,51.6%,7.6,-0.1,33-41-1,44.6%,-0.3,-1.0,Col Charlestn,144-157-7,47.8%,4.1,0.1,65-73-3,47.1%,8.0,0.0,Liberty,+5,−108,22-23-1,48.9%,-8.0,-0.5,Col Charlestn,-5,−112,97-103-5,48.5%,7.7,-0.2
8,80.6,8:00 PM,Desert Financial Arena,166,St. Thomas,61,Arizona St,Saint Thomas MN,St. Thomas (MN),Arizona State,Arizona State,+12,−105,True,-12,−115,False,St. Thomas,51-37-2,58.0%,4.5,1.8,24-21-2,53.3%,-4.7,0.1,Arizona St,145-167-10,46.5%,1.0,-0.5,74-79-4,48.4%,7.1,0.5,St. Thomas,+12,−105,23-20-2,53.5%,-5.9,2.0,Arizona St,-12,−115,70-92-4,43.2%,8.2,-0.6
9,78.9,3:00 PM,E.A. Diddle Arena,141,Lipscomb,116,W Kentucky,Lipscomb,Lipscomb,Western Kentucky,Western Kentucky,+5,−108,True,-5,−112,False,Lipscomb,128-113-2,53.1%,3.1,0.3,69-51-1,57.5%,-2.8,1.6,W Kentucky,161-149-2,51.9%,3.5,-0.1,66-65-2,50.4%,9.2,-0.4,Lipscomb,+5,−108,64-39-1,62.1%,-5.9,2.7,W Kentucky,-5,−112,95-100-1,48.7%,6.1,-1.1
10,78.5,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion,161,Mass Lowell,93,Washington,UMass Lowell,Massachusetts Lowell,Washington,Washington,+10,−112,True,-10,−108,False,Mass Lowell,101-101-3,50.0%,1.0,0.1,60-51-0,54.1%,-4.4,0.5,Washington,152-163-4,48.3%,0.4,-0.2,73-88-2,45.3%,5.1,-0.7,Mass Lowell,+10,−112,49-48-1,50.5%,-6.7,1.1,Washington,-10,−108,70-74-2,48.6%,9.3,0.3
