Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,95.9,12:00 PM,Madison Square Garden,54,New Mexico,27,St Johns,New Mexico,New Mexico,Saint Johns,St. John'S,N/A,N/A,False,N/A,N/A,False,New Mexico,2-1-0,66.7%,11.3,1.7,0,0,0.0,0.0,St Johns,2-1-0,66.7%,25.3,3.7,2-1-0,66.7%,25.3,+3.7,St Johns,N/A,N/A,0,0,0.0,0.0,New Mexico,N/A,N/A,1-1-0,50.0%,13.0,-3.8,1,95.9,12:00 PM,Madison Square Garden,54,New Mexico,27,St Johns,New Mexico,New Mexico,Saint Johns,St. John'S,N/A,N/A,False,N/A,N/A,False,New Mexico,406-362-19,52.9%,5.0,0.1,150-142-8,51.4%,-2.9,-0.3,St Johns,384-391-16,49.6%,1.4,-0.1,186-204-9,47.7%,5.8,-0.5,St Johns,N/A,N/A,207-199-8,51.0%,-7.1,0.4,New Mexico,N/A,N/A,264-219-11,54.7%,9.4,0.4,1,95.9,12:00 PM,Madison Square Garden,54,New Mexico,27,St Johns,New Mexico,New Mexico,Saint Johns,St. John'S,N/A,N/A,False,N/A,N/A,False,New Mexico,150-150-5,50.0%,2.5,-0.4,51-62-1,45.1%,-4.6,-1.4,St Johns,153-159-9,49.0%,1.7,0.0,77-78-6,49.7%,7.2,0.2,St Johns,N/A,N/A,73-80-4,47.7%,-7.4,-0.1,New Mexico,N/A,N/A,86-79-2,52.1%,8.2,-0.3
2,95.8,1:30 PM,ExtraMile Arena,40,Clemson,49,Boise St,Clemson,Clemson,Boise State,Boise St.,+4.5,−120,True,-4.5,−110,False,Clemson,1-2-0,33.3%,22.0,-2.5,0,0,0.0,0.0,Boise St,1-1-0,50.0%,22.7,7.0,1-0-0,100.0%,39.5,+27.0,Clemson,+4.5,−120,0,0,0.0,0.0,Boise St,-4.5,−110,1-1-0,50.0%,16.5,7.0,2,95.8,1:30 PM,ExtraMile Arena,40,Clemson,49,Boise St,Clemson,Clemson,Boise State,Boise St.,+4.5,−120,True,-4.5,−110,False,Clemson,380-377-14,50.2%,4.0,0.2,135-145-7,48.2%,-3.9,-0.5,Boise St,387-372-13,51.0%,4.5,0.7,171-174-6,49.6%,10.6,0.4,Clemson,+4.5,−120,159-147-10,52.0%,-6.6,0.4,Boise St,-4.5,−110,215-219-8,49.5%,8.6,0.4,2,95.8,1:30 PM,ExtraMile Arena,40,Clemson,49,Boise St,Clemson,Clemson,Boise State,Boise St.,+4.5,−120,True,-4.5,−110,False,Clemson,160-147-6,52.1%,4.6,0.7,44-57-2,43.6%,-3.5,-1.0,Boise St,164-142-6,53.6%,7.3,1.4,71-61-3,53.8%,14.7,2.0,Clemson,+4.5,−120,61-53-4,53.5%,-3.9,1.0,Boise St,-4.5,−110,105-98-4,51.7%,10.0,1.2
3,95.5,4:00 PM,DeSoto Civic Center,39,Utah,34,Miss State,Utah,Utah,Mississippi State,Mississippi State,+7.5,−110,True,-7.5,−110,False,Utah,3-0-0,100.0%,35.7,10.2,0,0,0.0,0.0,Miss State,2-1-0,66.7%,30.3,5.3,2-1-0,66.7%,30.3,+5.3,Utah,+7.5,−110,0,0,0.0,0.0,Miss State,-7.5,−110,2-1-0,66.7%,30.3,5.3,3,95.5,4:00 PM,DeSoto Civic Center,39,Utah,34,Miss State,Utah,Utah,Mississippi State,Mississippi State,+7.5,−110,True,-7.5,−110,False,Utah,404-372-23,52.1%,5.1,0.4,143-150-9,48.8%,-2.5,-0.5,Miss State,403-366-26,52.4%,4.0,0.5,196-162-12,54.8%,9.9,0.9,Utah,+7.5,−110,145-156-14,48.2%,-7.1,-0.5,Miss State,-7.5,−110,222-203-15,52.2%,9.2,0.6,3,95.5,4:00 PM,DeSoto Civic Center,39,Utah,34,Miss State,Utah,Utah,Mississippi State,Mississippi State,+7.5,−110,True,-7.5,−110,False,Utah,159-153-11,51.0%,5.5,0.4,46-60-3,43.4%,-4.0,-1.8,Miss State,168-149-6,53.0%,3.9,0.7,88-67-3,56.8%,9.5,1.4,Utah,+7.5,−110,47-69-6,40.5%,-7.9,-2.7,Miss State,-7.5,−110,98-83-4,54.1%,10.1,0.9
4,93.8,1:00 PM,Sanford Sports Pentagon,52,St Marys,63,Nebraska,Saint Marys,Saint Mary'S,Nebraska,Nebraska,-4.5,−115,False,+4.5,−115,True,St Marys,1-2-0,33.3%,12.7,-1.3,0,0,0.0,0.0,Nebraska,0-3-0,0.0%,17.0,-7.7,0-3-0,0.0%,17.0,-7.7,Nebraska,+4.5,−115,0,0,0.0,0.0,St Marys,-4.5,−115,1-2-0,33.3%,12.7,-1.3,4,93.8,1:00 PM,Sanford Sports Pentagon,52,St Marys,63,Nebraska,Saint Marys,Saint Mary'S,Nebraska,Nebraska,-4.5,−115,False,+4.5,−115,True,St Marys,400-379-14,51.4%,6.7,0.3,159-127-5,55.6%,1.1,1.1,Nebraska,361-375-12,49.1%,0.6,-0.1,195-159-8,55.1%,7.7,0.8,Nebraska,+4.5,−115,207-237-7,46.6%,-8.5,-0.5,St Marys,-4.5,−115,295-245-13,54.6%,11.5,0.8,4,93.8,1:00 PM,Sanford Sports Pentagon,52,St Marys,63,Nebraska,Saint Marys,Saint Mary'S,Nebraska,Nebraska,-4.5,−115,False,+4.5,−115,True,St Marys,170-145-7,54.0%,10.1,1.1,56-39-2,59.0%,6.6,1.9,Nebraska,153-157-4,49.4%,-0.2,-0.1,85-73-3,53.8%,5.7,0.0,Nebraska,+4.5,−115,87-98-2,47.0%,-8.6,-0.3,St Marys,-4.5,−115,144-113-6,56.0%,12.9,1.4
5,87.4,5:00 PM,Matthew Knight Arena,122,Troy,41,Oregon,,Troy,Oregon,Oregon,N/A,N/A,False,-12.5,−115,False,Troy,2-1-0,66.7%,3.7,1.8,1-1-0,50.0%,0.5,0.8,Oregon,1-2-0,33.3%,18.7,-1.8,1-2-0,33.3%,18.7,-1.8,Oregon,-12.5,−115,0,0,0.0,0.0,Troy,N/A,N/A,2-0-0,100.0%,13.5,4.3,5,87.4,5:00 PM,Matthew Knight Arena,122,Troy,41,Oregon,,Troy,Oregon,Oregon,N/A,N/A,False,-12.5,−115,False,Troy,254-265-11,48.9%,0.3,0.0,128-128-6,50.0%,-5.8,0.3,Oregon,434-410-17,51.4%,5.1,0.5,217-201-8,51.9%,11.2,1.1,Oregon,-12.5,−115,155-140-4,52.5%,-5.0,1.2,Troy,N/A,N/A,76-101-3,42.9%,3.2,-1.9,5,87.4,5:00 PM,Matthew Knight Arena,122,Troy,41,Oregon,,Troy,Oregon,Oregon,N/A,N/A,False,-12.5,−115,False,Troy,137-147-5,48.2%,1.1,0.0,72-70-3,50.7%,-5.4,0.6,Oregon,185-162-3,53.3%,6.9,0.6,96-74-1,56.5%,13.4,2.1,Oregon,-12.5,−115,47-41-1,53.4%,-3.8,0.9,Troy,N/A,N/A,47-61-1,43.5%,3.7,-1.9
6,84.4,9:30 PM,Galen Center,138,California,66,Usc,California,California,USC,Southern California,+8,−108,True,-8,−112,False,California,1-1-1,50.0%,5.0,-1.8,0-1-0,0.0%,-16.0,-9.0,Usc,1-2-0,33.3%,11.7,-6.5,1-2-0,33.3%,11.7,-6.5,California,+8,−108,0-1-0,0.0%,-16.0,-9.0,Usc,-8,−112,1-2-0,33.3%,11.7,-6.5,6,84.4,9:30 PM,Galen Center,138,California,66,Usc,California,California,USC,Southern California,+8,−108,True,-8,−112,False,California,405-415-17,49.4%,0.9,-0.6,153-151-4,50.3%,-5.8,-0.6,Usc,420-414-10,50.4%,2.6,0.1,192-213-8,47.4%,7.0,-0.3,California,+8,−108,189-206-5,47.9%,-8.3,-0.9,Usc,-8,−112,231-232-8,49.9%,8.4,-0.2,6,84.4,9:30 PM,Galen Center,138,California,66,Usc,California,California,USC,Southern California,+8,−108,True,-8,−112,False,California,151-167-5,47.5%,-3.2,-1.3,50-61-0,45.1%,-10.5,-2.4,Usc,179-159-0,53.0%,4.3,0.2,86-82-0,51.2%,9.4,0.2,California,+8,−108,97-102-1,48.7%,-9.6,-1.0,Usc,-8,−112,119-99-0,54.6%,10.0,0.4
7,83.4,4:00 PM,TD Arena,114,Liberty,101,Col Charlestn,Liberty,Liberty,Charleston,Charleston,+5,−108,True,-5,−112,False,Liberty,2-1-0,66.7%,13.8,2.3,1-0-0,100.0%,2.0,3.0,Col Charlestn,3-0-0,100.0%,9.3,5.7,2-0-0,100.0%,9.0,+5.5,Liberty,+5,−108,1-0-0,100.0%,2.0,3.0,Col Charlestn,-5,−112,3-0-0,100.0%,9.3,5.7,7,83.4,4:00 PM,TD Arena,114,Liberty,101,Col Charlestn,Liberty,Liberty,Charleston,Charleston,+5,−108,True,-5,−112,False,Liberty,136-139-5,49.5%,1.8,-0.6,42-51-2,45.2%,-5.9,-0.9,Col Charlestn,332-328-13,50.3%,5.2,0.2,128-159-4,44.6%,9.5,-1.0,Liberty,+5,−108,38-44-2,46.3%,-9.9,-1.2,Col Charlestn,-5,−112,204-226-7,47.4%,7.1,-0.7,7,83.4,4:00 PM,TD Arena,114,Liberty,101,Col Charlestn,Liberty,Liberty,Charleston,Charleston,+5,−108,True,-5,−112,False,Liberty,116-109-4,51.6%,7.6,-0.1,33-41-1,44.6%,-0.3,-1.0,Col Charlestn,144-157-7,47.8%,4.1,0.1,65-73-3,47.1%,8.0,0.0,Liberty,+5,−108,22-23-1,48.9%,-8.0,-0.5,Col Charlestn,-5,−112,97-103-5,48.5%,7.7,-0.2
8,80.6,8:00 PM,Desert Financial Arena,166,St. Thomas,61,Arizona St,Saint Thomas MN,St. Thomas (MN),Arizona State,Arizona State,+12,−105,True,-12,−115,False,St. Thomas,2-0-0,100.0%,19.5,7.0,2-0-0,100.0%,2.5,7.0,Arizona St,3-1-0,75.0%,4.3,8.0,0-1-0,0.0%,7.0,-11.0,St. Thomas,+12,−105,1-0-0,100.0%,-9.0,3.5,Arizona St,-12,−115,0-1-0,0.0%,7.0,-11.0,8,80.6,8:00 PM,Desert Financial Arena,166,St. Thomas,61,Arizona St,Saint Thomas MN,St. Thomas (MN),Arizona State,Arizona State,+12,−105,True,-12,−115,False,St. Thomas,51-37-2,58.0%,4.5,1.8,24-21-2,53.3%,-4.7,0.1,Arizona St,373-405-18,47.9%,1.9,-0.4,193-202-6,48.9%,7.6,-0.2,St. Thomas,+12,−105,23-20-2,53.5%,-5.9,2.0,Arizona St,-12,−115,186-216-5,46.3%,7.7,-0.7,8,80.6,8:00 PM,Desert Financial Arena,166,St. Thomas,61,Arizona St,Saint Thomas MN,St. Thomas (MN),Arizona State,Arizona State,+12,−105,True,-12,−115,False,St. Thomas,51-37-2,58.0%,4.5,1.8,24-21-2,53.3%,-4.7,0.1,Arizona St,145-167-10,46.5%,1.0,-0.5,74-79-4,48.4%,7.1,0.5,St. Thomas,+12,−105,23-20-2,53.5%,-5.9,2.0,Arizona St,-12,−115,70-92-4,43.2%,8.2,-0.6
9,78.9,3:00 PM,E.A. Diddle Arena,141,Lipscomb,116,W Kentucky,Lipscomb,Lipscomb,Western Kentucky,Western Kentucky,+5,−108,True,-5,−112,False,Lipscomb,3-1-0,75.0%,-0.8,1.4,2-0-0,100.0%,-5.5,4.8,W Kentucky,1-1-0,50.0%,6.3,2.3,0-1-0,0.0%,10.5,-6.0,Lipscomb,+5,−108,2-0-0,100.0%,-5.5,4.8,W Kentucky,-5,−112,0,0,0.0,0.0,9,78.9,3:00 PM,E.A. Diddle Arena,141,Lipscomb,116,W Kentucky,Lipscomb,Lipscomb,Western Kentucky,Western Kentucky,+5,−108,True,-5,−112,False,Lipscomb,147-125-2,54.0%,1.2,0.4,79-58-1,57.7%,-4.8,1.2,W Kentucky,408-394-11,50.9%,3.8,0.1,170-171-5,49.9%,9.3,-0.4,Lipscomb,+5,−108,80-46-1,63.5%,-6.1,2.8,W Kentucky,-5,−112,251-257-8,49.4%,7.1,-0.5,9,78.9,3:00 PM,E.A. Diddle Arena,141,Lipscomb,116,W Kentucky,Lipscomb,Lipscomb,Western Kentucky,Western Kentucky,+5,−108,True,-5,−112,False,Lipscomb,128-113-2,53.1%,3.1,0.3,69-51-1,57.5%,-2.8,1.6,W Kentucky,161-149-2,51.9%,3.5,-0.1,66-65-2,50.4%,9.2,-0.4,Lipscomb,+5,−108,64-39-1,62.1%,-5.9,2.7,W Kentucky,-5,−112,95-100-1,48.7%,6.1,-1.1
10,78.5,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion,161,Mass Lowell,93,Washington,UMass Lowell,Massachusetts Lowell,Washington,Washington,+10,−112,True,-10,−108,False,Mass Lowell,0-2-0,0.0%,1.3,-17.5,0-1-0,0.0%,-59.0,-31.5,Washington,0-2-0,0.0%,3.7,-6.5,0-1-0,0.0%,10.5,-9.5,Mass Lowell,+10,−112,0-1-0,0.0%,-59.0,-31.5,Washington,-10,−108,0-1-0,0.0%,6.0,-9.5,10,78.5,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion,161,Mass Lowell,93,Washington,UMass Lowell,Massachusetts Lowell,Washington,Washington,+10,−112,True,-10,−108,False,Mass Lowell,102-103-3,49.8%,0.3,0.1,61-53-0,53.5%,-5.1,0.4,Washington,409-417-15,49.5%,2.3,-0.1,198-217-9,47.7%,7.6,-0.1,Mass Lowell,+10,−112,49-50-1,49.5%,-7.3,0.8,Washington,-10,−108,222-226-7,49.6%,9.4,0.4,10,78.5,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion,161,Mass Lowell,93,Washington,UMass Lowell,Massachusetts Lowell,Washington,Washington,+10,−112,True,-10,−108,False,Mass Lowell,101-101-3,50.0%,1.0,0.1,60-51-0,54.1%,-4.4,0.5,Washington,152-163-4,48.3%,0.4,-0.2,73-88-2,45.3%,5.1,-0.7,Mass Lowell,+10,−112,49-48-1,50.5%,-6.7,1.1,Washington,-10,−108,70-74-2,48.6%,9.3,0.3
