Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,95.9,12:00 PM,Madison Square Garden,54,New Mexico,27,St Johns,New Mexico,New Mexico,Saint Johns,St. John'S,N/A,N/A,False,N/A,N/A,False,New Mexico,2-1-0,66.7%,11.3,1.7,0,0,0.0,0.0,St Johns,2-1-0,66.7%,25.3,3.7,2-1-0,66.7%,25.3,+3.7,St Johns,N/A,N/A,0,0,0.0,0.0,New Mexico,N/A,N/A,1-1-0,50.0%,13.0,-3.8
2,95.8,1:30 PM,ExtraMile Arena,40,Clemson,49,Boise St,Clemson,Clemson,Boise State,Boise St.,+4.5,−120,True,-4.5,−110,False,Clemson,1-2-0,33.3%,22.0,-2.5,0,0,0.0,0.0,Boise St,1-1-0,50.0%,22.7,7.0,1-0-0,100.0%,39.5,+27.0,Clemson,+4.5,−120,0,0,0.0,0.0,Boise St,-4.5,−110,1-1-0,50.0%,16.5,7.0
3,95.5,4:00 PM,DeSoto Civic Center,39,Utah,34,Miss State,Utah,Utah,Mississippi State,Mississippi State,+7.5,−110,True,-7.5,−110,False,Utah,3-0-0,100.0%,35.7,10.2,0,0,0.0,0.0,Miss State,2-1-0,66.7%,30.3,5.3,2-1-0,66.7%,30.3,+5.3,Utah,+7.5,−110,0,0,0.0,0.0,Miss State,-7.5,−110,2-1-0,66.7%,30.3,5.3
4,93.8,1:00 PM,Sanford Sports Pentagon,52,St Marys,63,Nebraska,Saint Marys,Saint Mary'S,Nebraska,Nebraska,-4.5,−115,False,+4.5,−115,True,St Marys,1-2-0,33.3%,12.7,-1.3,0,0,0.0,0.0,Nebraska,0-3-0,0.0%,17.0,-7.7,0-3-0,0.0%,17.0,-7.7,Nebraska,+4.5,−115,0,0,0.0,0.0,St Marys,-4.5,−115,1-2-0,33.3%,12.7,-1.3
5,87.4,5:00 PM,Matthew Knight Arena,122,Troy,41,Oregon,,Troy,Oregon,Oregon,N/A,N/A,False,-12.5,−115,False,Troy,2-1-0,66.7%,3.7,1.8,1-1-0,50.0%,0.5,0.8,Oregon,1-2-0,33.3%,18.7,-1.8,1-2-0,33.3%,18.7,-1.8,Oregon,-12.5,−115,0,0,0.0,0.0,Troy,N/A,N/A,2-0-0,100.0%,13.5,4.3
6,84.4,9:30 PM,Galen Center,138,California,66,Usc,California,California,USC,Southern California,+8,−108,True,-8,−112,False,California,1-1-1,50.0%,5.0,-1.8,0-1-0,0.0%,-16.0,-9.0,Usc,1-2-0,33.3%,11.7,-6.5,1-2-0,33.3%,11.7,-6.5,California,+8,−108,0-1-0,0.0%,-16.0,-9.0,Usc,-8,−112,1-2-0,33.3%,11.7,-6.5
7,83.4,4:00 PM,TD Arena,114,Liberty,101,Col Charlestn,Liberty,Liberty,Charleston,Charleston,+5,−108,True,-5,−112,False,Liberty,2-1-0,66.7%,13.8,2.3,1-0-0,100.0%,2.0,3.0,Col Charlestn,3-0-0,100.0%,9.3,5.7,2-0-0,100.0%,9.0,+5.5,Liberty,+5,−108,1-0-0,100.0%,2.0,3.0,Col Charlestn,-5,−112,3-0-0,100.0%,9.3,5.7
8,80.6,8:00 PM,Desert Financial Arena,166,St. Thomas,61,Arizona St,Saint Thomas MN,St. Thomas (MN),Arizona State,Arizona State,+12,−105,True,-12,−115,False,St. Thomas,2-0-0,100.0%,19.5,7.0,2-0-0,100.0%,2.5,7.0,Arizona St,3-1-0,75.0%,4.3,8.0,0-1-0,0.0%,7.0,-11.0,St. Thomas,+12,−105,1-0-0,100.0%,-9.0,3.5,Arizona St,-12,−115,0-1-0,0.0%,7.0,-11.0
9,78.9,3:00 PM,E.A. Diddle Arena,141,Lipscomb,116,W Kentucky,Lipscomb,Lipscomb,Western Kentucky,Western Kentucky,+5,−108,True,-5,−112,False,Lipscomb,3-1-0,75.0%,-0.8,1.4,2-0-0,100.0%,-5.5,4.8,W Kentucky,1-1-0,50.0%,6.3,2.3,0-1-0,0.0%,10.5,-6.0,Lipscomb,+5,−108,2-0-0,100.0%,-5.5,4.8,W Kentucky,-5,−112,0,0,0.0,0.0
10,78.5,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion,161,Mass Lowell,93,Washington,UMass Lowell,Massachusetts Lowell,Washington,Washington,+10,−112,True,-10,−108,False,Mass Lowell,0-2-0,0.0%,1.3,-17.5,0-1-0,0.0%,-59.0,-31.5,Washington,0-2-0,0.0%,3.7,-6.5,0-1-0,0.0%,10.5,-9.5,Mass Lowell,+10,−112,0-1-0,0.0%,-59.0,-31.5,Washington,-10,−108,0-1-0,0.0%,6.0,-9.5
11,76.3,4:00 PM,Maples Pavilion,190,Uc Davis,60,Stanford,UC Davis,UC Davis,Stanford,Stanford,+13.5,−115,True,-13.5,−105,False,Uc Davis,2-0-0,100.0%,2.7,5.8,2-0-0,100.0%,-1.0,5.8,Stanford,3-0-0,100.0%,25.3,8.2,3-0-0,100.0%,25.3,+8.2,Uc Davis,+13.5,−115,1-0-0,100.0%,-6.0,9.5,Stanford,-13.5,−105,3-0-0,100.0%,25.3,8.2
12,73.6,3:00 PM,Thompson-Boling Arena at Food City Center,230,Austin Peay,6,Tennessee,Austin Peay,Austin Peay,Tennessee,Tennessee,+29,−108,True,-29,−112,False,Austin Peay,2-0-0,100.0%,9.3,14.0,1-0-0,100.0%,2.0,19.5,Tennessee,2-1-0,66.7%,24.3,7.2,1-1-0,50.0%,25.5,-1.5,Austin Peay,+29,−108,2-0-0,100.0%,4.0,14.0,Tennessee,-29,−112,1-1-0,50.0%,25.5,-1.5
13,70.0,1:00 PM,Hammel Court,113,Princeton,206,Merrimack,Princeton,Princeton,Merrimack,Merrimack,-5.5,−115,False,+8.5,−120,True,Princeton,1-3-0,25.0%,1.5,-5.4,0-1-0,0.0%,3.0,-4.5,Merrimack,1-1-0,50.0%,-3.5,7.8,1-0-0,100.0%,14.0,+21.5,Merrimack,+8.5,−120,1-1-0,50.0%,-3.5,7.8,Princeton,-5.5,−115,1-3-0,25.0%,1.5,-5.4
14,64.6,10:00 PM,SimpliFi Arena at Stan Sheriff Center,192,Weber St,175,Hawaii,Weber State,Weber St.,Hawaii,Hawaii,+5,−108,True,-5,−112,False,Weber St,0-2-0,0.0%,8.3,-18.0,0-2-0,0.0%,-29.0,-18.0,Hawaii,2-0-0,100.0%,18.7,6.5,2-0-0,100.0%,18.7,+6.5,Weber St,+5,−108,0-2-0,0.0%,-29.0,-18.0,Hawaii,-5,−112,2-0-0,100.0%,10.5,6.5
15,62.2,5:00 PM,Neches Federal Credit Union Arena at the Montagne,126,Sam Hous St,246,Lamar,Sam Houston,Sam Houston St.,Lamar,Lamar,-6.5,−112,False,+6.5,−108,True,Sam Hous St,1-2-0,33.3%,-8.0,-1.0,1-2-0,33.3%,-8.0,-1.0,Lamar,0-1-0,0.0%,22.5,-1.0,0-0-0,0.0%,71.0,--,Lamar,+6.5,−108,0-1-0,0.0%,-26.0,-1.0,Sam Hous St,-6.5,−112,1-0-0,100.0%,29.0,23.5
16,60.1,2:00 PM,CU Events Center,282,Harvard,73,Colorado,Harvard,Harvard,Colorado,Colorado,+14.5,−120,True,-14.5,−110,False,Harvard,1-3-0,25.0%,-6.5,-6.6,0-3-0,0.0%,-13.0,-12.2,Colorado,2-1-0,66.7%,17.3,2.3,2-1-0,66.7%,17.3,+2.3,Harvard,+14.5,−120,0-2-0,0.0%,-13.5,-11.5,Colorado,-14.5,−110,2-1-0,66.7%,17.3,2.3
17,59.6,3:00 PM,Pete Hanna Center,262,Tx Southern,117,Samford,Texas Southern,Texas Southern,Samford,Samford,+12.5,−112,True,-12.5,−108,False,Tx Southern,1-2-0,33.3%,-5.5,1.3,1-2-0,33.3%,-18.7,1.3,Samford,0-2-0,0.0%,24.3,-2.5,0-0-0,0.0%,49.0,--,Tx Southern,+12.5,−112,1-2-0,33.3%,-18.7,1.3,Samford,-12.5,−108,0-2-0,0.0%,-0.5,-2.5
18,57.4,2:30 PM,Rock Hill Sports & Event Center,264,Nc Central,140,Winthrop,North Carolina Central,North Carolina Central,,Winthrop,N/A,N/A,False,N/A,N/A,False,Nc Central,2-2-1,50.0%,-8.4,-0.3,1-1-0,50.0%,-16.5,-0.5,Winthrop,2-2-0,50.0%,13.6,-1.4,1-0-0,100.0%,37.5,+4.0,Winthrop,N/A,N/A,1-0-0,100.0%,-6.0,3.0,Nc Central,N/A,N/A,0-1-0,0.0%,-6.0,-7.5
19,56.8,8:00 PM,Paul and Alejandra Foster Pavilion,321,Tarleton St,18,Baylor,Tarleton State,Tarleton State,Baylor,Baylor,+31.5,−112,True,-31.5,−108,False,Tarleton St,1-3-0,25.0%,-13.0,-8.1,0-2-0,0.0%,-27.0,-10.8,Baylor,2-1-0,66.7%,1.3,-3.3,1-0-0,100.0%,37.0,+21.0,Tarleton St,+31.5,−112,0-3-0,0.0%,-27.7,-15.0,Baylor,-31.5,−108,2-0-0,100.0%,21.0,10.8
20,55.9,5:00 PM,Provident Credit Union Event Center,112,Ucsb,284,San Jose St,UC Santa Barbara,UC Santa Barbara,San Jose State,San Jose St.,-6.5,−108,False,+6.5,−112,True,Ucsb,1-1-0,50.0%,31.7,13.3,1-0-0,100.0%,41.0,34.0,San Jose St,0-3-0,0.0%,2.3,-11.8,0-1-0,0.0%,-4.0,-14.5,San Jose St,+6.5,−112,0-1-0,0.0%,-11.0,-6.5,Ucsb,-6.5,−108,1-1-0,50.0%,23.0,13.3
21,55.6,12:00 PM,Rock Hill Sports & Event Center,212,Ga Southern,215,Wm & Mary,Georgia Southern,Georgia Southern,,William & Mary,N/A,N/A,False,N/A,N/A,False,Ga Southern,2-2-1,50.0%,4.8,0.5,0-1-0,0.0%,-8.0,-2.5,Wm & Mary,2-2-0,50.0%,8.8,-1.9,1-0-0,100.0%,29.5,+9.0,Wm & Mary,N/A,N/A,1-0-0,100.0%,-1.0,6.0,Ga Southern,N/A,N/A,1-1-1,50.0%,10.0,-0.5
22,47.6,2:00 PM,HTC Center,194,Jksnville St,278,Coastal Car,Jacksonville State,Jacksonville St.,Coastal Carolina,Coastal Carolina,-3.5,−115,False,+3.5,−115,True,Jksnville St,0-2-0,0.0%,21.0,-2.5,0-1-0,0.0%,-6.0,-4.5,Coastal Car,2-0-1,100.0%,-4.0,4.5,0-0-1,0.0%,4.0,0.0,Coastal Car,+3.5,−115,2-0-0,100.0%,-8.0,6.8,Jksnville St,-3.5,−115,0-1-0,0.0%,5.0,-0.5
23,47.5,2:00 PM,Watsco Center,361,Coppin St,43,Miami,Coppin State,Coppin St.,Miami FL,Miami-Florida,+35.5,−110,True,-35.5,−120,False,Coppin St,2-3-0,40.0%,-22.0,-0.7,2-2-0,50.0%,-24.8,-0.4,Miami,1-1-0,50.0%,32.5,4.8,1-1-0,50.0%,32.5,+4.8,Coppin St,+35.5,−110,2-3-0,40.0%,-22.0,-0.7,Miami,-35.5,−120,1-1-0,50.0%,32.5,4.8
24,42.7,3:00 PM,Show Me Center,178,Chattanooga,317,Se Missouri,Chattanooga,Chattanooga,,SE Missouri St.,-8,−110,False,N/A,N/A,False,Chattanooga,2-2-0,50.0%,-7.5,-3.1,1-2-0,33.3%,-14.7,-5.0,Se Missouri,1-1-0,50.0%,6.0,4.8,0-0-0,0.0%,55.0,--,Se Missouri,N/A,N/A,1-1-0,50.0%,-18.5,4.8,Chattanooga,-8,−110,1-1-0,50.0%,4.0,-3.0
25,41.2,4:00 PM,Hamilton Gymnasium,193,Montana St,316,Denver,Montana State,Montana St.,Denver,Denver,N/A,N/A,False,N/A,N/A,False,Montana St,1-1-0,50.0%,8.7,-2.5,1-1-0,50.0%,-16.0,-2.5,Denver,2-1-0,66.7%,2.0,4.3,1-0-0,100.0%,20.0,+6.5,Denver,N/A,N/A,1-1-0,50.0%,-16.0,3.3,Montana St,N/A,N/A,0,0,0.0,0.0
26,35.5,1:00 PM,Alumni Hall,277,Campbell,272,Navy,,Campbell,Navy,Navy,N/A,N/A,False,+1.5,−125,True,Campbell,1-1-0,50.0%,20.0,-1.0,1-0-0,100.0%,-9.0,7.0,Navy,2-1-0,66.7%,-4.3,-1.5,1-1-0,50.0%,-3.0,-6.8,Navy,+1.5,−125,1-0-0,100.0%,-7.0,9.0,Campbell,N/A,N/A,0-1-0,0.0%,-1.0,-9.0
27,35.0,7:00 PM,Reese Court,315,Cal Poly,231,E Washingtn,Cal Poly,Cal Poly SLO,Eastern Washington,Eastern Washington,+4.5,−108,True,-4.5,−112,False,Cal Poly,2-1-0,66.7%,2.8,5.8,1-1-0,50.0%,-13.0,4.5,E Washingtn,2-1-0,66.7%,-6.7,7.8,1-0-0,100.0%,7.0,+15.0,Cal Poly,+4.5,−108,2-1-0,66.7%,-7.3,5.8,E Washingtn,-4.5,−112,0,0,0.0,0.0
