Rank,Hotness Score,Matchup,Time,Location
1,95.9,#54 New Mexico  at  #27 St Johns,12:00 PM,Madison Square Garden
2,95.8,#40 Clemson  at  #49 Boise St,1:30 PM,ExtraMile Arena
3,95.5,#39 Utah  vs.  #34 Miss State,4:00 PM,DeSoto Civic Center
4,93.8,#52 St Marys  vs.  #63 Nebraska,1:00 PM,Sanford Sports Pentagon
5,87.4,#122 Troy  at  #41 Oregon,5:00 PM,Matthew Knight Arena
6,84.4,#138 California  at  #66 USC,9:30 PM,Galen Center
7,83.4,#114 Liberty  at  #101 Col Charlestn,4:00 PM,TD Arena
8,80.6,#166 St. Thomas  at  #61 Arizona St,8:00 PM,Desert Financial Arena
9,78.9,#141 Lipscomb  at  #116 W Kentucky,3:00 PM,E.A. Diddle Arena
10,78.5,#161 Mass Lowell  at  #93 Washington,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
11,76.3,#190 UC Davis  at  #60 Stanford,4:00 PM,Maples Pavilion
12,73.6,#230 Austin Peay  at  #6 Tennessee,3:00 PM,Thompson-Boling Arena at Food City Center
13,70.0,#113 Princeton  at  #206 Merrimack,1:00 PM,Hammel Court
14,64.6,#192 Weber St  at  #175 Hawaii,10:00 PM,SimpliFi Arena at Stan Sheriff Center
15,62.2,#126 Sam Hous St  at  #246 Lamar,5:00 PM,Neches Federal Credit Union Arena at the Montagne
16,60.1,#282 Harvard  at  #73 Colorado,2:00 PM,CU Events Center
17,59.6,#262 TX Southern  at  #117 Samford,3:00 PM,Pete Hanna Center
18,57.4,#264 NC Central  vs.  #140 Winthrop,2:30 PM,Rock Hill Sports & Event Center
19,56.8,#321 Tarleton St  at  #18 Baylor,8:00 PM,Paul and Alejandra Foster Pavilion
20,55.9,#112 UCSB  at  #284 San Jose St,5:00 PM,Provident Credit Union Event Center
21,55.6,#212 GA Southern  vs.  #215 Wm & Mary,12:00 PM,Rock Hill Sports & Event Center
22,47.6,#194 Jksnville St  at  #278 Coastal Car,2:00 PM,HTC Center
23,47.5,#361 Coppin St  at  #43 Miami,2:00 PM,Watsco Center
24,42.7,#178 Chattanooga  at  #317 SE Missouri,3:00 PM,Show Me Center
25,41.2,#193 Montana St  at  #316 Denver,4:00 PM,Hamilton Gymnasium
26,35.5,#277 Campbell  at  #272 Navy,1:00 PM,Alumni Hall
27,35.0,#315 Cal Poly  at  #231 E Washingtn,7:00 PM,Reese Court
28,31.1,#319 Sacred Hrt  at  #251 Brown,6:00 PM,Pizzitola Sports Center
29,30.2,#275 NC A&T  at  #300 Citadel,2:00 PM,McAlister Field House
30,14.5,#357 New Orleans  at  #298 Rob Morris,4:00 PM,UPMC Events Center
31,13.5,#355 N Hampshire  vs.  #305 Holy Cross,2:30 PM,Pizzitola Sports Center
32,13.4,#333 Canisius  at  #335 W Michigan,12:00 PM,University Arena in Read Fieldhouse
33,9.3,#337 Manhattan  at  #352 F Dickinson,2:00 PM,Bogota Savings Bank Center
34,5.5,#350 Stonehill  vs.  #354 Lindenwood,1:00 PM,UPMC Events Center
35,--,Ecclesia College  at  #276 Southern,4:00 PM,F. G. Clark Activity Center
35,--,Trinity Christian  at  #171 Illinois St,5:30 PM,CEFCU Arena - Home of the Redbirds
