,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.0,6:00 PM,Rocket Mortgage FieldHouse,2,Boston,3,Cleveland,Boston,Cleveland,-1.0,0.5283,False,1.0,0.5192,True,19,0.421,10.6,0.1,10,0.5,13.0,2.3,20,0.7,9.8,3.0,11,0.727,12.4,3.3,Cleveland,1.0,0.5192,3,1.0,1.3,5.2,Boston,-1.0,0.5283,19,0.421,10.6,0.1,Boston,Cleveland,-1.0,1.0,1956,0.518,3.0,0.6,958,0.541,0.6,1.1,1870,0.492,0.2,-0.3,937,0.495,3.2,-0.1,1.0,866,0.486,-6.6,-0.2,-1.0,1252,0.503,6.4,-0.1,Boston,Cleveland,-1.0,1.0,961,0.543,4.4,1.0,462,0.557,2.3,1.2,913,0.474,0.6,-0.5,459,0.486,3.0,-0.3,1.0,385,0.47,-6.9,-0.3,-1.0,690,0.526,6.8,0.2,1,5,1,5,Boston,Cleveland,True
1,2,94.5,7:00 PM,Toyota Center,1,Okla City,5,Houston,Oklahoma City,Houston,-1.5,0.5192,False,1.5,0.5283,True,19,0.579,10.7,2.7,9,0.667,10.6,4.7,20,0.7,8.5,5.0,11,0.727,11.9,5.4,Houston,1.5,0.5283,5,0.8,0.8,5.3,Okla City,-1.5,0.5192,18,0.556,10.4,1.9,Oklahoma City,Houston,-1.5,1.5,1842,0.525,1.0,0.3,910,0.526,-2.1,0.2,1829,0.497,1.4,0.2,907,0.487,4.1,0.1,1.5,776,0.497,-4.9,1.0,-1.5,995,0.519,6.6,0.1,Oklahoma City,Houston,-1.5,1.5,872,0.522,1.2,0.3,428,0.519,-1.7,-0.2,893,0.493,0.4,-0.2,440,0.492,2.9,-0.1,1.5,404,0.476,-6.7,-0.1,-1.5,472,0.506,6.9,0.3,20,10,20,10,Oklahoma City,Houston,True
2,3,83.8,10:00 PM,Intuit Dome,10,Denver,12,La Clippers,Denver,L.A. Clippers,-3.0,0.5192,False,3.0,0.5283,True,17,0.438,1.9,-0.6,8,0.5,4.8,3.9,21,0.667,2.2,4.3,11,0.636,3.7,3.5,La Clippers,3.0,0.5283,14,0.643,-2.7,3.3,Denver,-3.0,0.5192,12,0.273,1.0,-4.8,Denver,L.A. Clippers,-3.0,3.0,1848,0.514,1.9,0.2,909,0.503,-2.0,-0.3,1827,0.491,0.8,-0.1,903,0.485,3.4,-0.3,3.0,810,0.467,-6.0,-0.1,-3.0,1091,0.508,6.1,-0.3,Denver,L.A. Clippers,-3.0,3.0,898,0.498,1.6,-0.1,432,0.494,-1.6,-0.5,899,0.509,2.9,0.2,440,0.486,4.8,-0.4,3.0,305,0.493,-4.6,0.6,-3.0,537,0.48,5.4,-0.9,7,12,7,12,Denver,L.A. Clippers,True
3,4,77.8,9:00 PM,Golden 1 Center,18,San Antonio,16,Sacramento,San Antonio,Sacramento,6.5,0.5283,True,-6.5,0.5192,False,19,0.526,0.3,2.7,7,0.429,-6.4,-0.6,20,0.368,0.4,-3.9,10,0.222,1.3,-4.2,San Antonio,6.5,0.5283,13,0.462,-4.2,1.4,Sacramento,-6.5,0.5192,13,0.333,1.3,-6.1,San Antonio,Sacramento,6.5,-6.5,1913,0.522,3.7,0.5,949,0.506,0.6,0.3,1738,0.493,-2.4,-0.4,863,0.467,0.1,-0.8,6.5,596,0.497,-5.6,0.0,-6.5,650,0.469,3.8,-1.5,San Antonio,Sacramento,6.5,-6.5,865,0.507,1.0,0.2,428,0.499,-1.7,0.0,829,0.501,-2.4,-0.4,409,0.458,-1.1,-1.3,6.5,405,0.496,-6.5,-0.1,-6.5,307,0.468,3.4,-1.6,26,25,25,26,San Antonio,Sacramento,False
4,5,72.8,3:30 PM,Barclays Center,9,Orlando,24,Brooklyn,Orlando,Brooklyn,-6.5,0.5238,False,6.5,0.5238,True,21,0.619,5.7,3.1,12,0.417,-1.7,-0.5,20,0.684,-3.0,4.0,8,0.5,-5.4,-1.6,Brooklyn,6.5,0.5238,16,0.733,-3.6,5.6,Orlando,-6.5,0.5238,14,0.786,12.1,5.4,Orlando,Brooklyn,-6.5,6.5,1788,0.499,-1.4,-0.1,892,0.512,-4.0,0.1,1799,0.492,-2.1,-0.3,889,0.47,0.0,-1.0,6.5,1081,0.495,-6.2,0.2,-6.5,745,0.501,5.2,-0.6,Orlando,Brooklyn,-6.5,6.5,839,0.509,-3.4,-0.1,417,0.529,-5.6,0.1,856,0.498,-2.0,0.0,419,0.457,-0.4,-0.7,6.5,529,0.522,-5.9,0.7,-6.5,227,0.545,5.0,-0.1,21,2,21,2,Orlando,Brooklyn,False
5,6,71.5,6:00 PM,Scotiabank Arena,15,Miami,22,Toronto,Miami,Toronto,-4.5,0.5283,False,4.5,0.5192,True,17,0.471,1.6,0.1,9,0.556,2.1,2.3,20,0.65,-4.4,3.7,8,0.75,-1.9,4.5,Toronto,4.5,0.5192,20,0.65,-4.4,3.7,Miami,-4.5,0.5283,11,0.455,4.3,-0.4,Miami,Toronto,-4.5,4.5,1952,0.513,1.8,0.1,957,0.528,-0.9,0.3,1810,0.506,0.4,0.3,896,0.492,3.0,0.0,4.5,907,0.505,-4.9,0.7,-4.5,1203,0.51,5.8,-0.4,Miami,Toronto,-4.5,4.5,912,0.514,0.8,0.2,441,0.543,-1.2,0.8,906,0.503,2.3,0.2,444,0.498,4.6,0.0,4.5,346,0.51,-4.1,0.8,-4.5,506,0.497,4.4,-0.9,15,27,15,27,Miami,Toronto,True
6,7,68.5,3:30 PM,FedExForum,19,Indiana,7,Memphis,Indiana,Memphis,6.5,0.5192,True,-6.5,0.5283,False,20,0.368,-3.8,-5.7,10,0.3,-8.7,-8.0,20,0.65,8.5,5.8,12,0.667,10.5,5.5,Indiana,6.5,0.5192,8,0.5,-5.1,-0.5,Memphis,-6.5,0.5283,14,0.571,10.9,5.0,Indiana,Memphis,6.5,-6.5,1841,0.509,0.6,0.3,914,0.497,-2.8,-0.1,1808,0.513,-0.3,0.3,901,0.524,2.4,0.2,6.5,886,0.508,-4.5,0.9,-6.5,849,0.514,5.0,-0.4,Indiana,Memphis,6.5,-6.5,867,0.512,0.3,0.4,427,0.504,-2.4,0.0,868,0.51,-0.5,0.3,432,0.537,2.2,0.8,6.5,435,0.516,-4.3,1.0,-6.5,402,0.513,5.2,-0.2,11,14,14,11,Indiana,Memphis,True
7,8,65.0,9:00 PM,Moda Center,4,Dallas,28,Portland,Dallas,Portland,-7.0,0.5238,False,7.0,0.5238,True,20,0.579,6.5,3.3,10,0.556,0.9,1.7,20,0.632,-7.6,1.0,9,0.667,-5.4,1.6,Portland,7.0,0.5238,20,0.632,-7.6,1.0,Dallas,-7.0,0.5238,12,0.5,8.7,0.8,Dallas,Portland,-7.0,7.0,1872,0.516,2.1,0.2,932,0.546,-0.6,0.5,1789,0.494,-1.2,-0.3,884,0.499,2.1,-0.1,7.0,962,0.482,-6.7,-0.3,-7.0,1144,0.496,5.8,-0.6,Dallas,Portland,-7.0,7.0,886,0.515,0.7,0.5,437,0.543,-1.5,0.9,874,0.493,-1.4,-0.4,427,0.496,1.6,-0.1,7.0,461,0.47,-7.4,-0.8,-7.0,442,0.51,5.5,-0.3,6,24,6,24,Dallas,Portland,False
8,9,55.7,8:00 PM,Delta Center,17,La Lakers,29,Utah,L.A. Lakers,Utah,-7.0,0.5349,False,7.0,0.5122,True,19,0.421,-1.3,-4.3,9,0.333,-5.6,-7.1,19,0.421,-9.9,-2.9,10,0.3,-11.3,-5.5,Utah,7.0,0.5122,19,0.421,-9.9,-2.9,La Lakers,-7.0,0.5349,13,0.462,3.7,-2.1,L.A. Lakers,Utah,-7.0,7.0,1883,0.471,0.3,-0.5,925,0.474,-3.1,-0.9,1804,0.504,1.0,0.1,892,0.523,4.9,0.7,7.0,822,0.489,-5.6,0.2,-7.0,1028,0.46,5.4,-1.2,L.A. Lakers,Utah,-7.0,7.0,870,0.472,-1.8,-0.4,419,0.469,-4.8,-0.9,870,0.512,2.1,0.4,426,0.518,5.3,0.9,7.0,358,0.513,-5.0,0.7,-7.0,370,0.459,4.3,-1.5,13,28,13,28,L.A. Lakers,Utah,True
9,10,53.5,6:00 PM,Madison Square Garden,27,New Orleans,6,New York,New Orleans,New York,12.0,0.5238,True,-12.0,0.5238,False,20,0.35,-11.8,-7.5,10,0.2,-18.2,-12.4,19,0.444,4.9,-0.4,7,0.5,11.4,3.5,New Orleans,12.0,0.5238,14,0.429,-11.8,-4.1,New York,-12.0,0.5238,17,0.438,5.3,-1.1,New Orleans,New York,12.0,-12.0,1764,0.501,-1.1,0.2,877,0.502,-3.4,0.6,1753,0.507,-2.1,0.1,874,0.491,0.1,-0.4,12.0,1010,0.516,-4.9,1.3,-12.0,634,0.514,4.4,-0.5,New Orleans,New York,12.0,-12.0,848,0.499,-0.5,0.3,419,0.502,-2.3,0.8,842,0.503,-2.3,0.4,419,0.481,-0.6,-0.1,12.0,470,0.51,-4.4,1.2,-12.0,281,0.542,5.4,0.7,18,19,19,18,New Orleans,New York,True
