Team,Over Record,Over %,Under %,Total +/-
Wofford,77-38-1,67.0%,33.0%,+7.2
TX A&M-Com,14-7-0,66.7%,33.3%,+10.6
Hsn Christian,46-23-1,66.7%,33.3%,+11.9
Queens,15-8-0,65.2%,34.8%,+5.2
Lindenwood,13-7-1,65.0%,35.0%,+6.1
McNeese St,42-23-1,64.6%,35.4%,+3.9
UCSD,29-16-0,64.4%,35.6%,+7.3
TX Southern,48-27-1,64.0%,36.0%,+6.4
Neb Omaha,64-36-3,64.0%,36.0%,+5.7
CS Bakersfld,46-26-0,63.9%,36.1%,+4.8
F Dickinson,51-29-3,63.8%,36.3%,+6.3
SE Louisiana,40-24-0,62.5%,37.5%,+3.3
Florida St,93-56-4,62.4%,37.6%,+4.0
WI-Milwkee,78-48-0,61.9%,38.1%,+5.0
Wyoming,85-53-2,61.6%,38.4%,+4.4
Loyola Mymt,83-52-2,61.5%,38.5%,+3.3
Oral Roberts,62-39-0,61.4%,38.6%,+3.1
New Orleans,41-26-1,61.2%,38.8%,+3.3
Air Force,82-52-1,61.2%,38.8%,+4.1
E Illinois,69-44-2,61.1%,38.9%,+4.9
UL Monroe,72-46-3,61.0%,39.0%,+3.5
Loyola-MD,45-29-1,60.8%,39.2%,+2.2
E Washingtn,65-42-0,60.8%,39.3%,+6.6
Yale,51-33-0,60.7%,39.3%,+4.8
Oakland,74-48-0,60.7%,39.3%,+5.1
Gard-Webb,43-28-0,60.6%,39.4%,+3.8
Boston U,58-38-2,60.4%,39.6%,+4.2
Wake Forest,90-59-2,60.4%,39.6%,+2.5
Iowa,95-63-4,60.1%,39.9%,+4.3
Denver,69-47-1,59.5%,40.5%,+4.5
S Car State,35-24-0,59.3%,40.7%,+5.0
S Utah,68-47-0,59.1%,40.9%,+3.1
E Tenn St,72-50-1,59.0%,41.0%,+2.9
Auburn,89-62-1,58.9%,41.1%,+3.9
Samford,66-46-1,58.9%,41.1%,+5.4
N Colorado,65-46-2,58.6%,41.4%,+4.2
Colorado St,79-56-3,58.5%,41.5%,+4.5
W Illinois,62-44-0,58.5%,41.5%,+2.1
South Dakota,63-45-1,58.3%,41.7%,+3.5
Howard,39-28-1,58.2%,41.8%,+4.6
Towson,64-46-0,58.2%,41.8%,+3.6
Drake,75-54-0,58.1%,41.9%,+4.4
Cincinnati,93-67-3,58.1%,41.9%,+4.2
North Dakota,61-44-2,58.1%,41.9%,+1.6
Colgate,54-39-1,58.1%,41.9%,+0.2
Beth-Cook,33-24-0,57.9%,42.1%,+4.0
Arkansas St,70-51-0,57.9%,42.2%,+4.2
Rice,74-54-0,57.8%,42.2%,+3.5
Brown,56-41-0,57.7%,42.3%,+3.0
Norfolk St,34-25-0,57.6%,42.4%,+3.3
Wm & Mary,62-46-1,57.4%,42.6%,+4.1
Lafayette,47-35-1,57.3%,42.7%,+2.0
W Michigan,67-50-3,57.3%,42.7%,+4.1
Xavier,95-71-4,57.2%,42.8%,+1.7
Lipscomb,60-45-1,57.1%,42.9%,+4.5
Kennesaw St,47-36-2,56.6%,43.4%,+1.4
SE Missouri,60-46-2,56.6%,43.4%,+3.5
Youngs St,69-53-0,56.6%,43.4%,+4.2
Princeton,52-40-0,56.5%,43.5%,+3.1
Presbyterian,39-30-0,56.5%,43.5%,+4.5
Radford,44-34-1,56.4%,43.6%,+1.2
WI-Grn Bay,67-52-3,56.3%,43.7%,+2.1
Bowling Grn,72-56-2,56.3%,43.8%,+1.8
Wisconsin,91-71-3,56.2%,43.8%,+1.2
NC-Asheville,41-32-1,56.2%,43.8%,+0.2
Idaho St,56-44-1,56.0%,44.0%,+2.9
California,93-74-4,55.7%,44.3%,+1.4
Kansas,84-67-2,55.6%,44.4%,+3.5
N Arizona,60-48-3,55.6%,44.4%,+1.2
Hofstra,65-52-1,55.6%,44.4%,+2.8
Binghamton,45-36-1,55.6%,44.4%,+1.7
Tulane,71-57-2,55.5%,44.5%,+3.2
Elon,61-49-0,55.5%,44.6%,+2.9
Kent St,70-57-2,55.1%,44.9%,+3.7
St Bonavent,70-57-1,55.1%,44.9%,+3.4
Austin Peay,61-50-2,55.0%,45.1%,+3.4
Montana St,62-51-0,54.9%,45.1%,+1.2
W Kentucky,68-56-6,54.8%,45.2%,+3.3
Utah,87-72-2,54.7%,45.3%,+2.9
Niagara,64-53-2,54.7%,45.3%,+3.7
North Texas,70-58-2,54.7%,45.3%,+1.6
