Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.9,7:00 PM,Mackey Arena,7,Alabama,16,Purdue,Alabama,Alabama,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Alabama,1-2-0,33.3%,24.3,+0.8,0,0,0.0,0.0,Purdue,1-2-0,33.3%,15.7,-4.3,1-2-0,33.3%,15.7,-4.3,Purdue,N/A,N/A,0,0,0.0,0.0,Alabama,N/A,N/A,1-2-0,33.3%,24.3,0.8
2,98.5,9:00 PM,Reed Arena,17,Ohio St,28,Texas A&M,Ohio State,Ohio St.,Texas A&M,Texas A&M-CC,N/A,N/A,False,N/A,N/A,False,Ohio St,2-0-0,100.0%,21.0,+12.3,0,0,0.0,0.0,Texas A&M,2-1-0,66.7%,18.3,-2.5,2-0-0,100.0%,29.0,+1.0,Texas A&M,N/A,N/A,0,0,0.0,0.0,Ohio St,N/A,N/A,1-0-0,100.0%,34.0,15.0
3,97.9,8:00 PM,Xfinity Center,19,Marquette,34,Maryland,Marquette,Marquette,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Marquette,2-1-0,66.7%,22.3,+1.3,0,0,0.0,0.0,Maryland,2-1-0,66.7%,31.7,+4.5,2-1-0,66.7%,31.7,+4.5,Maryland,N/A,N/A,0,0,0.0,0.0,Marquette,N/A,N/A,2-1-0,66.7%,22.3,1.3
4,96.5,9:00 PM,Kohl Center,4,Arizona,41,Wisconsin,Arizona,Arizona,Wisconsin,Wisconsin,N/A,N/A,False,N/A,N/A,False,Arizona,1-1-0,50.0%,43.5,+9.8,0,0,0.0,0.0,Wisconsin,2-1-0,66.7%,22.3,+3.7,2-1-0,66.7%,22.3,+3.7,Wisconsin,N/A,N/A,0,0,0.0,0.0,Arizona,N/A,N/A,1-1-0,50.0%,43.5,9.8
5,96.0,6:00 PM,Crisler Center,56,Tx Christian,26,Michigan,TCU,Texas Christian,Michigan,Michigan,N/A,N/A,False,N/A,N/A,False,Tx Christian,1-2-0,33.3%,22.3,+2.3,0,0,0.0,0.0,Michigan,1-1-0,50.0%,23.0,+11.3,1-0-0,100.0%,48.0,+26.5,Michigan,N/A,N/A,0,0,0.0,0.0,Tx Christian,N/A,N/A,1-2-0,33.3%,22.3,2.3
6,94.1,7:30 PM,Baltimore Arena,79,Va Tech,20,Penn St,Virginia Tech,Virginia Tech,Penn State,Penn St.,N/A,N/A,False,N/A,N/A,False,Va Tech,1-2-0,33.3%,16.0,-1.0,0,0,0.0,0.0,Penn St,2-1-0,66.7%,40.3,+15.7,2-1-0,66.7%,40.3,+15.7,Penn St,N/A,N/A,0,0,0.0,0.0,Va Tech,N/A,N/A,1-2-0,33.3%,16.0,-1.0
7,93.0,8:00 PM,Petersen Events Center,76,W Virginia,33,Pittsburgh,West Virginia,West Virginia,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,W Virginia,1-1-0,50.0%,17.0,+3.3,0,0,0.0,0.0,Pittsburgh,2-1-0,66.7%,24.7,+6.7,2-1-0,66.7%,24.7,+6.7,Pittsburgh,N/A,N/A,0,0,0.0,0.0,W Virginia,N/A,N/A,1-1-0,50.0%,17.0,3.3
8,92.6,6:00 PM,Donald L. Tucker Center,29,Florida,84,Florida St,Florida,Florida,Florida State,Florida State,N/A,N/A,False,N/A,N/A,False,Florida,1-2-0,33.3%,20.0,-0.3,0,0,0.0,0.0,Florida St,2-1-0,66.7%,13.3,+1.8,2-0-0,100.0%,16.0,+3.8,Florida St,N/A,N/A,0,0,0.0,0.0,Florida,N/A,N/A,1-2-0,33.3%,20.0,-0.3
9,92.2,8:30 PM,Vibrant Arena at The MARK,78,Wash State,48,Iowa,Washington State,Washington St.,Iowa,Iowa,N/A,N/A,False,N/A,N/A,False,Wash State,2-1-0,66.7%,16.0,+5.5,0,0,0.0,0.0,Iowa,0-3-0,0.0%,18.7,-6.7,0-3-0,0.0%,18.7,-6.7,Iowa,N/A,N/A,0,0,0.0,0.0,Wash State,N/A,N/A,2-1-0,66.7%,16.0,5.5
10,90.4,7:00 PM,Hinkle Fieldhouse,49,S Methodist,97,Butler,SMU,Southern Methodist,Butler,Butler,N/A,N/A,False,N/A,N/A,False,S Methodist,1-2-0,33.3%,25.3,+5.0,0,0,0.0,0.0,Butler,1-2-0,33.3%,8.3,-9.0,1-2-0,33.3%,8.3,-9.0,Butler,N/A,N/A,0,0,0.0,0.0,S Methodist,N/A,N/A,1-2-0,33.3%,25.3,5.0
