Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.9,7:00 PM,Mackey Arena,7,Alabama,16,Purdue,Alabama,Alabama,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Alabama,396-401-18,49.7%,4.5,0.2,132-143-6,48.0%,-4.1,-1.0,Purdue,417-417-21,50.0%,6.8,0.4,203-177-10,53.4%,13.9,1.7,Purdue,N/A,N/A,115-133-6,46.4%,-6.1,-0.1,Alabama,N/A,N/A,237-241-9,49.6%,8.6,0.3
2,98.5,9:00 PM,Reed Arena,17,Ohio St,28,Texas A&M,Ohio State,Ohio St.,Texas A&M,Texas A&M-CC,N/A,N/A,False,N/A,N/A,False,Ohio St,434-411-14,51.4%,7.4,0.6,136-143-5,48.8%,-1.8,-0.2,Texas A&M,382-350-11,52.2%,2.8,-0.1,176-166-4,51.5%,9.0,-0.3,Texas A&M,N/A,N/A,186-178-5,51.1%,-7.6,0.0,Ohio St,N/A,N/A,298-277-10,51.8%,11.4,0.5
3,97.9,8:00 PM,Xfinity Center,19,Marquette,34,Maryland,Marquette,Marquette,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Marquette,416-377-13,52.5%,5.5,0.4,162-120-4,57.5%,-1.9,0.8,Maryland,407-390-17,51.1%,7.1,0.0,198-182-9,52.1%,13.5,0.0,Maryland,N/A,N/A,138-136-6,50.4%,-4.9,0.6,Marquette,N/A,N/A,242-235-8,50.7%,9.5,0.2
4,96.5,9:00 PM,Kohl Center,4,Arizona,41,Wisconsin,Arizona,Arizona,Wisconsin,Wisconsin,N/A,N/A,False,N/A,N/A,False,Arizona,449-437-14,50.7%,9.6,0.6,154-140-6,52.4%,3.8,0.6,Wisconsin,446-408-22,52.2%,7.0,0.7,210-188-10,52.8%,13.1,1.0,Wisconsin,N/A,N/A,132-113-12,53.9%,-3.2,1.7,Arizona,N/A,N/A,358-367-13,49.4%,12.0,0.5
5,96.0,6:00 PM,Crisler Center,56,Tx Christian,26,Michigan,TCU,Texas Christian,Michigan,Michigan,N/A,N/A,False,N/A,N/A,False,Tx Christian,351-401-12,46.7%,1.5,-0.3,141-148-7,48.8%,-7.1,-0.7,Michigan,425-404-11,51.3%,3.8,0.5,207-182-4,53.2%,9.6,0.4,Michigan,N/A,N/A,169-173-5,49.4%,-6.2,0.6,Tx Christian,N/A,N/A,161-178-4,47.5%,9.0,0.1
6,94.1,7:30 PM,Baltimore Arena,79,Va Tech,20,Penn St,Virginia Tech,Virginia Tech,Penn State,Penn St.,N/A,N/A,False,N/A,N/A,False,Va Tech,374-382-10,49.5%,2.4,0.1,127-150-4,45.9%,-6.2,-0.8,Penn St,395-363-21,52.1%,-0.2,0.4,183-167-11,52.3%,5.2,0.6,Penn St,N/A,N/A,246-222-10,52.6%,-7.5,0.7,Va Tech,N/A,N/A,180-190-4,48.7%,9.0,-0.1
7,93.0,8:00 PM,Petersen Events Center,76,W Virginia,33,Pittsburgh,West Virginia,West Virginia,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,W Virginia,406-416-10,49.4%,4.5,0.1,123-163-5,43.0%,-3.8,-1.1,Pittsburgh,391-393-21,49.9%,5.3,0.1,182-197-10,48.0%,10.2,-0.7,Pittsburgh,N/A,N/A,148-150-12,49.7%,-6.1,0.7,W Virginia,N/A,N/A,252-232-3,52.1%,9.7,0.4
8,92.6,6:00 PM,Donald L. Tucker Center,29,Florida,84,Florida St,Florida,Florida,Florida State,Florida State,N/A,N/A,False,N/A,N/A,False,Florida,417-406-17,50.7%,9.4,0.5,140-135-8,50.9%,1.4,0.0,Florida St,392-391-17,50.1%,2.9,-0.3,186-175-11,51.5%,8.7,0.3,Florida St,N/A,N/A,188-168-5,52.8%,-6.5,0.5,Florida,N/A,N/A,323-311-12,51.0%,10.3,0.4
9,92.2,8:30 PM,Vibrant Arena at The MARK,78,Wash State,48,Iowa,Washington State,Washington St.,Iowa,Iowa,N/A,N/A,False,N/A,N/A,False,Wash State,371-403-12,47.9%,-0.4,0.1,135-166-8,44.9%,-7.5,-0.6,Iowa,397-417-19,48.8%,4.4,0.1,207-188-9,52.4%,11.3,0.7,Iowa,N/A,N/A,167-183-6,47.7%,-6.0,0.3,Wash State,N/A,N/A,156-163-2,48.9%,8.9,0.6
10,90.4,7:00 PM,Hinkle Fieldhouse,49,S Methodist,97,Butler,SMU,Southern Methodist,Butler,Butler,N/A,N/A,False,N/A,N/A,False,S Methodist,342-357-18,48.9%,3.5,-0.4,157-136-6,53.6%,-3.0,-0.3,Butler,425-393-21,52.0%,5.7,0.6,195-178-10,52.3%,11.6,1.0,Butler,N/A,N/A,141-128-7,52.4%,-5.4,0.3,S Methodist,N/A,N/A,197-204-12,49.1%,8.3,-0.2
