Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.9,7:00 PM,Mackey Arena,7,Alabama,16,Purdue,Alabama,Alabama,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Alabama,1-2-0,33.3%,24.3,+0.8,0,0,0.0,0.0,Purdue,1-2-0,33.3%,15.7,-4.3,1-2-0,33.3%,15.7,-4.3,Purdue,N/A,N/A,0,0,0.0,0.0,Alabama,N/A,N/A,1-2-0,33.3%,24.3,0.8,1,98.9,7:00 PM,Mackey Arena,7,Alabama,16,Purdue,Alabama,Alabama,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Alabama,396-401-18,49.7%,4.5,0.2,132-143-6,48.0%,-4.1,-1.0,Purdue,417-417-21,50.0%,6.8,0.4,203-177-10,53.4%,13.9,1.7,Purdue,N/A,N/A,115-133-6,46.4%,-6.1,-0.1,Alabama,N/A,N/A,237-241-9,49.6%,8.6,0.3,1,98.9,7:00 PM,Mackey Arena,7,Alabama,16,Purdue,Alabama,Alabama,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Alabama,168-164-7,50.6%,4.8,0.9,55-56-1,49.6%,-1.7,0.1,Purdue,172-157-11,52.3%,10.0,1.0,83-66-5,55.7%,17.4,2.6,Purdue,N/A,N/A,30-29-2,50.9%,-3.0,0.9,Alabama,N/A,N/A,107-105-6,50.5%,9.5,0.7
2,98.5,9:00 PM,Reed Arena,17,Ohio St,28,Texas A&M,Ohio State,Ohio St.,Texas A&M,Texas A&M-CC,N/A,N/A,False,N/A,N/A,False,Ohio St,2-0-0,100.0%,21.0,+12.3,0,0,0.0,0.0,Texas A&M,2-1-0,66.7%,18.3,-2.5,2-0-0,100.0%,29.0,+1.0,Texas A&M,N/A,N/A,0,0,0.0,0.0,Ohio St,N/A,N/A,1-0-0,100.0%,34.0,15.0,2,98.5,9:00 PM,Reed Arena,17,Ohio St,28,Texas A&M,Ohio State,Ohio St.,Texas A&M,Texas A&M-CC,N/A,N/A,False,N/A,N/A,False,Ohio St,434-411-14,51.4%,7.4,0.6,136-143-5,48.8%,-1.8,-0.2,Texas A&M,382-350-11,52.2%,2.8,-0.1,176-166-4,51.5%,9.0,-0.3,Texas A&M,N/A,N/A,186-178-5,51.1%,-7.6,0.0,Ohio St,N/A,N/A,298-277-10,51.8%,11.4,0.5,2,98.5,9:00 PM,Reed Arena,17,Ohio St,28,Texas A&M,Ohio State,Ohio St.,Texas A&M,Texas A&M-CC,N/A,N/A,False,N/A,N/A,False,Ohio St,159-170-5,48.3%,5.9,0.2,41-62-1,39.8%,-3.2,-1.4,Texas A&M,162-153-3,51.4%,3.9,-0.1,73-79-1,48.0%,8.8,-1.1,Texas A&M,N/A,N/A,65-61-1,51.6%,-5.0,1.0,Ohio St,N/A,N/A,108-108-3,50.0%,11.5,0.4
3,97.9,8:00 PM,Xfinity Center,19,Marquette,34,Maryland,Marquette,Marquette,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Marquette,2-1-0,66.7%,22.3,+1.3,0,0,0.0,0.0,Maryland,2-1-0,66.7%,31.7,+4.5,2-1-0,66.7%,31.7,+4.5,Maryland,N/A,N/A,0,0,0.0,0.0,Marquette,N/A,N/A,2-1-0,66.7%,22.3,1.3,3,97.9,8:00 PM,Xfinity Center,19,Marquette,34,Maryland,Marquette,Marquette,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Marquette,416-377-13,52.5%,5.5,0.4,162-120-4,57.5%,-1.9,0.8,Maryland,407-390-17,51.1%,7.1,0.0,198-182-9,52.1%,13.5,0.0,Maryland,N/A,N/A,138-136-6,50.4%,-4.9,0.6,Marquette,N/A,N/A,242-235-8,50.7%,9.5,0.2,3,97.9,8:00 PM,Xfinity Center,19,Marquette,34,Maryland,Marquette,Marquette,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Marquette,167-158-4,51.4%,4.7,0.4,59-47-2,55.7%,-1.6,0.9,Maryland,157-161-8,49.4%,5.6,0.0,79-89-3,47.0%,10.8,-0.6,Maryland,N/A,N/A,59-58-4,50.4%,-4.0,0.7,Marquette,N/A,N/A,104-97-1,51.7%,10.6,0.4
4,96.5,9:00 PM,Kohl Center,4,Arizona,41,Wisconsin,Arizona,Arizona,Wisconsin,Wisconsin,N/A,N/A,False,N/A,N/A,False,Arizona,1-1-0,50.0%,43.5,+9.8,0,0,0.0,0.0,Wisconsin,2-1-0,66.7%,22.3,+3.7,2-1-0,66.7%,22.3,+3.7,Wisconsin,N/A,N/A,0,0,0.0,0.0,Arizona,N/A,N/A,1-1-0,50.0%,43.5,9.8,4,96.5,9:00 PM,Kohl Center,4,Arizona,41,Wisconsin,Arizona,Arizona,Wisconsin,Wisconsin,N/A,N/A,False,N/A,N/A,False,Arizona,449-437-14,50.7%,9.6,0.6,154-140-6,52.4%,3.8,0.6,Wisconsin,446-408-22,52.2%,7.0,0.7,210-188-10,52.8%,13.1,1.0,Wisconsin,N/A,N/A,132-113-12,53.9%,-3.2,1.7,Arizona,N/A,N/A,358-367-13,49.4%,12.0,0.5,4,96.5,9:00 PM,Kohl Center,4,Arizona,41,Wisconsin,Arizona,Arizona,Wisconsin,Wisconsin,N/A,N/A,False,N/A,N/A,False,Arizona,171-165-8,50.9%,11.4,0.7,58-46-2,55.8%,5.3,0.5,Wisconsin,168-165-11,50.5%,6.0,0.2,80-80-5,50.0%,11.1,-0.1,Wisconsin,N/A,N/A,55-46-6,54.5%,-2.3,2.3,Arizona,N/A,N/A,153-144-7,51.5%,13.3,0.8
5,96.0,6:00 PM,Crisler Center,56,Tx Christian,26,Michigan,TCU,Texas Christian,Michigan,Michigan,N/A,N/A,False,N/A,N/A,False,Tx Christian,1-2-0,33.3%,22.3,+2.3,0,0,0.0,0.0,Michigan,1-1-0,50.0%,23.0,+11.3,1-0-0,100.0%,48.0,+26.5,Michigan,N/A,N/A,0,0,0.0,0.0,Tx Christian,N/A,N/A,1-2-0,33.3%,22.3,2.3,5,96.0,6:00 PM,Crisler Center,56,Tx Christian,26,Michigan,TCU,Texas Christian,Michigan,Michigan,N/A,N/A,False,N/A,N/A,False,Tx Christian,351-401-12,46.7%,1.5,-0.3,141-148-7,48.8%,-7.1,-0.7,Michigan,425-404-11,51.3%,3.8,0.5,207-182-4,53.2%,9.6,0.4,Michigan,N/A,N/A,169-173-5,49.4%,-6.2,0.6,Tx Christian,N/A,N/A,161-178-4,47.5%,9.0,0.1,5,96.0,6:00 PM,Crisler Center,56,Tx Christian,26,Michigan,TCU,Texas Christian,Michigan,Michigan,N/A,N/A,False,N/A,N/A,False,Tx Christian,156-162-7,49.1%,3.5,0.0,47-54-3,46.5%,-6.7,-1.4,Michigan,173-164-2,51.3%,5.9,0.7,81-76-2,51.6%,11.0,0.1,Michigan,N/A,N/A,50-55-1,47.6%,-4.4,1.3,Tx Christian,N/A,N/A,86-91-3,48.6%,10.1,0.2
6,94.1,7:30 PM,Baltimore Arena,79,Va Tech,20,Penn St,Virginia Tech,Virginia Tech,Penn State,Penn St.,N/A,N/A,False,N/A,N/A,False,Va Tech,1-2-0,33.3%,16.0,-1.0,0,0,0.0,0.0,Penn St,2-1-0,66.7%,40.3,+15.7,2-1-0,66.7%,40.3,+15.7,Penn St,N/A,N/A,0,0,0.0,0.0,Va Tech,N/A,N/A,1-2-0,33.3%,16.0,-1.0,6,94.1,7:30 PM,Baltimore Arena,79,Va Tech,20,Penn St,Virginia Tech,Virginia Tech,Penn State,Penn St.,N/A,N/A,False,N/A,N/A,False,Va Tech,374-382-10,49.5%,2.4,0.1,127-150-4,45.9%,-6.2,-0.8,Penn St,395-363-21,52.1%,-0.2,0.4,183-167-11,52.3%,5.2,0.6,Penn St,N/A,N/A,246-222-10,52.6%,-7.5,0.7,Va Tech,N/A,N/A,180-190-4,48.7%,9.0,-0.1,6,94.1,7:30 PM,Baltimore Arena,79,Va Tech,20,Penn St,Virginia Tech,Virginia Tech,Penn State,Penn St.,N/A,N/A,False,N/A,N/A,False,Va Tech,159-150-1,51.5%,4.7,0.5,42-62-1,40.4%,-5.0,-1.6,Penn St,172-141-7,55.0%,2.2,1.1,80-70-1,53.3%,7.7,1.0,Penn St,N/A,N/A,98-64-2,60.5%,-4.4,2.1,Va Tech,N/A,N/A,93-83-1,52.8%,11.2,0.7
7,93.0,8:00 PM,Petersen Events Center,76,W Virginia,33,Pittsburgh,West Virginia,West Virginia,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,W Virginia,1-1-0,50.0%,17.0,+3.3,0,0,0.0,0.0,Pittsburgh,2-1-0,66.7%,24.7,+6.7,2-1-0,66.7%,24.7,+6.7,Pittsburgh,N/A,N/A,0,0,0.0,0.0,W Virginia,N/A,N/A,1-1-0,50.0%,17.0,3.3,7,93.0,8:00 PM,Petersen Events Center,76,W Virginia,33,Pittsburgh,West Virginia,West Virginia,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,W Virginia,406-416-10,49.4%,4.5,0.1,123-163-5,43.0%,-3.8,-1.1,Pittsburgh,391-393-21,49.9%,5.3,0.1,182-197-10,48.0%,10.2,-0.7,Pittsburgh,N/A,N/A,148-150-12,49.7%,-6.1,0.7,W Virginia,N/A,N/A,252-232-3,52.1%,9.7,0.4,7,93.0,8:00 PM,Petersen Events Center,76,W Virginia,33,Pittsburgh,West Virginia,West Virginia,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,W Virginia,163-168-2,49.2%,5.2,-0.1,42-59-1,41.6%,-4.1,-2.0,Pittsburgh,151-157-9,49.0%,0.9,-0.1,79-88-4,47.3%,5.1,-0.9,Pittsburgh,N/A,N/A,77-82-8,48.4%,-7.8,-0.2,W Virginia,N/A,N/A,113-103-1,52.3%,10.7,0.5
8,92.6,6:00 PM,Donald L. Tucker Center,29,Florida,84,Florida St,Florida,Florida,Florida State,Florida State,N/A,N/A,False,N/A,N/A,False,Florida,1-2-0,33.3%,20.0,-0.3,0,0,0.0,0.0,Florida St,2-1-0,66.7%,13.3,+1.8,2-0-0,100.0%,16.0,+3.8,Florida St,N/A,N/A,0,0,0.0,0.0,Florida,N/A,N/A,1-2-0,33.3%,20.0,-0.3,8,92.6,6:00 PM,Donald L. Tucker Center,29,Florida,84,Florida St,Florida,Florida,Florida State,Florida State,N/A,N/A,False,N/A,N/A,False,Florida,417-406-17,50.7%,9.4,0.5,140-135-8,50.9%,1.4,0.0,Florida St,392-391-17,50.1%,2.9,-0.3,186-175-11,51.5%,8.7,0.3,Florida St,N/A,N/A,188-168-5,52.8%,-6.5,0.5,Florida,N/A,N/A,323-311-12,51.0%,10.3,0.4,8,92.6,6:00 PM,Donald L. Tucker Center,29,Florida,84,Florida St,Florida,Florida,Florida State,Florida State,N/A,N/A,False,N/A,N/A,False,Florida,155-175-5,47.0%,5.6,-0.1,54-55-1,49.5%,-0.4,-0.3,Florida St,157-162-7,49.2%,4.0,-0.3,85-69-4,55.2%,9.9,1.1,Florida St,N/A,N/A,56-54-0,50.9%,-5.2,0.9,Florida,N/A,N/A,117-118-4,49.8%,9.6,0.0
9,92.2,8:30 PM,Vibrant Arena at The MARK,78,Wash State,48,Iowa,Washington State,Washington St.,Iowa,Iowa,N/A,N/A,False,N/A,N/A,False,Wash State,2-1-0,66.7%,16.0,+5.5,0,0,0.0,0.0,Iowa,0-3-0,0.0%,18.7,-6.7,0-3-0,0.0%,18.7,-6.7,Iowa,N/A,N/A,0,0,0.0,0.0,Wash State,N/A,N/A,2-1-0,66.7%,16.0,5.5,9,92.2,8:30 PM,Vibrant Arena at The MARK,78,Wash State,48,Iowa,Washington State,Washington St.,Iowa,Iowa,N/A,N/A,False,N/A,N/A,False,Wash State,371-403-12,47.9%,-0.4,0.1,135-166-8,44.9%,-7.5,-0.6,Iowa,397-417-19,48.8%,4.4,0.1,207-188-9,52.4%,11.3,0.7,Iowa,N/A,N/A,167-183-6,47.7%,-6.0,0.3,Wash State,N/A,N/A,156-163-2,48.9%,8.9,0.6,9,92.2,8:30 PM,Vibrant Arena at The MARK,78,Wash State,48,Iowa,Washington State,Washington St.,Iowa,Iowa,N/A,N/A,False,N/A,N/A,False,Wash State,150-166-4,47.5%,-0.6,0.3,46-58-3,44.2%,-7.8,-0.9,Iowa,161-159-9,50.3%,6.2,0.7,93-68-5,57.8%,13.2,1.4,Iowa,N/A,N/A,51-64-4,44.4%,-4.7,0.5,Wash State,N/A,N/A,64-72-1,47.1%,9.5,0.7
10,90.4,7:00 PM,Hinkle Fieldhouse,49,S Methodist,97,Butler,SMU,Southern Methodist,Butler,Butler,N/A,N/A,False,N/A,N/A,False,S Methodist,1-2-0,33.3%,25.3,+5.0,0,0,0.0,0.0,Butler,1-2-0,33.3%,8.3,-9.0,1-2-0,33.3%,8.3,-9.0,Butler,N/A,N/A,0,0,0.0,0.0,S Methodist,N/A,N/A,1-2-0,33.3%,25.3,5.0,10,90.4,7:00 PM,Hinkle Fieldhouse,49,S Methodist,97,Butler,SMU,Southern Methodist,Butler,Butler,N/A,N/A,False,N/A,N/A,False,S Methodist,342-357-18,48.9%,3.5,-0.4,157-136-6,53.6%,-3.0,-0.3,Butler,425-393-21,52.0%,5.7,0.6,195-178-10,52.3%,11.6,1.0,Butler,N/A,N/A,141-128-7,52.4%,-5.4,0.3,S Methodist,N/A,N/A,197-204-12,49.1%,8.3,-0.2,10,90.4,7:00 PM,Hinkle Fieldhouse,49,S Methodist,97,Butler,SMU,Southern Methodist,Butler,Butler,N/A,N/A,False,N/A,N/A,False,S Methodist,140-149-8,48.4%,6.7,-0.2,50-57-3,46.7%,-0.9,-1.2,Butler,161-157-5,50.6%,3.4,0.0,82-75-3,52.2%,9.9,0.8,Butler,N/A,N/A,59-72-2,45.0%,-7.7,-1.8,S Methodist,N/A,N/A,106-106-6,50.0%,10.7,0.5
