Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.9,7:00 PM,Mackey Arena,7,Alabama,16,Purdue,Alabama,Alabama,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Alabama,168-164-7,50.6%,4.8,0.9,55-56-1,49.6%,-1.7,0.1,Purdue,172-157-11,52.3%,10.0,1.0,83-66-5,55.7%,17.4,2.6,Purdue,N/A,N/A,30-29-2,50.9%,-3.0,0.9,Alabama,N/A,N/A,107-105-6,50.5%,9.5,0.7
2,98.5,9:00 PM,Reed Arena,17,Ohio St,28,Texas A&M,Ohio State,Ohio St.,Texas A&M,Texas A&M-CC,N/A,N/A,False,N/A,N/A,False,Ohio St,159-170-5,48.3%,5.9,0.2,41-62-1,39.8%,-3.2,-1.4,Texas A&M,162-153-3,51.4%,3.9,-0.1,73-79-1,48.0%,8.8,-1.1,Texas A&M,N/A,N/A,65-61-1,51.6%,-5.0,1.0,Ohio St,N/A,N/A,108-108-3,50.0%,11.5,0.4
3,97.9,8:00 PM,Xfinity Center,19,Marquette,34,Maryland,Marquette,Marquette,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Marquette,167-158-4,51.4%,4.7,0.4,59-47-2,55.7%,-1.6,0.9,Maryland,157-161-8,49.4%,5.6,0.0,79-89-3,47.0%,10.8,-0.6,Maryland,N/A,N/A,59-58-4,50.4%,-4.0,0.7,Marquette,N/A,N/A,104-97-1,51.7%,10.6,0.4
4,96.5,9:00 PM,Kohl Center,4,Arizona,41,Wisconsin,Arizona,Arizona,Wisconsin,Wisconsin,N/A,N/A,False,N/A,N/A,False,Arizona,171-165-8,50.9%,11.4,0.7,58-46-2,55.8%,5.3,0.5,Wisconsin,168-165-11,50.5%,6.0,0.2,80-80-5,50.0%,11.1,-0.1,Wisconsin,N/A,N/A,55-46-6,54.5%,-2.3,2.3,Arizona,N/A,N/A,153-144-7,51.5%,13.3,0.8
5,96.0,6:00 PM,Crisler Center,56,Tx Christian,26,Michigan,TCU,Texas Christian,Michigan,Michigan,N/A,N/A,False,N/A,N/A,False,Tx Christian,156-162-7,49.1%,3.5,0.0,47-54-3,46.5%,-6.7,-1.4,Michigan,173-164-2,51.3%,5.9,0.7,81-76-2,51.6%,11.0,0.1,Michigan,N/A,N/A,50-55-1,47.6%,-4.4,1.3,Tx Christian,N/A,N/A,86-91-3,48.6%,10.1,0.2
6,94.1,7:30 PM,Baltimore Arena,79,Va Tech,20,Penn St,Virginia Tech,Virginia Tech,Penn State,Penn St.,N/A,N/A,False,N/A,N/A,False,Va Tech,159-150-1,51.5%,4.7,0.5,42-62-1,40.4%,-5.0,-1.6,Penn St,172-141-7,55.0%,2.2,1.1,80-70-1,53.3%,7.7,1.0,Penn St,N/A,N/A,98-64-2,60.5%,-4.4,2.1,Va Tech,N/A,N/A,93-83-1,52.8%,11.2,0.7
7,93.0,8:00 PM,Petersen Events Center,76,W Virginia,33,Pittsburgh,West Virginia,West Virginia,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,W Virginia,163-168-2,49.2%,5.2,-0.1,42-59-1,41.6%,-4.1,-2.0,Pittsburgh,151-157-9,49.0%,0.9,-0.1,79-88-4,47.3%,5.1,-0.9,Pittsburgh,N/A,N/A,77-82-8,48.4%,-7.8,-0.2,W Virginia,N/A,N/A,113-103-1,52.3%,10.7,0.5
8,92.6,6:00 PM,Donald L. Tucker Center,29,Florida,84,Florida St,Florida,Florida,Florida State,Florida State,N/A,N/A,False,N/A,N/A,False,Florida,155-175-5,47.0%,5.6,-0.1,54-55-1,49.5%,-0.4,-0.3,Florida St,157-162-7,49.2%,4.0,-0.3,85-69-4,55.2%,9.9,1.1,Florida St,N/A,N/A,56-54-0,50.9%,-5.2,0.9,Florida,N/A,N/A,117-118-4,49.8%,9.6,0.0
9,92.2,8:30 PM,Vibrant Arena at The MARK,78,Wash State,48,Iowa,Washington State,Washington St.,Iowa,Iowa,N/A,N/A,False,N/A,N/A,False,Wash State,150-166-4,47.5%,-0.6,0.3,46-58-3,44.2%,-7.8,-0.9,Iowa,161-159-9,50.3%,6.2,0.7,93-68-5,57.8%,13.2,1.4,Iowa,N/A,N/A,51-64-4,44.4%,-4.7,0.5,Wash State,N/A,N/A,64-72-1,47.1%,9.5,0.7
10,90.4,7:00 PM,Hinkle Fieldhouse,49,S Methodist,97,Butler,SMU,Southern Methodist,Butler,Butler,N/A,N/A,False,N/A,N/A,False,S Methodist,140-149-8,48.4%,6.7,-0.2,50-57-3,46.7%,-0.9,-1.2,Butler,161-157-5,50.6%,3.4,0.0,82-75-3,52.2%,9.9,0.8,Butler,N/A,N/A,59-72-2,45.0%,-7.7,-1.8,S Methodist,N/A,N/A,106-106-6,50.0%,10.7,0.5
11,88.5,7:00 PM,TD Arena,73,Fla Atlantic,98,Col Charlestn,Florida Atlantic,Florida Atlantic,Charleston,Charleston,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,145-141-5,50.7%,3.0,0.9,59-69-4,46.1%,-4.5,-0.5,Col Charlestn,143-157-7,47.7%,4.1,0.1,64-73-3,46.7%,8.0,0.0,Col Charlestn,N/A,N/A,47-53-2,47.0%,-5.3,0.9,Fla Atlantic,N/A,N/A,70-69-2,50.4%,8.2,1.0
12,87.8,9:00 PM,McCarthey Athletic Center,128,Mass Lowell,3,Gonzaga,UMass Lowell,Massachusetts Lowell,Gonzaga,Gonzaga,N/A,N/A,False,N/A,N/A,False,Mass Lowell,101-100-3,50.3%,1.2,0.3,60-50-0,54.6%,-4.0,0.8,Gonzaga,179-163-9,52.3%,18.0,1.5,83-63-4,56.9%,25.6,1.9,Gonzaga,N/A,N/A,8-12-0,40.0%,-6.1,-2.6,Mass Lowell,N/A,N/A,50-51-2,49.5%,6.4,-0.7
13,87.7,5:00 PM,Baltimore Arena,100,Virginia,75,Villanova,Virginia,Virginia,Villanova,Villanova,N/A,N/A,False,N/A,N/A,False,Virginia,172-151-7,53.3%,9.0,-0.2,65-44-3,59.6%,3.4,0.3,Villanova,194-154-5,55.8%,10.1,0.6,78-63-1,55.3%,14.6,0.5,Villanova,N/A,N/A,23-21-2,52.3%,-4.1,-0.2,Virginia,N/A,N/A,147-126-6,53.9%,11.1,0.1
