Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
New York,7-5-0,58.3%,41.7%,6.0,6-1-0,85.7%,14.3%,14.0,1-0-0,100.0%,0.0%,19.5,3-3-0,50.0%,50.0%,4.3,3-2-0,60.0%,40.0%,5.3,5-2-0,71.4%,28.6%,7.8,1-0-0,100.0%,0.0%,19.5,6-5-0,54.6%,45.5%,4.7,2-3-0,40.0%,60.0%,3.4,1-0-0,100.0%,0.0%,15.0,5-2-0,71.4%,28.6%,9.3,0-4-0,0.0%,100.0%,-10.4,1-0-0,100.0%,0.0%,15.0,0-3-0,0.0%,100.0%,-9.3
Toronto,8-6-0,57.1%,42.9%,3.8,6-2-0,75.0%,25.0%,6.5,1-0-0,100.0%,0.0%,17.0,6-5-0,54.6%,45.5%,3.0,1-1-0,50.0%,50.0%,1.0,3-5-0,37.5%,62.5%,-1.3,8-6-0,57.1%,42.9%,3.8,,,,,5-1-0,83.3%,16.7%,10.5,2-2-0,50.0%,50.0%,6.6,5-2-0,71.4%,28.6%,8.2,0-2-0,0.0%,100.0%,-24.3,2-2-0,50.0%,50.0%,12.3,0-2-0,0.0%,100.0%,-24.3
Sacramento,8-6-0,57.1%,42.9%,2.7,3-4-0,42.9%,57.1%,2.2,1-0-0,100.0%,0.0%,10.0,4-2-0,66.7%,33.3%,5.2,3-4-0,42.9%,57.1%,-0.5,4-3-0,57.1%,42.9%,4.0,4-1-0,80.0%,20.0%,16.4,4-5-0,44.4%,55.6%,-4.9,4-3-0,57.1%,42.9%,1.4,2-2-0,50.0%,50.0%,-0.5,4-4-0,50.0%,50.0%,3.4,4-1-0,80.0%,20.0%,4.4,1-1-0,50.0%,50.0%,0.0,1-0-0,100.0%,0.0%,2.5
Miami,6-5-0,54.6%,45.5%,2.5,5-4-0,55.6%,44.4%,2.8,1-0-0,100.0%,0.0%,5.0,3-3-0,50.0%,50.0%,0.8,2-2-0,50.0%,50.0%,4.5,4-3-0,57.1%,42.9%,5.0,4-1-0,80.0%,20.0%,4.9,2-4-0,33.3%,66.7%,0.6,2-2-0,50.0%,50.0%,-1.8,,,,,4-3-0,57.1%,42.9%,4.0,1-1-0,50.0%,50.0%,1.5,,,,,1-2-0,33.3%,66.7%,-1.7
LA Lakers,7-6-0,53.9%,46.2%,4.2,5-4-0,55.6%,44.4%,3.7,0-1-0,0.0%,100.0%,-11.0,3-1-0,75.0%,25.0%,12.9,4-4-0,50.0%,50.0%,1.7,4-3-0,57.1%,42.9%,2.8,2-2-0,50.0%,50.0%,0.8,5-4-0,55.6%,44.4%,5.7,3-3-0,50.0%,50.0%,5.8,1-1-0,50.0%,50.0%,4.8,4-3-0,57.1%,42.9%,4.9,1-2-0,33.3%,66.7%,-2.0,1-0-0,100.0%,0.0%,27.0,2-1-0,66.7%,33.3%,7.2
New Orleans,7-6-1,53.9%,46.2%,-2.4,6-5-0,54.6%,45.5%,-1.2,1-0-0,100.0%,0.0%,9.0,4-4-1,50.0%,50.0%,-3.6,2-2-0,50.0%,50.0%,-2.5,2-4-0,33.3%,66.7%,-9.3,4-5-0,44.4%,55.6%,-5.6,3-1-1,75.0%,25.0%,3.4,5-2-1,71.4%,28.6%,2.8,0-2-1,0.0%,100.0%,-14.5,5-4-0,55.6%,44.4%,-0.2,1-0-0,100.0%,0.0%,2.5,0-1-1,0.0%,100.0%,-11.3,1-0-0,100.0%,0.0%,2.5
Brooklyn,7-6-0,53.9%,46.2%,6.1,4-3-0,57.1%,42.9%,0.4,1-0-0,100.0%,0.0%,12.5,3-4-0,42.9%,57.1%,-0.6,3-2-0,60.0%,40.0%,14.2,4-3-0,57.1%,42.9%,3.3,5-5-0,50.0%,50.0%,9.4,2-1-0,66.7%,33.3%,-5.0,3-3-0,50.0%,50.0%,9.3,0-3-0,0.0%,100.0%,-10.0,6-2-0,75.0%,25.0%,13.2,2-1-0,66.7%,33.3%,29.5,1-2-0,33.3%,66.7%,-4.0,0-1-0,0.0%,100.0%,-9.0
San Antonio,7-7-0,50.0%,50.0%,-2.4,5-2-0,71.4%,28.6%,7.7,1-0-0,100.0%,0.0%,2.5,2-5-0,28.6%,71.4%,-10.9,4-2-0,66.7%,33.3%,6.8,3-3-0,50.0%,50.0%,-10.0,5-5-0,50.0%,50.0%,-5.6,2-2-0,50.0%,50.0%,5.8,4-4-0,50.0%,50.0%,3.4,1-2-0,33.3%,66.7%,-15.7,5-5-0,50.0%,50.0%,1.2,1-2-0,33.3%,66.7%,-5.7,1-3-0,25.0%,75.0%,-17.5,,,,
Portland,6-6-1,50.0%,50.0%,-0.6,5-3-0,62.5%,37.5%,5.7,1-0-0,100.0%,0.0%,22.0,3-4-1,42.9%,57.1%,-3.4,2-2-0,50.0%,50.0%,-0.5,2-3-1,40.0%,60.0%,-7.3,6-6-1,50.0%,50.0%,-0.6,,,,,4-3-0,57.1%,42.9%,5.2,1-3-0,25.0%,75.0%,-14.4,3-3-1,50.0%,50.0%,3.2,1-0-1,100.0%,0.0%,2.8,0-3-0,0.0%,100.0%,-19.5,1-0-0,100.0%,0.0%,5.5
Boston,7-7-0,50.0%,50.0%,4.9,3-3-0,50.0%,50.0%,4.6,1-0-0,100.0%,0.0%,19.5,1-2-0,33.3%,66.7%,8.0,5-5-0,50.0%,50.0%,2.5,3-5-0,37.5%,62.5%,4.3,,,,,7-7-0,50.0%,50.0%,4.9,4-2-0,66.7%,33.3%,5.7,1-1-0,50.0%,50.0%,9.0,4-6-0,40.0%,60.0%,1.2,2-2-0,50.0%,50.0%,3.8,2-2-0,50.0%,50.0%,6.4,1-0-0,100.0%,0.0%,18.5
Philadelphia,6-6-0,50.0%,50.0%,-1.6,4-5-0,44.4%,55.6%,-1.0,1-0-0,100.0%,0.0%,10.5,5-4-0,55.6%,44.4%,-0.8,0-2-0,0.0%,100.0%,-11.0,3-3-0,50.0%,50.0%,-2.7,4-4-0,50.0%,50.0%,-1.1,2-2-0,50.0%,50.0%,-2.6,3-3-0,50.0%,50.0%,-0.5,1-0-0,100.0%,0.0%,1.5,3-5-0,37.5%,62.5%,-2.4,1-1-0,50.0%,50.0%,-5.8,1-0-0,100.0%,0.0%,1.5,1-1-0,50.0%,50.0%,-5.8
Okla City,6-7-0,46.2%,53.9%,-7.0,4-3-0,57.1%,42.9%,-5.3,0-1-0,0.0%,100.0%,-39.5,2-0-0,100.0%,0.0%,27.5,4-6-0,40.0%,60.0%,-10.7,2-3-0,40.0%,60.0%,-6.8,0-1-0,0.0%,100.0%,-39.5,6-6-0,50.0%,50.0%,-4.3,4-4-0,50.0%,50.0%,-7.2,2-1-0,66.7%,33.3%,7.0,4-4-0,50.0%,50.0%,-6.3,0-3-0,0.0%,100.0%,-25.2,2-1-0,66.7%,33.3%,7.0,0-1-0,0.0%,100.0%,-23.0
Orlando,6-8-0,42.9%,57.1%,-9.1,5-5-0,50.0%,50.0%,-4.0,1-0-0,100.0%,0.0%,5.0,3-3-0,50.0%,50.0%,-6.7,2-5-0,28.6%,71.4%,-13.3,4-3-0,57.1%,42.9%,-7.1,4-2-0,66.7%,33.3%,-3.9,2-6-0,25.0%,75.0%,-13.1,2-5-0,28.6%,71.4%,-11.2,1-2-0,33.3%,66.7%,-18.8,4-6-0,40.0%,60.0%,-7.7,1-0-0,100.0%,0.0%,9.0,0-3-0,0.0%,100.0%,-32.3,,,,
Houston,5-7-1,41.7%,58.3%,-2.7,4-4-1,50.0%,50.0%,-3.6,0-1-0,0.0%,100.0%,-15.5,1-3-0,25.0%,75.0%,-8.4,4-3-1,57.1%,42.9%,1.8,1-4-0,20.0%,80.0%,-8.6,1-2-0,33.3%,66.7%,-5.3,4-5-1,44.4%,55.6%,-1.9,4-3-1,57.1%,42.9%,1.0,0-2-0,0.0%,100.0%,-19.8,5-3-1,62.5%,37.5%,4.0,0-1-0,0.0%,100.0%,-16.0,1-2-0,33.3%,66.7%,4.3,0-1-0,0.0%,100.0%,-16.0
Utah,5-7-0,41.7%,58.3%,-2.3,1-5-0,16.7%,83.3%,-6.3,1-0-0,100.0%,0.0%,20.5,2-6-0,25.0%,75.0%,-6.7,2-1-0,66.7%,33.3%,1.7,3-3-0,50.0%,50.0%,3.9,5-7-0,41.7%,58.3%,-2.3,,,,,2-4-0,33.3%,66.7%,-8.6,0-1-0,0.0%,100.0%,-25.5,3-4-0,42.9%,57.1%,0.4,3-2-0,60.0%,40.0%,-4.3,1-0-0,100.0%,0.0%,31.5,1-2-0,33.3%,66.7%,-8.5
LA Clippers,5-7-1,41.7%,58.3%,0.1,3-2-1,60.0%,40.0%,-1.1,1-0-0,100.0%,0.0%,4.5,3-2-1,60.0%,40.0%,1.8,1-5-0,16.7%,83.3%,-2.3,2-3-1,40.0%,60.0%,4.5,4-4-1,50.0%,50.0%,3.6,1-3-0,25.0%,75.0%,-7.8,3-4-0,42.9%,57.1%,-3.7,1-2-0,33.3%,66.7%,0.3,3-3-1,50.0%,50.0%,1.2,1-3-0,25.0%,75.0%,1.6,1-2-0,33.3%,66.7%,0.3,0-2-0,0.0%,100.0%,-6.5
Milwaukee,5-8-0,38.5%,61.5%,-2.0,4-4-0,50.0%,50.0%,-0.6,1-0-0,100.0%,0.0%,10.5,1-7-0,12.5%,87.5%,-10.8,3-1-0,75.0%,25.0%,12.4,3-4-0,42.9%,57.1%,-2.4,1-3-0,25.0%,75.0%,-6.4,4-5-0,44.4%,55.6%,-0.1,2-4-0,33.3%,66.7%,-1.6,1-2-0,33.3%,66.7%,5.0,2-4-0,33.3%,66.7%,-7.2,0-2-0,0.0%,100.0%,-6.5,1-2-0,33.3%,66.7%,-2.8,1-2-0,33.3%,66.7%,-3.0
Dallas,5-8-0,38.5%,61.5%,-6.1,3-3-0,50.0%,50.0%,-2.3,1-0-0,100.0%,0.0%,2.5,2-5-0,28.6%,71.4%,-11.9,2-3-0,40.0%,60.0%,0.3,3-2-0,60.0%,40.0%,1.6,3-0-0,100.0%,0.0%,8.0,2-8-0,20.0%,80.0%,-10.3,2-6-0,25.0%,75.0%,-10.9,2-0-0,100.0%,0.0%,18.8,2-7-0,22.2%,77.8%,-10.2,0-3-0,0.0%,100.0%,-22.3,2-2-0,50.0%,50.0%,0.4,0-1-0,0.0%,100.0%,-27.0
Detroit,5-9-0,35.7%,64.3%,-2.9,4-6-0,40.0%,60.0%,0.1,0-1-0,0.0%,100.0%,-12.0,3-5-0,37.5%,62.5%,-4.4,2-3-0,40.0%,60.0%,1.3,1-6-0,14.3%,85.7%,-10.4,4-7-0,36.4%,63.6%,-1.5,1-2-0,33.3%,66.7%,-7.8,4-3-0,57.1%,42.9%,4.6,2-1-0,66.7%,33.3%,14.2,3-7-0,30.0%,70.0%,-7.1,,,,,1-3-0,25.0%,75.0%,-10.3,,,,
Charlotte,3-9-0,25.0%,75.0%,-4.0,1-8-0,11.1%,88.9%,-11.1,0-1-0,0.0%,100.0%,-15.5,2-5-0,28.6%,71.4%,0.1,1-3-0,25.0%,75.0%,-8.1,1-4-0,20.0%,80.0%,-5.2,2-9-0,18.2%,81.8%,-8.5,1-0-0,100.0%,0.0%,46.0,2-5-0,28.6%,71.4%,-3.1,0-2-0,0.0%,100.0%,-9.5,1-6-0,14.3%,85.7%,-9.8,2-0-0,100.0%,0.0%,27.8,0-1-0,0.0%,100.0%,-3.5,2-0-0,100.0%,0.0%,27.8
