Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.7,9:00 PM,Lahaina Civic Center,4,Auburn,12,Iowa St,Auburn,Auburn,Iowa State,Iowa State,-4,−108,False,+4,−112,True,Auburn,386-363-20,51.5%,3.4,0.3,132-136-7,49.3%,-5.0,-0.7,Iowa St,407-363-17,52.9%,4.2,0.6,201-161-9,55.5%,11.1,1.2,Iowa St,+4,−112,185-176-11,51.3%,-6.9,0.3,Auburn,-4,−108,207-186-11,52.7%,9.5,0.8
2,97.7,2:30 PM,Lahaina Civic Center,38,Memphis,6,Connecticut,Memphis,Memphis,UConn,Connecticut,+9,−112,True,-9,−108,False,Memphis,442-392-20,53.0%,7.8,0.7,151-131-6,53.6%,1.5,0.8,Connecticut,441-404-11,52.2%,8.8,0.5,196-180-7,52.1%,14.8,0.3,Memphis,+9,−112,127-103-4,55.2%,-4.3,1.3,Connecticut,-9,−108,334-307-8,52.1%,10.7,0.3
3,95.3,11:30 PM,Lahaina Civic Center,61,Dayton,8,N Carolina,Dayton,Dayton,North Carolina,North Carolina,+7.5,−112,True,-7.5,−108,False,Dayton,411-396-17,50.9%,5.4,0.5,144-143-8,50.2%,-0.4,0.3,N Carolina,475-434-18,52.3%,9.3,0.5,213-181-6,54.1%,14.5,0.5,Dayton,+7.5,−112,126-118-3,51.6%,-4.0,1.5,N Carolina,-7.5,−108,397-332-14,54.5%,12.3,0.7
4,94.8,6:30 PM,Ocean Center,43,Clemson,56,San Francisco,Clemson,Clemson,San Francisco,San Francisco,-2,−115,False,+2,−105,True,Clemson,381-378-14,50.2%,4.1,0.2,135-146-7,48.0%,-3.9,-0.5,San Francisco,371-381-16,49.3%,1.8,0.2,157-193-4,44.9%,6.8,-0.5,San Francisco,+2,−105,179-173-9,50.9%,-7.9,0.3,Clemson,-2,−115,216-226-4,48.9%,8.5,0.1
5,93.8,5:00 PM,Lahaina Civic Center,72,Colorado,34,Michigan St,Colorado,Colorado,Michigan State,Michigan St.,+7.5,−112,True,-7.5,−108,False,Colorado,387-408-12,48.7%,2.8,0.0,128-179-2,41.7%,-6.0,-1.6,Michigan St,468-415-13,53.0%,8.7,0.5,218-172-4,55.9%,15.5,1.1,Colorado,+7.5,−112,162-197-4,45.1%,-7.9,-0.6,Michigan St,-7.5,−108,365-310-10,54.1%,11.3,0.5
6,93.1,8:30 PM,Suncoast Credit Union Arena,47,Xavier,71,S Carolina,Xavier,Xavier,South Carolina,South Carolina,-6.5,−108,False,+6.5,−112,True,Xavier,440-400-25,52.4%,7.1,0.6,148-148-9,50.0%,1.1,0.1,S Carolina,384-395-10,49.3%,1.4,-0.4,169-199-6,45.9%,6.6,-0.9,S Carolina,+6.5,−112,206-200-4,50.7%,-7.1,0.2,Xavier,-6.5,−108,312-292-16,51.7%,9.9,0.3
7,89.1,6:00 PM,Suncoast Credit Union Arena,30,Michigan,116,Va Tech,Michigan,Michigan,Virginia Tech,Virginia Tech,-10.5,−110,False,+10.5,−110,True,Michigan,427-405-11,51.3%,3.9,0.4,129-154-5,45.6%,-5.0,-0.7,Va Tech,374-384-10,49.3%,2.3,0.1,187-175-4,51.7%,8.6,0.6,Va Tech,+10.5,−110,185-191-6,49.2%,-7.6,0.2,Michigan,-10.5,−110,254-224-6,53.1%,9.6,0.4
8,86.2,1:30 PM,John Gray Gymnasium,44,Boise St,133,S Dakota St,Boise State,Boise St.,South Dakota State,South Dakota State,-11,−110,False,+11,−110,True,Boise St,388-373-13,51.0%,4.6,0.7,178-155-6,53.5%,-1.4,1.2,S Dakota St,241-196-6,55.2%,3.8,1.3,98-66-1,59.8%,12.3,3.0,S Dakota St,+11,−110,69-65-3,51.5%,-5.8,1.0,Boise St,-11,−110,216-220-8,49.5%,8.6,0.4
9,84.8,8:00 PM,UNT Coliseum,105,Oregon St,101,North Texas,Oregon State,Oregon St.,North Texas,North Texas,+6.5,−112,True,-6.5,−108,False,Oregon St,371-385-14,49.1%,-1.3,-0.3,143-157-6,47.7%,-8.1,-0.4,North Texas,358-336-17,51.6%,0.4,0.1,144-153-3,48.5%,7.3,-0.2,Oregon St,+6.5,−112,238-242-10,49.6%,-8.5,0.2,North Texas,-6.5,−108,153-144-7,51.5%,6.6,-0.3
10,79.5,4:00 PM,Ocean Center,187,Fordham,22,Penn St,Fordham,Fordham,Penn State,Penn St.,+15.5,−115,True,-15.5,−105,False,Fordham,320-378-15,45.9%,-5.1,-0.7,135-170-10,44.3%,-11.3,-0.9,Penn St,396-364-21,52.1%,-0.2,0.4,183-168-11,52.1%,5.3,0.5,Fordham,+15.5,−115,232-276-14,45.7%,-10.5,-0.6,Penn St,-15.5,−105,147-138-11,51.6%,7.7,0.1
11,78.5,12:30 PM,Ocean Center,151,Drexel,107,Ipfw,Drexel,Drexel,Purdue Fort Wayne,Purdue Fort Wayne,+3.5,−110,True,-3.5,−110,False,Drexel,321-322-21,49.9%,1.0,-0.1,158-150-6,51.3%,-2.9,0.1,Ipfw,223-194-8,53.5%,0.2,0.4,87-83-4,51.2%,9.7,0.1,Drexel,+3.5,−110,165-160-10,50.8%,-6.0,0.2,Ipfw,-3.5,−110,97-105-5,48.0%,5.5,-0.7
12,76.1,9:00 PM,State Farm Center,213,Ar Lit Rock,24,Illinois,Little Rock,Little Rock,Illinois,Illinois,+21,−108,True,-21,−112,False,Ar Lit Rock,335-358-17,48.3%,0.1,-0.1,159-183-4,46.5%,-6.6,-0.5,Illinois,418-413-25,50.3%,6.4,0.5,192-181-14,51.5%,12.7,1.0,Ar Lit Rock,+21,−108,194-209-8,48.1%,-7.9,-0.3,Illinois,-21,−112,283-262-20,51.9%,10.4,0.4
13,76.0,3:00 PM,Germain Arena,162,S Illinois,111,La Tech,Southern Illinois,Southern Illinois,Louisiana Tech,Louisiana Tech,+5,−112,True,-5,−108,False,S Illinois,396-393-24,50.2%,1.9,-0.2,175-165-10,51.5%,-3.0,-0.3,La Tech,376-336-10,52.8%,4.1,0.3,157-135-3,53.8%,11.6,1.1,S Illinois,+5,−112,170-173-8,49.6%,-6.3,-0.3,La Tech,-5,−108,212-186-4,53.3%,8.6,0.4
