,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.7,9:00 PM,Lahaina Civic Center,4,Auburn,12,Iowa St,Auburn,Iowa State,-4.0,0.5192,False,4.0,0.5283,True,0,1.0,28.0,12.1,0,0.0,0.0,0.0,0,0.333,33.3,-2.3,0,0.333,33.3,-2.3,Iowa St,4.0,0.5283,0,0.0,0.0,0.0,Auburn,-4.0,0.5192,0,1.0,35.7,12.7,Auburn,Iowa State,-4.0,4.0,0,0.515,3.4,0.3,0,0.493,-5.0,-0.7,0,0.529,4.2,0.6,0,0.555,11.1,1.2,4.0,0,0.513,-6.9,0.3,-4.0,0,0.527,9.5,0.8,Auburn,Iowa State,-4.0,4.0,0,0.53,5.4,0.9,0,0.455,-2.5,-0.7,0,0.525,4.9,0.8,0,0.536,11.9,1.2,4.0,0,0.515,-5.6,0.8,-4.0,0,0.566,11.3,1.6,17.0,126.0,17.0,126.0,Auburn,Iowa State,True
1,2,97.7,2:30 PM,Lahaina Civic Center,38,Memphis,6,Connecticut,Memphis,Connecticut,9.0,0.5283,True,-9.0,0.5192,False,0,1.0,10.5,7.4,0,1.0,6.0,7.5,0,0.75,37.8,1.0,0,0.75,37.8,+1.0,Memphis,9.0,0.5283,0,1.0,5.0,6.8,Connecticut,-9.0,0.5192,0,0.75,37.8,1.0,Memphis,Connecticut,9.0,-9.0,0,0.53,7.8,0.7,0,0.536,1.5,0.8,0,0.522,8.8,0.5,0,0.521,14.8,0.3,9.0,0,0.552,-4.3,1.3,-9.0,0,0.521,10.7,0.3,Memphis,Connecticut,9.0,-9.0,0,0.51,5.5,0.4,0,0.476,-1.0,-0.4,0,0.54,7.5,0.8,0,0.53,13.5,0.6,9.0,0,0.514,-5.0,0.6,-9.0,0,0.569,13.1,1.6,167.0,59.0,59.0,167.0,Memphis,Connecticut,False
2,3,95.3,11:30 PM,Lahaina Civic Center,61,Dayton,8,N Carolina,Dayton,North Carolina,7.5,0.5283,True,-7.5,0.5192,False,0,0.75,17.0,1.4,0,0.0,0.0,0.0,0,0.75,20.3,5.1,0,0.5,33.0,+6.8,Dayton,7.5,0.5283,0,0.0,0.0,0.0,N Carolina,-7.5,0.5192,0,0.667,28.0,5.2,Dayton,North Carolina,7.5,-7.5,0,0.509,5.4,0.5,0,0.502,-0.4,0.3,0,0.523,9.3,0.5,0,0.541,14.5,0.5,7.5,0,0.516,-4.0,1.5,-7.5,0,0.545,12.3,0.7,Dayton,North Carolina,7.5,-7.5,0,0.5,7.2,0.8,0,0.5,2.8,0.7,0,0.527,8.8,0.7,0,0.53,13.7,0.3,7.5,0,0.5,-2.6,1.8,-7.5,0,0.544,11.5,0.8,67.0,190.0,190.0,67.0,Dayton,North Carolina,False
3,4,94.8,6:30 PM,Ocean Center,43,Clemson,56,San Francisco,Clemson,San Francisco,-2.0,0.5349,False,2.0,0.5122,True,0,0.4,16.2,-2.2,0,0.0,-13.0,-9.5,0,0.6,18.0,5.1,0,0.75,23.5,+7.9,San Francisco,2.0,0.5122,0,1.0,11.0,13.0,Clemson,-2.0,0.5349,0,0.5,23.5,-0.4,Clemson,San Francisco,-2.0,2.0,0,0.502,4.1,0.2,0,0.48,-3.9,-0.5,0,0.493,1.8,0.2,0,0.449,6.8,-0.5,2.0,0,0.509,-7.9,0.3,-2.0,0,0.489,8.5,0.1,Clemson,San Francisco,-2.0,2.0,0,0.521,4.6,0.7,0,0.431,-3.6,-1.0,0,0.476,4.7,0.4,0,0.431,9.0,-0.5,2.0,0,0.491,-7.6,0.2,-2.0,0,0.516,9.1,0.6,51.0,267.0,51.0,267.0,Clemson,San Francisco,False
4,5,93.8,5:00 PM,Lahaina Civic Center,72,Colorado,34,Michigan St,Colorado,Michigan St.,7.5,0.5283,True,-7.5,0.5192,False,0,0.75,18.5,3.6,0,0.0,0.0,0.0,0,0.4,14.8,-2.3,0,0.5,20.5,-2.4,Colorado,7.5,0.5283,0,0.0,0.0,0.0,Michigan St,-7.5,0.5192,0,0.5,20.5,-2.4,Colorado,Michigan St.,7.5,-7.5,0,0.487,2.8,0.0,0,0.417,-6.0,-1.6,0,0.53,8.7,0.5,0,0.559,15.5,1.1,7.5,0,0.451,-7.9,-0.6,-7.5,0,0.541,11.3,0.5,Colorado,Michigan St.,7.5,-7.5,0,0.477,4.6,0.3,0,0.357,-3.8,-1.9,0,0.533,8.0,0.4,0,0.604,15.2,1.3,7.5,0,0.389,-6.1,-0.1,-7.5,0,0.559,11.9,0.6,56.0,173.0,173.0,56.0,Colorado,Michigan St.,True
5,6,93.1,8:30 PM,Suncoast Credit Union Arena,47,Xavier,71,S Carolina,Xavier,South Carolina,-6.5,0.5192,False,6.5,0.5283,True,0,0.4,20.0,-3.4,0,0.0,0.0,0.0,0,0.4,8.2,-3.0,0,0.5,14.3,-1.8,S Carolina,6.5,0.5283,0,0.0,-16.0,-8.0,Xavier,-6.5,0.5192,0,0.4,20.0,-3.4,Xavier,South Carolina,-6.5,6.5,0,0.524,7.1,0.6,0,0.5,1.1,0.1,0,0.493,1.4,-0.4,0,0.459,6.6,-0.9,6.5,0,0.507,-7.1,0.2,-6.5,0,0.517,9.9,0.3,Xavier,South Carolina,-6.5,6.5,0,0.503,5.4,0.3,0,0.477,-1.3,-0.3,0,0.521,1.8,0.0,0,0.51,6.8,-0.1,6.5,0,0.517,-6.5,0.5,-6.5,0,0.489,9.5,-0.2,359.0,252.0,359.0,252.0,,,
6,8,86.2,1:30 PM,John Gray Gymnasium,44,Boise St,133,S Dakota St,Boise St.,South Dakota State,-11.0,0.5238,False,11.0,0.5238,True,0,0.5,19.0,3.6,0,0.0,-11.0,-13.0,0,0.6,13.8,4.7,0,0.5,24.7,+5.0,S Dakota St,11.0,0.5238,0,1.0,7.0,17.5,Boise St,-11.0,0.5238,0,0.5,15.0,3.6,Boise St.,South Dakota State,-11.0,11.0,0,0.51,4.6,0.7,0,0.535,-1.4,1.2,0,0.552,3.8,1.3,0,0.598,12.3,3.0,11.0,0,0.515,-5.8,1.0,-11.0,0,0.495,8.6,0.4,Boise St.,South Dakota State,-11.0,11.0,0,0.536,7.3,1.4,0,0.561,1.2,1.4,0,0.554,7.2,1.3,0,0.605,16.4,3.4,11.0,0,0.577,-5.3,1.6,-11.0,0,0.517,10.0,1.2,25.0,253.0,25.0,253.0,Boise St.,South Dakota State,True
7,9,84.8,8:00 PM,UNT Coliseum,105,Oregon St,101,North Texas,Oregon St.,North Texas,6.5,0.5283,True,-6.5,0.5192,False,0,1.0,20.6,11.5,0,0.0,0.0,0.0,0,0.667,12.4,1.7,0,1.0,22.0,+3.5,Oregon St,6.5,0.5283,0,1.0,-3.0,3.5,North Texas,-6.5,0.5192,0,1.0,17.0,3.5,Oregon St.,North Texas,6.5,-6.5,0,0.491,-1.3,-0.3,0,0.477,-8.1,-0.4,0,0.516,0.4,0.1,0,0.485,7.3,-0.2,6.5,0,0.496,-8.5,0.2,-6.5,0,0.515,6.6,-0.3,Oregon St.,North Texas,6.5,-6.5,0,0.511,-0.9,0.3,0,0.444,-8.9,-1.4,0,0.543,3.9,0.8,0,0.539,9.8,1.0,6.5,0,0.53,-7.6,0.8,-6.5,0,0.557,8.5,0.7,229.0,216.0,216.0,229.0,Oregon St.,North Texas,False
8,10,79.5,4:00 PM,Ocean Center,187,Fordham,22,Penn St,Fordham,Penn St.,15.5,0.5349,True,-15.5,0.5122,False,0,0.4,3.3,-3.9,0,0.333,-11.0,-3.8,0,0.6,31.2,11.5,0,0.5,33.5,+10.8,Fordham,15.5,0.5349,0,0.5,-15.5,-0.8,Penn St,-15.5,0.5122,0,0.6,31.2,11.5,Fordham,Penn St.,15.5,-15.5,0,0.459,-5.1,-0.7,0,0.443,-11.3,-0.9,0,0.521,-0.2,0.4,0,0.521,5.3,0.5,15.5,0,0.457,-10.5,-0.6,-15.5,0,0.516,7.7,0.1,Fordham,Penn St.,15.5,-15.5,0,0.474,-2.1,-0.2,0,0.49,-8.3,0.3,0,0.549,2.3,1.1,0,0.53,7.8,1.0,15.5,0,0.487,-7.8,0.3,-15.5,0,0.493,8.7,0.1,93.0,231.0,231.0,93.0,,,
9,14,74.4,3:00 PM,Sports and Fitness Center,164,Illinois St,132,Geo Wshgtn,Illinois St.,George Washington,1.0,0.5349,True,-1.0,0.5122,False,0,0.8,10.8,4.1,0,1.0,9.0,12.5,0,0.333,11.2,0.1,0,0.25,17.5,+0.4,Illinois St,1.0,0.5349,0,1.0,3.0,8.9,Geo Wshgtn,-1.0,0.5122,0,0.4,15.8,0.8,Illinois St.,George Washington,1.0,-1.0,0,0.47,1.2,-0.2,0,0.472,-4.9,-0.4,0,0.483,1.0,-0.2,0,0.513,6.4,0.3,1.0,0,0.47,-6.7,0.0,-1.0,0,0.497,7.3,-0.2,Illinois St.,George Washington,1.0,-1.0,0,0.461,0.3,0.1,0,0.431,-5.1,-0.1,0,0.453,-0.7,-0.4,0,0.507,4.5,0.3,1.0,0,0.465,-6.5,0.5,-1.0,0,0.426,5.7,-1.3,120.0,100.0,100.0,120.0,Illinois St.,George Washington,True
