Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,97.9,9:00 PM,State Farm Center,37,Wisconsin,12,Illinois,Wisconsin,Wisconsin,Illinois,Illinois,+6.5,−108,True,-6.5,−112,False,Wisconsin,449-412-22,52.2%,7.0,0.6,155-147-7,51.3%,0.1,0.4,Illinois,420-414-25,50.4%,6.5,0.5,193-181-14,51.6%,12.8,1.1,Wisconsin,+6.5,−108,134-114-12,54.0%,-3.1,1.7,Illinois,-6.5,−112,285-263-20,52.0%,10.5,0.4
2,97.3,9:00 PM,Madison Square Garden,36,Arkansas,22,Michigan,Arkansas,Arkansas,Michigan,Michigan,+4.5,−115,True,-4.5,−105,False,Arkansas,368-400-15,47.9%,5.1,-0.4,111-156-4,41.6%,-5.6,-1.7,Michigan,430-406-11,51.4%,3.9,0.5,209-184-4,53.2%,9.6,0.4,Arkansas,+4.5,−115,134-168-6,44.4%,-7.0,-1.0,Michigan,-4.5,−105,256-225-6,53.2%,9.6,0.4
3,94.5,7:00 PM,Jersey Mike's Arena,25,Penn St,67,Rutgers,Penn State,Penn St.,Rutgers,Rutgers,N/A,N/A,False,N/A,N/A,False,Penn St,398-366-21,52.1%,-0.1,0.4,149-149-4,50.0%,-8.0,0.1,Rutgers,361-385-11,48.4%,-0.7,-0.6,187-191-6,49.5%,5.3,-0.1,Rutgers,N/A,N/A,231-238-4,49.3%,-8.5,-0.3,Penn St,N/A,N/A,149-139-11,51.7%,7.8,0.1
4,92.4,6:30 PM,Madison Square Garden,84,Miami,5,Tennessee,Miami FL,Miami-Florida,Tennessee,Tennessee,+15.5,−110,True,-15.5,−110,False,Miami,404-370-19,52.2%,4.1,0.3,163-123-10,57.0%,-1.6,1.5,Tennessee,432-399-11,52.0%,6.2,0.5,210-179-6,54.0%,12.4,1.3,Miami,+15.5,−110,195-143-8,57.7%,-4.3,1.8,Tennessee,-15.5,−110,276-286-8,49.1%,9.5,-0.3
5,89.6,8:30 PM,Wintrust Arena,81,Providence,79,Depaul,Providence,Providence,DePaul,DePaul,+1.5,−110,True,-1.5,−110,False,Providence,394-403-15,49.4%,2.6,0.4,161-130-7,55.3%,-3.1,1.4,Depaul,372-408-15,47.7%,-2.7,-0.6,181-215-6,45.7%,1.7,-1.1,Providence,+1.5,−110,206-178-5,53.7%,-4.7,1.6,Depaul,-1.5,−110,134-138-4,49.3%,7.1,-0.7
6,88.8,8:00 PM,Fertitta Center,123,Troy,4,Houston,,Troy,Houston,Houston,N/A,N/A,False,-27,−110,False,Troy,257-267-11,49.1%,0.3,0.0,129-129-6,50.0%,-5.8,0.3,Houston,403-362-15,52.7%,4.8,1.1,195-149-10,56.7%,11.0,2.2,Houston,-27,−110,162-167-4,49.2%,-7.7,0.6,Troy,N/A,N/A,79-102-3,43.7%,3.3,-1.9
7,80.1,7:00 PM,Michael J. Hagan Arena,146,Col Charlestn,102,St Josephs,Charleston,Charleston,Saint Josephs,Saint Joseph'S,+8.5,−110,True,-8.5,−110,False,Col Charlestn,334-330-13,50.3%,5.1,0.1,157-122-7,56.3%,1.4,1.6,St Josephs,403-386-20,51.1%,1.6,0.3,156-171-7,47.7%,5.1,-0.4,Col Charlestn,+8.5,−110,127-100-6,56.0%,-4.8,1.7,St Josephs,-8.5,−110,206-200-8,50.7%,7.5,0.0
8,79.7,10:00 PM,Haas Pavilion,129,Cornell,121,California,Cornell,Cornell,California,California,+9.5,−112,True,-9.5,−108,False,Cornell,292-261-12,52.8%,-0.8,0.5,167-135-9,55.3%,-5.5,1.1,California,408-418-17,49.4%,0.9,-0.6,213-215-11,49.8%,6.3,-0.2,Cornell,+9.5,−112,190-157-11,54.8%,-7.9,1.2,California,-9.5,−108,209-208-12,50.1%,8.0,-0.4
9,78.0,6:30 PM,Hinkle Fieldhouse,181,N Dakota St,64,Butler,North Dakota State,North Dakota State,Butler,Butler,+13.5,−115,True,-13.5,−105,False,N Dakota St,212-226-4,48.4%,4.7,0.5,100-113-2,47.0%,-2.9,0.1,Butler,429-395-21,52.1%,5.8,0.7,197-179-10,52.4%,11.7,1.1,N Dakota St,+13.5,−115,77-91-2,45.8%,-7.2,0.6,Butler,-13.5,−105,277-262-14,51.4%,10.0,0.8
10,75.9,7:00 PM,Pizzitola Sports Center,89,Rhode Island,184,Brown,Rhode Island,Rhode Island,Brown,Brown,-4,−112,False,+4,−108,True,Rhode Island,366-416-13,46.8%,0.8,-0.5,167-167-7,50.0%,-3.7,0.2,Brown,277-274-12,50.3%,-2.1,0.2,109-126-8,46.4%,2.4,-1.0,Brown,+4,−108,185-177-5,51.1%,-8.1,0.8,Rhode Island,-4,−112,179-212-8,45.8%,7.0,-0.8
