Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,89.7,8:00 PM,Williams Arena,86,North Texas,75,Minnesota,North Texas,North Texas,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,North Texas,1-0-0,100.0%,29.5,+3.5,0,0,0.0,0.0,Minnesota,1-1-0,50.0%,13.5,-4.5,1-1-0,50.0%,13.5,-4.5,Minnesota,N/A,N/A,0,0,0.0,0.0,North Texas,N/A,N/A,1-0-0,100.0%,17.0,3.5
2,88.5,8:00 PM,Neville Arena,122,Kent St,1,Auburn,Kent State,Kent St.,Auburn,Auburn,N/A,N/A,False,N/A,N/A,False,Kent St,1-0-0,100.0%,24.5,+2.0,1-0-0,100.0%,4.0,2.0,Auburn,2-0-0,100.0%,28.0,+22.0,1-0-0,100.0%,51.0,+33.5,Auburn,N/A,N/A,1-0-0,100.0%,5.0,10.5,Kent St,N/A,N/A,1-0-0,100.0%,4.0,2.0
3,88.4,8:00 PM,Bud Walton Arena,123,Troy,35,Arkansas,,Troy,Arkansas,Arkansas,N/A,N/A,False,N/A,N/A,False,Troy,2-0-0,100.0%,13.5,+4.3,1-0-0,100.0%,17.0,4.5,Arkansas,0-2-0,0.0%,5.5,-0.5,0-1-0,0.0%,16.0,-0.5,Arkansas,N/A,N/A,0-1-0,0.0%,-5.0,-0.5,Troy,N/A,N/A,2-0-0,100.0%,13.5,4.3
4,83.8,6:00 PM,Nassau Veterans Memorial Coliseum,96,U Mass,120,La Tech,Massachusetts,Massachusetts,Louisiana Tech,Louisiana Tech,N/A,N/A,False,N/A,N/A,False,U Mass,2-0-0,100.0%,11.5,+7.8,1-0-0,100.0%,-6.0,3.0,La Tech,1-0-0,100.0%,21.0,+16.5,0-0-0,0.0%,27.0,--,La Tech,N/A,N/A,1-0-0,100.0%,15.0,16.5,U Mass,N/A,N/A,1-0-0,100.0%,29.0,12.5
5,82.8,8:00 PM,United Supermarkets Arena,168,Wyoming,21,Texas Tech,Wyoming,Wyoming,Texas Tech,Texas Tech,N/A,N/A,False,N/A,N/A,False,Wyoming,1-0-0,100.0%,19.0,+4.0,0,0,0.0,0.0,Texas Tech,1-1-0,50.0%,27.0,-6.3,1-1-0,50.0%,27.0,-6.3,Texas Tech,N/A,N/A,0,0,0.0,0.0,Wyoming,N/A,N/A,1-0-0,100.0%,15.0,4.0
6,81.5,10:00 PM,Lawlor Events Center,164,Weber St,47,Nevada,Weber State,Weber St.,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Weber St,0-1-0,0.0%,27.5,-23.0,0-1-0,0.0%,-28.0,-23.0,Nevada,2-0-0,100.0%,13.0,+4.5,2-0-0,100.0%,13.0,+4.5,Nevada,N/A,N/A,0,0,0.0,0.0,Weber St,N/A,N/A,0,0,0.0,0.0
7,81.0,8:00 PM,Fertitta Center,180,Louisiana,2,Houston,Louisiana-Lafayette,Lafayette,Houston,Houston,N/A,N/A,False,N/A,N/A,False,Louisiana,0-1-0,0.0%,6.5,-2.0,0,0,0.0,0.0,Houston,1-1-0,50.0%,26.0,+5.0,1-0-0,100.0%,57.0,+20.5,Houston,N/A,N/A,0,0,0.0,0.0,Louisiana,N/A,N/A,0,0,0.0,0.0
8,80.1,8:00 PM,Memorial Gymnasium,137,California,105,Vanderbilt,California,California,Vanderbilt,Vanderbilt,N/A,N/A,False,N/A,N/A,False,California,1-0-1,100.0%,15.5,+1.8,0,0,0.0,0.0,Vanderbilt,1-1-0,50.0%,24.0,-4.8,1-1-0,50.0%,24.0,-4.8,Vanderbilt,N/A,N/A,0,0,0.0,0.0,California,N/A,N/A,1-0-1,100.0%,15.5,1.8
9,79.2,8:00 PM,Nassau Veterans Memorial Coliseum,151,Hofstra,104,Seton Hall,Hofstra,Hofstra,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Hofstra,1-0-0,100.0%,20.5,+9.5,0,0,0.0,0.0,Seton Hall,0-2-0,0.0%,1.5,-10.5,0-2-0,0.0%,1.5,-10.5,Seton Hall,N/A,N/A,0,0,0.0,0.0,Hofstra,N/A,N/A,1-0-0,100.0%,14.0,9.5
10,78.3,7:00 PM,Stuart C. Siegel Center,193,Merrimack,44,Vcu,Merrimack,Merrimack,VCU,VCU,N/A,N/A,False,N/A,N/A,False,Merrimack,1-0-0,100.0%,14.0,+21.5,0,0,0.0,0.0,Vcu,1-1-0,50.0%,22.0,+5.8,0-1-0,0.0%,19.0,-2.5,Vcu,N/A,N/A,0,0,0.0,0.0,Merrimack,N/A,N/A,0,0,0.0,0.0
11,75.5,11:00 PM,Galen Center,198,Tx-Arlington,59,Usc,UT Arlington,Texas-Arlington,USC,Southern California,N/A,N/A,False,N/A,N/A,False,Tx-Arlington,0-1-0,0.0%,10.0,-16.5,0,0,0.0,0.0,Usc,1-1-0,50.0%,16.0,-3.3,1-1-0,50.0%,16.0,-3.3,Usc,N/A,N/A,0,0,0.0,0.0,Tx-Arlington,N/A,N/A,0-1-0,0.0%,-15.0,-16.5
12,75.4,7:00 PM,Thompson-Boling Arena at Food City Center,217,Montana,10,Tennessee,Montana,Montana,Tennessee,Tennessee,N/A,N/A,False,N/A,N/A,False,Montana,0-1-0,0.0%,16.7,-13.0,0-1-0,0.0%,-31.0,-13.0,Tennessee,1-1-0,50.0%,19.0,+6.5,0-1-0,0.0%,16.0,-11.5,Tennessee,N/A,N/A,1-0-0,100.0%,22.0,24.5,Montana,N/A,N/A,0,0,0.0,0.0
13,71.9,7:00 PM,Alico Arena,114,St Bonavent,191,Fla Gulf Cst,Saint Bonaventure,St. Bonaventure,FGCU,Florida Gulf Coast,N/A,N/A,False,N/A,N/A,False,St Bonavent,2-0-0,100.0%,11.5,+3.8,1-0-0,100.0%,9.0,1.5,Fla Gulf Cst,1-1-0,50.0%,-12.5,-1.0,0,0,0.0,0,Fla Gulf Cst,N/A,N/A,1-1-0,50.0%,-12.5,-1.0,St Bonavent,N/A,N/A,2-0-0,100.0%,11.5,3.8
14,70.4,10:00 PM,War Memorial at the Sobrato Center,226,Lg Beach St,78,San Francisco,Long Beach State,Long Beach St.,San Francisco,San Francisco,N/A,N/A,False,N/A,N/A,False,Lg Beach St,1-0-0,100.0%,22.0,+8.5,1-0-0,100.0%,-1.0,8.5,San Francisco,1-1-0,50.0%,9.5,+0.3,1-1-0,50.0%,9.5,+0.3,San Francisco,N/A,N/A,1-0-0,100.0%,11.0,13.0,Lg Beach St,N/A,N/A,0,0,0.0,0.0
15,69.2,7:00 PM,EagleBank Arena,233,Central Mich,77,Geo Mason,Central Michigan,Central Michigan,George Mason,George Mason,N/A,N/A,False,N/A,N/A,False,Central Mich,2-1-0,66.7%,-1.7,+7.2,2-0-0,100.0%,-2.0,14.0,Geo Mason,2-1-0,66.7%,12.0,+6.2,2-0-0,100.0%,27.5,+12.0,Geo Mason,N/A,N/A,0-1-0,0.0%,-19.0,-5.5,Central Mich,N/A,N/A,0-1-0,0.0%,-1.0,-6.5
16,68.9,7:00 PM,University of Dayton Arena,245,Ball St,45,Dayton,Ball State,Ball St.,Dayton,Dayton,N/A,N/A,False,N/A,N/A,False,Ball St,0-1-0,0.0%,11.0,-2.5,0-1-0,0.0%,-5.0,-2.5,Dayton,2-0-0,100.0%,17.5,+4.0,2-0-0,100.0%,17.5,+4.0,Dayton,N/A,N/A,0,0,0.0,0.0,Ball St,N/A,N/A,0,0,0.0,0.0
16,68.9,9:00 PM,State Farm Center,256,Oakland,14,Illinois,Oakland,Oakland,Illinois,Illinois,N/A,N/A,False,N/A,N/A,False,Oakland,0-1-0,0.0%,-10.5,-27.0,0-1-0,0.0%,-44.0,-27.0,Illinois,2-0-0,100.0%,38.5,+12.8,2-0-0,100.0%,38.5,+12.8,Illinois,N/A,N/A,0,0,0.0,0.0,Oakland,N/A,N/A,0,0,0.0,0.0
16,68.9,7:00 PM,Dale F. Halton Arena,174,Richmond,158,Charlotte,Richmond,Richmond,Charlotte,Charlotte,N/A,N/A,False,N/A,N/A,False,Richmond,0-1-0,0.0%,13.0,-16.0,0,0,0.0,0.0,Charlotte,0-2-0,0.0%,-10.0,-9.0,0-1-0,0.0%,9.0,-3.0,Charlotte,N/A,N/A,0-1-0,0.0%,-29.0,-15.0,Richmond,N/A,N/A,0-1-0,0.0%,-7.0,-16.0
19,67.3,7:00 PM,Savage Arena,200,Wright St,148,Toledo,Wright State,Wright St.,Toledo,Toledo,N/A,N/A,False,N/A,N/A,False,Wright St,1-1-0,50.0%,0.3,-1.3,1-1-0,50.0%,-14.0,-1.3,Toledo,1-1-0,50.0%,0.0,+2.5,0,0,0.0,0,Toledo,N/A,N/A,0-1-0,0.0%,-10.0,-4.0,Wright St,N/A,N/A,0,0,0.0,0.0
20,66.0,10:00 PM,Leavey Center,241,N Dakota St,92,Santa Clara,North Dakota State,North Dakota State,Santa Clara,Santa Clara,N/A,N/A,False,N/A,N/A,False,N Dakota St,0-2-0,0.0%,7.7,-7.5,0-1-0,0.0%,-5.0,-2.5,Santa Clara,1-1-0,50.0%,0.0,-3.8,0,0,0.0,0,Santa Clara,N/A,N/A,0,0,0.0,0.0,N Dakota St,N/A,N/A,0-1-0,0.0%,-9.0,-12.5
21,64.4,9:00 PM,Marriott Center,279,Queens,36,Byu,Queens NC,Queens University Of Charlotte,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Queens,1-1-0,50.0%,11.0,+0.5,0-1-0,0.0%,-31.0,-7.5,Byu,1-1-0,50.0%,22.0,-6.0,1-1-0,50.0%,22.0,-6.0,Byu,N/A,N/A,0,0,0.0,0.0,Queens,N/A,N/A,1-0-0,100.0%,13.0,8.5
22,64.1,6:30 PM,Carnesecca Arena,282,Wagner,19,St Johns,Wagner,Wagner,Saint Johns,St. John'S,N/A,N/A,False,N/A,N/A,False,Wagner,0-1-0,0.0%,9.5,-6.0,0-1-0,0.0%,-23.0,-6.0,St Johns,2-0-0,100.0%,27.5,+8.0,2-0-0,100.0%,27.5,+8.0,St Johns,N/A,N/A,0,0,0.0,0.0,Wagner,N/A,N/A,0,0,0.0,0.0
23,63.9,9:00 PM,CU Events Center,259,Cs Fullerton,84,Colorado,Cal State Fullerton,CSU Fullerton,Colorado,Colorado,N/A,N/A,False,N/A,N/A,False,Cs Fullerton,1-1-0,50.0%,-18.5,-1.0,1-1-0,50.0%,-18.5,-1.0,Colorado,1-1-0,50.0%,11.0,-4.0,1-1-0,50.0%,11.0,-4.0,Colorado,N/A,N/A,0,0,0.0,0.0,Cs Fullerton,N/A,N/A,0,0,0.0,0.0
24,63.7,7:30 PM,Murphy Center,225,Evansville,139,Middle Tenn,Evansville,Evansville,Middle Tennessee,Middle Tennessee St.,N/A,N/A,False,N/A,N/A,False,Evansville,0-1-0,0.0%,15.0,-3.5,0-1-0,0.0%,-17.0,-3.5,Middle Tenn,1-0-0,100.0%,34.5,+27.0,0-0-0,0.0%,46.0,--,Middle Tenn,N/A,N/A,1-0-0,100.0%,23.0,27.0,Evansville,N/A,N/A,0,0,0.0,0.0
25,62.8,10:00 PM,The Thunderdome,258,Fresno St,99,Ucsb,Fresno State,Fresno St.,UC Santa Barbara,UC Santa Barbara,N/A,N/A,False,N/A,N/A,False,Fresno St,0-0-1,0.0%,7.0,0.0,0,0,0.0,0.0,Ucsb,1-0-0,100.0%,45.0,+34.0,0-0-0,0.0%,49.0,--,Ucsb,N/A,N/A,0,0,0.0,0.0,Fresno St,N/A,N/A,0-0-1,0.0%,7.0,0.0
26,62.1,7:00 PM,Ross E. Templeton Physical Education Center,135,Wofford,242,Presbyterian,,Wofford,Presbyterian,Presbyterian,N/A,N/A,False,N/A,N/A,False,Wofford,0-1-0,0.0%,22.5,-3.5,0-1-0,0.0%,-9.0,-3.5,Presbyterian,2-0-0,100.0%,19.0,+8.0,0-0-0,0.0%,75.0,--,Presbyterian,N/A,N/A,2-0-0,100.0%,-9.0,8.0,Wofford,N/A,N/A,0,0,0.0,0.0
27,60.1,7:00 PM,Lenovo Center,290,Coastal Car,60,Nc State,Coastal Carolina,Coastal Carolina,North Carolina State,NC State,N/A,N/A,False,N/A,N/A,False,Coastal Car,1-0-1,100.0%,0.0,+4.3,1-0-0,100.0%,-4.0,8.5,Nc State,1-1-0,50.0%,20.0,-2.8,1-1-0,50.0%,20.0,-2.8,Nc State,N/A,N/A,0,0,0.0,0.0,Coastal Car,N/A,N/A,0-0-1,0.0%,4.0,0.0
28,59.8,8:00 PM,Reynolds Center,230,Oral Roberts,162,Tulsa,,Oral Roberts,Tulsa,Tulsa,N/A,N/A,False,N/A,N/A,False,Oral Roberts,0-1-0,0.0%,16.5,-7.5,0-1-0,0.0%,-23.0,-7.5,Tulsa,1-0-0,100.0%,18.5,+1.5,1-0-0,100.0%,18.5,+1.5,Tulsa,N/A,N/A,0,0,0.0,0.0,Oral Roberts,N/A,N/A,0,0,0.0,0.0
29,59.5,7:00 PM,Joan Perry Brock Center,192,Wi-Milwkee,206,Longwood,Milwaukee,Milwaukee,Longwood,Longwood,N/A,N/A,False,N/A,N/A,False,Wi-Milwkee,0-1-0,0.0%,18.5,-12.5,0-1-0,0.0%,-19.0,-12.5,Longwood,1-0-0,100.0%,14.5,+8.5,1-0-0,100.0%,14.5,+8.5,Longwood,N/A,N/A,0,0,0.0,0.0,Wi-Milwkee,N/A,N/A,0,0,0.0,0.0
30,58.3,7:00 PM,Pete Mathews Coliseum,216,Georgia St,195,Jksnville St,Georgia State,Georgia St.,Jacksonville State,Jacksonville St.,N/A,N/A,False,N/A,N/A,False,Georgia St,1-1-0,50.0%,-15.0,-4.5,0-1-0,0.0%,-35.0,-11.5,Jksnville St,0-1-0,0.0%,29.0,-4.5,0-0-0,0.0%,64.0,--,Jksnville St,N/A,N/A,0-1-0,0.0%,-6.0,-4.5,Georgia St,N/A,N/A,1-0-0,100.0%,5.0,2.5
31,56.8,7:00 PM,XL Center,323,Le Moyne,7,Connecticut,Le Moyne,Le Moyne,UConn,Connecticut,N/A,N/A,False,N/A,N/A,False,Le Moyne,1-1-0,50.0%,2.7,-0.8,1-0-0,100.0%,-4.0,18.0,Connecticut,2-0-0,100.0%,37.5,+1.5,2-0-0,100.0%,37.5,+1.5,Connecticut,N/A,N/A,0,0,0.0,0.0,Le Moyne,N/A,N/A,0,0,0.0,0.0
32,53.6,7:00 PM,Matthews Arena,249,Harvard,187,Northeastrn,Harvard,Harvard,,Northeastern,N/A,N/A,False,N/A,N/A,False,Harvard,1-2-0,33.3%,-1.3,-2.2,0-2-0,0.0%,-8.5,-8.3,Northeastrn,2-0-0,100.0%,2.5,+7.5,1-0-0,100.0%,-3.0,+4.5,Northeastrn,N/A,N/A,2-0-0,100.0%,2.5,7.5,Harvard,N/A,N/A,1-1-0,50.0%,0.5,-1.8
33,51.7,9:00 PM,CHI Health Center Omaha,343,Hsn Christian,34,Creighton,Houston Christian,Houston Christian,Creighton,Creighton,N/A,N/A,False,N/A,N/A,False,Hsn Christian,1-0-0,100.0%,-2.0,+2.5,1-0-0,100.0%,-31.0,2.5,Creighton,0-2-0,0.0%,19.5,-13.0,0-2-0,0.0%,19.5,-13.0,Creighton,N/A,N/A,0,0,0.0,0.0,Hsn Christian,N/A,N/A,0,0,0.0,0.0
34,50.8,7:00 PM,Lawrence Joel Veterans Memorial Coliseum,342,Sc Upstate,53,Wake Forest,,South Carolina Upstate,Wake Forest,Wake Forest,N/A,N/A,False,N/A,N/A,False,Sc Upstate,1-1-0,50.0%,-5.7,-1.3,1-1-0,50.0%,-25.0,-1.3,Wake Forest,1-2-0,33.3%,11.0,-8.7,0-2-0,0.0%,15.5,-15.0,Wake Forest,N/A,N/A,1-0-0,100.0%,2.0,4.0,Sc Upstate,N/A,N/A,0,0,0.0,0.0
35,48.2,8:00 PM,Pinnacle Bank Arena,349,F Dickinson,68,Nebraska,Fairleigh Dickinson,Fairleigh Dickinson,Nebraska,Nebraska,N/A,N/A,False,N/A,N/A,False,F Dickinson,1-1-0,50.0%,-9.0,-1.8,1-1-0,50.0%,-33.5,-1.8,Nebraska,0-2-0,0.0%,12.5,-10.5,0-2-0,0.0%,12.5,-10.5,Nebraska,N/A,N/A,0,0,0.0,0.0,F Dickinson,N/A,N/A,0,0,0.0,0.0
36,43.4,7:00 PM,Sojka Pavilion,287,Mt St Marys,208,Bucknell,,Mount St. Mary's,Bucknell,Bucknell,N/A,N/A,False,N/A,N/A,False,Mt St Marys,0-1-0,0.0%,1.0,-10.0,0-1-0,0.0%,-34.0,-10.0,Bucknell,3-0-0,100.0%,-3.3,+6.2,0,0,0.0,0,Bucknell,N/A,N/A,2-0-0,100.0%,-8.0,7.8,Mt St Marys,N/A,N/A,0,0,0.0,0.0
37,35.9,7:00 PM,Global Credit Union Arena at GCU,254,Howard,292,Tn State,Howard,Howard,Tennessee State,Tennessee St.,N/A,N/A,False,N/A,N/A,False,Howard,1-1-0,50.0%,-9.0,+0.8,1-1-0,50.0%,-22.5,0.8,Tn State,1-1-0,50.0%,2.3,+5.8,0-0-0,0.0%,30.0,--,Tn State,N/A,N/A,1-1-0,50.0%,-11.5,5.8,Howard,N/A,N/A,0,0,0.0,0.0
38,26.7,5:00 PM,Leede Arena,296,Albany,301,Dartmouth,Albany NY,Albany,Dartmouth,Dartmouth,N/A,N/A,False,N/A,N/A,False,Albany,0-1-0,0.0%,6.0,-6.5,0-1-0,0.0%,-8.0,-6.5,Dartmouth,1-0-0,100.0%,43.5,+2.5,1-0-0,100.0%,43.5,+2.5,Dartmouth,N/A,N/A,0,0,0.0,0.0,Albany,N/A,N/A,0,0,0.0,0.0
39,24.1,7:30 PM,The Field House,263,Southern,347,Tx A&M-Com,Southern University,Southern,Texas A&M-Commerce,Texas A&M Commerce,N/A,N/A,False,N/A,N/A,False,Southern,1-1-0,50.0%,-14.5,0.0,1-1-0,50.0%,-14.5,0.0,Tx A&M-Com,2-1-0,66.7%,-20.7,+3.2,0,0,0.0,0,Tx A&M-Com,N/A,N/A,2-1-0,66.7%,-20.7,3.2,Southern,N/A,N/A,0,0,0.0,0.0
40,23.3,8:00 PM,LeRoy A. Ufkes Court at Western Hall,322,Wi-Grn Bay,294,W Illinois,Green Bay,Green Bay,Western Illinois,Western Illinois,N/A,N/A,False,N/A,N/A,False,Wi-Grn Bay,1-1-0,50.0%,-13.5,-3.0,1-0-0,100.0%,-13.0,4.5,W Illinois,1-1-0,50.0%,-4.5,+3.5,0,0,0.0,0,W Illinois,N/A,N/A,1-1-0,50.0%,-4.5,3.5,Wi-Grn Bay,N/A,N/A,0,0,0.0,0.0
41,22.5,6:30 PM,Freedom Hall,306,S Indiana,316,Bellarmine,Southern Indiana,Southern Indiana,,Bellarmine,N/A,N/A,False,N/A,N/A,False,S Indiana,1-2-0,33.3%,-7.3,+1.8,1-1-0,50.0%,-8.0,4.3,Bellarmine,1-1-0,50.0%,-12.0,-6.5,0-1-0,0.0%,-5.0,-15.5,Bellarmine,N/A,N/A,1-0-0,100.0%,-19.0,2.5,S Indiana,N/A,N/A,0,0,0.0,0.0
42,15.4,7:00 PM,Owen McCormick Court at the Mercyhurst Athletic,303,Canisius,355,Mercyhurst,Canisius,Canisius,0,0,N/A,N/A,False,N/A,N/A,False,Canisius,1-1-0,50.0%,-19.0,+2.0,1-0-0,100.0%,-29.0,5.5,Mercyhurst,2-0-0,100.0%,4.7,+7.3,0-0-0,0.0%,26.0,--,Mercyhurst,N/A,N/A,2-0-0,100.0%,-6.0,7.3,Canisius,N/A,N/A,0,0,0.0,0.0
43,--,8:00 PM,Alabama A&M Events Center,0,Fisk,307,Alab A&M,0,0,Alabama A&M,Alabama A&M,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Alab A&M,0-0-0,0.0%,44.5,--,0-0-0,0.0%,44.5,--,Alab A&M,N/A,N/A,0,0,0.0,0.0,Fisk,N/A,N/A,0,0,0.0,0.0
43,--,7:30 PM,Show Me Center,0,Crowley'S Ridge College,334,Se Missouri,0,0,,SE Missouri St.,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Se Missouri,1-1-0,50.0%,-18.5,+4.8,0,0,0.0,0,Se Missouri,N/A,N/A,1-1-0,50.0%,-18.5,4.8,Crowley'S Ridge College,N/A,N/A,0,0,0.0,0.0
