Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,89.7,8:00 PM,Williams Arena,86,North Texas,75,Minnesota,North Texas,North Texas,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,North Texas,1-0-0,100.0%,29.5,+3.5,0,0,0.0,0.0,Minnesota,1-1-0,50.0%,13.5,-4.5,1-1-0,50.0%,13.5,-4.5,Minnesota,N/A,N/A,0,0,0.0,0.0,North Texas,N/A,N/A,1-0-0,100.0%,17.0,3.5,1,89.7,8:00 PM,Williams Arena,86,North Texas,75,Minnesota,North Texas,North Texas,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,North Texas,357-335-17,51.6%,0.4,0.1,174-153-12,53.2%,-7.3,0.2,Minnesota,383-409-16,48.4%,2.0,-0.4,210-189-10,52.6%,8.4,+0.2,Minnesota,N/A,N/A,187-217-7,46.3%,-7.0,-0.2,North Texas,N/A,N/A,153-144-7,51.5%,6.6,-0.3,1,89.7,8:00 PM,Williams Arena,86,North Texas,75,Minnesota,North Texas,North Texas,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,North Texas,156-131-5,54.4%,3.9,0.8,66-55-4,54.6%,-3.4,0.7,Minnesota,151-158-6,48.9%,0.7,-0.2,89-75-4,54.3%,6.8,+0.5,Minnesota,N/A,N/A,76-93-3,45.0%,-7.9,-0.7,North Texas,N/A,N/A,88-70-3,55.7%,8.5,0.7
2,88.5,8:00 PM,Neville Arena,122,Kent St,1,Auburn,Kent State,Kent St.,Auburn,Auburn,N/A,N/A,False,N/A,N/A,False,Kent St,1-0-0,100.0%,24.5,+2.0,1-0-0,100.0%,4.0,2.0,Auburn,2-0-0,100.0%,28.0,+22.0,1-0-0,100.0%,51.0,+33.5,Auburn,N/A,N/A,1-0-0,100.0%,5.0,10.5,Kent St,N/A,N/A,1-0-0,100.0%,4.0,2.0,2,88.5,8:00 PM,Neville Arena,122,Kent St,1,Auburn,Kent State,Kent St.,Auburn,Auburn,N/A,N/A,False,N/A,N/A,False,Kent St,411-370-24,52.6%,5.1,0.6,189-159-8,54.3%,-0.7,0.6,Auburn,385-363-19,51.5%,3.3,0.3,194-163-8,54.3%,9.4,+1.4,Auburn,N/A,N/A,175-173-9,50.3%,-7.8,-0.4,Kent St,N/A,N/A,262-243-18,51.9%,7.4,0.1,2,88.5,8:00 PM,Neville Arena,122,Kent St,1,Auburn,Kent State,Kent St.,Auburn,Auburn,N/A,N/A,False,N/A,N/A,False,Kent St,148-141-13,51.2%,4.3,0.1,63-63-5,50.0%,-2.0,-0.1,Auburn,169-151-7,52.8%,5.3,0.9,84-64-4,56.8%,11.5,+2.2,Auburn,N/A,N/A,49-57-1,46.2%,-7.5,-0.5,Kent St,N/A,N/A,90-89-10,50.3%,5.9,-0.8
3,88.4,8:00 PM,Bud Walton Arena,123,Troy,35,Arkansas,,Troy,Arkansas,Arkansas,N/A,N/A,False,N/A,N/A,False,Troy,2-0-0,100.0%,13.5,+4.3,1-0-0,100.0%,17.0,4.5,Arkansas,0-2-0,0.0%,5.5,-0.5,0-1-0,0.0%,16.0,-0.5,Arkansas,N/A,N/A,0-1-0,0.0%,-5.0,-0.5,Troy,N/A,N/A,2-0-0,100.0%,13.5,4.3,3,88.4,8:00 PM,Bud Walton Arena,123,Troy,35,Arkansas,,Troy,Arkansas,Arkansas,N/A,N/A,False,N/A,N/A,False,Troy,254-264-11,49.0%,0.3,0.0,128-127-6,50.2%,-5.8,0.3,Arkansas,366-395-15,48.1%,5.0,-0.4,199-165-9,54.7%,12.6,+1.0,Arkansas,N/A,N/A,134-167-6,44.5%,-6.9,-1.0,Troy,N/A,N/A,76-101-3,42.9%,3.2,-1.9,3,88.4,8:00 PM,Bud Walton Arena,123,Troy,35,Arkansas,,Troy,Arkansas,Arkansas,N/A,N/A,False,N/A,N/A,False,Troy,137-146-5,48.4%,1.1,0.0,72-69-3,51.1%,-5.4,0.7,Arkansas,170-163-4,51.1%,5.3,0.1,89-77-3,53.6%,11.9,+0.8,Arkansas,N/A,N/A,54-58-0,48.2%,-6.6,-1.1,Troy,N/A,N/A,47-61-1,43.5%,3.7,-1.9
4,83.8,6:00 PM,Nassau Veterans Memorial Coliseum,96,U Mass,120,La Tech,Massachusetts,Massachusetts,Louisiana Tech,Louisiana Tech,N/A,N/A,False,N/A,N/A,False,U Mass,2-0-0,100.0%,11.5,+7.8,1-0-0,100.0%,-6.0,3.0,La Tech,1-0-0,100.0%,21.0,+16.5,0-0-0,0.0%,27.0,--,La Tech,N/A,N/A,1-0-0,100.0%,15.0,16.5,U Mass,N/A,N/A,1-0-0,100.0%,29.0,12.5,4,83.8,6:00 PM,Nassau Veterans Memorial Coliseum,96,U Mass,120,La Tech,Massachusetts,Massachusetts,Louisiana Tech,Louisiana Tech,N/A,N/A,False,N/A,N/A,False,U Mass,371-388-12,48.9%,0.4,-0.3,160-156-4,50.6%,-4.5,-0.2,La Tech,375-336-10,52.7%,4.0,0.3,157-135-3,53.8%,11.6,+1.1,La Tech,N/A,N/A,163-145-6,52.9%,-6.9,0.2,U Mass,N/A,N/A,175-199-8,46.8%,6.0,-0.9,4,83.8,6:00 PM,Nassau Veterans Memorial Coliseum,96,U Mass,120,La Tech,Massachusetts,Massachusetts,Louisiana Tech,Louisiana Tech,N/A,N/A,False,N/A,N/A,False,U Mass,145-148-6,49.5%,-0.7,-0.7,53-57-1,48.2%,-6.8,-1.8,La Tech,153-137-1,52.8%,7.2,-0.1,72-56-1,56.3%,14.6,+0.9,La Tech,N/A,N/A,46-42-0,52.3%,-5.0,0.5,U Mass,N/A,N/A,64-72-5,47.1%,5.1,-1.6
5,82.8,8:00 PM,United Supermarkets Arena,168,Wyoming,21,Texas Tech,Wyoming,Wyoming,Texas Tech,Texas Tech,N/A,N/A,False,N/A,N/A,False,Wyoming,1-0-0,100.0%,19.0,+4.0,0,0,0.0,0.0,Texas Tech,1-1-0,50.0%,27.0,-6.3,1-1-0,50.0%,27.0,-6.3,Texas Tech,N/A,N/A,0,0,0.0,0.0,Wyoming,N/A,N/A,1-0-0,100.0%,15.0,4.0,5,82.8,8:00 PM,United Supermarkets Arena,168,Wyoming,21,Texas Tech,Wyoming,Wyoming,Texas Tech,Texas Tech,N/A,N/A,False,N/A,N/A,False,Wyoming,352-375-17,48.4%,1.0,-0.3,141-159-6,47.0%,-6.8,-1.1,Texas Tech,371-413-8,47.3%,2.8,-0.4,200-185-4,52.0%,10.1,+0.6,Texas Tech,N/A,N/A,165-210-2,44.0%,-8.9,-1.3,Wyoming,N/A,N/A,154-170-9,47.5%,7.4,-0.3,5,82.8,8:00 PM,United Supermarkets Arena,168,Wyoming,21,Texas Tech,Wyoming,Wyoming,Texas Tech,Texas Tech,N/A,N/A,False,N/A,N/A,False,Wyoming,145-155-7,48.3%,-0.1,-0.1,58-57-2,50.4%,-6.6,-0.6,Texas Tech,157-165-4,48.8%,7.0,0.7,88-77-2,53.3%,14.1,+1.5,Texas Tech,N/A,N/A,50-56-2,47.2%,-5.7,0.6,Wyoming,N/A,N/A,54-67-3,44.6%,7.0,-0.6
6,81.5,10:00 PM,Lawlor Events Center,164,Weber St,47,Nevada,Weber State,Weber St.,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Weber St,0-1-0,0.0%,27.5,-23.0,0-1-0,0.0%,-28.0,-23.0,Nevada,2-0-0,100.0%,13.0,+4.5,2-0-0,100.0%,13.0,+4.5,Nevada,N/A,N/A,0,0,0.0,0.0,Weber St,N/A,N/A,0,0,0.0,0.0,6,81.5,10:00 PM,Lawlor Events Center,164,Weber St,47,Nevada,Weber State,Weber St.,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Weber St,339-308-11,52.4%,4.5,0.3,158-145-3,52.2%,-2.8,0.0,Nevada,390-325-16,54.6%,3.7,0.9,179-147-7,54.9%,8.9,+0.7,Nevada,N/A,N/A,132-117-6,53.0%,-5.5,1.1,Weber St,N/A,N/A,199-183-10,52.1%,7.8,0.4,6,81.5,10:00 PM,Lawlor Events Center,164,Weber St,47,Nevada,Weber State,Weber St.,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Weber St,135-151-3,47.2%,5.1,-1.0,64-66-1,49.2%,-2.3,-1.1,Nevada,179-139-6,56.3%,5.3,1.1,86-56-3,60.6%,10.9,+2.0,Nevada,N/A,N/A,51-49-1,51.0%,-6.4,0.2,Weber St,N/A,N/A,85-98-3,46.5%,6.1,-1.0
7,81.0,8:00 PM,Fertitta Center,180,Louisiana,2,Houston,Louisiana-Lafayette,Lafayette,Houston,Houston,N/A,N/A,False,N/A,N/A,False,Louisiana,0-1-0,0.0%,6.5,-2.0,0,0,0.0,0.0,Houston,1-1-0,50.0%,26.0,+5.0,1-0-0,100.0%,57.0,+20.5,Houston,N/A,N/A,0,0,0.0,0.0,Louisiana,N/A,N/A,0,0,0.0,0.0,7,81.0,8:00 PM,Fertitta Center,180,Louisiana,2,Houston,Louisiana-Lafayette,Lafayette,Houston,Houston,N/A,N/A,False,N/A,N/A,False,Louisiana,352-350-23,50.1%,2.6,0.2,168-176-6,48.8%,-4.0,-0.4,Houston,400-359-15,52.7%,4.7,1.1,192-149-10,56.3%,10.9,+2.1,Houston,N/A,N/A,162-167-4,49.2%,-7.7,0.6,Louisiana,N/A,N/A,201-183-12,52.3%,7.1,0.5,7,81.0,8:00 PM,Fertitta Center,180,Louisiana,2,Houston,Louisiana-Lafayette,Lafayette,Houston,Houston,N/A,N/A,False,N/A,N/A,False,Louisiana,143-141-7,50.4%,4.8,-0.1,66-69-2,48.9%,-1.8,-0.7,Houston,180-141-7,56.1%,12.3,2.4,88-59-6,59.9%,18.4,+3.7,Houston,N/A,N/A,31-25-0,55.4%,-2.9,3.2,Louisiana,N/A,N/A,95-80-4,54.3%,7.1,0.3
8,80.1,8:00 PM,Memorial Gymnasium,137,California,105,Vanderbilt,California,California,Vanderbilt,Vanderbilt,N/A,N/A,False,N/A,N/A,False,California,1-0-1,100.0%,15.5,+1.8,0,0,0.0,0.0,Vanderbilt,1-1-0,50.0%,24.0,-4.8,1-1-0,50.0%,24.0,-4.8,Vanderbilt,N/A,N/A,0,0,0.0,0.0,California,N/A,N/A,1-0-1,100.0%,15.5,1.8,8,80.1,8:00 PM,Memorial Gymnasium,137,California,105,Vanderbilt,California,California,Vanderbilt,Vanderbilt,N/A,N/A,False,N/A,N/A,False,California,405-414-17,49.5%,0.9,-0.5,153-150-4,50.5%,-5.8,-0.5,Vanderbilt,406-389-17,51.1%,2.6,0.2,198-207-7,48.9%,7.9,-0.1,Vanderbilt,N/A,N/A,210-195-10,51.9%,-6.1,0.5,California,N/A,N/A,208-205-12,50.4%,8.0,-0.3,8,80.1,8:00 PM,Memorial Gymnasium,137,California,105,Vanderbilt,California,California,Vanderbilt,Vanderbilt,N/A,N/A,False,N/A,N/A,False,California,151-166-5,47.6%,-3.2,-1.3,50-60-0,45.5%,-10.4,-2.3,Vanderbilt,163-155-7,51.3%,0.6,0.3,81-88-4,47.9%,5.4,-0.1,Vanderbilt,N/A,N/A,96-86-5,52.8%,-6.9,0.2,California,N/A,N/A,54-65-4,45.4%,6.9,-1.7
9,79.2,8:00 PM,Nassau Veterans Memorial Coliseum,151,Hofstra,104,Seton Hall,Hofstra,Hofstra,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Hofstra,1-0-0,100.0%,20.5,+9.5,0,0,0.0,0.0,Seton Hall,0-2-0,0.0%,1.5,-10.5,0-2-0,0.0%,1.5,-10.5,Seton Hall,N/A,N/A,0,0,0.0,0.0,Hofstra,N/A,N/A,1-0-0,100.0%,14.0,9.5,9,79.2,8:00 PM,Nassau Veterans Memorial Coliseum,151,Hofstra,104,Seton Hall,Hofstra,Hofstra,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Hofstra,337-314-20,51.8%,2.9,0.5,170-131-11,56.5%,-0.7,1.5,Seton Hall,386-377-12,50.6%,2.6,0.2,173-190-6,47.7%,7.6,-0.2,Seton Hall,N/A,N/A,200-168-3,54.4%,-5.5,0.9,Hofstra,N/A,N/A,180-181-4,49.9%,6.6,-0.1,9,79.2,8:00 PM,Nassau Veterans Memorial Coliseum,151,Hofstra,104,Seton Hall,Hofstra,Hofstra,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Hofstra,157-137-5,53.4%,5.7,0.6,84-50-4,62.7%,2.8,2.2,Seton Hall,167-150-5,52.7%,3.8,0.4,74-76-2,49.3%,9.2,+0.5,Seton Hall,N/A,N/A,78-54-0,59.1%,-4.1,1.1,Hofstra,N/A,N/A,108-103-2,51.2%,7.0,-0.1
10,78.3,7:00 PM,Stuart C. Siegel Center,193,Merrimack,44,Vcu,Merrimack,Merrimack,VCU,VCU,N/A,N/A,False,N/A,N/A,False,Merrimack,1-0-0,100.0%,14.0,+21.5,0,0,0.0,0.0,Vcu,1-1-0,50.0%,22.0,+5.8,0-1-0,0.0%,19.0,-2.5,Vcu,N/A,N/A,0,0,0.0,0.0,Merrimack,N/A,N/A,0,0,0.0,0.0,10,78.3,7:00 PM,Stuart C. Siegel Center,193,Merrimack,44,Vcu,Merrimack,Merrimack,VCU,VCU,N/A,N/A,False,N/A,N/A,False,Merrimack,74-65-2,53.2%,0.9,0.3,40-32-2,55.6%,-3.7,1.3,Vcu,417-388-20,51.8%,6.0,0.7,189-194-11,49.4%,10.2,+0.3,Vcu,N/A,N/A,121-118-5,50.6%,-4.1,0.8,Merrimack,N/A,N/A,42-35-0,54.6%,5.5,0.1,10,78.3,7:00 PM,Stuart C. Siegel Center,193,Merrimack,44,Vcu,Merrimack,Merrimack,VCU,VCU,N/A,N/A,False,N/A,N/A,False,Merrimack,74-65-2,53.2%,0.9,0.3,40-32-2,55.6%,-3.7,1.3,Vcu,170-155-6,52.3%,6.4,0.5,80-81-4,49.7%,11.2,+0.6,Vcu,N/A,N/A,39-46-1,45.9%,-4.8,-0.5,Merrimack,N/A,N/A,42-35-0,54.6%,5.5,0.1
