Team,ATS Record,Cover %,MOV,ATS +/-
Utah Tech,16-5-1,76.2%,8.2,+3.8
Queens,17-8-2,68.0%,5.8,+1.9
St. Thomas,31-18-0,63.3%,7.7,+1.8
Maryland ES,16-10-1,61.5%,6.1,+1.1
Sam Hous St,77-50-3,60.6%,9.3,+2.3
NC Central,69-51-2,57.5%,9.3,+1.8
Furman,172-129-5,57.1%,8.7,+0.8
UCSD,24-18-0,57.1%,5.3,-0.6
Navy,63-48-2,56.8%,5.0,-0.2
S Dakota St,170-130-3,56.7%,10.3,+1.5
BYU,325-249-9,56.6%,12.1,+1.7
S Mississippi,168-129-8,56.6%,6.6,+0.2
Yale,166-128-6,56.5%,7.9,+0.9
Abl Christian,61-48-2,56.0%,9.1,+1.3
IL-Chicago,157-125-8,55.7%,6.1,-0.1
St Fran (PA),40-32-2,55.6%,4.6,-0.6
Utah Valley,72-58-1,55.4%,7.9,+1.0
Houston,238-192-11,55.4%,12.0,+1.5
Nevada,260-210-10,55.3%,8.8,+0.7
Iowa St,223-182-6,55.1%,10.7,+1.1
Merrimack,44-36-0,55.0%,5.6,+0.3
Vermont,116-95-6,55.0%,11.5,+1.0
Utah St,300-246-11,55.0%,10.9,+1.4
Longwood,56-46-1,54.9%,6.7,0.0
Davidson,264-218-8,54.8%,10.0,+0.6
Binghamton,23-19-0,54.8%,5.1,+0.5
Le Moyne,6-5-0,54.6%,9.5,+5.4
New Mexico,266-223-11,54.4%,9.4,+0.3
Villanova,335-281-7,54.4%,10.2,+0.4
Seattle,88-74-1,54.3%,9.3,+1.4
St Marys,296-249-13,54.3%,11.5,+0.8
Kennesaw St,32-27-3,54.2%,7.1,+0.9
Michigan St,368-311-10,54.2%,11.4,+0.6
N Carolina,397-336-14,54.2%,12.2,+0.6
UCF,144-122-6,54.1%,7.9,+0.5
Hampton,33-28-1,54.1%,5.5,+0.8
Utah,254-217-9,53.9%,10.9,+0.8
Stanford,287-246-12,53.9%,10.1,+0.4
Tarleton St,22-19-1,53.7%,6.8,+0.5
Colgate,89-77-1,53.6%,9.8,+0.9
WI-Grn Bay,177-154-8,53.5%,6.3,+0.2
Oklahoma St,249-217-10,53.4%,9.9,+0.8
Norfolk St,71-62-4,53.4%,9.1,+1.6
San Diego St,278-243-12,53.4%,9.7,+0.7
LA Tech,215-188-5,53.4%,8.5,+0.4
TX A&M-CC,56-49-3,53.3%,6.0,-0.3
E Michigan,120-105-3,53.3%,5.7,0.0
E Washingtn,167-147-5,53.2%,7.2,+0.7
Texas A&M,195-172-7,53.1%,8.5,-0.2
Tulsa,222-196-9,53.1%,8.4,+0.1
TN Martin,94-83-3,53.1%,4.8,-0.4
Michigan,256-226-6,53.1%,9.6,+0.4
NC-Wilmgton,180-159-6,53.1%,6.9,+0.2
Nebraska,155-137-5,53.1%,8.3,+0.5
Bradley,191-169-13,53.1%,7.2,+0.9
Denver,142-126-5,53.0%,6.5,0.0
Auburn,210-187-11,52.9%,9.6,+0.9
Colorado St,189-169-9,52.8%,8.6,+0.9
Wichita St,269-241-13,52.8%,9.8,+0.6
Toledo,231-207-5,52.7%,8.0,+0.6
NW State,30-27-3,52.6%,5.6,+0.6
Belmont,166-150-5,52.5%,10.8,+0.6
E Tenn St,136-123-6,52.5%,8.1,+0.3
Akron,260-236-12,52.4%,8.2,+0.6
TX El Paso,207-188-8,52.4%,7.4,0.0
VCU,296-269-15,52.4%,9.6,+0.7
W Virginia,255-232-3,52.4%,9.8,+0.5
Creighton,314-286-12,52.3%,9.4,+0.2
Duke,444-405-17,52.3%,14.2,+0.3
Memphis,312-285-16,52.3%,11.3,+0.5
South Dakota,82-75-3,52.2%,6.0,0.0
Middle Tenn,188-172-8,52.2%,7.9,+0.3
NC-Asheville,59-54-3,52.2%,5.4,-0.3
Miss State,225-206-15,52.2%,9.2,+0.6
Louisiana,202-185-12,52.2%,7.0,+0.5
Gonzaga,395-362-20,52.2%,15.5,+1.1
Kent St,266-244-18,52.2%,7.4,+0.1
Drake,160-147-3,52.1%,7.5,+0.4
UL Monroe,62-57-1,52.1%,5.6,+0.6
Texas St,87-80-5,52.1%,5.4,+0.2
Evansville,137-126-11,52.1%,5.4,-0.1
Ohio St,302-278-10,52.1%,11.5,+0.6
Connecticut,335-310-9,51.9%,10.7,+0.3
Maryland BC,54-50-1,51.9%,6.2,+0.5
Illinois,285-264-20,51.9%,10.5,+0.4
Weber St,200-186-11,51.8%,7.7,+0.3
Baylor,216-201-7,51.8%,10.4,+0.6
Penn St,149-139-11,51.7%,7.8,+0.1
Xavier,314-293-16,51.7%,10.0,+0.3
Maryland,271-253-11,51.7%,10.0,-0.1
TN Tech,124-116-7,51.7%,5.9,-0.4
Buffalo,189-177-6,51.6%,7.3,+0.2
Purdue,302-283-15,51.6%,11.0,+0.6
Stony Brook,64-60-6,51.6%,5.9,-0.9
Kansas,416-390-12,51.6%,12.7,+0.7
Grd Canyon,81-76-3,51.6%,11.1,+1.0
Alcorn St,33-31-2,51.6%,6.5,+0.5
Ohio,233-219-4,51.6%,7.2,+0.1
Saint Louis,205-193-8,51.5%,7.6,-0.4
North Texas,154-145-7,51.5%,6.6,-0.2
Wisconsin,313-295-10,51.5%,10.0,+0.2
Portland,124-117-7,51.5%,5.9,-0.3
Temple,270-255-11,51.4%,7.8,-0.2
Southern,54-51-0,51.4%,6.5,+0.2
Louisville,306-289-16,51.4%,11.5,+0.5
Rob Morris,55-52-0,51.4%,5.3,-0.6
Colorado,222-210-8,51.4%,8.9,+0.4
Virginia,259-245-11,51.4%,9.8,+0.1
Indiana,265-251-10,51.4%,10.4,0.0
TX-Arlington,95-90-5,51.4%,5.4,-0.8
St Bonavent,190-180-11,51.4%,7.1,+0.1
Austin Peay,156-148-13,51.3%,7.2,+0.6
Butler,277-263-14,51.3%,9.9,+0.8
Ark Pine Bl,20-19-0,51.3%,7.9,+2.8
Wofford,162-154-6,51.3%,7.1,-0.2
Florida,328-312-12,51.3%,10.5,+0.5
Grambling St,41-39-1,51.3%,6.5,-0.1
Alab A&M,21-20-0,51.2%,6.8,0.0
Marquette,246-235-9,51.1%,9.6,+0.2
Kansas St,206-197-9,51.1%,8.5,+0.1
Indiana St,173-166-5,51.0%,6.5,0.0
Oregon,279-268-13,51.0%,9.4,+0.1
Vanderbilt,196-189-7,50.9%,9.3,0.0
Georgia St,156-151-6,50.8%,6.1,-0.2
N Mex State,192-186-12,50.8%,8.5,0.0
Liberty,98-95-3,50.8%,10.5,-0.4
Loyola-Chi,183-178-9,50.7%,7.4,-0.3
St Josephs,206-201-8,50.6%,7.5,0.0
Valparaiso,130-127-6,50.6%,7.3,-0.1
Dayton,281-275-14,50.5%,8.7,0.0
Murray St,243-238-15,50.5%,10.0,+0.5
UCLA,300-294-13,50.5%,10.4,+0.1
Texas Tech,206-202-6,50.5%,10.9,+0.5
UC Irvine,219-215-13,50.5%,7.1,-0.2
Air Force,114-112-3,50.4%,6.4,0.0
Minnesota,193-190-10,50.4%,8.5,-0.7
Geo Mason,214-211-17,50.4%,7.9,+0.2
Mississippi,213-210-10,50.4%,7.4,-0.9
Boston U,73-72-3,50.3%,4.5,-1.0
St Peters,117-116-3,50.2%,5.1,0.0
UAB,235-233-10,50.2%,7.9,-0.4
Kentucky,370-367-19,50.2%,11.7,+0.1
Georgia,166-165-6,50.2%,7.2,-0.2
U Penn,172-171-11,50.2%,8.4,0.0
S Illinois,219-218-16,50.1%,6.9,-0.1
Hsn Christian,16-16-0,50.0%,2.7,-1.7
Alabama St,32-32-0,50.0%,4.8,-0.6
S Alabama,166-166-8,50.0%,5.5,-0.7
Morehead St,150-150-5,50.0%,6.9,+0.1
Princeton,207-207-4,50.0%,7.9,-0.3
California,209-209-12,50.0%,8.0,-0.4
Wright St,205-205-12,50.0%,7.0,+0.2
Iowa,230-230-13,50.0%,10.1,0.0
Northwestern,144-144-5,50.0%,8.3,-0.3
Towson,108-108-3,50.0%,5.7,-0.3
App State,144-144-4,50.0%,5.5,-0.8
N Dakota St,131-131-2,50.0%,7.3,+0.3
Stonehill,7-7-0,50.0%,2.5,-1.5
UNLV,225-226-8,49.9%,8.3,-0.3
Hofstra,181-182-4,49.9%,6.6,-0.2
Oakland,132-133-3,49.8%,7.1,-0.5
GA Southern,126-127-10,49.8%,5.3,-0.5
Arkansas,225-227-9,49.8%,8.8,-0.1
UCSB,219-221-13,49.8%,6.7,-0.6
Pacific,187-189-11,49.7%,6.9,-0.3
W Kentucky,254-257-10,49.7%,7.2,-0.5
Bucknell,66-67-1,49.6%,6.4,-0.2
Pittsburgh,240-244-9,49.6%,9.6,-0.2
Syracuse,296-301-7,49.6%,9.1,-0.5
Wm & Mary,118-120-6,49.6%,4.2,-0.9
Geo Wshgtn,174-177-8,49.6%,7.3,-0.2
USC,231-235-8,49.6%,8.4,-0.3
Wagner,55-56-2,49.6%,5.3,-1.5
Mass Lowell,52-53-3,49.5%,6.5,-0.7
N Florida,48-49-0,49.5%,6.8,-0.2
Marshall,184-188-11,49.5%,6.8,0.0
Washington,224-229-7,49.5%,9.4,+0.3
Mercer,86-88-3,49.4%,6.1,-0.5
Detroit,166-170-9,49.4%,7.1,+0.2
S Methodist,201-206-12,49.4%,8.4,-0.2
Alabama,238-244-9,49.4%,8.5,+0.3
Montana,200-205-13,49.4%,7.2,-0.1
Wake Forest,189-194-12,49.4%,8.9,+0.1
SE Louisiana,38-39-2,49.4%,4.5,-0.6
N Arizona,112-115-2,49.3%,5.6,-0.3
Tulane,111-114-2,49.3%,5.9,-0.8
Arizona,360-371-13,49.3%,12.0,+0.5
Beth-Cook,32-33-2,49.2%,3.8,-0.5
Missouri,203-210-10,49.2%,9.3,-0.1
N Kentucky,84-87-2,49.1%,7.6,+0.1
Monmouth,83-86-4,49.1%,5.7,-0.6
Missouri St,218-226-10,49.1%,7.1,-0.1
Clemson,219-227-4,49.1%,8.6,+0.2
Montana St,135-140-8,49.1%,5.3,-0.9
Boise St,216-224-8,49.1%,8.6,+0.3
DePaul,134-139-4,49.1%,7.1,-0.7
Wash State,158-164-2,49.1%,8.9,+0.6
GA Tech,157-163-2,49.1%,7.9,-0.8
Tennessee,276-287-8,49.0%,9.5,-0.3
Charl South,25-26-0,49.0%,7.3,+0.4
Cornell,98-102-1,49.0%,6.2,-0.7
TX-Pan Am,24-25-1,49.0%,5.1,-1.0
Chattanooga,165-172-10,49.0%,5.9,-0.9
Sacred Hrt,46-48-1,48.9%,4.1,-0.6
AR Lit Rock,137-143-9,48.9%,6.1,+0.3
LIU,22-23-1,48.9%,5.1,-0.6
Cal St Nrdge,109-114-6,48.9%,4.7,-1.2
Elon,85-89-4,48.9%,4.9,0.0
Cleveland St,146-153-11,48.8%,5.8,-0.5
Fla Gulf Cst,61-64-1,48.8%,5.0,-1.2
Oklahoma,240-252-9,48.8%,9.7,0.0
