Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,81.0,10:00 PM,Golden 1 Center,11,Minnesota,12,Sacramento,MIN Timberwolves,Minnesota,SAC Kings,Sacramento,-1.5,−112,False,+1.5,−108,True,Minnesota,803-913-27,46.8%,-1.9,-0.4,422-431-17,49.5%,-4.1,0.2,Sacramento,835-854-41,49.4%,-2.4,-0.4,393-444-21,47.0%,0.2,-0.7,Sacramento,+1.5,−108,535-518-24,50.8%,-6.1,0.3,Minnesota,-1.5,−112,316-385-11,45.1%,4.6,-1.0
2,78.1,10:00 PM,Chase Center,6,Memphis,4,Golden State,MEM Grizzlies,Memphis,GS Warriors,Golden State,+7.5,−112,True,-7.5,−108,False,Memphis,906-863-31,51.2%,-0.4,0.3,443-437-16,50.3%,-3.1,0.4,Golden State,945-880-38,51.8%,2.3,0.3,491-424-19,53.7%,5.7,0.7,Memphis,+7.5,−112,474-454-15,51.1%,-5.2,0.9,Golden State,-7.5,−108,549-521-22,51.3%,7.6,0.1
3,77.5,8:00 PM,Toyota Center,17,La Clippers,8,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−108,True,-4.5,−112,False,La Clippers,880-918-20,48.9%,0.8,-0.1,438-446-12,49.6%,-1.9,0.2,Houston,889-906-26,49.5%,1.3,0.2,430-455-18,48.6%,4.1,0.0,La Clippers,+4.5,−108,371-426-7,46.6%,-6.0,-0.1,Houston,-4.5,−112,505-518-15,49.4%,6.0,-0.4
4,73.5,7:00 PM,Gainbridge Fieldhouse,18,Miami,16,Indiana,MIA Heat,Miami,IND Pacers,Indiana,+4,−108,True,-4,−112,False,Miami,975-927-43,51.3%,1.8,0.1,494-440-20,52.9%,-0.9,0.3,Indiana,914-876-42,51.1%,0.6,0.3,461-420-25,52.3%,4.1,0.8,Miami,+4,−108,375-349-17,51.8%,-4.6,0.9,Indiana,-4,−112,467-447-18,51.1%,5.4,-0.2
5,73.4,7:30 PM,Frost Bank Center,15,La Lakers,19,San Antonio,LA Lakers,L.A. Lakers,SA Spurs,San Antonio,-3,−112,False,+3,−108,True,La Lakers,870-973-32,47.2%,0.3,-0.4,430-478-13,47.4%,-3.1,-0.9,San Antonio,975-893-38,52.2%,3.7,0.5,499-426-20,54.0%,7.0,0.8,San Antonio,+3,−108,290-293-8,49.7%,-5.6,0.0,La Lakers,-3,−112,462-541-19,46.1%,5.4,-1.2
6,69.3,8:00 PM,Paycom Center,13,Phoenix,1,Okla City,PHO Suns,Phoenix,OKC Thunder,Oklahoma City,+7.5,−108,True,-7.5,−112,False,Phoenix,896-892-28,50.1%,0.5,-0.1,455-428-16,51.5%,-2.2,0.1,Okla City,947-857-31,52.5%,0.9,0.3,469-428-14,52.3%,4.1,0.4,Phoenix,+7.5,−108,397-413-13,49.0%,-5.9,0.3,Okla City,-7.5,−112,508-470-10,51.9%,6.6,0.1
7,67.3,8:00 PM,Smoothie King Center,9,Denver,21,New Orleans,DEN Nuggets,Denver,NO Pelicans,New Orleans,-4.5,−110,False,+4.5,−110,True,Denver,929-877-35,51.4%,1.9,0.2,444-440-20,50.2%,-2.0,-0.3,New Orleans,864-862-30,50.1%,-1.0,0.3,432-429-13,50.2%,1.4,-0.1,New Orleans,+4.5,−110,507-479-17,51.4%,-4.8,1.3,Denver,-4.5,−110,543-525-19,50.8%,6.2,-0.3
8,66.5,7:30 PM,Madison Square Garden,27,Brooklyn,5,New York,BKN Nets,Brooklyn,NY Knicks,New York,+9.5,−110,True,-9.5,−110,False,Brooklyn,863-894-34,49.1%,-2.1,-0.4,445-428-15,51.0%,-4.2,0.2,New York,873-849-23,50.7%,-2.1,0.1,423-439-9,49.1%,0.0,-0.4,Brooklyn,+9.5,−110,521-533-20,49.4%,-6.2,0.2,New York,-9.5,−110,321-301-5,51.6%,4.4,-0.5
9,60.1,7:00 PM,Kia Center,20,Philadelphia,10,Orlando,PHI 76ers,Philadelphia,ORL Magic,Orlando,+2.5,−110,True,-2.5,−110,False,Philadelphia,893-878-30,50.4%,-1.1,0.1,444-439-13,50.3%,-3.7,0.2,Orlando,866-877-37,49.7%,-1.4,-0.1,414-444-18,48.3%,1.2,-0.4,Philadelphia,+2.5,−110,487-488-14,50.0%,-6.3,0.4,Orlando,-2.5,−110,360-364-14,49.7%,5.1,-0.7
10,58.8,7:00 PM,Scotiabank Arena,23,Detroit,26,Toronto,DET Pistons,Detroit,TOR Raptors,Toronto,-1.5,−108,False,+1.5,−112,True,Detroit,868-895-41,49.2%,-1.1,-0.2,432-443-25,49.4%,-3.8,-0.1,Toronto,893-875-34,50.5%,0.4,0.2,430-445-18,49.1%,3.0,-0.1,Toronto,+1.5,−112,442-435-22,50.4%,-4.9,0.6,Detroit,-1.5,−108,387-394-16,49.6%,5.1,-0.7
11,54.2,7:30 PM,Rocket Mortgage FieldHouse,24,Chicago,3,Cleveland,CHI Bulls,Chicago,CLE Cavaliers,Cleveland,+10.5,−108,True,-10.5,−112,False,Chicago,883-884-24,50.0%,-0.4,0.1,455-426-14,51.7%,-2.5,0.8,Cleveland,897-930-36,49.1%,0.2,-0.3,454-466-12,49.4%,3.2,-0.1,Chicago,+10.5,−108,477-469-12,50.4%,-5.0,0.7,Cleveland,-10.5,−112,478-489-22,49.4%,6.2,-0.4
12,45.0,7:30 PM,State Farm Arena,30,Washington,22,Atlanta,WAS Wizards,Washington,ATL Hawks,Atlanta,+9,−108,True,-9,−112,False,Washington,822-910-37,47.5%,-2.4,-0.3,418-446-18,48.4%,-5.5,-0.6,Atlanta,868-931-19,48.3%,-1.4,-0.4,445-454-8,49.5%,1.5,-0.4,Washington,+9,−108,523-556-24,48.5%,-6.2,0.2,Atlanta,-9,−112,387-400-10,49.2%,4.4,-1.1
