Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,81.0,10:00 PM,Golden 1 Center,11,Minnesota,12,Sacramento,MIN Timberwolves,Minnesota,SAC Kings,Sacramento,-1.5,−112,False,+1.5,−108,True,Minnesota,388-437-14,47.0%,-1.2,-0.1,203-209-7,49.3%,-3.1,0.4,Sacramento,402-395-24,50.4%,-2.4,-0.3,182-210-12,46.4%,-1.0,-1.2,Sacramento,+1.5,−108,261-239-16,52.2%,-5.8,0.5,Minnesota,-1.5,−112,156-190-7,45.1%,5.1,-0.8
2,78.1,10:00 PM,Chase Center,6,Memphis,4,Golden State,MEM Grizzlies,Memphis,GS Warriors,Golden State,+7.5,−112,True,-7.5,−108,False,Memphis,430-417-13,50.8%,-0.6,0.3,203-216-6,48.5%,-3.2,-0.2,Golden State,472-454-21,51.0%,5.3,0.1,245-220-12,52.7%,8.1,0.5,Memphis,+7.5,−112,227-226-5,50.1%,-5.5,0.7,Golden State,-7.5,−108,358-340-19,51.3%,8.6,0.1
3,77.5,8:00 PM,Toyota Center,17,La Clippers,8,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−108,True,-4.5,−112,False,La Clippers,447-436-7,50.6%,2.9,0.2,226-202-5,52.8%,0.9,0.9,Houston,426-445-14,48.9%,0.3,-0.3,209-218-9,49.0%,2.8,-0.1,La Clippers,+4.5,−108,146-152-1,49.0%,-4.7,0.5,Houston,-4.5,−112,235-236-7,49.9%,6.3,-0.4
4,73.5,7:00 PM,Gainbridge Fieldhouse,18,Miami,16,Indiana,MIA Heat,Miami,IND Pacers,Indiana,+4,−108,True,-4,−112,False,Miami,453-429-23,51.4%,0.8,0.2,234-196-8,54.4%,-1.3,0.8,Indiana,433-407-18,51.6%,0.4,0.5,214-193-12,52.6%,3.2,0.9,Miami,+4,−108,211-184-6,53.4%,-3.8,1.6,Indiana,-4,−112,209-199-9,51.2%,5.1,-0.1
5,73.4,7:30 PM,Frost Bank Center,15,La Lakers,19,San Antonio,LA Lakers,L.A. Lakers,SA Spurs,San Antonio,-3,−112,False,+3,−108,True,La Lakers,403-447-12,47.4%,-1.8,-0.3,192-218-5,46.8%,-4.9,-0.9,San Antonio,427-416-15,50.7%,1.0,0.2,215-200-3,51.8%,3.9,0.4,San Antonio,+3,−108,195-197-8,49.7%,-6.5,-0.1,La Lakers,-3,−112,165-193-6,46.1%,4.3,-1.5
6,69.3,8:00 PM,Paycom Center,13,Phoenix,1,Okla City,PHO Suns,Phoenix,OKC Thunder,Oklahoma City,+7.5,−108,True,-7.5,−112,False,Phoenix,419-434-10,49.1%,-1.3,-0.6,207-210-7,49.6%,-3.6,-0.4,Okla City,445-406-14,52.3%,1.1,0.3,220-197-8,52.8%,4.2,1.0,Phoenix,+7.5,−108,214-229-5,48.3%,-7.2,-0.4,Okla City,-7.5,−112,234-227-4,50.8%,6.9,0.3
7,67.3,8:00 PM,Smoothie King Center,9,Denver,21,New Orleans,DEN Nuggets,Denver,NO Pelicans,New Orleans,-4.5,−110,False,+4.5,−110,True,Denver,434-437-20,49.8%,1.6,-0.1,206-212-9,49.3%,-1.7,-0.6,New Orleans,413-416-11,49.8%,-0.4,0.4,206-206-4,50.0%,1.5,0.1,New Orleans,+4.5,−110,231-225-7,50.7%,-4.3,1.3,Denver,-4.5,−110,251-270-12,48.2%,5.5,-0.8
8,66.5,7:30 PM,Madison Square Garden,27,Brooklyn,5,New York,BKN Nets,Brooklyn,NY Knicks,New York,+9.5,−110,True,-9.5,−110,False,Brooklyn,414-419-15,49.7%,-2.0,0.0,219-192-5,53.3%,-3.5,0.6,New York,413-407-14,50.4%,-2.4,0.4,197-213-6,48.1%,-0.7,-0.1,Brooklyn,+9.5,−110,266-245-11,52.1%,-5.9,0.6,New York,-9.5,−110,148-123-3,54.6%,5.5,0.8
9,60.1,7:00 PM,Kia Center,20,Philadelphia,10,Orlando,PHI 76ers,Philadelphia,ORL Magic,Orlando,+2.5,−110,True,-2.5,−110,False,Philadelphia,451-412-17,52.3%,0.0,0.4,209-214-11,49.4%,-2.9,0.1,Orlando,413-405-13,50.5%,-3.6,-0.1,190-204-8,48.2%,-1.4,-0.3,Philadelphia,+2.5,−110,216-211-8,50.6%,-6.8,0.4,Orlando,-2.5,−110,116-101-3,53.5%,4.8,-0.2
10,58.8,7:00 PM,Scotiabank Arena,23,Detroit,26,Toronto,DET Pistons,Detroit,TOR Raptors,Toronto,-1.5,−108,False,+1.5,−112,True,Detroit,389-404-22,49.1%,-3.6,-0.1,190-205-13,48.1%,-6.1,-0.3,Toronto,444-441-13,50.2%,2.3,0.2,216-219-6,49.7%,4.6,0.0,Toronto,+1.5,−112,167-162-9,50.8%,-4.2,0.7,Detroit,-1.5,−108,113-119-3,48.7%,3.9,-1.0
11,54.2,7:30 PM,Rocket Mortgage FieldHouse,24,Chicago,3,Cleveland,CHI Bulls,Chicago,CLE Cavaliers,Cleveland,+10.5,−108,True,-10.5,−112,False,Chicago,401-418-13,49.0%,-1.9,-0.4,204-203-8,50.1%,-3.2,0.5,Cleveland,418-467-21,47.2%,0.6,-0.4,215-231-8,48.2%,2.9,-0.4,Chicago,+10.5,−108,241-256-9,48.5%,-5.8,-0.1,Cleveland,-10.5,−112,240-264-15,47.6%,6.2,-0.6
12,45.0,7:30 PM,State Farm Arena,30,Washington,22,Atlanta,WAS Wizards,Washington,ATL Hawks,Atlanta,+9,−108,True,-9,−112,False,Washington,395-434-17,47.7%,-2.1,-0.5,191-219-10,46.6%,-5.0,-1.2,Atlanta,418-446-8,48.4%,-1.0,-0.6,216-217-2,49.9%,1.8,-0.4,Washington,+9,−108,237-248-10,48.9%,-6.1,0.2,Atlanta,-9,−112,200-212-5,48.5%,4.1,-1.4
