,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,81.0,10:00 PM,Golden 1 Center,11,Minnesota,12,Sacramento,Minnesota,Sacramento,-1.5,0.5283,False,1.5,0.5192,True,12,0.333,2.7,-4.5,6,0.333,-3.5,-9.2,12,0.546,4.0,-1.0,5,0.5,8.0,0.4,Sacramento,1.5,0.5192,4,0.5,1.0,2.0,Minnesota,-1.5,0.5283,12,0.333,2.7,-4.5,Minnesota,Sacramento,-1.5,1.5,1743,0.468,-1.9,-0.4,870,0.495,-4.1,0.2,1730,0.494,-2.4,-0.4,858,0.47,0.2,-0.7,1.5,1077,0.508,-6.1,0.3,-1.5,712,0.451,4.6,-1.0,Minnesota,Sacramento,-1.5,1.5,839,0.47,-1.2,-0.1,419,0.493,-3.1,0.4,821,0.504,-2.4,-0.3,404,0.464,-1.0,-1.2,1.5,516,0.522,-5.8,0.5,-1.5,353,0.451,5.1,-0.8,17,25,17,25,Minnesota,Sacramento,False
1,2,78.1,10:00 PM,Chase Center,6,Memphis,4,Golden State,Memphis,Golden State,7.5,0.5283,True,-7.5,0.5192,False,12,0.583,8.2,6.6,6,0.5,6.2,6.8,11,0.818,11.1,9.6,4,0.75,7.0,3.8,Memphis,7.5,0.5283,4,0.75,3.8,8.3,Golden State,-7.5,0.5192,6,0.833,16.7,10.1,Memphis,Golden State,7.5,-7.5,1800,0.512,-0.4,0.3,896,0.503,-3.1,0.4,1863,0.518,2.3,0.3,934,0.537,5.7,0.7,7.5,943,0.511,-5.2,0.9,-7.5,1092,0.513,7.6,0.1,Memphis,Golden State,7.5,-7.5,860,0.508,-0.6,0.3,425,0.485,-3.2,-0.2,947,0.51,5.3,0.1,477,0.527,8.1,0.5,7.5,458,0.501,-5.5,0.7,-7.5,717,0.513,8.6,0.1,14,9,9,14,Memphis,Golden State,False
2,3,77.5,8:00 PM,Toyota Center,17,La Clippers,8,Houston,L.A. Clippers,Houston,4.5,0.5192,True,-4.5,0.5283,False,12,0.583,0.7,3.1,5,0.8,1.6,8.5,12,0.583,5.2,2.5,7,0.714,10.1,4.7,La Clippers,4.5,0.5192,8,0.625,-1.8,4.4,Houston,-4.5,0.5283,9,0.556,7.0,1.7,L.A. Clippers,Houston,4.5,-4.5,1818,0.489,0.8,-0.1,896,0.496,-1.9,0.2,1821,0.495,1.3,0.2,903,0.486,4.1,0.0,4.5,804,0.466,-6.0,-0.1,-4.5,1038,0.494,6.0,-0.4,L.A. Clippers,Houston,4.5,-4.5,890,0.506,2.9,0.2,433,0.528,0.9,0.9,885,0.489,0.3,-0.3,436,0.49,2.8,-0.1,4.5,299,0.49,-4.7,0.5,-4.5,478,0.499,6.3,-0.4,12,10,10,12,L.A. Clippers,Houston,True
3,4,73.5,7:00 PM,Gainbridge Fieldhouse,18,Miami,16,Indiana,Miami,Indiana,4.0,0.5192,True,-4.0,0.5283,False,10,0.4,-1.0,-2.1,6,0.667,1.8,1.6,11,0.546,-2.7,-3.2,4,0.75,4.3,3.4,Miami,4.0,0.5192,4,0.5,-6.0,-1.6,Indiana,-4.0,0.5283,5,0.4,-3.6,-9.7,Miami,Indiana,4.0,-4.0,1945,0.513,1.8,0.1,954,0.529,-0.9,0.3,1832,0.511,0.6,0.3,906,0.523,4.1,0.8,4.0,741,0.518,-4.6,0.9,-4.0,932,0.511,5.4,-0.2,Miami,Indiana,4.0,-4.0,905,0.514,0.8,0.2,438,0.544,-1.3,0.8,858,0.516,0.4,0.5,419,0.526,3.2,0.9,4.0,401,0.534,-3.8,1.6,-4.0,417,0.512,5.1,-0.1,15,11,11,15,Miami,Indiana,False
4,5,73.4,7:30 PM,Frost Bank Center,15,La Lakers,19,San Antonio,L.A. Lakers,San Antonio,-3.0,0.5283,False,3.0,0.5192,True,11,0.546,0.2,-2.5,5,0.2,-10.2,-10.9,12,0.5,0.7,2.3,7,0.571,7.0,5.6,San Antonio,3.0,0.5192,8,0.5,-3.9,1.3,La Lakers,-3.0,0.5283,7,0.571,5.7,-0.5,L.A. Lakers,San Antonio,-3.0,3.0,1875,0.472,0.3,-0.4,921,0.474,-3.1,-0.9,1906,0.522,3.7,0.5,945,0.54,7.0,0.8,3.0,591,0.497,-5.6,0.0,-3.0,1022,0.461,5.4,-1.2,L.A. Lakers,San Antonio,-3.0,3.0,862,0.474,-1.8,-0.3,415,0.468,-4.9,-0.9,858,0.507,1.0,0.2,418,0.518,3.9,0.4,3.0,400,0.497,-6.5,-0.1,-3.0,364,0.461,4.3,-1.5,13,26,13,26,L.A. Lakers,San Antonio,False
5,6,69.3,8:00 PM,Paycom Center,13,Phoenix,1,Okla City,Phoenix,Oklahoma City,7.5,0.5192,True,-7.5,0.5283,False,12,0.333,0.5,-2.0,6,0.5,-2.0,-2.4,12,0.667,12.7,4.2,7,0.571,12.0,1.9,Phoenix,7.5,0.5192,4,0.5,-4.3,-0.4,Okla City,-7.5,0.5283,11,0.636,12.5,3.0,Phoenix,Oklahoma City,7.5,-7.5,1816,0.501,0.5,-0.1,899,0.515,-2.2,0.1,1835,0.525,0.9,0.3,911,0.523,4.1,0.4,7.5,823,0.49,-5.9,0.3,-7.5,988,0.519,6.6,0.1,Phoenix,Oklahoma City,7.5,-7.5,863,0.491,-1.3,-0.6,424,0.496,-3.6,-0.4,865,0.523,1.1,0.3,425,0.528,4.2,1.0,7.5,448,0.483,-7.2,-0.4,-7.5,465,0.508,6.9,0.3,23,20,20,23,Phoenix,Oklahoma City,True
6,7,67.3,8:00 PM,Smoothie King Center,9,Denver,21,New Orleans,Denver,New Orleans,-4.5,0.5238,False,4.5,0.5238,True,10,0.444,2.9,-1.1,3,0.333,1.3,-2.2,12,0.167,-10.3,-8.6,6,0.333,-4.2,-2.8,New Orleans,4.5,0.5238,7,0.143,-11.3,-5.6,Denver,-4.5,0.5238,8,0.286,3.8,-2.6,Denver,New Orleans,-4.5,4.5,1841,0.514,1.9,0.2,904,0.502,-2.0,-0.3,1756,0.501,-1.0,0.3,874,0.502,1.4,-0.1,4.5,1003,0.514,-4.8,1.3,-4.5,1087,0.508,6.2,-0.3,Denver,New Orleans,-4.5,4.5,891,0.498,1.6,-0.1,427,0.493,-1.7,-0.6,840,0.498,-0.4,0.4,416,0.5,1.5,0.1,4.5,463,0.507,-4.3,1.3,-4.5,533,0.482,5.5,-0.8,7,18,7,18,Denver,New Orleans,True
7,8,66.5,7:30 PM,Madison Square Garden,27,Brooklyn,5,New York,Brooklyn,New York,9.5,0.5238,True,-9.5,0.5238,False,12,0.75,-2.8,3.7,6,0.833,-2.2,6.9,11,0.455,3.6,0.0,4,0.5,10.0,4.4,Brooklyn,9.5,0.5238,9,0.778,-3.3,6.0,New York,-9.5,0.5238,10,0.5,6.3,1.7,Brooklyn,New York,9.5,-9.5,1791,0.491,-2.1,-0.4,888,0.51,-4.2,0.2,1745,0.507,-2.1,0.1,871,0.491,0.0,-0.4,9.5,1074,0.494,-6.2,0.2,-9.5,627,0.516,4.4,-0.5,Brooklyn,New York,9.5,-9.5,848,0.497,-2.0,0.0,416,0.533,-3.5,0.6,834,0.504,-2.4,0.4,416,0.481,-0.7,-0.1,9.5,522,0.521,-5.9,0.6,-9.5,274,0.546,5.5,0.8,2,19,19,2,Brooklyn,New York,False
8,9,60.1,7:00 PM,Kia Center,20,Philadelphia,10,Orlando,Philadelphia,Orlando,2.5,0.5238,True,-2.5,0.5238,False,11,0.273,-8.0,-5.5,5,0.4,-5.6,-1.7,13,0.462,3.7,2.3,6,0.833,17.0,9.2,Philadelphia,2.5,0.5238,7,0.429,-7.9,-1.7,Orlando,-2.5,0.5238,7,0.714,14.1,6.6,Philadelphia,Orlando,2.5,-2.5,1801,0.504,-1.1,0.1,896,0.503,-3.7,0.2,1780,0.497,-1.4,-0.1,876,0.483,1.2,-0.4,2.5,989,0.5,-6.3,0.4,-2.5,738,0.497,5.1,-0.7,Philadelphia,Orlando,2.5,-2.5,880,0.523,0.0,0.4,434,0.494,-2.9,0.1,831,0.505,-3.6,-0.1,402,0.482,-1.4,-0.3,2.5,435,0.506,-6.8,0.4,-2.5,220,0.535,4.8,-0.2,22,21,21,22,Philadelphia,Orlando,True
9,10,58.8,7:00 PM,Scotiabank Arena,23,Detroit,26,Toronto,Detroit,Toronto,-1.5,0.5192,False,1.5,0.5283,True,13,0.583,-2.5,2.6,6,0.6,-0.7,4.7,12,0.667,-8.0,1.0,5,0.8,-5.4,2.3,Toronto,1.5,0.5283,12,0.667,-8.0,1.0,Detroit,-1.5,0.5192,2,0.0,0.0,-1.5,Detroit,Toronto,-1.5,1.5,1804,0.492,-1.1,-0.2,900,0.494,-3.8,-0.1,1802,0.505,0.4,0.2,893,0.491,3.0,-0.1,1.5,899,0.504,-4.9,0.6,-1.5,797,0.496,5.1,-0.7,Detroit,Toronto,-1.5,1.5,815,0.491,-3.6,-0.1,408,0.481,-6.1,-0.3,898,0.502,2.3,0.2,441,0.497,4.6,0.0,1.5,338,0.508,-4.2,0.7,-1.5,235,0.487,3.9,-1.0,8,27,8,27,Detroit,Toronto,False
10,11,54.2,7:30 PM,Rocket Mortgage FieldHouse,24,Chicago,3,Cleveland,Chicago,Cleveland,10.5,0.5192,True,-10.5,0.5283,False,12,0.5,-5.0,0.6,7,0.571,-1.9,4.1,13,0.692,11.7,5.3,6,0.667,12.2,4.6,Chicago,10.5,0.5192,11,0.546,-4.6,2.2,Cleveland,-10.5,0.5283,11,0.636,13.2,5.2,Chicago,Cleveland,10.5,-10.5,1791,0.5,-0.4,0.1,895,0.517,-2.5,0.8,1863,0.491,0.2,-0.3,932,0.494,3.2,-0.1,10.5,958,0.504,-5.0,0.7,-10.5,989,0.494,6.2,-0.4,Chicago,Cleveland,10.5,-10.5,832,0.49,-1.9,-0.4,415,0.501,-3.2,0.5,906,0.472,0.6,-0.4,454,0.482,2.9,-0.4,10.5,506,0.485,-5.8,-0.1,-10.5,519,0.476,6.2,-0.6,4,5,5,4,Chicago,Cleveland,True
11,12,45.0,7:30 PM,State Farm Arena,30,Washington,22,Atlanta,Washington,Atlanta,9.0,0.5192,True,-9.0,0.5283,False,10,0.3,-13.2,-3.5,5,0.4,-14.6,-5.0,12,0.333,-5.0,-3.1,7,0.143,-5.4,-5.3,Washington,9.0,0.5192,10,0.3,-13.2,-3.5,Atlanta,-9.0,0.5283,6,0.167,-0.5,-5.3,Washington,Atlanta,9.0,-9.0,1769,0.475,-2.4,-0.3,882,0.484,-5.5,-0.6,1818,0.483,-1.4,-0.4,907,0.495,1.5,-0.4,9.0,1103,0.485,-6.2,0.2,-9.0,797,0.492,4.4,-1.1,Washington,Atlanta,9.0,-9.0,846,0.477,-2.1,-0.5,420,0.466,-5.0,-1.2,872,0.484,-1.0,-0.6,435,0.499,1.8,-0.4,9.0,495,0.489,-6.1,0.2,-9.0,417,0.485,4.1,-1.4,29,0,0,29,Washington,Atlanta,True
