Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
New Orleans,Indiana,Indiana,-6.5,231.5.,223,[]
New York,Orlando,New York,-4.5,213.5.,191,[]
Boston,Washington,Washington,+18,233.5.,210,[]
Minnesota,San Antonio,Minnesota,-5,214.5.,198,[]
Portland,Phoenix,Portland,+11,230.,225,[]
Dallas,Golden State,Dallas,-1,228.5.,276,[]
Memphis,L.A. Lakers,L.A. Lakers,+2.5,235.5.,226,[]
