Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.5,2:30 PM,Value City Arena,19,Pittsburgh,12,Ohio St,Pittsburgh,Pittsburgh,Ohio State,Ohio St.,+5,−112,True,-5,−108,False,Pittsburgh,5-2-0,71.4%,21.1,5.9,0,0,0.0,0.0,Ohio St,5-1-0,83.3%,25.8,11.3,4-0-0,100.0%,40.3,+16.8,Pittsburgh,+5,−112,0,0,0.0,0.0,Ohio St,-5,−108,4-0-0,100.0%,40.3,16.8
2,97.1,6:00 PM,LionTree Arena,40,Mississippi,17,Purdue,Ole Miss,Mississippi,Purdue,Purdue,+2.5,−108,True,-2.5,−112,False,Mississippi,3-2-1,60.0%,16.7,0.7,0,0,0.0,0.0,Purdue,4-3-0,57.1%,11.9,0.9,3-2-0,60.0%,18.2,+2.9,Mississippi,+2.5,−108,1-0-0,100.0%,11.0,13.5,Purdue,-2.5,−112,3-2-0,60.0%,18.4,1.2
3,96.1,3:00 PM,Imperial Arena,56,W Virginia,16,Arizona,West Virginia,West Virginia,Arizona,Arizona,N/A,N/A,False,N/A,N/A,False,W Virginia,3-3-0,50.0%,8.7,6.3,0-1-0,0.0%,-24.0,-16.5,Arizona,2-4-0,33.3%,14.3,-1.8,1-2-0,33.3%,24.3,+1.3,Arizona,N/A,N/A,0,0,0.0,0.0,W Virginia,N/A,N/A,2-1-0,66.7%,25.7,12.3
4,95.7,5:30 PM,Imperial Arena,34,Louisville,44,Oklahoma,Louisville,Louisville,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Louisville,4-2-0,66.7%,18.3,5.9,0,0,0.0,0.0,Oklahoma,3-3-0,50.0%,17.5,0.8,2-2-0,50.0%,24.5,-1.6,Oklahoma,N/A,N/A,1-0-0,100.0%,5.0,12.5,Louisville,N/A,N/A,3-2-0,60.0%,16.4,0.6
5,95.4,3:30 PM,LionTree Arena,57,Nc State,35,Byu,North Carolina State,NC State,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Nc State,3-3-0,50.0%,14.7,0.4,0,0,0.0,0.0,Byu,2-4-0,33.3%,24.2,-3.1,2-3-0,40.0%,31.2,-1.0,Byu,N/A,N/A,0,0,0.0,0.0,Nc State,N/A,N/A,3-2-0,60.0%,19.6,1.4
6,94.2,9:30 PM,Mullett Arena,65,Butler,22,Miss State,Butler,Butler,Mississippi State,Mississippi State,+8,−110,True,-8,−110,False,Butler,4-2-0,66.7%,12.8,2.8,0,0,0.0,0.0,Miss State,4-2-0,66.7%,20.5,5.0,2-1-0,66.7%,30.3,+5.3,Butler,+8,−110,2-0-0,100.0%,6.5,8.5,Miss State,-8,−110,4-2-0,66.7%,20.5,5.0
7,93.9,9:30 PM,Acrisure Arena,67,Arizona St,42,St Marys,Arizona State,Arizona State,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Arizona St,5-2-0,71.4%,5.6,4.1,1-0-0,100.0%,-8.0,13.5,St Marys,2-4-0,33.3%,18.6,3.2,1-3-0,25.0%,18.4,-2.6,St Marys,N/A,N/A,0,0,0.0,0.0,Arizona St,N/A,N/A,1-2-0,33.3%,8.7,-7.0
8,93.1,3:30 PM,Wide World of Sports Complex,75,Wichita St,23,Florida,Wichita State,Wichita St.,Florida,Florida,+10,−110,True,-10,−110,False,Wichita St,3-2-1,60.0%,10.7,3.9,1-0-0,100.0%,7.0,6.0,Florida,4-3-0,57.1%,19.9,1.4,1-3-0,25.0%,23.5,-2.8,Wichita St,+10,−110,0,0,0.0,0.0,Florida,-10,−110,4-3-0,57.1%,19.9,1.4
9,92.0,6:30 PM,Wide World of Sports Complex,38,Utah St,87,North Texas,Utah State,Utah St.,North Texas,North Texas,-3.5,−115,False,+3.5,−105,True,Utah St,3-2-0,60.0%,28.8,9.4,0,0,0.0,0.0,North Texas,3-2-0,60.0%,12.1,4.0,1-1-0,50.0%,17.3,+0.8,North Texas,+3.5,−105,1-1-0,50.0%,-2.0,0.8,Utah St,-3.5,−115,2-2-0,50.0%,25.3,9.1
10,91.3,11:00 AM,Imperial Arena,48,Indiana,89,Providence,Indiana,Indiana,Providence,Providence,-4.5,−108,False,+4.5,−112,True,Indiana,2-4-0,33.3%,6.2,-6.3,0,0,0.0,0.0,Providence,3-4-0,42.9%,10.1,-5.4,2-3-0,40.0%,16.8,-4.4,Providence,+4.5,−112,1-0-0,100.0%,-2.0,1.0,Indiana,-4.5,−108,2-3-0,40.0%,10.6,-6.2
11,89.4,8:30 PM,Imperial Arena,4,Gonzaga,119,Davidson,Gonzaga,Gonzaga,Davidson,Davidson,-19.5,−110,False,+19.5,−110,True,Gonzaga,5-2-0,71.4%,24.1,6.3,1-0-0,100.0%,13.0,2.0,Davidson,4-1-0,80.0%,9.7,1.5,2-0-0,100.0%,24.7,+4.0,Davidson,+19.5,−110,1-1-0,50.0%,-11.0,-0.5,Gonzaga,-19.5,−110,5-2-0,71.4%,24.1,6.3
12,89.3,11:59 PM,Acrisure Arena,101,Usc,52,New Mexico,USC,Southern California,New Mexico,New Mexico,N/A,N/A,False,N/A,N/A,False,Usc,1-6-0,14.3%,2.9,-10.9,0,0,0.0,0.0,New Mexico,3-4-0,42.9%,10.0,-0.6,1-2-0,33.3%,20.0,-2.0,New Mexico,N/A,N/A,1-1-0,50.0%,-3.0,2.8,Usc,N/A,N/A,1-5-0,16.7%,9.2,-7.6
13,89.0,7:00 PM,Mullett Arena,59,Northwestern,107,Unlv,Northwestern,Northwestern,UNLV,UNLV,-4,−110,False,+4,−110,True,Northwestern,1-5-1,16.7%,10.9,-1.2,0-1-0,0.0%,-5.0,-0.5,Unlv,1-4-1,20.0%,4.2,-4.0,1-3-1,25.0%,9.4,-2.2,Unlv,+4,−110,0-1-0,0.0%,-22.0,-13.0,Northwestern,-4,−110,1-4-1,20.0%,13.5,-1.3
