Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.5,2:30 PM,Value City Arena,19,Pittsburgh,12,Ohio St,Pittsburgh,Pittsburgh,Ohio State,Ohio St.,+5,−112,True,-5,−108,False,Pittsburgh,154-158-9,49.4%,1.1,0.0,51-49-4,51.0%,-5.7,1.1,Ohio St,162-171-5,48.7%,6.2,0.3,92-83-3,52.6%,13.0,1.1,Pittsburgh,+5,−112,77-82-8,48.4%,-7.8,-0.2,Ohio St,-5,−108,111-108-3,50.7%,11.9,0.6
2,97.1,6:00 PM,LionTree Arena,40,Mississippi,17,Purdue,Ole Miss,Mississippi,Purdue,Purdue,+2.5,−108,True,-2.5,−112,False,Mississippi,163-160-5,50.5%,1.8,-1.0,63-50-1,55.8%,-4.0,0.1,Purdue,175-158-11,52.6%,10.0,1.1,85-66-5,56.3%,17.5,2.8,Mississippi,+2.5,−108,75-65-1,53.6%,-5.1,0.8,Purdue,-2.5,−112,143-128-9,52.8%,12.4,1.1
3,96.1,3:00 PM,Imperial Arena,56,W Virginia,16,Arizona,West Virginia,West Virginia,Arizona,Arizona,N/A,N/A,False,N/A,N/A,False,W Virginia,165-170-2,49.3%,5.2,0.0,42-60-1,41.2%,-4.3,-2.1,Arizona,172-168-8,50.6%,11.3,0.6,84-81-5,50.9%,17.9,2.2,Arizona,N/A,N/A,18-19-1,48.7%,-2.9,0.8,W Virginia,N/A,N/A,114-103-1,52.5%,10.9,0.7
4,95.7,5:30 PM,Imperial Arena,34,Louisville,44,Oklahoma,Louisville,Louisville,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Louisville,145-161-9,47.4%,4.0,-0.6,47-55-3,46.1%,-3.8,-0.9,Oklahoma,155-167-6,48.1%,4.4,0.2,79-74-2,51.6%,11.1,0.9,Oklahoma,N/A,N/A,68-62-4,52.3%,-4.2,0.9,Louisville,N/A,N/A,91-93-6,49.5%,11.2,-0.1
5,95.4,3:30 PM,LionTree Arena,57,Nc State,35,Byu,North Carolina State,NC State,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Nc State,150-171-9,46.7%,3.7,0.3,48-49-6,49.5%,-4.1,0.0,Byu,165-152-9,52.1%,8.4,0.9,83-67-6,55.3%,13.8,1.1,Byu,N/A,N/A,33-40-4,45.2%,-5.9,0.7,Nc State,N/A,N/A,85-98-3,46.5%,10.0,-0.1
6,94.2,9:30 PM,Mullett Arena,65,Butler,22,Miss State,Butler,Butler,Mississippi State,Mississippi State,+8,−110,True,-8,−110,False,Butler,164-157-5,51.1%,3.5,0.1,51-56-2,47.7%,-4.3,-1.1,Miss State,170-150-6,53.1%,4.0,0.7,88-67-3,56.8%,9.5,1.4,Butler,+8,−110,61-72-2,45.9%,-7.5,-1.6,Miss State,-8,−110,100-84-4,54.4%,10.1,0.9
7,93.9,9:30 PM,Acrisure Arena,67,Arizona St,42,St Marys,Arizona State,Arizona State,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Arizona St,147-168-10,46.7%,1.0,-0.5,49-58-5,45.8%,-5.1,-1.1,St Marys,171-147-7,53.8%,10.2,1.1,89-74-4,54.6%,15.3,1.5,St Marys,N/A,N/A,24-32-1,42.9%,-7.8,-1.6,Arizona St,N/A,N/A,71-93-4,43.3%,8.3,-0.6
8,93.1,3:30 PM,Wide World of Sports Complex,75,Wichita St,23,Florida,Wichita State,Wichita St.,Florida,Florida,+10,−110,True,-10,−110,False,Wichita St,160-149-10,51.8%,7.8,0.3,63-41-3,60.6%,3.5,1.1,Florida,158-176-5,47.3%,5.8,-0.1,66-83-1,44.3%,10.6,-0.4,Wichita St,+10,−110,41-32-4,56.2%,-5.0,0.5,Florida,-10,−110,120-119-4,50.2%,9.8,0.0
9,92.0,6:30 PM,Wide World of Sports Complex,38,Utah St,87,North Texas,Utah State,Utah St.,North Texas,North Texas,-3.5,−115,False,+3.5,−105,True,Utah St,161-149-5,51.9%,6.9,1.3,47-67-3,41.2%,-0.5,-0.6,North Texas,158-133-5,54.3%,3.9,0.9,70-61-1,53.4%,9.7,0.9,North Texas,+3.5,−105,69-61-2,53.1%,-6.6,1.0,Utah St,-3.5,−115,117-85-3,57.9%,11.3,2.0
10,91.3,11:00 AM,Imperial Arena,48,Indiana,89,Providence,Indiana,Indiana,Providence,Providence,-4.5,−108,False,+4.5,−112,True,Indiana,164-165-5,49.9%,4.6,-0.3,39-62-4,38.6%,-4.6,-1.1,Providence,174-155-5,52.9%,3.6,0.7,85-83-2,50.6%,8.6,0.4,Providence,+4.5,−112,88-57-2,60.7%,-2.8,2.6,Indiana,-4.5,−108,104-98-3,51.5%,11.0,-0.2
