Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.5,2:30 PM,Value City Arena,19,Pittsburgh,12,Ohio St,Pittsburgh,Pittsburgh,Ohio State,Ohio St.,+5,−112,True,-5,−108,False,Pittsburgh,5-2-0,71.4%,21.1,5.9,0,0,0.0,0.0,Ohio St,5-1-0,83.3%,25.8,11.3,4-0-0,100.0%,40.3,+16.8,Pittsburgh,+5,−112,0,0,0.0,0.0,Ohio St,-5,−108,4-0-0,100.0%,40.3,16.8,1,98.5,2:30 PM,Value City Arena,19,Pittsburgh,12,Ohio St,Pittsburgh,Pittsburgh,Ohio State,Ohio St.,+5,−112,True,-5,−108,False,Pittsburgh,394-394-21,50.0%,5.4,0.2,140-130-8,51.9%,-1.9,1.0,Ohio St,437-412-14,51.5%,7.5,0.6,225-197-8,53.3%,14.0,1.0,Pittsburgh,+5,−112,148-150-12,49.7%,-6.1,0.7,Ohio St,-5,−108,301-277-10,52.1%,11.5,0.6,1,98.5,2:30 PM,Value City Arena,19,Pittsburgh,12,Ohio St,Pittsburgh,Pittsburgh,Ohio State,Ohio St.,+5,−112,True,-5,−108,False,Pittsburgh,154-158-9,49.4%,1.1,0.0,51-49-4,51.0%,-5.7,1.1,Ohio St,162-171-5,48.7%,6.2,0.3,92-83-3,52.6%,13.0,1.1,Pittsburgh,+5,−112,77-82-8,48.4%,-7.8,-0.2,Ohio St,-5,−108,111-108-3,50.7%,11.9,0.6
2,97.1,6:00 PM,LionTree Arena,40,Mississippi,17,Purdue,Ole Miss,Mississippi,Purdue,Purdue,+2.5,−108,True,-2.5,−112,False,Mississippi,3-2-1,60.0%,16.7,0.7,0,0,0.0,0.0,Purdue,4-3-0,57.1%,11.9,0.9,3-2-0,60.0%,18.2,+2.9,Mississippi,+2.5,−108,1-0-0,100.0%,11.0,13.5,Purdue,-2.5,−112,3-2-0,60.0%,18.4,1.2,2,97.1,6:00 PM,LionTree Arena,40,Mississippi,17,Purdue,Ole Miss,Mississippi,Purdue,Purdue,+2.5,−108,True,-2.5,−112,False,Mississippi,390-387-14,50.2%,3.4,-0.6,154-144-2,51.7%,-4.6,-0.5,Purdue,420-418-21,50.1%,6.8,0.4,205-177-10,53.7%,13.9,1.8,Mississippi,+2.5,−108,175-174-4,50.1%,-6.3,-0.2,Purdue,-2.5,−112,301-282-15,51.6%,11.0,0.6,2,97.1,6:00 PM,LionTree Arena,40,Mississippi,17,Purdue,Ole Miss,Mississippi,Purdue,Purdue,+2.5,−108,True,-2.5,−112,False,Mississippi,163-160-5,50.5%,1.8,-1.0,63-50-1,55.8%,-4.0,0.1,Purdue,175-158-11,52.6%,10.0,1.1,85-66-5,56.3%,17.5,2.8,Mississippi,+2.5,−108,75-65-1,53.6%,-5.1,0.8,Purdue,-2.5,−112,143-128-9,52.8%,12.4,1.1
3,96.1,3:00 PM,Imperial Arena,56,W Virginia,16,Arizona,West Virginia,West Virginia,Arizona,Arizona,N/A,N/A,False,N/A,N/A,False,W Virginia,3-3-0,50.0%,8.7,6.3,0-1-0,0.0%,-24.0,-16.5,Arizona,2-4-0,33.3%,14.3,-1.8,1-2-0,33.3%,24.3,+1.3,Arizona,N/A,N/A,0,0,0.0,0.0,W Virginia,N/A,N/A,2-1-0,66.7%,25.7,12.3,3,96.1,3:00 PM,Imperial Arena,56,W Virginia,16,Arizona,West Virginia,West Virginia,Arizona,Arizona,N/A,N/A,False,N/A,N/A,False,W Virginia,408-418-10,49.4%,4.5,0.1,123-164-5,42.9%,-3.9,-1.2,Arizona,450-440-14,50.6%,9.6,0.5,206-214-6,49.1%,15.2,0.9,Arizona,N/A,N/A,90-64-1,58.4%,-3.1,1.3,W Virginia,N/A,N/A,253-232-3,52.2%,9.8,0.5,3,96.1,3:00 PM,Imperial Arena,56,W Virginia,16,Arizona,West Virginia,West Virginia,Arizona,Arizona,N/A,N/A,False,N/A,N/A,False,W Virginia,165-170-2,49.3%,5.2,0.0,42-60-1,41.2%,-4.3,-2.1,Arizona,172-168-8,50.6%,11.3,0.6,84-81-5,50.9%,17.9,2.2,Arizona,N/A,N/A,18-19-1,48.7%,-2.9,0.8,W Virginia,N/A,N/A,114-103-1,52.5%,10.9,0.7
4,95.7,5:30 PM,Imperial Arena,34,Louisville,44,Oklahoma,Louisville,Louisville,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Louisville,4-2-0,66.7%,18.3,5.9,0,0,0.0,0.0,Oklahoma,3-3-0,50.0%,17.5,0.8,2-2-0,50.0%,24.5,-1.6,Oklahoma,N/A,N/A,1-0-0,100.0%,5.0,12.5,Louisville,N/A,N/A,3-2-0,60.0%,16.4,0.6,4,95.7,5:30 PM,Imperial Arena,34,Louisville,44,Oklahoma,Louisville,Louisville,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Louisville,423-410-23,50.8%,7.3,0.4,151-132-6,53.4%,0.6,0.8,Oklahoma,393-399-14,49.6%,5.9,0.3,192-169-5,53.2%,12.9,1.2,Oklahoma,N/A,N/A,149-147-5,50.3%,-5.4,0.5,Louisville,N/A,N/A,306-286-16,51.7%,11.6,0.6,4,95.7,5:30 PM,Imperial Arena,34,Louisville,44,Oklahoma,Louisville,Louisville,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Louisville,145-161-9,47.4%,4.0,-0.6,47-55-3,46.1%,-3.8,-0.9,Oklahoma,155-167-6,48.1%,4.4,0.2,79-74-2,51.6%,11.1,0.9,Oklahoma,N/A,N/A,68-62-4,52.3%,-4.2,0.9,Louisville,N/A,N/A,91-93-6,49.5%,11.2,-0.1
5,95.4,3:30 PM,LionTree Arena,57,Nc State,35,Byu,North Carolina State,NC State,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Nc State,3-3-0,50.0%,14.7,0.4,0,0,0.0,0.0,Byu,2-4-0,33.3%,24.2,-3.1,2-3-0,40.0%,31.2,-1.0,Byu,N/A,N/A,0,0,0.0,0.0,Nc State,N/A,N/A,3-2-0,60.0%,19.6,1.4,5,95.4,3:30 PM,LionTree Arena,57,Nc State,35,Byu,North Carolina State,NC State,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Nc State,394-407-23,49.2%,3.9,0.3,138-139-9,49.8%,-4.5,0.3,Byu,415-387-18,51.8%,7.6,1.0,210-157-10,57.2%,14.2,1.9,Byu,N/A,N/A,91-136-9,40.1%,-7.1,-0.9,Nc State,N/A,N/A,201-218-12,48.0%,9.0,-0.3,5,95.4,3:30 PM,LionTree Arena,57,Nc State,35,Byu,North Carolina State,NC State,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Nc State,150-171-9,46.7%,3.7,0.3,48-49-6,49.5%,-4.1,0.0,Byu,165-152-9,52.1%,8.4,0.9,83-67-6,55.3%,13.8,1.1,Byu,N/A,N/A,33-40-4,45.2%,-5.9,0.7,Nc State,N/A,N/A,85-98-3,46.5%,10.0,-0.1
6,94.2,9:30 PM,Mullett Arena,65,Butler,22,Miss State,Butler,Butler,Mississippi State,Mississippi State,+8,−110,True,-8,−110,False,Butler,4-2-0,66.7%,12.8,2.8,0,0,0.0,0.0,Miss State,4-2-0,66.7%,20.5,5.0,2-1-0,66.7%,30.3,+5.3,Butler,+8,−110,2-0-0,100.0%,6.5,8.5,Miss State,-8,−110,4-2-0,66.7%,20.5,5.0,6,94.2,9:30 PM,Mullett Arena,65,Butler,22,Miss State,Butler,Butler,Mississippi State,Mississippi State,+8,−110,True,-8,−110,False,Butler,428-393-21,52.1%,5.8,0.7,145-162-10,47.2%,-0.1,-0.3,Miss State,405-367-26,52.5%,4.0,0.5,196-162-12,54.8%,9.9,0.9,Butler,+8,−110,143-128-7,52.8%,-5.3,0.3,Miss State,-8,−110,224-204-15,52.3%,9.2,0.7,6,94.2,9:30 PM,Mullett Arena,65,Butler,22,Miss State,Butler,Butler,Mississippi State,Mississippi State,+8,−110,True,-8,−110,False,Butler,164-157-5,51.1%,3.5,0.1,51-56-2,47.7%,-4.3,-1.1,Miss State,170-150-6,53.1%,4.0,0.7,88-67-3,56.8%,9.5,1.4,Butler,+8,−110,61-72-2,45.9%,-7.5,-1.6,Miss State,-8,−110,100-84-4,54.4%,10.1,0.9
7,93.9,9:30 PM,Acrisure Arena,67,Arizona St,42,St Marys,Arizona State,Arizona State,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Arizona St,5-2-0,71.4%,5.6,4.1,1-0-0,100.0%,-8.0,13.5,St Marys,2-4-0,33.3%,18.6,3.2,1-3-0,25.0%,18.4,-2.6,St Marys,N/A,N/A,0,0,0.0,0.0,Arizona St,N/A,N/A,1-2-0,33.3%,8.7,-7.0,7,93.9,9:30 PM,Acrisure Arena,67,Arizona St,42,St Marys,Arizona State,Arizona State,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Arizona St,375-406-18,48.0%,1.9,-0.4,136-146-10,48.2%,-5.2,-0.4,St Marys,401-381-14,51.3%,6.7,0.3,193-188-5,50.7%,12.4,0.3,St Marys,N/A,N/A,102-130-1,44.0%,-8.8,-1.3,Arizona St,N/A,N/A,187-217-5,46.3%,7.7,-0.7,7,93.9,9:30 PM,Acrisure Arena,67,Arizona St,42,St Marys,Arizona State,Arizona State,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Arizona St,147-168-10,46.7%,1.0,-0.5,49-58-5,45.8%,-5.1,-1.1,St Marys,171-147-7,53.8%,10.2,1.1,89-74-4,54.6%,15.3,1.5,St Marys,N/A,N/A,24-32-1,42.9%,-7.8,-1.6,Arizona St,N/A,N/A,71-93-4,43.3%,8.3,-0.6
8,93.1,3:30 PM,Wide World of Sports Complex,75,Wichita St,23,Florida,Wichita State,Wichita St.,Florida,Florida,+10,−110,True,-10,−110,False,Wichita St,3-2-1,60.0%,10.7,3.9,1-0-0,100.0%,7.0,6.0,Florida,4-3-0,57.1%,19.9,1.4,1-3-0,25.0%,23.5,-2.8,Wichita St,+10,−110,0,0,0.0,0.0,Florida,-10,−110,4-3-0,57.1%,19.9,1.4,8,93.1,3:30 PM,Wide World of Sports Complex,75,Wichita St,23,Florida,Wichita State,Wichita St.,Florida,Florida,+10,−110,True,-10,−110,False,Wichita St,399-369-21,52.0%,6.0,0.5,162-129-8,55.7%,0.4,0.8,Florida,420-407-17,50.8%,9.4,0.5,177-185-2,48.9%,16.0,0.7,Wichita St,+10,−110,123-119-9,50.8%,-5.4,0.4,Florida,-10,−110,326-312-12,51.1%,10.4,0.5,8,93.1,3:30 PM,Wide World of Sports Complex,75,Wichita St,23,Florida,Wichita State,Wichita St.,Florida,Florida,+10,−110,True,-10,−110,False,Wichita St,160-149-10,51.8%,7.8,0.3,63-41-3,60.6%,3.5,1.1,Florida,158-176-5,47.3%,5.8,-0.1,66-83-1,44.3%,10.6,-0.4,Wichita St,+10,−110,41-32-4,56.2%,-5.0,0.5,Florida,-10,−110,120-119-4,50.2%,9.8,0.0
9,92.0,6:30 PM,Wide World of Sports Complex,38,Utah St,87,North Texas,Utah State,Utah St.,North Texas,North Texas,-3.5,−115,False,+3.5,−105,True,Utah St,3-2-0,60.0%,28.8,9.4,0,0,0.0,0.0,North Texas,3-2-0,60.0%,12.1,4.0,1-1-0,50.0%,17.3,+0.8,North Texas,+3.5,−105,1-1-0,50.0%,-2.0,0.8,Utah St,-3.5,−115,2-2-0,50.0%,25.3,9.1,9,92.0,6:30 PM,Wide World of Sports Complex,38,Utah St,87,North Texas,Utah State,Utah St.,North Texas,North Texas,-3.5,−115,False,+3.5,−105,True,Utah St,408-362-13,53.0%,7.7,1.2,147-161-3,47.7%,1.2,0.4,North Texas,359-337-17,51.6%,0.5,0.1,144-154-3,48.3%,7.3,-0.2,North Texas,+3.5,−105,203-188-10,51.9%,-8.9,0.4,Utah St,-3.5,−115,299-244-11,55.1%,10.9,1.5,9,92.0,6:30 PM,Wide World of Sports Complex,38,Utah St,87,North Texas,Utah State,Utah St.,North Texas,North Texas,-3.5,−115,False,+3.5,−105,True,Utah St,161-149-5,51.9%,6.9,1.3,47-67-3,41.2%,-0.5,-0.6,North Texas,158-133-5,54.3%,3.9,0.9,70-61-1,53.4%,9.7,0.9,North Texas,+3.5,−105,69-61-2,53.1%,-6.6,1.0,Utah St,-3.5,−115,117-85-3,57.9%,11.3,2.0
10,91.3,11:00 AM,Imperial Arena,48,Indiana,89,Providence,Indiana,Indiana,Providence,Providence,-4.5,−108,False,+4.5,−112,True,Indiana,2-4-0,33.3%,6.2,-6.3,0,0,0.0,0.0,Providence,3-4-0,42.9%,10.1,-5.4,2-3-0,40.0%,16.8,-4.4,Providence,+4.5,−112,1-0-0,100.0%,-2.0,1.0,Indiana,-4.5,−108,2-3-0,40.0%,10.6,-6.2,10,91.3,11:00 AM,Imperial Arena,48,Indiana,89,Providence,Indiana,Indiana,Providence,Providence,-4.5,−108,False,+4.5,−112,True,Indiana,413-424-16,49.3%,4.6,-0.1,119-162-8,42.4%,-4.2,-1.2,Providence,393-401-15,49.5%,2.7,0.4,189-209-6,47.5%,7.8,0.2,Providence,+4.5,−112,205-177-5,53.7%,-4.8,1.6,Indiana,-4.5,−108,261-251-10,51.0%,10.3,-0.1,10,91.3,11:00 AM,Imperial Arena,48,Indiana,89,Providence,Indiana,Indiana,Providence,Providence,-4.5,−108,False,+4.5,−112,True,Indiana,164-165-5,49.9%,4.6,-0.3,39-62-4,38.6%,-4.6,-1.1,Providence,174-155-5,52.9%,3.6,0.7,85-83-2,50.6%,8.6,0.4,Providence,+4.5,−112,88-57-2,60.7%,-2.8,2.6,Indiana,-4.5,−108,104-98-3,51.5%,11.0,-0.2
