Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Atlanta,11-4-0,73.3%,26.7%,4.3,6-0-0,100.0%,0.0%,14.7,1-0-0,100.0%,0.0%,12.5,6-2-0,75.0%,25.0%,4.4,4-2-0,66.7%,33.3%,2.8,5-2-0,71.4%,28.6%,4.4,5-2-0,71.4%,28.6%,0.4,6-2-0,75.0%,25.0%,7.8,6-2-0,75.0%,25.0%,4.2,1-3-0,25.0%,75.0%,-8.3,7-1-0,87.5%,12.5%,9.1,3-0-0,100.0%,0.0%,4.7,2-4-0,33.3%,66.7%,-6.3,2-0-0,100.0%,0.0%,6.3
Indiana,10-4-0,71.4%,28.6%,1.0,6-2-0,75.0%,25.0%,1.4,0-1-0,0.0%,100.0%,-12.0,7-0-0,100.0%,0.0%,14.2,3-3-0,50.0%,50.0%,-12.2,4-4-0,50.0%,50.0%,-6.7,4-2-0,66.7%,33.3%,6.7,6-2-0,75.0%,25.0%,-3.2,6-0-0,100.0%,0.0%,11.3,2-0-0,100.0%,0.0%,10.5,7-2-0,77.8%,22.2%,2.4,1-1-0,50.0%,50.0%,-8.0,3-1-0,75.0%,25.0%,4.9,1-1-0,50.0%,50.0%,-8.0
Golden State,9-4-0,69.2%,30.8%,3.0,7-2-0,77.8%,22.2%,3.7,1-0-0,100.0%,0.0%,22.0,2-0-0,100.0%,0.0%,14.0,6-4-0,60.0%,40.0%,-1.1,6-2-0,75.0%,25.0%,6.6,5-0-0,100.0%,0.0%,17.1,4-4-0,50.0%,50.0%,-5.8,3-2-0,60.0%,40.0%,-2.6,0-1-0,0.0%,100.0%,-26.0,6-2-0,75.0%,25.0%,3.9,2-2-0,50.0%,50.0%,1.6,,,,,2-1-0,66.7%,33.3%,4.0
Denver,8-4-0,66.7%,33.3%,7.7,6-2-0,75.0%,25.0%,5.6,0-2-0,0.0%,100.0%,-31.0,2-2-0,50.0%,50.0%,0.0,6-1-0,85.7%,14.3%,18.8,3-2-0,60.0%,40.0%,10.3,2-1-0,66.7%,33.3%,1.2,6-3-0,66.7%,33.3%,9.8,5-2-0,71.4%,28.6%,5.8,2-0-0,100.0%,0.0%,37.5,5-2-0,71.4%,28.6%,9.0,0-1-0,0.0%,100.0%,-22.5,2-1-0,66.7%,33.3%,23.3,1-0-0,100.0%,0.0%,16.0
Cleveland,10-5-0,66.7%,33.3%,8.7,7-3-0,70.0%,30.0%,10.1,1-0-0,100.0%,0.0%,17.0,,,,,9-5-0,64.3%,35.7%,8.1,4-3-0,57.1%,42.9%,7.7,0-2-0,0.0%,100.0%,-5.8,10-3-0,76.9%,23.1%,10.9,6-2-0,75.0%,25.0%,9.6,1-2-0,33.3%,66.7%,1.7,8-3-0,72.7%,27.3%,9.9,2-0-0,100.0%,0.0%,8.8,1-2-0,33.3%,66.7%,4.2,,,,
Memphis,9-5-0,64.3%,35.7%,3.0,6-2-0,75.0%,25.0%,6.8,1-0-0,100.0%,0.0%,20.5,3-3-0,50.0%,50.0%,-2.6,5-2-0,71.4%,28.6%,5.4,5-2-0,71.4%,28.6%,6.3,4-1-0,80.0%,20.0%,6.1,5-4-0,55.6%,44.4%,1.3,4-3-0,57.1%,42.9%,-0.2,1-1-0,50.0%,50.0%,2.0,6-4-0,60.0%,40.0%,0.0,0-2-0,0.0%,100.0%,-7.3,3-1-0,75.0%,25.0%,0.8,1-0-0,100.0%,0.0%,18.0
Minnesota,9-5-0,64.3%,35.7%,4.0,5-4-0,55.6%,44.4%,1.2,0-1-0,0.0%,100.0%,-11.0,4-2-0,66.7%,33.3%,5.7,5-2-0,71.4%,28.6%,4.7,5-2-0,71.4%,28.6%,7.6,,,,,9-5-0,64.3%,35.7%,4.0,4-3-0,57.1%,42.9%,0.4,2-1-0,66.7%,33.3%,-2.0,4-3-0,57.1%,42.9%,2.4,2-1-0,66.7%,33.3%,11.5,2-0-0,100.0%,0.0%,5.5,3-0-0,100.0%,0.0%,18.8
Washington,8-5-0,61.5%,38.5%,3.8,4-4-0,50.0%,50.0%,2.8,0-1-0,0.0%,100.0%,-7.0,7-3-0,70.0%,30.0%,4.5,1-1-0,50.0%,50.0%,5.8,5-2-0,71.4%,28.6%,3.1,8-5-0,61.5%,38.5%,3.8,,,,,3-3-0,50.0%,50.0%,4.7,1-1-0,50.0%,50.0%,-12.5,6-2-0,75.0%,25.0%,11.1,3-1-0,75.0%,25.0%,5.6,1-0-0,100.0%,0.0%,4.5,1-1-0,50.0%,50.0%,-3.8
Phoenix,9-6-0,60.0%,40.0%,-1.1,5-3-0,62.5%,37.5%,-1.7,1-0-0,100.0%,0.0%,4.5,2-3-0,40.0%,60.0%,-8.4,6-3-0,66.7%,33.3%,2.3,6-2-0,75.0%,25.0%,1.8,3-4-0,42.9%,57.1%,-5.1,6-2-0,75.0%,25.0%,2.4,3-4-0,42.9%,57.1%,-4.4,1-2-0,33.3%,66.7%,-4.5,6-4-0,60.0%,40.0%,-3.2,1-1-0,50.0%,50.0%,-2.3,3-2-0,60.0%,40.0%,0.3,1-0-0,100.0%,0.0%,24.0
Toronto,9-6-0,60.0%,40.0%,4.3,6-2-0,75.0%,25.0%,6.5,1-0-0,100.0%,0.0%,17.0,7-5-0,58.3%,41.7%,3.8,1-1-0,50.0%,50.0%,1.0,3-5-0,37.5%,62.5%,-1.3,9-6-0,60.0%,40.0%,4.3,,,,,6-1-0,85.7%,14.3%,10.7,2-2-0,50.0%,50.0%,6.6,6-2-0,75.0%,25.0%,8.7,1-2-0,33.3%,66.7%,-12.2,2-2-0,50.0%,50.0%,12.3,0-2-0,0.0%,100.0%,-24.3
Chicago,9-6-0,60.0%,40.0%,6.4,6-4-0,60.0%,40.0%,4.8,1-0-0,100.0%,0.0%,9.0,6-3-0,66.7%,33.3%,11.7,2-3-0,40.0%,60.0%,-3.8,6-3-0,66.7%,33.3%,8.3,8-6-0,57.1%,42.9%,4.6,1-0-0,100.0%,0.0%,31.5,3-3-0,50.0%,50.0%,3.5,1-2-0,33.3%,66.7%,1.3,6-4-0,60.0%,40.0%,5.1,2-1-0,66.7%,33.3%,14.5,1-1-0,50.0%,50.0%,2.3,1-0-0,100.0%,0.0%,31.5
New York,8-6-0,57.1%,42.9%,5.4,7-2-0,77.8%,22.2%,11.3,1-0-0,100.0%,0.0%,19.5,3-3-0,50.0%,50.0%,4.3,4-3-0,57.1%,42.9%,4.4,5-2-0,71.4%,28.6%,7.8,1-0-0,100.0%,0.0%,19.5,7-6-0,53.9%,46.2%,4.3,3-4-0,42.9%,57.1%,3.0,2-0-0,100.0%,0.0%,11.0,5-3-0,62.5%,37.5%,7.8,0-4-0,0.0%,100.0%,-10.4,1-0-0,100.0%,0.0%,15.0,0-3-0,0.0%,100.0%,-9.3
LA Lakers,7-6-0,53.9%,46.2%,4.2,5-4-0,55.6%,44.4%,3.7,0-1-0,0.0%,100.0%,-11.0,3-1-0,75.0%,25.0%,12.9,4-4-0,50.0%,50.0%,1.7,4-3-0,57.1%,42.9%,2.8,2-2-0,50.0%,50.0%,0.8,5-4-0,55.6%,44.4%,5.7,3-3-0,50.0%,50.0%,5.8,1-1-0,50.0%,50.0%,4.8,4-3-0,57.1%,42.9%,4.9,1-2-0,33.3%,66.7%,-2.0,1-0-0,100.0%,0.0%,27.0,2-1-0,66.7%,33.3%,7.2
New Orleans,7-6-1,53.9%,46.2%,-2.4,6-5-0,54.6%,45.5%,-1.2,1-0-0,100.0%,0.0%,9.0,4-4-1,50.0%,50.0%,-3.6,2-2-0,50.0%,50.0%,-2.5,2-4-0,33.3%,66.7%,-9.3,4-5-0,44.4%,55.6%,-5.6,3-1-1,75.0%,25.0%,3.4,5-2-1,71.4%,28.6%,2.8,0-2-1,0.0%,100.0%,-14.5,5-4-0,55.6%,44.4%,-0.2,1-0-0,100.0%,0.0%,2.5,0-1-1,0.0%,100.0%,-11.3,1-0-0,100.0%,0.0%,2.5
Miami,7-6-0,53.9%,46.2%,0.9,6-4-0,60.0%,40.0%,2.6,1-0-0,100.0%,0.0%,5.0,3-4-0,42.9%,57.1%,-1.7,3-2-0,60.0%,40.0%,3.8,5-3-0,62.5%,37.5%,4.5,5-1-0,83.3%,16.7%,4.3,2-5-0,28.6%,71.4%,-1.9,2-3-0,40.0%,60.0%,-4.8,0-1-0,0.0%,100.0%,-17.0,5-3-0,62.5%,37.5%,3.6,1-1-0,50.0%,50.0%,1.5,0-1-0,0.0%,100.0%,-17.0,1-2-0,33.3%,66.7%,-1.7
Sacramento,8-7-0,53.3%,46.7%,1.3,3-4-0,42.9%,57.1%,2.2,1-0-0,100.0%,0.0%,10.0,4-2-0,66.7%,33.3%,5.2,3-5-0,37.5%,62.5%,-2.8,4-3-0,57.1%,42.9%,4.0,4-1-0,80.0%,20.0%,16.4,4-6-0,40.0%,60.0%,-6.3,4-4-0,50.0%,50.0%,-1.1,2-2-0,50.0%,50.0%,-0.5,4-5-0,44.4%,55.6%,0.9,4-2-0,66.7%,33.3%,0.6,1-1-0,50.0%,50.0%,0.0,1-0-0,100.0%,0.0%,2.5
Brooklyn,7-7-0,50.0%,50.0%,5.4,4-4-0,50.0%,50.0%,-0.1,1-0-0,100.0%,0.0%,12.5,3-5-0,37.5%,62.5%,-0.9,3-2-0,60.0%,40.0%,14.2,4-4-0,50.0%,50.0%,2.5,5-6-0,45.5%,54.6%,8.3,2-1-0,66.7%,33.3%,-5.0,3-3-0,50.0%,50.0%,9.3,0-3-0,0.0%,100.0%,-10.0,6-3-0,66.7%,33.3%,11.4,2-1-0,66.7%,33.3%,29.5,1-2-0,33.3%,66.7%,-4.0,0-1-0,0.0%,100.0%,-9.0
San Antonio,7-7-0,50.0%,50.0%,-2.4,5-2-0,71.4%,28.6%,7.7,1-0-0,100.0%,0.0%,2.5,2-5-0,28.6%,71.4%,-10.9,4-2-0,66.7%,33.3%,6.8,3-3-0,50.0%,50.0%,-10.0,5-5-0,50.0%,50.0%,-5.6,2-2-0,50.0%,50.0%,5.8,4-4-0,50.0%,50.0%,3.4,1-2-0,33.3%,66.7%,-15.7,5-5-0,50.0%,50.0%,1.2,1-2-0,33.3%,66.7%,-5.7,1-3-0,25.0%,75.0%,-17.5,,,,
Boston,7-7-0,50.0%,50.0%,4.9,3-3-0,50.0%,50.0%,4.6,1-0-0,100.0%,0.0%,19.5,1-2-0,33.3%,66.7%,8.0,5-5-0,50.0%,50.0%,2.5,3-5-0,37.5%,62.5%,4.3,,,,,7-7-0,50.0%,50.0%,4.9,4-2-0,66.7%,33.3%,5.7,1-1-0,50.0%,50.0%,9.0,4-6-0,40.0%,60.0%,1.2,2-2-0,50.0%,50.0%,3.8,2-2-0,50.0%,50.0%,6.4,1-0-0,100.0%,0.0%,18.5
Okla City,7-7-0,50.0%,50.0%,-5.5,4-3-0,57.1%,42.9%,-5.3,0-1-0,0.0%,100.0%,-39.5,2-0-0,100.0%,0.0%,27.5,5-6-0,45.5%,54.6%,-8.5,2-3-0,40.0%,60.0%,-6.8,0-1-0,0.0%,100.0%,-39.5,7-6-0,53.9%,46.2%,-2.9,5-4-0,55.6%,44.4%,-4.8,2-1-0,66.7%,33.3%,7.0,5-4-0,55.6%,44.4%,-4.0,1-3-0,25.0%,75.0%,-15.4,2-1-0,66.7%,33.3%,7.0,0-1-0,0.0%,100.0%,-23.0
Philadelphia,6-7-0,46.2%,53.9%,-2.8,4-5-0,44.4%,55.6%,-1.0,1-0-0,100.0%,0.0%,10.5,5-5-0,50.0%,50.0%,-2.5,0-2-0,0.0%,100.0%,-11.0,3-4-0,42.9%,57.1%,-4.7,4-5-0,44.4%,55.6%,-2.8,2-2-0,50.0%,50.0%,-2.6,3-3-0,50.0%,50.0%,-0.5,1-0-0,100.0%,0.0%,1.5,3-5-0,37.5%,62.5%,-2.4,1-2-0,33.3%,66.7%,-9.5,1-0-0,100.0%,0.0%,1.5,1-2-0,33.3%,66.7%,-9.5
Portland,6-7-1,46.2%,53.9%,-1.0,5-3-0,62.5%,37.5%,5.7,1-0-0,100.0%,0.0%,22.0,3-4-1,42.9%,57.1%,-3.4,2-3-0,40.0%,60.0%,-1.8,2-3-1,40.0%,60.0%,-7.3,6-7-1,46.2%,53.9%,-1.0,,,,,4-4-0,50.0%,50.0%,3.7,1-3-0,25.0%,75.0%,-14.4,3-3-1,50.0%,50.0%,3.2,1-1-1,50.0%,50.0%,-0.5,0-3-0,0.0%,100.0%,-19.5,1-1-0,50.0%,50.0%,-0.8
Houston,6-8-1,42.9%,57.1%,-2.9,5-4-1,55.6%,44.4%,-1.6,0-1-0,0.0%,100.0%,-15.5,1-3-0,25.0%,75.0%,-8.4,5-4-1,55.6%,44.4%,0.6,2-5-0,28.6%,71.4%,-7.3,1-3-0,25.0%,75.0%,-10.0,5-5-1,50.0%,50.0%,-0.3,4-3-1,57.1%,42.9%,1.0,0-3-0,0.0%,100.0%,-21.2,6-3-1,66.7%,33.3%,5.2,0-1-0,0.0%,100.0%,-16.0,1-3-0,25.0%,75.0%,-2.8,0-1-0,0.0%,100.0%,-16.0
Dallas,6-8-0,42.9%,57.1%,-4.6,3-3-0,50.0%,50.0%,-2.3,1-0-0,100.0%,0.0%,2.5,2-5-0,28.6%,71.4%,-11.9,3-3-0,50.0%,50.0%,2.6,4-2-0,66.7%,33.3%,3.7,4-0-0,100.0%,0.0%,9.5,2-8-0,20.0%,80.0%,-10.3,2-6-0,25.0%,75.0%,-10.9,3-0-0,100.0%,0.0%,17.2,2-7-0,22.2%,77.8%,-10.2,0-3-0,0.0%,100.0%,-22.3,3-2-0,60.0%,40.0%,3.1,0-1-0,0.0%,100.0%,-27.0
Orlando,6-9-0,40.0%,60.0%,-8.8,5-5-0,50.0%,50.0%,-4.0,1-0-0,100.0%,0.0%,5.0,3-3-0,50.0%,50.0%,-6.7,2-6-0,25.0%,75.0%,-12.1,4-4-0,50.0%,50.0%,-6.7,4-2-0,66.7%,33.3%,-3.9,2-7-0,22.2%,77.8%,-12.1,2-5-0,28.6%,71.4%,-11.2,1-2-0,33.3%,66.7%,-18.8,4-6-0,40.0%,60.0%,-7.7,1-1-0,50.0%,50.0%,2.5,0-3-0,0.0%,100.0%,-32.3,0-1-0,0.0%,100.0%,-4.0
Utah,5-8-0,38.5%,61.5%,-2.2,1-5-0,16.7%,83.3%,-6.3,1-0-0,100.0%,0.0%,20.5,2-7-0,22.2%,77.8%,-6.0,2-1-0,66.7%,33.3%,1.7,3-4-0,42.9%,57.1%,3.3,5-8-0,38.5%,61.5%,-2.2,,,,,2-4-0,33.3%,66.7%,-8.6,0-2-0,0.0%,100.0%,-13.0,3-4-0,42.9%,57.1%,0.4,3-2-0,60.0%,40.0%,-4.3,1-1-0,50.0%,50.0%,15.5,1-2-0,33.3%,66.7%,-8.5
Milwaukee,5-9-0,35.7%,64.3%,-3.6,4-4-0,50.0%,50.0%,-0.6,1-0-0,100.0%,0.0%,10.5,1-8-0,11.1%,88.9%,-12.3,3-1-0,75.0%,25.0%,12.4,3-4-0,42.9%,57.1%,-2.4,1-3-0,25.0%,75.0%,-6.4,4-6-0,40.0%,60.0%,-2.5,2-5-0,28.6%,71.4%,-4.8,1-2-0,33.3%,66.7%,5.0,2-5-0,28.6%,71.4%,-9.6,0-3-0,0.0%,100.0%,-12.3,1-2-0,33.3%,66.7%,-2.8,1-2-0,33.3%,66.7%,-3.0
LA Clippers,5-9-1,35.7%,64.3%,-1.6,3-2-1,60.0%,40.0%,-1.1,1-0-0,100.0%,0.0%,4.5,3-3-1,50.0%,50.0%,1.4,1-6-0,14.3%,85.7%,-5.5,2-3-1,40.0%,60.0%,4.5,4-5-1,44.4%,55.6%,0.8,1-4-0,20.0%,80.0%,-6.3,3-6-0,33.3%,66.7%,-5.7,1-3-0,25.0%,75.0%,-5.9,3-4-1,42.9%,57.1%,1.0,1-4-0,20.0%,80.0%,1.2,1-3-0,25.0%,75.0%,-5.9,0-2-0,0.0%,100.0%,-6.5
Detroit,5-11-0,31.3%,68.8%,-2.8,4-8-0,33.3%,66.7%,-0.3,0-1-0,0.0%,100.0%,-12.0,3-5-0,37.5%,62.5%,-4.4,2-5-0,28.6%,71.4%,0.3,1-7-0,12.5%,87.5%,-9.6,4-7-0,36.4%,63.6%,-1.5,1-4-0,20.0%,80.0%,-5.6,4-4-0,50.0%,50.0%,4.0,2-2-0,50.0%,50.0%,10.5,3-8-0,27.3%,72.7%,-6.8,,,,,1-3-0,25.0%,75.0%,-10.3,,,,
Charlotte,4-9-0,30.8%,69.2%,-2.4,1-8-0,11.1%,88.9%,-11.1,0-1-0,0.0%,100.0%,-15.5,2-5-0,28.6%,71.4%,0.1,2-3-0,40.0%,60.0%,-3.3,2-4-0,33.3%,66.7%,-1.7,3-9-0,25.0%,75.0%,-6.5,1-0-0,100.0%,0.0%,46.0,2-5-0,28.6%,71.4%,-3.1,1-2-0,33.3%,66.7%,-1.0,1-6-0,14.3%,85.7%,-9.8,2-0-0,100.0%,0.0%,27.8,1-1-0,50.0%,50.0%,6.3,2-0-0,100.0%,0.0%,27.8
