Team,Over Record,Over %,Under %,Total +/-
Denver,566-503-16,53.0%,47.1%,+1.3
Sacramento,503-459-22,52.3%,47.7%,+1.1
Milwaukee,503-461-11,52.2%,47.8%,+1.0
Atlanta,524-484-9,52.0%,48.0%,+1.4
Minnesota,505-484-12,51.1%,48.9%,+0.3
Phoenix,540-526-9,50.7%,49.3%,+0.5
Okla City,550-538-16,50.6%,49.5%,+0.6
Portland,515-510-14,50.2%,49.8%,+0.5
Utah,509-506-18,50.2%,49.9%,0.0
San Antonio,562-559-14,50.1%,49.9%,+0.2
Detroit,499-500-15,50.0%,50.1%,-0.2
Brooklyn,494-499-14,49.8%,50.3%,0.0
LA Lakers,563-570-9,49.7%,50.3%,-0.2
Miami,569-578-11,49.6%,50.4%,-0.4
Indiana,505-514-13,49.6%,50.4%,-0.1
LA Clippers,494-509-23,49.3%,50.8%,+0.2
New York,497-513-8,49.2%,50.8%,+0.4
Cleveland,501-519-10,49.1%,50.9%,+0.2
Toronto,523-542-11,49.1%,50.9%,+0.8
New Orleans,488-507-10,49.1%,51.0%,+0.2
Houston,506-529-15,48.9%,51.1%,+0.1
Dallas,532-560-16,48.7%,51.3%,+0.1
Boston,559-589-8,48.7%,51.3%,0.0
Golden State,512-545-13,48.4%,51.6%,-0.4
Washington,470-503-20,48.3%,51.7%,+0.5
Charlotte,420-459-13,47.8%,52.2%,-0.2
Chicago,463-507-12,47.7%,52.3%,0.0
Memphis,471-521-10,47.5%,52.5%,-0.2
Philadelphia,456-544-19,45.6%,54.4%,-1.4
Orlando,462-558-14,45.3%,54.7%,-0.8
