Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Cleveland,12-4-0,1.0,1.0,0.869281045751634,7-3-0,0.7874015748031495,0.9930313588850173,0.6717171717171717,1-0-0,1.0,0.9166666666666666,0.9122807017543859,0,0.0,0.528846153846154,0.31226765799256506,11-4-0,0.733,0.9396551724137931,0.873015873015873,6-2-0,0.8751458576429405,0.8776119402985074,0.8277153558052435,3-0-0,1.0,0.6394736842105263,0.6529411764705882,9-4-0,0.8894601542416453,1.0,0.9356223175965666,6-2-0,0.8501400560224088,0.8943894389438942,0.7624309392265194,2-1-0,0.667,0.7544303797468355,0.37581699346405234,9-3-0,1.0,0.9952830188679246,0.7961783439490446,1-1-0,0.5,0.9908536585365855,0.5405405405405405,4-0-0,1.0,0.6753623188405797,0.6518771331058021,0,0.0,0.48888888888888893,0.5,8.0,4.0,1.0,0.0,7.0,4.0,3.0,5.0,4.0,1.0,6.0,0.0,4.0,0.0,0.0167774986453868,0.31549133969600573,8.0,0.3605263157894737
Brooklyn,10-4-1,0.9306358381502893,0.45210727969348663,0.7450980392156863,5-3-1,0.7030371203599549,0.4111498257839721,0.5101010101010102,1-0-0,1.0,0.4444444444444444,0.543859649122807,6-2-1,0.75,0.5256410256410258,0.5724907063197027,3-2-0,0.6,0.1594827586206896,0.49735449735449744,6-1-1,1.0,0.5014925373134328,0.8389513108614232,8-2-1,0.8,0.5052631578947369,0.6617647058823529,2-2-0,0.6426735218508998,0.36283185840707965,0.6008583690987124,4-3-0,0.5994397759103641,0.3663366336633663,0.5138121546961326,3-0-0,1.0,0.6278481012658228,0.738562091503268,5-4-1,0.6325757575757576,0.2783018867924528,0.4968152866242038,2-1-0,0.667,0.31097560975609756,0.4662162162162162,3-0-0,1.0,0.6724637681159421,0.795221843003413,1-0-0,1.0,0.4,0.7878787878787878,6.5,2.5,1.0,4.5,1.0,5.5,6.5,0.0,1.0,3.0,1.5,1.0,3.0,1.0,-0.13515590365006652,-0.36148815835984455,7.25,-0.1424312994876572
Golden State,9-4-0,0.8882466281310213,0.9310344827586207,1.0,8-1-0,1.0,1.0,1.0,1-0-0,1.0,1.0,1.0,2-0-0,1.0,0.9935897435897438,1.0,6-4-0,0.6,0.7586206896551724,0.8148148148148149,6-2-0,0.8751458576429405,0.9343283582089552,1.0,4-1-0,0.8,0.7210526315789474,0.7676470588235293,5-3-0,0.8033419023136247,0.9646017699115044,0.9785407725321889,3-2-0,0.6400560224089635,0.6798679867986798,0.6353591160220995,1-0-0,1.0,0.9240506329113924,0.7124183006535949,6-2-0,1.0,0.8820754716981132,0.9299363057324841,1-3-0,0.25,0.6554878048780488,0.3851351351351351,0,0.0,0.5072463768115942,0.4368600682593857,1-2-0,0.33299999999999996,0.548888888888889,0.5060606060606061,5.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,-2.0,0.0,-1.0,-0.25446037141027544,0.14824142806645457,6.5,0.24354913833255698
Toronto,10-5-0,0.8400770712909442,0.33333333333333337,0.6862745098039216,5-3-0,0.7030371203599549,0.26480836236933797,0.4494949494949495,0-1-0,0.0,0.08333333333333337,0.08771929824561409,8-4-0,0.667,0.3974358974358976,0.4609665427509294,2-0-0,1.0,0.2241379310344827,1.0,5-3-0,0.7292882147024504,0.3253731343283581,0.6816479400749063,10-5-0,0.667,0.4447368421052632,0.5735294117647058,0,0.0,0.39823008849557523,0.7081545064377682,5-2-0,0.7997198879551821,0.3663366336633663,0.6795580110497238,3-1-0,0.75,0.3468354430379747,0.48692810457516345,6-2-0,1.0,0.35377358490566035,0.802547770700637,2-1-0,0.667,0.7073170731707318,0.7094594594594593,3-1-0,0.75,0.22318840579710147,0.5187713310580205,1-1-0,0.5,0.4222222222222223,0.5393939393939394,5.0,2.0,-1.0,4.0,2.0,2.0,5.0,0.0,3.0,2.0,4.0,1.0,2.0,0.0,0.04096349933500815,0.4841286673736303,6.125,-0.04650675360968798
Houston,10-5-0,0.8400770712909442,0.8697318007662835,0.869281045751634,7-3-0,0.7874015748031495,0.9024390243902438,0.7070707070707071,0-1-0,0.0,0.4305555555555556,0.2719298245614035,3-1-0,0.75,0.8429487179487181,0.6022304832713754,7-3-0,0.7000000000000001,0.8663793103448276,0.9841269841269842,4-3-0,0.6662777129521587,0.7044776119402985,0.7790262172284643,3-1-0,0.75,0.5921052631578947,0.6294117647058823,7-4-0,0.8174807197943446,0.8805309734513275,0.9484978540772532,6-2-0,0.8501400560224088,0.8415841584158414,0.8287292817679558,2-1-0,0.667,0.6379746835443039,0.33006535947712423,7-3-0,0.9053030303030303,1.0,1.0,1-0-0,1.0,0.8384146341463415,0.9459459459459458,2-2-0,0.5,0.5217391304347826,0.44709897610921506,1-0-0,1.0,0.6222222222222222,0.8787878787878788,5.0,4.0,-1.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,0.137106546475543,0.31667550371155895,5.9,0.2884257102934328
Portland,8-5-1,0.7398843930635839,0.30268199233716475,0.5686274509803921,4-4-0,0.562429696287964,0.13937282229965153,0.22222222222222224,0-1-0,0.0,0.0,0.0,6-2-0,0.75,0.435897435897436,0.4684014869888476,2-2-1,0.5,0.18534482758620685,0.7089947089947091,3-2-1,0.7001166861143524,0.40597014925373126,0.6928838951310861,8-5-1,0.615,0.4236842105263158,0.5205882352941177,0,0.0,0.39823008849557523,0.7081545064377682,5-3-0,0.6750700280112044,0.22112211221122108,0.47513812154696133,2-1-1,0.667,0.31645569620253167,0.4150326797385621,5-2-0,0.9318181818181821,0.40094339622641506,0.7515923566878981,2-1-0,0.667,0.7469512195121951,0.7263513513513513,2-0-1,1.0,0.33333333333333337,0.6177474402730376,1-1-0,0.5,0.38888888888888895,0.48484848484848486,3.5,0.0,-1.0,4.0,0.5,1.5,3.5,0.0,2.0,1.5,3.0,1.0,2.5,0.0,-0.18484803704251018,0.41361788617886175,5.0,-0.025454122030740545
Okla City,9-6-0,0.7109826589595376,0.9770114942528736,0.6666666666666667,5-2-0,0.8031496062992126,0.9059233449477351,0.5606060606060607,1-0-0,1.0,0.7083333333333333,0.7982456140350878,1-2-0,0.33299999999999996,0.730769230769231,0.24907063197026025,7-4-0,0.636,1.0,0.7566137566137567,4-2-0,0.7782963827304551,0.9014925373134328,0.7415730337078651,1-0-0,1.0,1.0,1.0,8-6-0,0.7339331619537276,0.8584070796460177,0.7553648068669527,5-4-0,0.5784313725490197,0.8217821782178216,0.569060773480663,2-1-0,0.667,0.9063291139240506,0.542483660130719,6-4-0,0.715909090909091,0.9245283018867925,0.4713375796178344,2-2-0,0.5,1.0,0.5439189189189189,2-2-0,0.5,0.7768115942028986,0.4744027303754267,0-1-0,0.0,0.7555555555555555,0.48484848484848486,3.0,3.0,1.0,-1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,-1.0,-0.0797103590956112,0.22318840579710142,4.3,-0.1415929203539823
LA Clippers,9-6-0,0.7109826589595376,0.5708812260536399,0.6601307189542485,4-2-0,0.7502812148481439,0.5087108013937282,0.4898989898989899,1-0-0,1.0,0.4583333333333333,0.5350877192982456,3-4-0,0.429,0.4230769230769232,0.26022304832713755,5-2-0,0.7140000000000001,0.6724137931034483,0.9523809523809524,4-2-0,0.7782963827304551,0.5283582089552238,0.7790262172284643,6-4-0,0.6,0.5210526315789473,0.5823529411764706,3-2-0,0.7712082262210798,0.6902654867256637,0.7424892703862661,5-4-0,0.5784313725490197,0.5148514851485148,0.5248618784530387,2-2-0,0.5,0.589873417721519,0.48039215686274517,5-3-0,0.7632575757575759,0.45754716981132076,0.5477707006369427,3-2-0,0.6,0.6310975609756098,0.5101351351351351,2-2-0,0.5,0.5594202898550725,0.6040955631399318,1-1-0,0.5,0.5333333333333333,0.5545454545454546,3.0,2.0,1.0,-1.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,-0.013506723806709031,0.07167727112053723,3.9,0.16921285514671636
Memphis,9-6-0,0.7109826589595376,0.8122605363984674,0.8366013071895425,5-4-0,0.625421822272216,0.7212543554006968,0.5808080808080808,0-1-0,0.0,0.5277777777777778,0.49122807017543857,5-1-0,0.833,0.794871794871795,0.5650557620817844,4-4-0,0.5,0.7413793103448276,0.8677248677248678,4-3-0,0.6662777129521587,0.7313432835820894,0.8426966292134831,4-1-0,0.8,0.6578947368421053,0.7058823529411764,5-5-0,0.6426735218508998,0.7787610619469026,0.8669527896995708,5-3-0,0.6750700280112044,0.726072607260726,0.6906077348066298,2-0-0,1.0,1.0,1.0,6-5-0,0.6136363636363638,0.7688679245283019,0.6624203821656052,0-2-0,0.0,0.426829268292683,0.0,4-0-0,1.0,0.9362318840579711,1.0,1-0-0,1.0,0.3777777777777778,0.5606060606060606,3.0,1.0,-1.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,-2.0,4.0,1.0,-0.0052706763213634655,-0.5094026157652881,3.5,0.12086632510479733
Detroit,9-6-1,0.7109826589595376,0.521072796934866,0.673202614379085,5-6-1,0.5118110236220472,0.4041811846689895,0.35353535353535354,0-1-0,0.0,0.4166666666666667,0.49122807017543857,6-2-0,0.75,0.5480769230769232,0.5018587360594795,3-3-1,0.5,0.3922413793103448,0.6296296296296297,5-2-1,0.8331388564760794,0.6686567164179104,0.8239700374531834,7-3-1,0.7000000000000001,0.5263157894736842,0.6,2-3-0,0.5141388174807198,0.5221238938053098,0.703862660944206,4-4-0,0.5,0.3003300330033003,0.43646408839779005,2-1-1,0.667,0.47341772151898737,0.4150326797385621,7-4-0,0.7840909090909092,0.49056603773584906,0.643312101910828,0,0.0,0.6554878048780488,0.5236486486486486,4-0-0,1.0,0.6521739130434783,0.7883959044368601,0,0.0,0.48888888888888893,0.5,3.5,-0.5,-1.0,4.0,0.5,3.5,4.5,-1.0,0.0,1.5,3.0,0.0,4.0,0.0,-0.36832668341461006,0.003313891834570537,3.2,-0.004191895668374412
