Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
San Antonio,12-11-0,52.2%,47.8%,0.0,8-3-0,72.7%,27.3%,9.9,1-0-0,100.0%,0.0%,2.5,5-6-0,45.5%,54.6%,-0.9,6-5-0,54.6%,45.5%,0.7,5-4-0,55.6%,44.4%,-5.4,7-9-0,43.8%,56.3%,-5.4,5-2-0,71.4%,28.6%,12.4,7-7-0,50.0%,50.0%,3.5,2-3-0,40.0%,60.0%,-6.1,7-7-0,50.0%,50.0%,-0.4,2-4-0,33.3%,66.7%,-5.4,2-4-0,33.3%,66.7%,-12.6,2-1-0,66.7%,33.3%,11.3
Houston,11-11-1,50.0%,50.0%,-2.7,7-7-1,50.0%,50.0%,-5.1,0-1-0,0.0%,100.0%,-15.5,3-4-0,42.9%,57.1%,-5.9,8-6-1,57.1%,42.9%,-0.4,5-6-0,45.5%,54.6%,-4.6,4-3-0,57.1%,42.9%,-2.3,7-8-1,46.7%,53.3%,-2.9,6-5-1,54.6%,45.5%,-1.0,1-4-0,20.0%,80.0%,-13.9,8-5-1,61.5%,38.5%,1.1,2-1-0,66.7%,33.3%,2.3,2-3-0,40.0%,60.0%,1.4,2-1-0,66.7%,33.3%,2.3
Washington,10-10-0,50.0%,50.0%,-2.0,5-5-0,50.0%,50.0%,0.6,0-1-0,0.0%,100.0%,-7.0,9-8-0,52.9%,47.1%,-2.6,1-1-0,50.0%,50.0%,5.8,6-4-0,60.0%,40.0%,-2.2,10-10-0,50.0%,50.0%,-2.0,,,,,4-6-0,40.0%,60.0%,-1.8,1-2-0,33.3%,66.7%,-11.3,7-4-0,63.6%,36.4%,5.8,3-3-0,50.0%,50.0%,-6.8,2-2-0,50.0%,50.0%,-1.0,2-3-0,40.0%,60.0%,-12.4
Sacramento,12-12-0,50.0%,50.0%,1.0,5-7-0,41.7%,58.3%,0.7,1-0-0,100.0%,0.0%,10.0,8-5-0,61.5%,38.5%,4.4,3-7-0,30.0%,70.0%,-4.4,5-7-0,41.7%,58.3%,0.4,5-3-0,62.5%,37.5%,9.8,7-9-0,43.8%,56.3%,-3.4,7-5-0,58.3%,41.7%,1.6,4-2-0,66.7%,33.3%,6.2,6-9-0,40.0%,60.0%,0.0,4-4-0,50.0%,50.0%,-2.9,3-1-0,75.0%,25.0%,9.8,1-1-0,50.0%,50.0%,-11.8
New Orleans,11-11-1,50.0%,50.0%,-1.3,7-9-0,43.8%,56.3%,-2.4,1-0-0,100.0%,0.0%,9.0,8-9-1,47.1%,52.9%,-1.6,2-2-0,50.0%,50.0%,-2.5,5-7-0,41.7%,58.3%,-5.6,8-9-0,47.1%,52.9%,-2.2,3-2-1,60.0%,40.0%,1.2,6-4-1,60.0%,40.0%,3.4,2-2-1,50.0%,50.0%,-5.7,5-8-0,38.5%,61.5%,-2.9,3-1-0,75.0%,25.0%,6.8,1-1-1,50.0%,50.0%,-6.0,3-1-0,75.0%,25.0%,6.8
LA Lakers,11-12-0,47.8%,52.2%,0.8,7-6-0,53.9%,46.2%,2.3,0-1-0,0.0%,100.0%,-11.0,5-5-0,50.0%,50.0%,5.4,6-6-0,50.0%,50.0%,-2.0,6-7-0,46.2%,53.9%,-0.2,4-5-0,44.4%,55.6%,-3.3,7-7-0,50.0%,50.0%,3.5,5-5-0,50.0%,50.0%,2.1,1-3-0,25.0%,75.0%,-7.4,7-6-0,53.9%,46.2%,2.9,3-4-0,42.9%,57.1%,0.0,1-2-0,33.3%,66.7%,-3.7,3-2-0,60.0%,40.0%,4.4
Boston,11-12-0,47.8%,52.2%,1.7,4-6-0,40.0%,60.0%,-1.2,1-0-0,100.0%,0.0%,19.5,1-3-0,25.0%,75.0%,0.1,9-9-0,50.0%,50.0%,1.1,4-7-0,36.4%,63.6%,1.8,0-1-0,0.0%,100.0%,-4.0,11-11-0,50.0%,50.0%,2.0,7-5-0,58.3%,41.7%,1.7,2-2-0,50.0%,50.0%,-1.0,5-9-0,35.7%,64.3%,1.0,5-2-0,71.4%,28.6%,9.9,2-4-0,33.3%,66.7%,-3.1,3-1-0,75.0%,25.0%,2.6
Brooklyn,11-12-0,47.8%,52.2%,3.6,6-6-0,50.0%,50.0%,0.0,1-0-0,100.0%,0.0%,12.5,4-9-0,30.8%,69.2%,-4.7,6-3-0,66.7%,33.3%,14.6,6-7-0,46.2%,53.9%,3.9,8-11-0,42.1%,57.9%,4.5,3-1-0,75.0%,25.0%,-0.9,5-5-0,50.0%,50.0%,3.2,1-4-0,20.0%,80.0%,-1.6,9-6-0,60.0%,40.0%,6.0,3-3-0,50.0%,50.0%,12.0,2-3-0,40.0%,60.0%,2.0,0-2-0,0.0%,100.0%,-6.3
Toronto,11-12-0,47.8%,52.2%,1.7,8-5-0,61.5%,38.5%,4.5,1-0-0,100.0%,0.0%,17.0,8-7-0,53.3%,46.7%,2.1,2-5-0,28.6%,71.4%,-1.3,4-8-0,33.3%,66.7%,-2.4,11-12-0,47.8%,52.2%,1.7,,,,,7-4-0,63.6%,36.4%,6.2,2-3-0,40.0%,60.0%,1.8,8-5-0,61.5%,38.5%,5.9,1-2-0,33.3%,66.7%,-12.2,2-5-0,28.6%,71.4%,2.4,0-4-0,0.0%,100.0%,-15.8
Philadelphia,10-11-0,47.6%,52.4%,-1.2,6-7-0,46.2%,53.9%,-0.5,1-0-0,100.0%,0.0%,10.5,7-8-0,46.7%,53.3%,-1.9,2-3-0,40.0%,60.0%,-1.4,5-5-0,50.0%,50.0%,-3.7,6-7-0,46.2%,53.9%,-0.6,4-4-0,50.0%,50.0%,-2.2,5-6-0,45.5%,54.6%,1.0,1-1-0,50.0%,50.0%,0.0,5-7-0,41.7%,58.3%,-1.7,3-3-0,50.0%,50.0%,-2.8,1-1-0,50.0%,50.0%,-1.0,3-3-0,50.0%,50.0%,-2.7
Detroit,11-13-0,45.8%,54.2%,0.9,8-8-0,50.0%,50.0%,2.3,0-1-0,0.0%,100.0%,-12.0,8-6-0,57.1%,42.9%,1.6,3-6-0,33.3%,66.7%,1.2,6-7-0,46.2%,53.9%,0.2,9-8-0,52.9%,47.1%,2.6,2-5-0,28.6%,71.4%,-3.4,5-6-0,45.5%,54.6%,1.7,3-3-0,50.0%,50.0%,10.3,6-9-0,40.0%,60.0%,-4.3,1-1-0,50.0%,50.0%,2.3,2-4-0,33.3%,66.7%,-3.5,2-0-0,100.0%,0.0%,17.5
Minnesota,10-12-0,45.5%,54.6%,-2.8,5-5-0,50.0%,50.0%,-1.7,0-1-0,0.0%,100.0%,-11.0,5-5-0,50.0%,50.0%,0.4,5-6-0,45.5%,54.6%,-5.0,5-6-0,45.5%,54.6%,-1.2,0-1-0,0.0%,100.0%,-10.0,10-11-0,47.6%,52.4%,-2.5,5-6-0,45.5%,54.6%,-4.4,2-2-0,50.0%,50.0%,-1.6,5-6-0,45.5%,54.6%,-4.5,2-6-0,25.0%,75.0%,-7.9,3-1-0,75.0%,25.0%,4.6,3-3-0,50.0%,50.0%,0.8
Utah,10-12-0,45.5%,54.6%,-0.4,5-6-0,45.5%,54.6%,0.0,1-0-0,100.0%,0.0%,20.5,6-11-0,35.3%,64.7%,-3.1,3-1-0,75.0%,25.0%,5.8,7-4-0,63.6%,36.4%,7.4,10-12-0,45.5%,54.6%,-0.4,,,,,3-8-0,27.3%,72.7%,-8.2,0-4-0,0.0%,100.0%,-11.6,6-5-0,54.6%,45.5%,3.5,3-2-0,60.0%,40.0%,-4.3,2-4-0,33.3%,66.7%,2.0,3-3-0,50.0%,50.0%,-3.5
Portland,10-12-1,45.5%,54.6%,-0.8,8-7-0,53.3%,46.7%,1.0,1-0-0,100.0%,0.0%,22.0,6-7-1,46.2%,53.9%,-3.4,3-5-0,37.5%,62.5%,0.9,4-7-1,36.4%,63.6%,-8.5,9-12-1,42.9%,57.1%,-1.5,1-0-0,100.0%,0.0%,16.0,6-5-0,54.6%,45.5%,7.6,1-4-0,20.0%,80.0%,-16.3,6-6-1,50.0%,50.0%,3.2,2-2-1,50.0%,50.0%,5.3,0-3-0,0.0%,100.0%,-19.5,2-2-0,50.0%,50.0%,0.0
Okla City,10-12-0,45.5%,54.6%,-5.4,5-6-0,45.5%,54.6%,-7.6,1-1-0,50.0%,50.0%,-12.8,3-2-0,60.0%,40.0%,9.1,7-9-0,43.8%,56.3%,-7.8,4-7-0,36.4%,63.6%,-6.8,0-1-0,0.0%,100.0%,-39.5,10-11-0,47.6%,52.4%,-3.8,6-5-0,54.6%,45.5%,-4.0,2-2-0,50.0%,50.0%,1.6,7-8-0,46.7%,53.3%,-5.1,2-3-0,40.0%,60.0%,-9.5,3-3-0,50.0%,50.0%,2.1,0-1-0,0.0%,100.0%,-23.0
Golden State,10-12-0,45.5%,54.6%,-3.7,7-7-0,50.0%,50.0%,-3.9,1-0-0,100.0%,0.0%,22.0,3-5-0,37.5%,62.5%,-4.6,6-7-0,46.2%,53.9%,-5.1,6-6-0,50.0%,50.0%,0.0,5-5-0,50.0%,50.0%,-0.2,5-7-0,41.7%,58.3%,-6.6,4-6-0,40.0%,60.0%,-8.1,0-3-0,0.0%,100.0%,-26.7,7-6-0,53.9%,46.2%,-1.2,3-3-0,50.0%,50.0%,4.6,0-2-0,0.0%,100.0%,-27.0,2-3-0,40.0%,60.0%,-1.4
Orlando,11-14-0,44.0%,56.0%,-4.9,8-10-0,44.4%,55.6%,-4.3,1-0-0,100.0%,0.0%,5.0,4-4-0,50.0%,50.0%,-2.6,6-10-0,37.5%,62.5%,-6.6,7-9-0,43.8%,56.3%,-4.6,6-2-0,75.0%,25.0%,1.2,5-12-0,29.4%,70.6%,-7.7,4-5-0,44.4%,55.6%,-5.3,2-3-0,40.0%,60.0%,-7.4,8-10-0,44.4%,55.6%,-4.8,2-1-0,66.7%,33.3%,10.8,1-3-0,25.0%,75.0%,-19.0,0-1-0,0.0%,100.0%,-4.0
Milwaukee,9-13-0,40.9%,59.1%,-2.3,6-6-0,50.0%,50.0%,-0.5,1-0-0,100.0%,0.0%,10.5,1-9-0,10.0%,90.0%,-12.4,7-4-0,63.6%,36.4%,5.8,4-6-0,40.0%,60.0%,-3.1,1-5-0,16.7%,83.3%,-8.7,8-8-0,50.0%,50.0%,0.2,5-7-0,41.7%,58.3%,-1.6,2-3-0,40.0%,60.0%,4.3,3-7-0,30.0%,70.0%,-8.1,1-4-0,20.0%,80.0%,-8.3,2-3-0,40.0%,60.0%,-0.4,3-3-0,50.0%,50.0%,-0.1
Charlotte,9-13-0,40.9%,59.1%,-2.8,4-11-0,26.7%,73.3%,-9.7,0-1-0,0.0%,100.0%,-15.5,6-9-0,40.0%,60.0%,-3.3,3-3-0,50.0%,50.0%,0.6,5-4-0,55.6%,44.4%,3.3,8-13-0,38.1%,61.9%,-5.1,1-0-0,100.0%,0.0%,46.0,4-9-0,30.8%,69.2%,-7.0,1-3-0,25.0%,75.0%,-3.9,5-9-0,35.7%,64.3%,-6.4,3-1-0,75.0%,25.0%,12.3,2-1-0,66.7%,33.3%,11.5,3-0-0,100.0%,0.0%,19.5
LA Clippers,9-14-1,39.1%,60.9%,-2.9,6-4-1,60.0%,40.0%,-1.4,1-0-0,100.0%,0.0%,4.5,4-4-1,50.0%,50.0%,2.6,4-10-0,28.6%,71.4%,-6.9,4-5-1,44.4%,55.6%,0.6,6-9-1,40.0%,60.0%,-3.3,3-5-0,37.5%,62.5%,-1.9,5-9-0,35.7%,64.3%,-5.3,2-4-0,33.3%,66.7%,-7.6,6-8-1,42.9%,57.1%,-1.0,1-5-0,16.7%,83.3%,-0.5,2-5-0,28.6%,71.4%,-7.2,0-2-0,0.0%,100.0%,-6.5
