Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Brooklyn,Philadelphia,Philadelphia,-2.5,215.5.,211,True
Boston,Washington,Washington,16.0,238.,204,True
Golden State,New Orleans,New Orleans,10.5,222.,220,True
Indiana,Milwaukee,Milwaukee,-5.5,235.,246,True
Atlanta,Chicago,Chicago,2.0,247.,258,True
Portland,Houston,Houston,-11.5,226.5.,204,True
Dallas,Denver,Dallas,4.5,229.5.,243,False
Sacramento,L.A. Clippers,L.A. Clippers,4.0,217.5.,192,True
