Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Detroit,9-7-1,56.3%,-1.2,1.9,5-6-1,45.5%,-3.3,-0.4,0-1-0,0.0%,-6.0,-0.5,6-3-0,66.7%,0.3,4.0,3-3-1,50.0%,-2.6,-0.5,5-3-1,62.5%,2.0,4.4,7-3-1,70.0%,-3.0,3.4,2-4-0,33.3%,2.0,-0.8,4-4-0,50.0%,-4.9,-1.0,2-1-1,66.7%,-2.8,2.9,7-4-0,63.6%,-0.2,2.3,0-1-0,0.0%,-2.0,-4.5,4-0-0,100.0%,5.0,10.3,0-1-0,0.0%,-2.0,-4.5
Orlando,9-8-0,52.9%,3.5,2.2,6-5-0,54.6%,7.3,4.0,1-0-0,100.0%,19.0,21.0,2-5-0,28.6%,-3.6,-0.4,6-3-0,66.7%,7.3,2.1,3-7-0,30.0%,-5.4,-2.8,2-5-0,28.6%,-7.1,-1.5,7-3-0,70.0%,11.0,4.8,6-1-0,85.7%,16.3,9.2,2-2-0,50.0%,-6.0,-1.6,5-6-0,45.5%,5.0,1.5,1-1-0,50.0%,7.0,2.0,2-2-0,50.0%,-8.5,-2.8,1-0-0,100.0%,10.0,5.5
New York,7-7-1,50.0%,6.4,1.2,5-4-1,55.6%,6.8,1.5,0-1-0,0.0%,-23.0,-17.0,4-2-0,66.7%,10.8,5.5,3-4-1,42.9%,6.8,0.3,4-4-0,50.0%,2.0,-0.8,0-1-0,0.0%,-23.0,-17.0,7-6-1,53.9%,8.5,2.5,3-3-1,50.0%,11.4,3.5,1-1-0,50.0%,13.5,2.0,5-3-1,62.5%,9.4,3.7,2-2-0,50.0%,7.3,3.3,0-1-0,0.0%,-1.0,-9.5,1-2-0,33.3%,2.3,-0.8
Dallas,7-7-1,50.0%,6.3,1.6,2-3-1,40.0%,3.8,-0.2,1-0-0,100.0%,11.0,2.5,3-3-1,50.0%,8.7,2.4,3-4-0,42.9%,3.3,0.6,2-3-1,40.0%,-1.8,-1.0,2-1-1,66.7%,0.8,4.8,5-6-0,45.5%,8.4,0.4,5-4-0,55.6%,11.8,3.3,2-1-0,66.7%,0.3,2.7,3-6-1,33.3%,6.0,-0.4,2-1-0,66.7%,9.3,1.5,3-3-0,50.0%,7.3,3.3,1-0-0,100.0%,23.0,16.5
San Antonio,8-8-0,50.0%,0.0,2.7,1-7-0,12.5%,-5.1,-4.5,0-1-0,0.0%,-11.0,-2.5,6-2-0,75.0%,0.5,5.6,2-5-0,28.6%,1.0,0.1,2-4-0,33.3%,-9.7,-2.5,5-6-0,45.5%,-4.3,1.9,3-2-0,60.0%,9.4,4.4,6-4-0,60.0%,5.8,5.8,2-1-0,66.7%,4.7,7.2,5-6-0,45.5%,-0.8,0.7,4-0-0,100.0%,9.8,14.1,3-1-0,75.0%,0.5,5.5,1-0-0,100.0%,6.0,16.0
LA Lakers,7-8-0,46.7%,1.1,-2.6,4-5-0,44.4%,-0.8,-3.1,1-0-0,100.0%,7.0,8.0,1-3-0,25.0%,-6.3,-8.4,5-5-0,50.0%,3.5,-1.4,2-5-0,28.6%,-5.9,-7.9,2-2-0,50.0%,-9.5,-6.1,5-6-0,45.5%,5.0,-1.3,5-3-0,62.5%,7.3,2.0,1-1-0,50.0%,4.5,0.0,4-4-0,50.0%,-0.6,-3.4,2-3-0,40.0%,4.0,-2.9,1-0-0,100.0%,4.0,3.0,1-3-0,25.0%,1.5,-5.0
Boston,7-8-0,46.7%,9.7,-0.5,3-3-0,50.0%,7.5,-0.2,1-0-0,100.0%,23.0,17.0,2-1-0,66.7%,14.7,3.3,4-7-0,36.4%,7.2,-3.2,5-3-0,62.5%,13.6,3.7,,,,,7-8-0,46.7%,9.7,-0.5,2-5-0,28.6%,5.3,-5.4,1-1-0,50.0%,17.5,7.3,5-5-0,50.0%,8.2,-2.3,2-3-0,40.0%,10.6,-0.3,2-2-0,50.0%,12.0,-1.4,0-2-0,0.0%,3.0,-8.5
Utah,7-8-0,46.7%,-10.7,-3.5,3-4-0,42.9%,-12.6,-6.5,1-0-0,100.0%,-2.0,0.5,5-6-0,45.5%,-11.2,-3.7,1-2-0,33.3%,-11.7,-4.2,5-4-0,55.6%,-8.4,0.1,7-8-0,46.7%,-10.7,-3.5,,,,,2-4-0,33.3%,-14.0,-8.9,0-2-0,0.0%,-14.0,-6.0,5-4-0,55.6%,-10.1,-3.3,2-3-0,40.0%,-12.8,-5.4,2-1-0,66.7%,-2.7,6.5,1-2-0,33.3%,-13.0,-4.0
Indiana,7-8-0,46.7%,-4.1,-4.8,5-4-0,55.6%,-1.3,-3.4,1-0-0,100.0%,6.0,0.5,5-3-0,62.5%,-1.0,0.2,1-5-0,16.7%,-10.0,-12.4,3-6-0,33.3%,-8.3,-8.2,4-3-0,57.1%,-4.1,0.3,3-5-0,37.5%,-4.1,-9.3,4-2-0,66.7%,2.2,0.3,1-1-0,50.0%,-7.5,-6.3,4-6-0,40.0%,-5.6,-6.9,1-1-0,50.0%,1.5,4.3,1-3-0,25.0%,-13.3,-12.6,1-1-0,50.0%,1.5,4.3
Miami,6-7-0,46.2%,0.8,0.4,3-7-0,30.0%,-2.7,-2.9,0-1-0,0.0%,-19.0,-21.0,6-1-0,85.7%,6.1,6.4,0-5-0,0.0%,-2.6,-3.7,5-3-0,62.5%,1.9,2.7,3-3-0,50.0%,-3.3,0.9,3-4-0,42.9%,4.4,0.0,1-4-0,20.0%,-0.8,-3.2,1-0-0,100.0%,17.0,14.5,2-6-0,25.0%,-3.5,-2.3,2-0-0,100.0%,10.5,9.8,1-0-0,100.0%,17.0,14.5,3-0-0,100.0%,13.7,10.0
Chicago,7-9-0,43.8%,-7.5,-1.5,5-6-0,45.5%,-8.1,-1.5,0-1-0,0.0%,-12.0,-7.0,5-4-0,55.6%,-4.9,0.3,2-4-0,33.3%,-10.7,-3.3,5-5-0,50.0%,-3.7,2.8,7-8-0,46.7%,-7.4,-0.5,0-1-0,0.0%,-9.0,-16.5,2-4-0,33.3%,-13.8,-8.7,1-2-0,33.3%,-8.3,-0.5,6-5-0,54.6%,-6.7,0.0,2-1-0,66.7%,1.3,2.5,0-2-0,0.0%,-17.5,-7.8,0-1-0,0.0%,-9.0,-16.5
Sacramento,6-8-1,42.9%,3.1,-1.5,4-3-0,57.1%,3.7,-0.6,0-1-0,0.0%,-2.0,-1.0,3-2-1,60.0%,7.7,3.5,3-5-0,37.5%,0.4,-5.3,4-3-0,57.1%,1.1,-1.9,2-3-0,40.0%,0.0,1.1,4-5-1,44.4%,4.7,-2.8,2-5-1,28.6%,4.9,-1.1,1-3-0,25.0%,-0.5,-6.9,4-4-1,50.0%,4.8,0.5,2-3-1,40.0%,6.2,1.3,0-2-0,0.0%,-8.0,-12.8,1-0-0,100.0%,8.0,2.0
Denver,5-7-1,41.7%,1.5,-0.8,4-4-1,50.0%,0.0,-0.4,0-2-0,0.0%,-11.0,-13.0,2-3-0,40.0%,4.0,1.0,3-3-1,50.0%,2.0,0.1,2-4-0,33.3%,-1.0,-1.1,3-1-0,75.0%,-1.0,4.6,2-6-1,25.0%,2.6,-3.3,3-3-1,50.0%,3.6,-0.6,1-1-0,50.0%,15.5,7.3,3-4-1,42.9%,1.6,0.0,0-1-0,0.0%,-7.0,-9.0,1-2-0,33.3%,8.7,0.7,1-0-0,100.0%,-3.0,0.5
Atlanta,6-10-0,37.5%,-4.6,-3.3,3-4-0,42.9%,-1.1,-1.5,0-1-0,0.0%,4.0,-2.5,4-4-0,50.0%,-1.6,0.4,2-5-0,28.6%,-9.3,-7.8,4-4-0,50.0%,-6.0,-2.4,4-4-0,50.0%,-9.9,-2.1,2-6-0,25.0%,0.6,-4.6,2-6-0,25.0%,-3.3,-4.3,1-3-0,25.0%,-10.8,-9.8,3-6-0,33.3%,-5.3,-3.5,2-1-0,66.7%,-3.7,2.0,1-5-0,16.7%,-9.2,-8.2,2-0-0,100.0%,6.5,9.8
Milwaukee,5-9-1,35.7%,-0.9,-3.9,5-3-1,62.5%,4.8,-0.1,1-0-0,100.0%,15.0,11.0,3-6-0,33.3%,-2.0,-3.9,1-3-1,25.0%,-2.2,-6.8,2-5-0,28.6%,-8.1,-8.1,1-3-0,25.0%,-10.3,-3.1,4-6-1,40.0%,2.5,-4.2,3-4-1,42.9%,5.4,-0.3,0-2-1,0.0%,-8.7,-5.8,3-5-0,37.5%,-0.3,-3.8,0-3-0,0.0%,-7.7,-11.7,0-3-0,0.0%,-11.3,-7.5,1-2-0,33.3%,-0.3,-7.2
Minnesota,5-10-0,33.3%,2.3,-4.6,3-6-0,33.3%,2.9,-4.1,0-1-0,0.0%,-7.0,-8.0,3-3-0,50.0%,1.3,-4.7,2-6-0,25.0%,4.1,-4.1,3-5-0,37.5%,-2.8,-8.1,,,,,5-10-0,33.3%,2.3,-4.6,2-5-0,28.6%,8.0,-0.6,1-2-0,33.3%,2.3,-6.0,3-4-0,42.9%,3.7,-3.8,1-3-0,25.0%,4.0,-4.9,1-1-0,50.0%,-4.0,-6.3,1-3-0,25.0%,2.0,-4.0
Phoenix,5-11-0,31.3%,-2.4,-2.8,2-7-0,22.2%,-3.4,-3.6,0-1-0,0.0%,3.0,-2.0,3-3-0,50.0%,-4.2,-0.5,2-7-0,22.2%,-1.9,-4.4,4-4-0,50.0%,-3.9,-2.3,3-5-0,37.5%,-7.8,-2.8,2-6-0,25.0%,2.9,-2.8,1-7-0,12.5%,-1.0,-3.3,1-2-0,33.3%,-7.0,-1.7,3-8-0,27.3%,-2.5,-3.6,1-1-0,50.0%,6.0,-2.5,2-3-0,40.0%,-4.0,-1.6,1-0-0,100.0%,6.0,2.0
New Orleans,4-12-0,25.0%,-11.9,-8.3,3-9-0,25.0%,-11.3,-7.9,1-0-0,100.0%,12.0,7.0,2-9-0,18.2%,-14.7,-8.8,1-3-0,25.0%,-10.0,-10.9,0-8-0,0.0%,-20.9,-16.1,3-8-0,27.3%,-13.3,-6.3,1-4-0,20.0%,-8.8,-12.9,4-4-0,50.0%,-2.9,-0.6,1-3-0,25.0%,-16.5,-10.5,2-7-0,22.2%,-10.3,-7.8,0-2-0,0.0%,-21.5,-14.3,1-1-0,50.0%,-5.5,-5.0,0-2-0,0.0%,-21.5,-14.3
Washington,3-10-0,23.1%,-14.8,-5.1,2-6-0,25.0%,-14.9,-5.1,0-1-0,0.0%,-20.0,-6.0,2-8-0,20.0%,-16.5,-6.8,1-1-0,50.0%,-3.5,3.8,2-5-0,28.6%,-16.1,-5.9,3-10-0,23.1%,-14.8,-5.1,,,,,1-5-0,16.7%,-13.2,-4.2,0-2-0,0.0%,-21.5,-8.3,3-5-0,37.5%,-10.6,-2.1,1-3-0,25.0%,-15.3,-5.6,0-1-0,0.0%,-12.0,-2.5,0-2-0,0.0%,-22.0,-13.5
Philadelphia,3-11-0,21.4%,-8.8,-6.8,2-7-0,22.2%,-7.2,-4.5,0-1-0,0.0%,-15.0,-11.0,3-8-0,27.3%,-7.8,-5.6,0-2-0,0.0%,-11.0,-11.3,2-6-0,25.0%,-7.9,-5.4,3-6-0,33.3%,-9.3,-4.0,0-5-0,0.0%,-7.8,-11.8,1-5-0,16.7%,-10.0,-8.6,1-0-0,100.0%,-8.0,3.0,2-7-0,22.2%,-6.2,-4.5,0-4-0,0.0%,-12.5,-14.4,1-0-0,100.0%,-8.0,3.0,0-3-0,0.0%,-14.7,-15.5
