Rank,Hotness Score,Matchup,Time,Location
1,91.0,#105 McNeese St  at  #4 Alabama,7:00 PM,Coleman Coliseum
2,88.9,#118 Yale  at  #13 Purdue,8:00 PM,Mackey Arena
3,84.0,#155 Youngs St  at  #32 Ohio St,6:00 PM,Value City Arena
4,82.9,#134 Winthrop  at  #81 VA Tech,7:00 PM,Cassell Coliseum
4,82.9,#157 NC-Grnsboro  at  #48 S Methodist,8:00 PM,Moody Coliseum
6,80.6,#183 Kansas City  at  #10 Iowa St,8:00 PM,James H. Hilton Coliseum
7,77.9,#189 St Peters  at  #50 Rutgers,7:00 PM,Jersey Mike's Arena
8,77.6,#199 Gard-Webb  at  #29 Pittsburgh,7:00 PM,Petersen Events Center
9,76.0,#209 Grambling St  at  #27 Florida,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center
10,74.9,#150 Mercer  at  #142 DePaul,9:00 PM,Wintrust Arena
11,71.2,#241 Lamar  at  #24 Texas A&M,8:00 PM,Reed Arena
12,67.5,#265 Central Mich  at  #12 Marquette,9:00 PM,Fiserv Forum
13,65.7,#264 E Washingtn  at  #66 Missouri,7:00 PM,Mizzou Arena
14,62.2,#291 Boston U  at  #28 UCLA,10:00 PM,Pauley Pavilion presented by Wescom
15,59.1,#253 Jacksonville  at  #140 Furman,7:00 PM,Bon Secours Wellness Arena
16,58.7,#286 Stony Brook  at  #95 Geo Mason,7:00 PM,EagleBank Arena
17,57.1,#294 Idaho  at  #85 Wash State,9:30 PM,Friel Court at Beasley Coliseum
18,55.6,#177 Chattanooga  at  #246 Austin Peay,8:00 PM,F&M Bank Arena
19,54.7,#327 NW State  at  #38 Oklahoma,8:00 PM,Lloyd Noble Center
20,52.9,#311 W Michigan  at  #101 Butler,7:00 PM,Hinkle Fieldhouse
21,51.8,#263 Pacific  at  #178 Hawaii,11:59 PM,SimpliFi Arena at Stan Sheriff Center
22,50.7,#342 Buffalo  at  #57 Notre Dame,7:00 PM,Purcell Pavilion at the Joyce Center
23,48.6,#360 Florida A&M  at  #31 Maryland,7:00 PM,Xfinity Center
24,47.3,#240 N Dakota St  at  #235 CS Bakersfld,9:30 PM,Icardo Center
25,45.0,#299 TN Martin  at  #187 N Alabama,7:00 PM,CB&S Bank Arena at Flowers Hall
26,42.7,#362 Coppin St  at  #96 Virginia,7:00 PM,John Paul Jones Arena
27,39.7,#306 S Indiana  at  #213 Marshall,7:00 PM,Cam Henderson Center
28,33.9,#361 Alcorn St  at  #176 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
29,22.6,#332 LIU  at  #284 Air Force,4:00 PM,Clune Arena
30,19.4,#312 Stetson  at  #326 Citadel,6:00 PM,McAlister Field House
31,--,#278 San Jose St  vs.   Life Pacific,9:30 PM,SimpliFi Arena at Stan Sheriff Center
31,--,Southern Oregon  at  #249 Idaho St,9:00 PM,Holt Arena
31,--,Dillard  at  #234 Howard,12:00 PM,Burr Gymnasium
31,--,Northwest Indian College  at  #208 Montana St,9:00 PM,Brick Breeden Fieldhouse
31,--,Arkansas Baptist  at  #319 Alab A&M,8:00 PM,Alabama A&M Events Center
31,--,Missouri Southern State  at  #185 Missouri St,8:00 PM,Great Southern Bank Arena
31,--,Augusta  at  #200 GA Southern,7:00 PM,Hanner Fieldhouse
31,--,Taylor University  at  #270 Bowling Grn,7:00 PM,Stroh Center
31,--,Northern Vermont-Johnson  at  #220 Central Conn,7:00 PM,William H. Detrick Gymnasium
31,--,Voorhees  at  #293 S Car State,7:00 PM,Smith-Hammond Middleton Memorial Center
31,--,Valley Forge  at  #303 Maryland BC,6:00 PM,Chesapeake Employers Insurance Arena
31,--,Morris College  at  #309 Charl South,7:00 PM,Buccaneer Field House
