,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,97.3,7:00 PM,TD Garden,3,Cleveland,2,Boston,CLE Cavaliers,BOS Celtics,11-4-0,73.3%,12.3,5.4,5-2-0,71.4%,11.3,6.0,9-4-0,69.2%,13.6,5.3,7-7-0,50.0%,10.2,-0.3,2-4-0,33.3%,5.7,-5.7,,,,
1,2,83.0,8:00 PM,FedExForum,11,Denver,7,Memphis,DEN Nuggets,MEM Grizzlies,4-7-1,36.4%,0.6,-2.4,1-4-0,20.0%,-3.6,-4.9,2-6-1,25.0%,2.6,-3.3,9-5-0,64.3%,7.7,6.4,5-2-0,71.4%,10.9,6.7,4-1-0,80.0%,2.0,7.0
2,3,70.9,9:30 PM,Frost Bank Center,1,Okla City,19,San Antonio,OKC Thunder,SA Spurs,9-5-0,64.3%,11.9,3.5,4-1-0,80.0%,13.6,7.3,8-5-0,61.5%,11.6,2.5,6-8-0,42.9%,-1.0,1.5,4-4-0,50.0%,5.5,4.6,4-6-0,40.0%,-5.3,0.5
3,4,61.1,8:30 PM,American Airlines Center,21,New Orleans,8,Dallas,NO Pelicans,DAL Mavericks,4-10-0,28.6%,-8.6,-6.5,0-6-0,0.0%,-16.3,-14.4,1-4-0,20.0%,-8.8,-12.9,6-7-1,46.2%,3.9,-0.3,4-4-0,50.0%,8.1,0.2,2-1-1,66.7%,0.8,4.8
4,5,50.8,7:30 PM,Barclays Center,24,Charlotte,26,Brooklyn,CHA Hornets,BKN Nets,7-6-0,53.9%,-5.2,1.0,3-3-0,50.0%,-10.3,-2.3,0-1-0,0.0%,5.0,-1.5,10-3-1,76.9%,-3.3,3.6,4-2-0,66.7%,-3.5,0.5,8-2-1,80.0%,-3.8,5.5
5,6,48.3,10:30 PM,Crypto.com Arena,29,Utah,14,La Lakers,UTA Jazz,,6-7-0,46.2%,-11.2,-4.0,4-3-0,57.1%,-8.9,0.1,,,,,7-6-0,53.9%,0.9,-2.2,5-1-0,83.3%,8.8,4.4,2-2-0,50.0%,-9.5,-6.1
