Rank,Hotness Score,Matchup,Time,Location
1,86.1,#6 Houston  at  #11 Minnesota,8:00 PM,Target Center
2,82.8,#12 Milwaukee  at  #14 Miami,7:30 PM,Kaseya Center
3,78.2,#16 LA Lakers  at  #15 Phoenix,10:00 PM,Footprint Center
4,56.5,#18 San Antonio  at  #28 Utah,9:00 PM,Delta Center
5,40.1,#26 Chicago  at  #30 Washington,7:00 PM,Capital One Arena
