Rank,Hotness Score,Matchup,Time,Location
1,98.9,#12 Baylor  vs.  #5 Tennessee,9:30 PM,Baha Mar Convention Center
2,98.1,#4 Duke  at  #14 Arizona,10:30 PM,McKale Memorial Center
3,96.2,#34 Utah St  vs.  #42 Iowa,8:00 PM,T-Mobile Center
4,95.9,#16 Pittsburgh  vs.  #46 LSU,2:30 PM,The Greenbrier
5,95.6,#30 Miss State  at  #48 S Methodist,8:30 PM,Moody Coliseum
6,95.4,#49 VCU  vs.  #36 Nevada,7:30 PM,TD Arena
7,94.8,#37 Wisconsin  vs.  #60 UCF,5:00 PM,The Greenbrier
8,94.3,#65 Nebraska  at  #27 Creighton,8:00 PM,CHI Health Center Omaha
9,92.3,#92 Syracuse  vs.  #18 Texas Tech,7:00 PM,Barclays Center
10,91.5,#20 St Johns  vs.  #94 Virginia,7:00 PM,Baha Mar Convention Center
11,91.2,#24 Texas  vs.  #101 St Josephs,9:00 PM,Barclays Center
12,89.9,#59 Miami  vs.  #91 Oklahoma St,2:00 PM,TD Arena
13,87.9,#88 Seton Hall  vs.  #83 Vanderbilt,5:00 PM,TD Arena
14,87.5,#102 Drake  vs.  #72 Fla Atlantic,11:30 AM,TD Arena
15,86.2,#143 Hofstra  at  #2 Houston,8:00 PM,Fertitta Center
16,85.3,#82 Florida St  vs.  #116 Temple,5:00 PM,Mohegan Sun Arena
17,85.0,#124 Geo Wshgtn  vs.  #81 Kansas St,8:00 PM,Sports and Fitness Center
18,84.4,#148 S Illinois  at  #28 Florida,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center
19,83.2,#149 Winthrop  at  #56 Louisville,7:00 PM,KFC Yum! Center
20,83.1,#133 Utah Valley  at  #75 Murray St,8:00 PM,CFSB Center
21,82.1,#127 Saint Louis  vs.  #96 Wichita St,10:30 PM,T-Mobile Center
22,80.0,#80 Bradley  vs.  #163 Wright St,5:00 PM,HTC Center
23,79.5,#165 Illinois St  vs.  #85 McNeese St,3:00 PM,Sports and Fitness Center
24,79.1,#181 Elon  at  #53 Notre Dame,7:30 PM,Purcell Pavilion at the Joyce Center
25,77.6,#188 Wm & Mary  at  #58 NC State,7:00 PM,Lenovo Center
25,77.6,#120 James Mad  vs.  #150 UCSD,3:30 PM,Ocean Center
27,77.0,#171 Norfolk St  at  #100 Grd Canyon,9:00 PM,Global Credit Union Arena at GCU
28,76.7,#144 IL-Chicago  vs.  #134 La Salle,11:00 AM,Ocean Center
29,76.4,#154 Jksnville St  vs.  #117 Toledo,5:30 PM,Ocean Center
30,74.9,#191 Longwood  vs.  #90 UAB,12:30 PM,Sports and Fitness Center
31,74.8,#64 UC Irvine  at  #200 Weber St,9:00 PM,Dee Events Center
32,74.6,#193 UC Riverside  at  #86 Colorado St,9:00 PM,Moby Arena
33,73.8,#220 AR Lit Rock  at  #35 Arkansas,9:00 PM,Bud Walton Arena
34,73.0,#172 Texas St  vs.  #132 Princeton,7:30 PM,HTC Center
35,72.7,#158 Middle Tenn  vs.  #151 S Florida,2:00 PM,HTC Center
36,71.7,#239 Campbell  at  #17 Ohio St,6:00 PM,Value City Arena
37,70.0,#222 Merrimack  at  #84 Butler,7:00 PM,Hinkle Fieldhouse
38,69.0,#156 Drexel  at  #179 Fordham,7:00 PM,Rose Hill Gymnasium
39,66.7,#176 Wofford  vs.  #170 St. Thomas,5:00 PM,UW-Milwaukee Panther Arena
40,66.1,#260 Pepperdine  at  #55 Northwestern,8:00 PM,Welsh-Ryan Arena
41,63.5,#272 Pacific  at  #57 Missouri,7:30 PM,Mizzou Arena
42,62.2,#262 Louisiana  vs.  #87 Liberty,5:30 PM,Sports and Fitness Center
43,61.4,#297 CS Fullerton  at  #23 UCLA,10:00 PM,Pauley Pavilion presented by Wescom
44,59.0,#216 CS Bakersfld  at  #189 Fla Gulf Cst,11:00 AM,Alico Arena
45,57.1,#218 Portland St  at  #195 WI-Milwkee,8:00 PM,UW-Milwaukee Panther Arena
46,56.8,#240 Presbyterian  vs.  #178 Youngs St,3:30 PM,William R. Johnson Coliseum
47,56.0,#326 Jackson St  at  #13 Kentucky,7:00 PM,Rupp Arena at Central Bank Center
48,55.4,#270 Florida Intl  vs.  #147 Northeastrn,1:00 PM,Alico Arena
49,55.2,#264 North Dakota  at  #160 Loyola Mymt,10:00 PM,Gersten Pavilion
50,54.5,#267 Lamar  at  #153 Akron,6:00 PM,James A. Rhodes Arena
51,53.7,#329 Utah Tech  at  #44 Utah,5:30 PM,Jon M. Huntsman Center
52,51.2,#166 Kansas City  vs.  #282 American,4:30 PM,Ruben Zayas Montanez Coliseum
53,47.5,#254 NC Central  at  #225 Georgia St,7:00 PM,Georgia State Convocation Center
54,47.4,#259 SE Louisiana  at  #214 Wyoming,8:30 PM,Arena-Auditorium
55,46.3,#281 Monmouth  at  #199 Ste F Austin,6:00 PM,William R. Johnson Coliseum
56,46.2,#168 Ohio  vs.  #306 Portland,11:30 AM,HTC Center
57,45.5,#335 VMI  at  #128 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
58,43.4,#212 Colgate  at  #289 Harvard,7:00 PM,Lavietes Pavilion
