Team,ATS Record,Cover %,MOV,ATS +/-
Indiana,39-20-3,66.1%,4.6,+2.3
Denver,43-23-2,65.2%,4.4,+3.4
Sacramento,37-22-1,62.7%,0.6,+1.3
Okla City,36-25-2,59.0%,1.1,+0.2
Miami,41-30-0,57.8%,3.6,+1.0
Toronto,33-26-1,55.9%,0.6,+0.3
San Antonio,39-32-0,54.9%,5.2,+2.2
New York,29-24-1,54.7%,-4.1,-0.9
Cleveland,36-30-0,54.6%,2.4,+0.8
Boston,38-33-1,53.5%,4.1,+2.5
Milwaukee,29-26-0,52.7%,1.4,+0.4
LA Lakers,40-37-0,52.0%,3.4,+0.8
LA Clippers,33-31-0,51.6%,-2.6,-2.4
Charlotte,25-25-1,50.0%,-1.2,+1.3
Houston,27-28-1,49.1%,2.5,+0.7
Portland,30-32-0,48.4%,-0.7,-0.1
Philadelphia,28-31-0,47.5%,-0.4,+0.2
Minnesota,26-30-0,46.4%,1.0,+1.1
Chicago,26-30-0,46.4%,0.5,0.0
Brooklyn,27-32-0,45.8%,-4.1,-3.1
Utah,26-31-1,45.6%,0.5,-0.8
Golden State,31-37-0,45.6%,0.4,-2.7
Atlanta,25-30-1,45.5%,-3.2,-1.3
Dallas,29-35-1,45.3%,0.1,-1.1
Phoenix,30-37-1,44.8%,1.9,-0.6
Orlando,27-34-0,44.3%,1.0,+0.7
New Orleans,24-31-1,43.6%,-1.1,-0.1
Washington,24-31-1,43.6%,-5.4,-2.7
Detroit,27-38-0,41.5%,-0.5,-1.1
Memphis,16-34-1,32.0%,-4.4,-4.0
