Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
New York,4-5-0,44.4%,3.2,0.1,2-3-0,40.0%,0.0,-2.5,0-1-0,0.0%,-23.0,-17.0,3-1-0,75.0%,12.8,7.8,1-3-0,25.0%,0.3,-3.4,2-4-0,33.3%,-2.0,-4.4,0-1-0,0.0%,-23.0,-17.0,4-4-0,50.0%,6.5,2.2,2-1-0,66.7%,13.7,9.0,,,,,3-2-0,60.0%,9.0,4.0,2-2-0,50.0%,7.3,3.3,,,,,1-2-0,33.3%,2.3,-0.8
Dallas,4-5-1,44.4%,4.0,-0.8,2-1-1,66.7%,7.0,2.3,1-0-0,100.0%,11.0,2.5,2-1-1,66.7%,12.3,5.8,1-4-0,20.0%,-4.0,-6.6,1-1-1,50.0%,-2.7,-1.8,1-0-1,100.0%,2.0,5.0,3-5-0,37.5%,4.5,-2.2,3-4-0,42.9%,6.9,-0.3,1-1-0,50.0%,-0.5,-0.8,1-4-1,20.0%,1.2,-4.2,1-1-0,50.0%,5.5,0.5,1-3-0,25.0%,0.3,-4.4,1-0-0,100.0%,23.0,16.5
Denver,4-5-1,44.4%,2.9,-1.1,3-3-1,50.0%,0.4,-1.9,0-1-0,0.0%,-15.0,-17.0,1-2-0,33.3%,7.7,-1.3,3-2-1,60.0%,3.5,1.7,1-2-0,33.3%,1.3,-2.2,2-0-0,100.0%,-0.5,4.8,2-5-1,28.6%,3.8,-2.6,3-3-1,50.0%,3.6,-0.6,1-1-0,50.0%,15.5,7.3,2-3-1,40.0%,2.7,-1.5,,,,,1-2-0,33.3%,8.7,0.7,1-0-0,100.0%,-3.0,0.5
Miami,4-5-0,44.4%,-0.9,-1.9,3-5-0,37.5%,-2.0,-2.4,0-1-0,0.0%,-19.0,-21.0,4-1-0,80.0%,2.6,2.6,0-3-0,0.0%,-0.7,-3.2,4-1-0,80.0%,2.6,2.6,2-2-0,50.0%,-6.0,-1.6,2-3-0,40.0%,3.2,-2.2,0-4-0,0.0%,-5.3,-7.6,,,,,2-4-0,33.3%,-2.8,-1.5,1-0-0,100.0%,8.0,2.0,,,,,2-0-0,100.0%,14.0,6.3
Minnesota,4-6-0,40.0%,5.4,-1.4,2-3-0,40.0%,8.2,1.3,0-1-0,0.0%,-7.0,-8.0,2-1-0,66.7%,8.7,3.5,2-4-0,33.3%,5.8,-2.7,2-2-0,50.0%,0.3,-3.5,,,,,4-6-0,40.0%,5.4,-1.4,2-4-0,33.3%,8.8,0.1,1-1-0,50.0%,7.5,0.0,2-2-0,50.0%,8.3,-0.4,1-2-0,33.3%,7.0,-2.5,1-1-0,50.0%,-4.0,-6.3,1-2-0,33.3%,4.3,-1.3
Orlando,4-7-0,36.4%,1.7,1.0,4-4-0,50.0%,6.8,4.1,1-0-0,100.0%,19.0,21.0,1-5-0,16.7%,-4.3,-1.4,2-2-0,50.0%,6.5,-0.4,1-6-0,14.3%,-7.7,-3.6,1-5-0,16.7%,-8.5,-2.8,3-2-0,60.0%,14.0,5.5,3-1-0,75.0%,18.3,9.0,0-2-0,0.0%,-14.5,-7.8,3-5-0,37.5%,3.6,0.7,0-1-0,0.0%,4.0,-1.5,0-2-0,0.0%,-19.5,-10.0,,,,
Phoenix,3-7-0,30.0%,2.1,-1.2,1-5-0,16.7%,0.7,-2.8,0-1-0,0.0%,3.0,-2.0,1-0-0,100.0%,12.0,15.5,2-6-0,25.0%,0.8,-3.1,2-2-0,50.0%,0.8,-0.5,2-1-0,66.7%,2.0,4.5,1-6-0,14.3%,2.1,-3.6,1-5-0,16.7%,3.0,-1.6,1-0-0,100.0%,12.0,15.5,1-6-0,14.3%,0.0,-3.9,1-1-0,50.0%,6.0,-2.5,1-1-0,50.0%,2.5,5.0,1-0-0,100.0%,6.0,2.0
Milwaukee,3-7-0,30.0%,-5.1,-6.3,3-3-0,50.0%,1.0,-2.2,1-0-0,100.0%,15.0,11.0,2-5-0,28.6%,-4.7,-5.4,0-2-0,0.0%,-16.5,-18.0,2-4-0,33.3%,-9.3,-8.6,1-3-0,25.0%,-10.3,-3.1,2-4-0,33.3%,-1.7,-8.4,1-3-0,25.0%,1.3,-2.9,0-2-0,0.0%,-16.5,-8.8,1-4-0,20.0%,-6.6,-8.0,0-2-0,0.0%,-12.0,-16.3,0-2-0,0.0%,-16.5,-8.8,1-1-0,50.0%,0.0,-8.3
Atlanta,3-8-0,27.3%,-5.5,-4.9,3-3-0,50.0%,2.5,0.9,0-1-0,0.0%,4.0,-2.5,2-4-0,33.3%,-2.5,-3.1,1-3-0,25.0%,-12.5,-8.3,2-2-0,50.0%,-5.8,-4.3,2-3-0,40.0%,-11.6,-4.5,1-5-0,16.7%,-0.5,-5.3,1-6-0,14.3%,-5.4,-5.3,0-3-0,0.0%,-14.7,-14.7,3-4-0,42.9%,-3.0,-1.1,0-1-0,0.0%,-24.0,-13.5,0-4-0,0.0%,-13.0,-11.5,,,,
Washington,2-7-0,22.2%,-13.7,-3.9,1-4-0,20.0%,-12.4,-2.6,0-1-0,0.0%,-20.0,-6.0,1-5-0,16.7%,-16.0,-6.2,1-1-0,50.0%,-3.5,3.8,1-3-0,25.0%,-16.0,-6.4,2-7-0,22.2%,-13.7,-3.9,,,,,1-4-0,20.0%,-11.8,-2.0,0-1-0,0.0%,-15.0,-3.0,2-3-0,40.0%,-8.8,0.1,1-3-0,25.0%,-15.3,-5.6,,,,,0-2-0,0.0%,-22.0,-13.5
Philadelphia,2-7-0,22.2%,-7.6,-6.1,2-5-0,28.6%,-5.9,-3.2,0-1-0,0.0%,-15.0,-11.0,2-5-0,28.6%,-6.1,-4.2,0-1-0,0.0%,-10.0,-14.0,2-3-0,40.0%,-5.6,-1.7,2-3-0,40.0%,-7.0,-1.3,0-4-0,0.0%,-8.3,-12.0,0-4-0,0.0%,-10.0,-11.5,,,,,2-4-0,33.3%,-4.3,-1.9,0-2-0,0.0%,-13.5,-16.0,,,,,0-2-0,0.0%,-13.5,-16.0
New Orleans,2-9-0,18.2%,-9.5,-9.1,2-7-0,22.2%,-9.4,-8.9,1-0-0,100.0%,12.0,7.0,1-6-0,14.3%,-11.7,-8.6,0-3-0,0.0%,-11.7,-15.5,0-5-0,0.0%,-16.0,-16.6,1-5-0,16.7%,-10.2,-5.9,1-4-0,20.0%,-8.8,-12.9,2-4-0,33.3%,-4.2,-2.8,0-2-0,0.0%,-16.5,-15.5,1-6-0,14.3%,-11.7,-10.8,0-1-0,0.0%,-2.0,-0.5,0-1-0,0.0%,-18.0,-19.0,0-1-0,0.0%,-2.0,-0.5
