Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Boston,509-424-20,54.6%,4.3,1.0,294-241-10,55.0%,3.7,0.4,23-14-1,62.2%,6.9,3.6,194-156-4,55.4%,3.3,1.0,308-265-15,53.8%,4.9,0.9,252-199-8,55.9%,2.2,1.2,152-108-5,58.5%,-1.9,2.9,353-314-15,52.9%,6.7,0.2,242-214-11,53.1%,6.3,0.6,83-63-3,56.9%,3.1,1.8,314-266-10,54.1%,4.5,0.7,96-83-4,53.6%,7.6,2.0,119-100-6,54.3%,3.1,1.5,89-81-6,52.4%,4.1,0.6
Philadelphia,450-411-17,52.3%,0.0,0.4,254-203-8,55.6%,0.6,0.8,15-15-0,50.0%,1.2,1.5,226-193-9,53.9%,-2.4,0.8,219-212-8,50.8%,2.4,0.1,209-214-11,49.4%,-2.9,0.1,215-210-8,50.6%,-6.8,0.5,232-197-9,54.1%,6.7,0.4,237-188-6,55.8%,2.9,0.8,70-74-4,48.6%,-2.9,0.0,285-237-9,54.6%,0.8,0.8,93-104-2,47.2%,-0.4,-0.8,103-104-7,49.8%,-1.0,0.9,80-85-4,48.5%,-0.3,-0.4
Okla City,444-406-14,52.2%,1.1,0.3,233-213-5,52.2%,0.8,0.2,16-12-1,57.1%,1.3,1.3,193-189-9,50.5%,-0.8,0.2,243-214-5,53.2%,2.7,0.4,217-201-6,51.9%,-1.8,-0.2,209-178-10,54.0%,-5.7,0.4,233-227-4,50.7%,6.9,0.3,219-197-8,52.6%,4.2,1.0,75-69-3,52.1%,-1.8,-0.2,274-255-6,51.8%,1.5,0.2,90-94-5,48.9%,3.0,0.4,121-99-4,55.0%,0.0,0.6,79-70-4,53.0%,2.5,1.3
Indiana,433-406-18,51.6%,0.4,0.5,243-228-10,51.6%,0.5,0.3,19-12-0,61.3%,3.4,0.7,225-187-9,54.6%,1.0,1.6,201-215-9,48.3%,-0.5,-0.7,212-205-6,50.8%,-2.3,0.1,220-203-9,52.0%,-4.3,1.0,209-199-9,51.2%,5.1,-0.1,214-193-12,52.6%,3.2,0.9,70-76-2,48.0%,-2.5,-0.3,268-260-11,50.8%,0.4,0.1,100-87-5,53.5%,2.6,1.3,90-91-3,49.7%,-2.2,0.0,76-58-5,56.7%,2.5,2.5
Miami,453-428-23,51.4%,0.8,0.2,250-241-10,50.9%,0.9,0.1,21-10-0,67.7%,5.7,3.8,224-173-10,56.4%,1.8,1.6,224-249-13,47.4%,-0.2,-1.0,234-195-8,54.6%,-1.3,0.8,211-184-6,53.4%,-3.8,1.6,240-243-17,49.7%,4.4,-0.9,198-223-15,47.0%,2.8,-0.7,73-60-7,54.9%,-1.4,0.3,271-287-14,48.6%,0.6,-0.4,107-102-6,51.2%,2.5,0.3,96-85-7,53.0%,-1.5,0.2,88-71-2,55.4%,2.5,1.4
Utah,431-408-21,51.4%,2.2,0.4,238-210-9,53.1%,2.5,0.9,13-14-1,48.2%,1.9,-1.0,185-193-9,48.9%,0.2,-0.4,241-209-12,53.6%,3.8,1.1,213-203-8,51.2%,-1.0,0.0,176-165-7,51.6%,-5.0,0.7,251-241-14,51.0%,7.0,0.2,212-195-13,52.1%,5.5,0.9,73-69-7,51.4%,1.0,0.8,272-245-8,52.6%,2.4,0.7,94-103-5,47.7%,3.4,-0.6,99-95-7,51.0%,0.3,0.4,73-80-5,47.7%,2.4,-0.4
Dallas,439-417-20,51.3%,0.6,0.4,249-224-11,52.6%,0.7,0.9,12-18-0,40.0%,-3.1,-2.4,229-184-12,55.5%,1.2,1.9,205-227-8,47.5%,0.1,-0.9,229-193-8,54.3%,-1.5,0.9,219-203-9,51.9%,-4.3,1.2,217-210-11,50.8%,5.3,-0.4,204-215-11,48.7%,2.9,0.0,73-71-4,50.7%,-1.4,0.8,282-248-12,53.2%,1.3,0.5,89-95-4,48.4%,2.4,-0.2,101-98-5,50.8%,-1.4,-0.1,72-80-4,47.4%,0.8,0.3
Golden State,471-454-21,50.9%,5.3,0.1,258-252-9,50.6%,5.1,0.1,17-19-0,47.2%,3.9,-1.5,160-150-4,51.6%,3.9,1.1,306-298-17,50.7%,6.0,-0.4,226-234-9,49.1%,2.3,-0.4,113-112-2,50.2%,-5.1,0.2,357-340-19,51.2%,8.6,0.1,244-220-12,52.6%,8.1,0.5,76-72-5,51.4%,3.7,-0.1,267-271-10,49.6%,5.4,0.0,112-106-8,51.4%,6.9,-0.2,101-96-4,51.3%,4.0,0.3,111-92-6,54.7%,6.4,0.6
Memphis,429-417-13,50.7%,-0.6,0.3,225-231-8,49.3%,-0.5,0.4,9-17-0,34.6%,-4.1,-4.5,211-206-6,50.6%,-1.7,0.1,215-203-7,51.4%,0.7,0.7,202-216-6,48.3%,-3.2,-0.2,226-226-5,50.0%,-5.5,0.7,198-190-8,51.0%,5.1,-0.2,224-195-7,53.5%,2.1,0.7,79-74-0,51.6%,-2.6,-0.4,266-246-8,52.0%,0.0,0.6,101-100-4,50.3%,1.4,0.1,103-86-1,54.5%,-2.9,0.2,75-80-5,48.4%,0.3,0.8
San Antonio,427-415-15,50.7%,1.0,0.2,236-221-7,51.6%,0.6,0.0,15-14-0,51.7%,0.2,1.9,204-187-11,52.2%,-0.8,0.7,218-222-4,49.6%,2.5,-0.3,207-208-11,49.9%,-1.7,0.0,195-197-8,49.7%,-6.5,-0.1,231-216-7,51.7%,7.6,0.5,215-199-3,51.9%,3.8,0.4,75-71-3,51.4%,0.0,0.5,268-250-9,51.7%,1.0,0.1,96-96-3,50.0%,3.2,0.7,95-98-5,49.2%,-0.4,0.1,69-80-3,46.3%,2.0,0.0
LA Clippers,447-435-7,50.7%,2.9,0.2,228-212-4,51.8%,2.7,0.5,23-9-0,71.9%,3.4,2.1,179-174-2,50.7%,2.2,0.3,259-259-5,50.0%,3.3,0.0,226-201-5,52.9%,0.9,0.9,146-151-1,49.2%,-4.6,0.5,300-280-6,51.7%,6.8,0.1,209-225-2,48.2%,4.7,-0.5,75-81-1,48.1%,2.6,1.3,270-260-4,50.9%,3.2,0.3,108-106-2,50.5%,4.2,-0.7,111-117-1,48.7%,2.0,0.3,79-85-2,48.2%,2.0,-1.6
Sacramento,401-395-24,50.4%,-2.4,-0.3,197-204-8,49.1%,-2.6,-0.7,18-9-0,66.7%,0.6,2.1,236-206-15,53.4%,-2.1,0.5,159-184-9,46.4%,-2.7,-1.3,216-180-12,54.6%,-3.6,0.7,261-239-16,52.2%,-5.8,0.5,139-154-8,47.4%,3.5,-1.5,181-210-12,46.3%,-1.1,-1.2,80-73-7,52.3%,-5.3,-0.2,239-233-11,50.6%,-1.4,-0.3,95-104-11,47.7%,-0.9,-0.3,109-87-5,55.6%,-3.5,0.4,64-80-6,44.4%,-2.9,-1.0
