Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,91.0,7:00 PM,Coleman Coliseum,105,Mcneese St,4,Alabama,McNeese,McNeese St.,Alabama,Alabama,N/A,N/A,False,N/A,N/A,False,Mcneese St,82-92-4,47.1%,0.3,-0.5,48-46-3,51.1%,-8.5,0.6,Alabama,168-163-7,50.8%,4.8,1.0,76-72-5,51.4%,10.7,+1.9,Alabama,N/A,N/A,59-59-1,50.0%,-4.6,1.1,Mcneese St,N/A,N/A,32-41-0,43.8%,6.6,-1.1
2,88.9,8:00 PM,Mackey Arena,118,Yale,13,Purdue,Yale,Yale,Purdue,Purdue,N/A,N/A,False,N/A,N/A,False,Yale,130-100-8,56.5%,7.1,1.4,67-53-5,55.8%,1.3,1.2,Purdue,172-156-11,52.4%,10.0,1.0,83-65-5,56.1%,17.5,+2.7,Purdue,N/A,N/A,30-29-2,50.9%,-3.0,0.9,Yale,N/A,N/A,97-61-5,61.4%,10.0,2.3
3,84.0,6:00 PM,Value City Arena,155,Youngs St,32,Ohio St,Youngstown State,Youngstown St.,Ohio State,Ohio St.,N/A,N/A,False,N/A,N/A,False,Youngs St,141-144-4,49.5%,0.0,-0.2,74-71-1,51.0%,-6.6,-0.4,Ohio St,158-170-5,48.2%,5.8,0.2,88-83-3,51.5%,12.3,+0.8,Ohio St,N/A,N/A,49-62-2,44.1%,-5.7,-0.5,Youngs St,N/A,N/A,53-59-2,47.3%,5.9,-0.3
4,82.9,7:00 PM,Cassell Coliseum,134,Winthrop,81,Va Tech,,Winthrop,Virginia Tech,Virginia Tech,N/A,N/A,False,N/A,N/A,False,Winthrop,100-113-3,47.0%,6.7,0.0,51-52-0,49.5%,1.0,0.5,Va Tech,159-149-1,51.6%,4.7,0.6,89-61-0,59.3%,12.0,+2.0,Va Tech,N/A,N/A,63-66-0,48.8%,-6.5,0.3,Winthrop,N/A,N/A,68-75-2,47.6%,8.6,-0.2
4,82.9,8:00 PM,Moody Coliseum,157,Nc-Grnsboro,48,S Methodist,,UNC Greensboro,SMU,Southern Methodist,N/A,N/A,False,N/A,N/A,False,Nc-Grnsboro,149-149-6,50.0%,5.3,0.9,70-62-1,53.0%,0.3,1.9,S Methodist,140-148-8,48.6%,6.7,-0.2,74-73-5,50.3%,12.9,+0.7,S Methodist,N/A,N/A,32-42-2,43.2%,-8.5,-2.3,Nc-Grnsboro,N/A,N/A,90-97-3,48.1%,8.8,0.2
6,80.6,8:00 PM,James H. Hilton Coliseum,183,Kansas City,10,Iowa St,,Kansas City,Iowa State,Iowa State,N/A,N/A,False,N/A,N/A,False,Kansas City,115-103-4,52.8%,0.2,0.5,53-47-3,53.0%,-7.8,0.3,Iowa St,166-150-5,52.5%,4.8,0.8,80-69-2,53.7%,11.7,+1.3,Iowa St,N/A,N/A,70-66-3,51.5%,-5.6,0.8,Kansas City,N/A,N/A,39-38-0,50.7%,4.1,-1.6
7,77.9,7:00 PM,Jersey Mike's Arena,189,St Peters,50,Rutgers,Saint Peters,Saint Peter'S,Rutgers,Rutgers,N/A,N/A,False,N/A,N/A,False,St Peters,166-135-2,55.2%,0.5,1.0,82-65-1,55.8%,-3.6,1.1,Rutgers,148-149-5,49.8%,-0.5,-0.3,84-71-4,54.2%,6.1,+0.6,Rutgers,N/A,N/A,89-90-1,49.7%,-8.8,-0.3,St Peters,N/A,N/A,74-76-1,49.3%,4.9,-0.2
8,77.6,7:00 PM,Petersen Events Center,199,Gard-Webb,29,Pittsburgh,,Gardner-Webb,Pittsburgh,Pittsburgh,N/A,N/A,False,N/A,N/A,False,Gard-Webb,114-102-2,52.8%,2.8,0.9,70-43-2,62.0%,-3.7,2.1,Pittsburgh,151-156-9,49.2%,0.8,-0.1,79-87-4,47.6%,5.0,-0.9,Pittsburgh,N/A,N/A,77-82-8,48.4%,-7.8,-0.2,Gard-Webb,N/A,N/A,49-61-2,44.6%,5.8,-0.5
9,76.0,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center,209,Grambling St,27,Florida,Grambling,Grambling State,Florida,Florida,N/A,N/A,False,N/A,N/A,False,Grambling St,94-95-2,49.7%,-2.3,0.8,56-52-1,51.9%,-9.3,1.1,Florida,155-174-5,47.1%,5.6,-0.1,65-81-1,44.5%,10.4,-0.4,Florida,N/A,N/A,35-53-1,39.8%,-5.3,-0.5,Grambling St,N/A,N/A,40-38-1,51.3%,6.6,0.1
10,74.9,9:00 PM,Wintrust Arena,150,Mercer,142,Depaul,,Mercer,DePaul,DePaul,N/A,N/A,False,N/A,N/A,False,Mercer,141-148-5,48.8%,2.5,-0.3,71-64-2,52.6%,-3.2,0.4,Depaul,139-161-8,46.3%,-4.3,-0.9,75-88-3,46.0%,-0.1,-1.2,Depaul,N/A,N/A,95-111-7,46.1%,-9.9,-0.7,Mercer,N/A,N/A,70-74-3,48.6%,5.7,-0.3
