Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
18,55.6,8:00 PM,F&M Bank Arena,177,Chattanooga,246,Austin Peay,Chattanooga,Chattanooga,Austin Peay,Austin Peay,N/A,N/A,False,N/A,N/A,False,Chattanooga,1-1-0,50.0%,-19.0,-3.3,1-1-0,50.0%,-19.0,-3.3,Austin Peay,1-0-0,100.0%,11.0,+19.5,0-0-0,0.0%,20.0,--,Austin Peay,N/A,N/A,1-0-0,100.0%,2.0,19.5,Chattanooga,N/A,N/A,0,0,0.0,0.0
19,54.7,8:00 PM,Lloyd Noble Center,327,Nw State,38,Oklahoma,Northwestern State,Northwestern St.,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Nw State,1-0-0,100.0%,10.0,+13.0,1-0-0,100.0%,-21.0,13.0,Oklahoma,1-0-0,100.0%,33.0,+6.0,1-0-0,100.0%,33.0,+6.0,Oklahoma,N/A,N/A,0,0,0.0,0.0,Nw State,N/A,N/A,0,0,0.0,0.0
20,52.9,7:00 PM,Hinkle Fieldhouse,311,W Michigan,101,Butler,Western Michigan,Western Michigan,Butler,Butler,N/A,N/A,False,N/A,N/A,False,W Michigan,0-0-1,0.0%,18.0,0.0,0-0-1,0.0%,-4.0,0.0,Butler,0-2-0,0.0%,2.5,-14.8,0-2-0,0.0%,2.5,-14.8,Butler,N/A,N/A,0,0,0.0,0.0,W Michigan,N/A,N/A,0,0,0.0,0.0
21,51.8,11:59 PM,SimpliFi Arena at Stan Sheriff Center,263,Pacific,178,Hawaii,Pacific,Pacific,Hawaii,Hawaii,N/A,N/A,False,N/A,N/A,False,Pacific,1-0-0,100.0%,31.0,+14.5,0,0,0.0,0.0,Hawaii,1-0-0,100.0%,23.0,+6.5,1-0-0,100.0%,23.0,+6.5,Hawaii,N/A,N/A,0,0,0.0,0.0,Pacific,N/A,N/A,0,0,0.0,0.0
22,50.7,7:00 PM,Purcell Pavilion at the Joyce Center,342,Buffalo,57,Notre Dame,Buffalo,Buffalo,Notre Dame,Notre Dame,N/A,N/A,False,N/A,N/A,False,Buffalo,1-0-0,100.0%,5.0,+11.5,1-0-0,100.0%,1.0,11.5,Notre Dame,1-0-0,100.0%,29.0,+2.5,1-0-0,100.0%,29.0,+2.5,Notre Dame,N/A,N/A,0,0,0.0,0.0,Buffalo,N/A,N/A,0,0,0.0,0.0
23,48.6,7:00 PM,Xfinity Center,360,Florida A&M,31,Maryland,Florida A&M,Florida A&M,Maryland,Maryland,N/A,N/A,False,N/A,N/A,False,Florida A&M,1-1-0,50.0%,-37.5,-8.0,1-1-0,50.0%,-37.5,-8.0,Maryland,2-0-0,100.0%,32.0,+7.0,2-0-0,100.0%,32.0,+7.0,Maryland,N/A,N/A,0,0,0.0,0.0,Florida A&M,N/A,N/A,0,0,0.0,0.0
24,47.3,9:30 PM,Icardo Center,240,N Dakota St,235,Cs Bakersfld,North Dakota State,North Dakota State,CSU Bakersfield,CSU Bakersfield,N/A,N/A,False,N/A,N/A,False,N Dakota St,0-1-0,0.0%,14.0,-12.5,0,0,0.0,0.0,Cs Bakersfld,0-0-1,0.0%,28.0,0.0,0-0-0,0.0%,69.0,--,Cs Bakersfld,N/A,N/A,0-0-1,0.0%,-13.0,0.0,N Dakota St,N/A,N/A,0-1-0,0.0%,-9.0,-12.5
25,45.0,7:00 PM,CB&S Bank Arena at Flowers Hall,299,Tn Martin,187,N Alabama,,Tenn-Martin,North Alabama,North Alabama,N/A,N/A,False,N/A,N/A,False,Tn Martin,1-0-0,100.0%,27.5,+15.0,1-0-0,100.0%,2.0,15.0,N Alabama,2-0-0,100.0%,26.0,+17.3,1-0-0,100.0%,36.0,+13.5,N Alabama,N/A,N/A,1-0-0,100.0%,16.0,21.0,Tn Martin,N/A,N/A,0,0,0.0,0.0
26,42.7,7:00 PM,John Paul Jones Arena,362,Coppin St,96,Virginia,Coppin State,Coppin St.,Virginia,Virginia,N/A,N/A,False,N/A,N/A,False,Coppin St,1-2-0,33.3%,-22.7,+0.3,1-1-0,50.0%,-28.5,1.5,Virginia,0-1-0,0.0%,9.0,-7.0,0-1-0,0.0%,9.0,-7.0,Virginia,N/A,N/A,0,0,0.0,0.0,Coppin St,N/A,N/A,0,0,0.0,0.0
27,39.7,7:00 PM,Cam Henderson Center,306,S Indiana,213,Marshall,Southern Indiana,Southern Indiana,Marshall,Marshall,N/A,N/A,False,N/A,N/A,False,S Indiana,1-1-0,50.0%,-4.0,+5.0,1-0-0,100.0%,-2.0,13.0,Marshall,0-1-0,0.0%,11.5,-9.0,0-1-0,0.0%,11.5,-9.0,Marshall,N/A,N/A,0-1-0,0.0%,-10.0,-9.0,S Indiana,N/A,N/A,0,0,0.0,0.0
28,33.9,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse,361,Alcorn St,176,Tulane,Alcorn,Alcorn St.,Tulane,Tulane,N/A,N/A,False,N/A,N/A,False,Alcorn St,0-2-0,0.0%,-34.0,-22.3,0-2-0,0.0%,-34.0,-22.3,Tulane,1-0-0,100.0%,25.0,+5.0,1-0-0,100.0%,25.0,+5.0,Tulane,N/A,N/A,0,0,0.0,0.0,Alcorn St,N/A,N/A,0,0,0.0,0.0
29,22.6,4:00 PM,Clune Arena,332,Liu,284,Air Force,LIU,LIU,Air Force,Air Force,N/A,N/A,False,N/A,N/A,False,Liu,0-0-1,0.0%,15.0,0.0,0-0-1,0.0%,-30.0,0.0,Air Force,1-1-0,50.0%,-5.0,-8.3,1-1-0,50.0%,-5.0,-8.3,Air Force,N/A,N/A,0,0,0.0,0.0,Liu,N/A,N/A,0,0,0.0,0.0
30,19.4,6:00 PM,McAlister Field House,312,Stetson,326,Citadel,Stetson,Stetson,,The Citadel,N/A,N/A,False,N/A,N/A,False,Stetson,0-1-0,0.0%,8.0,-7.5,0,0,0.0,0.0,Citadel,1-0-0,100.0%,10.5,+7.5,0-0-0,0.0%,30.0,--,Citadel,N/A,N/A,1-0-0,100.0%,-9.0,7.5,Stetson,N/A,N/A,0-1-0,0.0%,-3.0,-7.5
31,--,9:30 PM,SimpliFi Arena at Stan Sheriff Center,278,San Jose St,0,Life Pacific,San Jose State,San Jose St.,0,0,N/A,N/A,False,N/A,N/A,False,San Jose St,0-3-0,0.0%,-9.3,-11.8,0-1-0,0.0%,-11.0,-6.5,0,0,0,0.0,0,0,0,0.0,0,Life Pacific,N/A,N/A,0,0,0.0,0.0,San Jose St,N/A,N/A,0-2-0,0.0%,-8.5,-14.5
31,--,9:00 PM,Holt Arena,0,Southern Oregon,249,Idaho St,0,0,Idaho State,Idaho State,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Idaho St,2-0-0,100.0%,-6.5,+14.3,0,0,0.0,0,Idaho St,N/A,N/A,2-0-0,100.0%,-6.5,14.3,Southern Oregon,N/A,N/A,0,0,0.0,0.0
31,--,12:00 PM,Burr Gymnasium,0,Dillard,234,Howard,0,0,Howard,Howard,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Howard,1-1-0,50.0%,-22.5,+0.8,0,0,0.0,0,Howard,N/A,N/A,1-1-0,50.0%,-22.5,0.8,Dillard,N/A,N/A,0,0,0.0,0.0
31,--,9:00 PM,Brick Breeden Fieldhouse,0,Northwest Indian College,208,Montana St,0,0,Montana State,Montana St.,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Montana St,1-1-0,50.0%,-16.0,-2.5,0,0,0.0,0,Montana St,N/A,N/A,1-1-0,50.0%,-16.0,-2.5,Northwest Indian College,N/A,N/A,0,0,0.0,0.0
31,--,8:00 PM,Alabama A&M Events Center,0,Arkansas Baptist,319,Alab A&M,0,0,Alabama A&M,Alabama A&M,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Alab A&M,0-0-0,0.0%,43.0,--,0-0-0,0.0%,43.0,--,Alab A&M,N/A,N/A,0,0,0.0,0.0,Arkansas Baptist,N/A,N/A,0,0,0.0,0.0
31,--,8:00 PM,Great Southern Bank Arena,0,Missouri Southern State,185,Missouri St,0,0,Missouri State,Missouri St.,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Missouri St,1-0-0,100.0%,-7.0,+10.0,0,0,0.0,0,Missouri St,N/A,N/A,1-0-0,100.0%,-7.0,10.0,Missouri Southern State,N/A,N/A,0,0,0.0,0.0
31,--,7:00 PM,Hanner Fieldhouse,0,Augusta,200,Ga Southern,0,0,Georgia Southern,Georgia Southern,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Ga Southern,1-1-0,50.0%,3.5,+1.8,1-0-0,100.0%,15.0,+6.0,Ga Southern,N/A,N/A,0-1-0,0.0%,-8.0,-2.5,Augusta,N/A,N/A,0,0,0.0,0.0
31,--,7:00 PM,Stroh Center,0,Taylor University,270,Bowling Grn,0,0,Bowling Green,Bowling Green,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Bowling Grn,0-2-0,0.0%,-7.5,-2.5,0-1-0,0.0%,-6.0,-0.5,Bowling Grn,N/A,N/A,0-2-0,0.0%,-7.5,-2.5,Taylor University,N/A,N/A,0,0,0.0,0.0
31,--,7:00 PM,William H. Detrick Gymnasium,0,Northern Vermont-Johnson,220,Central Conn,0,0,Central Connecticut State,Central Conn. St.,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Central Conn,2-0-0,100.0%,1.0,+19.0,0,0,0.0,0,Central Conn,N/A,N/A,2-0-0,100.0%,1.0,19.0,Northern Vermont-Johnson,N/A,N/A,0,0,0.0,0.0
31,--,7:00 PM,Smith-Hammond Middleton Memorial Center,0,Voorhees,293,S Car State,0,0,South Carolina State,South Carolina State,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,S Car State,1-1-0,50.0%,30.0,+32.5,1-0-0,100.0%,82.0,+67.5,S Car State,N/A,N/A,0-1-0,0.0%,-22.0,-2.5,Voorhees,N/A,N/A,0,0,0.0,0.0
31,--,6:00 PM,Chesapeake Employers Insurance Arena,0,Valley Forge,303,Maryland Bc,0,0,UMBC,UMBC,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Maryland Bc,0-1-0,0.0%,-10.0,-26.5,0-0-0,0.0%,29.0,--,Maryland Bc,N/A,N/A,0-1-0,0.0%,-49.0,-26.5,Valley Forge,N/A,N/A,0,0,0.0,0.0
31,--,7:00 PM,Buccaneer Field House,0,Morris College,309,Charl South,0,0,,Charleston Southern,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0,0,0,0.0,0.0,Charl South,0-2-0,0.0%,-25.5,-10.8,0,0,0.0,0,Charl South,N/A,N/A,0-2-0,0.0%,-25.5,-10.8,Morris College,N/A,N/A,0,0,0.0,0.0
