Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Washington,12-10-0,54.6%,45.5%,-1.0,7-5-0,58.3%,41.7%,1.9,0-1-0,0.0%,100.0%,-7.0,10-8-0,55.6%,44.4%,-2.4,2-1-0,66.7%,33.3%,9.3,6-4-0,60.0%,40.0%,-2.2,12-10-0,54.6%,45.5%,-1.0,,,,,6-6-0,50.0%,50.0%,0.0,2-2-0,50.0%,50.0%,-4.4,8-4-0,66.7%,33.3%,5.3,3-3-0,50.0%,50.0%,-6.8,2-2-0,50.0%,50.0%,-1.0,2-3-0,40.0%,60.0%,-12.4
New Orleans,13-11-1,54.2%,45.8%,-0.4,8-9-0,47.1%,52.9%,-1.9,1-0-0,100.0%,0.0%,9.0,9-9-1,50.0%,50.0%,-0.8,3-2-0,60.0%,40.0%,-0.7,6-7-0,46.2%,53.9%,-4.2,10-9-0,52.6%,47.4%,-0.9,3-2-1,60.0%,40.0%,1.2,7-4-1,63.6%,36.4%,3.7,3-2-1,60.0%,40.0%,-2.5,6-8-0,42.9%,57.1%,-2.2,3-1-0,75.0%,25.0%,6.8,2-1-1,66.7%,33.3%,-1.1,3-1-0,75.0%,25.0%,6.8
San Antonio,13-11-0,54.2%,45.8%,0.6,8-3-0,72.7%,27.3%,9.9,1-0-0,100.0%,0.0%,2.5,6-6-0,50.0%,50.0%,0.3,6-5-0,54.6%,45.5%,0.7,5-4-0,55.6%,44.4%,-5.4,7-9-0,43.8%,56.3%,-5.4,6-2-0,75.0%,25.0%,12.6,8-7-0,53.3%,46.7%,4.2,2-3-0,40.0%,60.0%,-6.1,8-7-0,53.3%,46.7%,0.5,3-4-0,42.9%,57.1%,-2.7,2-4-0,33.3%,66.7%,-12.6,2-1-0,66.7%,33.3%,11.3
Houston,12-11-1,52.2%,47.8%,-2.3,7-7-1,50.0%,50.0%,-5.1,0-1-0,0.0%,100.0%,-15.5,4-4-0,50.0%,50.0%,-4.1,8-6-1,57.1%,42.9%,-0.4,6-6-0,50.0%,50.0%,-3.5,4-3-0,57.1%,42.9%,-2.3,8-8-1,50.0%,50.0%,-2.2,6-5-1,54.6%,45.5%,-1.0,1-4-0,20.0%,80.0%,-13.9,8-5-1,61.5%,38.5%,1.1,2-1-0,66.7%,33.3%,2.3,3-3-0,50.0%,50.0%,2.7,3-1-0,75.0%,25.0%,4.0
Sacramento,13-12-0,52.0%,48.0%,1.1,6-7-0,46.2%,53.9%,0.9,1-0-0,100.0%,0.0%,10.0,8-5-0,61.5%,38.5%,4.4,4-7-0,36.4%,63.6%,-3.6,5-7-0,41.7%,58.3%,0.4,5-3-0,62.5%,37.5%,9.8,8-9-0,47.1%,52.9%,-3.0,8-5-0,61.5%,38.5%,1.7,4-2-0,66.7%,33.3%,6.2,7-9-0,43.8%,56.3%,0.3,4-4-0,50.0%,50.0%,-2.9,3-1-0,75.0%,25.0%,9.8,1-1-0,50.0%,50.0%,-11.8
Brooklyn,12-12-0,50.0%,50.0%,4.1,6-6-0,50.0%,50.0%,0.0,1-0-0,100.0%,0.0%,12.5,4-9-0,30.8%,69.2%,-4.7,7-3-0,70.0%,30.0%,14.7,6-7-0,46.2%,53.9%,3.9,9-11-0,45.0%,55.0%,5.1,3-1-0,75.0%,25.0%,-0.9,6-5-0,54.6%,45.5%,4.3,1-4-0,20.0%,80.0%,-1.6,9-6-0,60.0%,40.0%,6.0,4-3-0,57.1%,42.9%,12.5,2-3-0,40.0%,60.0%,2.0,1-2-0,33.3%,66.7%,1.0
Toronto,12-12-0,50.0%,50.0%,2.0,9-5-0,64.3%,35.7%,4.8,1-0-0,100.0%,0.0%,17.0,9-7-0,56.3%,43.8%,2.4,2-5-0,28.6%,71.4%,-1.3,4-8-0,33.3%,66.7%,-2.4,12-12-0,50.0%,50.0%,2.0,,,,,8-4-0,66.7%,33.3%,6.3,2-3-0,40.0%,60.0%,1.8,9-5-0,64.3%,35.7%,6.0,1-2-0,33.3%,66.7%,-12.2,2-5-0,28.6%,71.4%,2.4,0-4-0,0.0%,100.0%,-15.8
Boston,12-12-0,50.0%,50.0%,2.1,4-6-0,40.0%,60.0%,-1.2,1-0-0,100.0%,0.0%,19.5,1-3-0,25.0%,75.0%,0.1,10-9-0,52.6%,47.4%,1.6,4-7-0,36.4%,63.6%,1.8,0-1-0,0.0%,100.0%,-4.0,12-11-0,52.2%,47.8%,2.3,8-5-0,61.5%,38.5%,2.3,3-2-0,60.0%,40.0%,1.2,5-9-0,35.7%,64.3%,1.0,5-2-0,71.4%,28.6%,9.9,3-4-0,42.9%,57.1%,-1.2,3-1-0,75.0%,25.0%,2.6
Detroit,12-13-0,48.0%,52.0%,1.1,8-8-0,50.0%,50.0%,2.3,0-1-0,0.0%,100.0%,-12.0,9-6-0,60.0%,40.0%,1.9,3-6-0,33.3%,66.7%,1.2,7-7-0,50.0%,50.0%,0.6,10-8-0,55.6%,44.4%,2.8,2-5-0,28.6%,71.4%,-3.4,5-6-0,45.5%,54.6%,1.7,3-3-0,50.0%,50.0%,10.3,6-9-0,40.0%,60.0%,-4.3,2-1-0,66.7%,33.3%,3.7,2-4-0,33.3%,66.7%,-3.5,3-0-0,100.0%,0.0%,13.8
Utah,11-12-0,47.8%,52.2%,-0.2,6-6-0,50.0%,50.0%,0.3,1-0-0,100.0%,0.0%,20.5,6-11-0,35.3%,64.7%,-3.1,4-1-0,80.0%,20.0%,5.3,8-4-0,66.7%,33.3%,7.0,11-12-0,47.8%,52.2%,-0.2,,,,,3-8-0,27.3%,72.7%,-8.2,0-4-0,0.0%,100.0%,-11.6,7-5-0,58.3%,41.7%,3.5,3-2-0,60.0%,40.0%,-4.3,2-4-0,33.3%,66.7%,2.0,3-3-0,50.0%,50.0%,-3.5
Okla City,11-12-0,47.8%,52.2%,-4.9,6-6-0,50.0%,50.0%,-6.4,1-1-0,50.0%,50.0%,-12.8,3-2-0,60.0%,40.0%,9.1,8-9-0,47.1%,52.9%,-6.9,5-7-0,41.7%,58.3%,-5.7,0-1-0,0.0%,100.0%,-39.5,11-11-0,50.0%,50.0%,-3.3,6-5-0,54.6%,45.5%,-4.0,2-2-0,50.0%,50.0%,1.6,8-8-0,50.0%,50.0%,-4.4,2-3-0,40.0%,60.0%,-9.5,3-3-0,50.0%,50.0%,2.1,0-1-0,0.0%,100.0%,-23.0
Minnesota,11-12-0,47.8%,52.2%,-2.5,6-5-0,54.6%,45.5%,-1.1,0-1-0,0.0%,100.0%,-11.0,5-5-0,50.0%,50.0%,0.4,6-6-0,50.0%,50.0%,-4.2,6-6-0,50.0%,50.0%,-0.8,1-1-0,50.0%,50.0%,-2.8,10-11-0,47.6%,52.4%,-2.5,5-6-0,45.5%,54.6%,-4.4,2-2-0,50.0%,50.0%,-1.6,6-6-0,50.0%,50.0%,-3.7,2-6-0,25.0%,75.0%,-7.9,3-1-0,75.0%,25.0%,4.6,3-3-0,50.0%,50.0%,0.8
Golden State,11-12-0,47.8%,52.2%,-3.3,8-7-0,53.3%,46.7%,-3.3,1-0-0,100.0%,0.0%,22.0,4-5-0,44.4%,55.6%,-3.6,6-7-0,46.2%,53.9%,-5.1,6-6-0,50.0%,50.0%,0.0,5-5-0,50.0%,50.0%,-0.2,6-7-0,46.2%,53.9%,-5.7,5-6-0,45.5%,54.6%,-7.0,0-3-0,0.0%,100.0%,-26.7,8-6-0,57.1%,42.9%,-0.8,3-3-0,50.0%,50.0%,4.6,0-2-0,0.0%,100.0%,-27.0,2-3-0,40.0%,60.0%,-1.4
Orlando,12-14-0,46.2%,53.9%,-4.3,8-10-0,44.4%,55.6%,-4.3,1-0-0,100.0%,0.0%,5.0,5-4-0,55.6%,44.4%,-1.1,6-10-0,37.5%,62.5%,-6.6,7-9-0,43.8%,56.3%,-4.6,6-2-0,75.0%,25.0%,1.2,6-12-0,33.3%,66.7%,-6.7,5-5-0,50.0%,50.0%,-3.7,2-3-0,40.0%,60.0%,-7.4,9-10-0,47.4%,52.6%,-3.9,3-1-0,75.0%,25.0%,10.8,1-3-0,25.0%,75.0%,-19.0,0-1-0,0.0%,100.0%,-4.0
LA Lakers,11-13-0,45.8%,54.2%,0.0,7-7-0,50.0%,50.0%,0.8,0-1-0,0.0%,100.0%,-11.0,5-6-0,45.5%,54.6%,3.1,6-6-0,50.0%,50.0%,-2.0,6-7-0,46.2%,53.9%,-0.2,4-5-0,44.4%,55.6%,-3.3,7-8-0,46.7%,53.3%,2.0,5-6-0,45.5%,54.6%,0.2,1-3-0,25.0%,75.0%,-7.4,7-7-0,50.0%,50.0%,1.3,3-4-0,42.9%,57.1%,0.0,1-2-0,33.3%,66.7%,-3.7,3-2-0,60.0%,40.0%,4.4
Philadelphia,10-12-0,45.5%,54.6%,-2.5,6-8-0,42.9%,57.1%,-2.5,1-0-0,100.0%,0.0%,10.5,7-8-0,46.7%,53.3%,-1.9,2-4-0,33.3%,66.7%,-5.9,5-6-0,45.5%,54.6%,-5.9,6-7-0,46.2%,53.9%,-0.6,4-5-0,44.4%,55.6%,-5.1,5-6-0,45.5%,54.6%,1.0,1-1-0,50.0%,50.0%,0.0,5-8-0,38.5%,61.5%,-3.7,3-3-0,50.0%,50.0%,-2.8,1-1-0,50.0%,50.0%,-1.0,3-3-0,50.0%,50.0%,-2.7
Milwaukee,10-13-0,43.5%,56.5%,-1.5,6-6-0,50.0%,50.0%,-0.5,1-0-0,100.0%,0.0%,10.5,2-9-0,18.2%,81.8%,-9.8,7-4-0,63.6%,36.4%,5.8,5-6-0,45.5%,54.6%,-1.4,1-5-0,16.7%,83.3%,-8.7,9-8-0,52.9%,47.1%,1.1,5-7-0,41.7%,58.3%,-1.6,2-3-0,40.0%,60.0%,4.3,4-7-0,36.4%,63.6%,-6.0,1-4-0,20.0%,80.0%,-8.3,3-3-0,50.0%,50.0%,2.3,3-3-0,50.0%,50.0%,-0.1
Portland,10-13-1,43.5%,56.5%,-1.5,8-8-0,50.0%,50.0%,-0.3,1-0-0,100.0%,0.0%,22.0,6-8-1,42.9%,57.1%,-4.4,3-5-0,37.5%,62.5%,0.9,4-8-1,33.3%,66.7%,-9.3,9-13-1,40.9%,59.1%,-2.3,1-0-0,100.0%,0.0%,16.0,6-5-0,54.6%,45.5%,7.6,1-4-0,20.0%,80.0%,-16.3,6-7-1,46.2%,53.9%,1.6,2-2-1,50.0%,50.0%,5.3,0-3-0,0.0%,100.0%,-19.5,2-2-0,50.0%,50.0%,0.0
LA Clippers,10-14-1,41.7%,58.3%,-2.4,6-4-1,60.0%,40.0%,-1.4,1-0-0,100.0%,0.0%,4.5,5-4-1,55.6%,44.4%,3.3,4-10-0,28.6%,71.4%,-6.9,4-5-1,44.4%,55.6%,0.6,7-9-1,43.8%,56.3%,-2.6,3-5-0,37.5%,62.5%,-1.9,6-9-0,40.0%,60.0%,-4.4,2-4-0,33.3%,66.7%,-7.6,6-8-1,42.9%,57.1%,-1.0,2-5-0,28.6%,71.4%,0.9,2-5-0,28.6%,71.4%,-7.2,1-2-0,33.3%,66.7%,-1.3
Charlotte,10-14-0,41.7%,58.3%,-2.6,5-11-0,31.3%,68.8%,-9.0,0-1-0,0.0%,100.0%,-15.5,7-10-0,41.2%,58.8%,-2.9,3-3-0,50.0%,50.0%,0.6,5-5-0,50.0%,50.0%,3.0,9-14-0,39.1%,60.9%,-4.7,1-0-0,100.0%,0.0%,46.0,5-9-0,35.7%,64.3%,-6.5,1-4-0,20.0%,80.0%,-3.2,6-9-0,40.0%,60.0%,-5.9,3-1-0,75.0%,25.0%,12.3,2-2-0,50.0%,50.0%,8.5,3-0-0,100.0%,0.0%,19.5
