Rank,Hotness Score,Matchup,Time,Location
1,98.9,#7 Alabama  at  #16 Purdue,7:00 PM,Mackey Arena
2,98.5,#17 Ohio St  at  #28 Texas A&M,9:00 PM,Reed Arena
3,97.9,#19 Marquette  at  #34 Maryland,8:00 PM,Xfinity Center
4,96.5,#4 Arizona  at  #41 Wisconsin,9:00 PM,Kohl Center
5,96.0,#56 TX Christian  at  #26 Michigan,6:00 PM,Crisler Center
6,94.1,#79 VA Tech  vs.  #20 Penn St,7:30 PM,Baltimore Arena
7,93.0,#76 W Virginia  at  #33 Pittsburgh,8:00 PM,Petersen Events Center
8,92.6,#29 Florida  at  #84 Florida St,6:00 PM,Donald L. Tucker Center
9,92.2,#78 Wash State  vs.  #48 Iowa,8:30 PM,Vibrant Arena at The MARK
10,90.4,#49 S Methodist  at  #97 Butler,7:00 PM,Hinkle Fieldhouse
11,88.5,#73 Fla Atlantic  at  #98 Col Charlestn,7:00 PM,TD Arena
12,87.8,#128 Mass Lowell  at  #3 Gonzaga,9:00 PM,McCarthey Athletic Center
13,87.7,#100 Virginia  vs.  #75 Villanova,5:00 PM,Baltimore Arena
14,87.6,#74 Georgia  at  #103 GA Tech,8:00 PM,McCamish Pavilion
15,87.4,#86 UAB  at  #96 High Point,7:00 PM,Nido and Mariana Qubein Arena
16,86.1,#92 Loyola-Chi  at  #104 Princeton,7:00 PM,Jadwin Gymnasium
17,83.5,#162 Nicholls  at  #12 Cincinnati,7:00 PM,Fifth Third Arena
18,81.3,#163 Ohio  at  #47 Memphis,8:00 PM,FedExForum
19,80.5,#138 Duquesne  at  #107 DePaul,9:00 PM,Wintrust Arena
20,77.9,#116 Temple  at  #151 Boston Col,7:00 PM,Conte Forum
21,74.6,#154 Tulane  at  #140 Furman,7:00 PM,Bon Secours Wellness Arena
22,74.2,#120 Samford  at  #170 N Alabama,8:45 PM,CB&S Bank Arena at Flowers Hall
23,68.8,#256 American  at  #13 N Carolina,8:00 PM,Dean E. Smith Center
24,67.2,#209 Wm & Mary  vs.  #133 Winthrop,5:00 PM,Rock Hill Sports & Event Center
25,65.4,#275 Lehigh  at  #25 UCLA,10:00 PM,Pauley Pavilion presented by Wescom
26,63.2,#118 St Josephs  at  #244 U Penn,8:00 PM,The Palestra
27,62.7,#143 Vermont  at  #229 Iona,7:00 PM,Hynes Athletics Center
28,59.9,#293 Monmouth  at  #54 Rutgers,6:30 PM,Jersey Mike's Arena
29,54.8,#291 CS Fullerton  at  #109 Oregon St,10:00 PM,Gill Coliseum
30,51.6,#254 Elon  at  #194 Gard-Webb,7:00 PM,Paul Porter Arena
31,49.1,#356 E Illinois  at  #35 Northwestern,8:00 PM,Welsh-Ryan Arena
32,47.0,#137 NC-Wilmgton  at  #324 SC Upstate,7:00 PM,G.B. Hodge Center
33,45.1,#313 LIU  at  #169 Cal Baptist,10:00 PM,Dale E. and Sarah Ann Fowler Events Center
34,45.0,#171 Belmont  at  #309 Air Force,7:00 PM,Clune Arena
35,44.7,#267 NC Central  vs.  #224 GA Southern,7:30 PM,Rock Hill Sports & Event Center
36,44.1,#242 Maine  at  #257 Quinnipiac,7:00 PM,M&T Bank Arena
37,42.0,#281 Army  at  #230 Marist,7:00 PM,McCann Arena
38,39.6,#352 W Georgia  at  #145 S Florida,7:00 PM,Yuengling Center
39,38.6,#164 Fordham  at  #346 Manhattan,7:00 PM,Draddy Gymnasium
40,33.3,#262 TX-Pan Am  vs.  #299 Charl South,1:00 PM,The Greenbrier
41,31.2,#339 N Hampshire  at  #223 Brown,7:00 PM,Pizzitola Sports Center
42,27.9,#276 SIU Edward  at  #314 W Michigan,5:00 PM,University Arena in Read Fieldhouse
43,14.2,#348 Lindenwood  at  #310 Rob Morris,7:00 PM,UPMC Events Center
44,13.7,#338 Holy Cross  vs.  #330 Sacred Hrt,4:30 PM,Pizzitola Sports Center
45,13.6,#335 VMI  vs.  #332 TN Tech,3:30 PM,The Greenbrier
46,11.5,#360 Maryland ES  at  #317 Old Dominion,7:00 PM,Chartway Arena at the Ted Constant Convocation Cen
47,6.3,#358 Stonehill  vs.  #345 New Orleans,4:00 PM,UPMC Events Center
48,--,St. Norbert  at  #180 St. Thomas,8:00 PM,Schoenecker Arena
48,--,Texas College  at  #167 TX-Arlington,8:00 PM,College Park Center
48,--,John Jay College  at  #277 Fairfield,7:00 PM,Leo D. Mahoney Arena
