Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.7,10:00 PM,Climate Pledge Arena,1,Gonzaga,8,Kentucky,Gonzaga,Gonzaga,Kentucky,Kentucky,-6,−112,False,+6,−108,True,Gonzaga,459-411-20,52.8%,14.3,1.2,141-140-7,50.2%,9.3,1.3,Kentucky,453-437-21,50.9%,10.2,0.5,198-206-10,49.0%,15.9,0.1,Kentucky,+6,−108,80-69-2,53.7%,-2.4,2.1,Gonzaga,-6,−112,395-361-20,52.3%,15.5,1.1
2,97.4,1:30 PM,Fiserv Forum,36,Wisconsin,10,Marquette,Wisconsin,Wisconsin,Marquette,Marquette,+6.5,−108,True,-6.5,−112,False,Wisconsin,449-411-22,52.2%,7.0,0.6,155-146-7,51.5%,0.1,0.4,Marquette,420-378-14,52.6%,5.5,0.4,195-193-5,50.3%,11.3,0.2,Wisconsin,+6.5,−108,134-113-12,54.3%,-3.1,1.7,Marquette,-6.5,−112,245-235-9,51.0%,9.6,0.2
3,96.5,12:00 PM,Jack Breslin Student Events Center,46,Nebraska,31,Michigan St,Nebraska,Nebraska,Michigan State,Michigan St.,+7,−110,True,-7,−110,False,Nebraska,364-376-12,49.2%,0.6,-0.1,126-175-4,41.9%,-9.2,-1.3,Michigan St,471-416-13,53.1%,8.7,0.5,218-172-4,55.9%,15.5,1.1,Nebraska,+7,−110,209-237-7,46.9%,-8.4,-0.4,Michigan St,-7,−110,367-311-10,54.1%,11.3,0.5
3,96.5,2:00 PM,Crisler Center,47,Iowa,20,Michigan,Iowa,Iowa,Michigan,Michigan,+9.5,−110,True,-9.5,−110,False,Iowa,400-419-19,48.8%,4.4,0.1,129-164-7,44.0%,-4.0,-0.4,Michigan,430-405-11,51.5%,3.9,0.5,209-183-4,53.3%,9.6,0.4,Iowa,+9.5,−110,167-183-6,47.7%,-6.0,0.3,Michigan,-9.5,−110,256-224-6,53.3%,9.7,0.5
5,96.1,5:30 PM,Fertitta Center,62,Butler,5,Houston,Butler,Butler,Houston,Houston,+17.5,−112,True,-17.5,−108,False,Butler,429-394-21,52.1%,5.8,0.7,145-162-10,47.2%,-0.1,-0.3,Houston,402-362-15,52.6%,4.8,1.1,194-149-10,56.6%,11.0,2.1,Butler,+17.5,−112,144-128-7,52.9%,-5.2,0.4,Houston,-17.5,−108,237-191-11,55.4%,11.9,1.5
6,95.2,7:00 PM,Jon M. Huntsman Center,55,St Marys,41,Utah,Saint Marys,Saint Mary'S,Utah,Utah,+3.5,−112,True,-3.5,−108,False,St Marys,401-383-14,51.2%,6.7,0.3,159-127-5,55.6%,1.1,1.1,Utah,407-373-23,52.2%,5.2,0.4,211-157-11,57.3%,12.5,2.0,St Marys,+3.5,−112,102-130-1,44.0%,-8.8,-1.3,Utah,-3.5,−108,254-216-9,54.0%,10.9,0.9
7,94.6,12:00 PM,Value City Arena,67,Rutgers,24,Ohio St,Rutgers,Rutgers,Ohio State,Ohio St.,+4.5,−108,True,-4.5,−112,False,Rutgers,361-384-11,48.5%,-0.6,-0.6,143-156-3,47.8%,-8.8,-0.8,Ohio St,437-414-14,51.4%,7.4,0.6,225-198-8,53.2%,14.0,1.0,Rutgers,+4.5,−108,231-237-4,49.4%,-8.5,-0.3,Ohio St,-4.5,−112,301-278-10,52.0%,11.5,0.6
8,93.8,11:30 AM,Carnesecca Arena,70,Kansas St,29,St Johns,Kansas State,Kansas State,Saint Johns,St. John'S,+10,−108,True,-10,−112,False,Kansas St,389-374-16,51.0%,3.6,0.4,136-139-8,49.5%,-5.6,-0.3,St Johns,387-393-16,49.6%,1.4,-0.1,187-205-9,47.7%,5.9,-0.5,Kansas St,+10,−108,182-174-7,51.1%,-6.3,0.7,St Johns,-10,−112,175-190-8,48.0%,8.2,-0.6
9,92.4,12:00 PM,Watsco Center,30,Clemson,78,Miami,Clemson,Clemson,Miami FL,Miami-Florida,-4.5,−112,False,+4.5,−108,True,Clemson,384-379-14,50.3%,4.1,0.3,135-146-7,48.0%,-3.9,-0.5,Miami,404-369-19,52.3%,4.1,0.3,171-177-9,49.1%,8.8,-0.4,Miami,+4.5,−108,195-142-8,57.9%,-4.3,1.8,Clemson,-4.5,−112,218-227-4,49.0%,8.6,0.2
10,92.1,4:00 PM,Lenovo Center,64,Florida St,68,Nc State,Florida State,Florida State,North Carolina State,NC State,+5,−110,True,N/A,N/A,False,Florida St,396-393-17,50.2%,3.0,-0.2,139-149-6,48.3%,-4.8,-0.9,Nc State,394-409-23,49.1%,3.8,0.3,187-214-13,46.6%,9.5,-0.3,Florida St,+5,−110,188-170-5,52.5%,-6.6,0.5,Nc State,N/A,N/A,201-218-12,48.0%,9.0,-0.3
