Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.7,10:00 PM,Climate Pledge Arena,1,Gonzaga,8,Kentucky,Gonzaga,Gonzaga,Kentucky,Kentucky,-6,−112,False,+6,−108,True,Gonzaga,6-2-0,75.0%,24.3,6.3,1-0-0,100.0%,13.0,2.0,Kentucky,4-4-0,50.0%,24.5,5.1,3-3-0,50.0%,32.5,+5.8,Kentucky,+6,−108,1-0-0,100.0%,5.0,10.5,Gonzaga,-6,−112,6-2-0,75.0%,24.3,6.3
2,97.4,1:30 PM,Fiserv Forum,36,Wisconsin,10,Marquette,Wisconsin,Wisconsin,Marquette,Marquette,+6.5,−108,True,-6.5,−112,False,Wisconsin,5-4-0,55.6%,13.9,1.5,0,0,0.0,0.0,Marquette,6-2-1,75.0%,17.3,2.6,4-1-1,80.0%,25.3,+2.8,Wisconsin,+6.5,−108,2-0-0,100.0%,10.5,14.0,Marquette,-6.5,−112,5-1-1,83.3%,23.3,3.1
3,96.5,12:00 PM,Jack Breslin Student Events Center,46,Nebraska,31,Michigan St,Nebraska,Nebraska,Michigan State,Michigan St.,+7,−110,True,-7,−110,False,Nebraska,3-4-0,42.9%,15.3,1.1,1-0-0,100.0%,11.0,21.0,Michigan St,5-4-0,55.6%,11.4,0.9,2-2-0,50.0%,20.5,-2.4,Nebraska,+7,−110,2-0-0,100.0%,4.0,11.0,Michigan St,-7,−110,4-3-0,57.1%,15.4,0.3
3,96.5,2:00 PM,Crisler Center,47,Iowa,20,Michigan,Iowa,Iowa,Michigan,Michigan,+9.5,−110,True,-9.5,−110,False,Iowa,3-5-0,37.5%,14.6,-2.7,0,0,0.0,0.0,Michigan,6-2-0,75.0%,18.5,6.9,3-1-0,75.0%,27.5,+6.9,Iowa,+9.5,−110,0,0,0.0,0.0,Michigan,-9.5,−110,5-2-0,71.4%,20.7,7.0
5,96.1,5:30 PM,Fertitta Center,62,Butler,5,Houston,Butler,Butler,Houston,Houston,+17.5,−112,True,-17.5,−108,False,Butler,5-3-0,62.5%,12.8,3.8,0,0,0.0,0.0,Houston,3-4-0,42.9%,19.6,0.1,3-0-0,100.0%,46.3,+14.0,Butler,+17.5,−112,3-0-0,100.0%,7.7,11.8,Houston,-17.5,−108,3-4-0,42.9%,19.6,0.1
6,95.2,7:00 PM,Jon M. Huntsman Center,55,St Marys,41,Utah,Saint Marys,Saint Mary'S,Utah,Utah,+3.5,−112,True,-3.5,−108,False,St Marys,2-6-0,25.0%,14.9,-0.8,0,0,0.0,0.0,Utah,6-1-0,85.7%,26.7,4.1,5-1-0,83.3%,32.0,+4.3,St Marys,+3.5,−112,0,0,0.0,0.0,Utah,-3.5,−108,5-1-0,83.3%,32.0,4.3
7,94.6,12:00 PM,Value City Arena,67,Rutgers,24,Ohio St,Rutgers,Rutgers,Ohio State,Ohio St.,+4.5,−108,True,-4.5,−112,False,Rutgers,3-4-1,42.9%,6.4,-2.5,0-1-0,0.0%,-2.0,-13.5,Ohio St,5-3-0,62.5%,16.3,5.4,4-1-0,80.0%,32.0,+12.1,Rutgers,+4.5,−108,2-0-0,100.0%,-4.5,4.0,Ohio St,-4.5,−112,4-1-0,80.0%,32.0,12.1
8,93.8,11:30 AM,Carnesecca Arena,70,Kansas St,29,St Johns,Kansas State,Kansas State,Saint Johns,St. John'S,+10,−108,True,-10,−112,False,Kansas St,3-5-0,37.5%,14.6,-5.3,0,0,0.0,0.0,St Johns,5-3-0,62.5%,15.5,1.5,3-2-0,60.0%,20.6,+1.0,Kansas St,+10,−108,0,0,0.0,0.0,St Johns,-10,−112,4-3-0,57.1%,17.9,1.5
9,92.4,12:00 PM,Watsco Center,30,Clemson,78,Miami,Clemson,Clemson,Miami FL,Miami-Florida,-4.5,−112,False,+4.5,−108,True,Clemson,5-4-0,55.6%,15.1,1.0,0-1-0,0.0%,-13.0,-9.5,Miami,2-6-0,25.0%,8.0,-7.3,2-3-0,40.0%,17.6,-5.0,Miami,+4.5,−108,1-1-0,50.0%,-5.0,-1.3,Clemson,-4.5,−112,4-3-0,57.1%,20.7,1.9
10,92.1,4:00 PM,Lenovo Center,64,Florida St,68,Nc State,Florida State,Florida State,North Carolina State,NC State,+5,−110,True,N/A,N/A,False,Florida St,6-3-0,66.7%,12.3,5.3,0-1-0,0.0%,-10.0,-5.5,Nc State,3-5-0,37.5%,9.1,-0.6,3-3-0,50.0%,15.7,+0.9,Florida St,+5,−110,0-2-0,0.0%,-11.5,-6.5,Nc State,N/A,N/A,3-2-0,60.0%,19.6,1.4
10,92.1,4:00 PM,CenturyLink Arena Boise,58,Boise St,77,Wash State,Boise State,Boise St.,Washington State,Washington St.,-8.5,−110,False,+8.5,−110,True,Boise St,2-5-0,28.6%,14.6,-1.4,0-1-0,0.0%,-11.0,-13.0,Wash State,5-4-0,55.6%,8.0,2.8,3-1-0,75.0%,15.5,+4.8,Wash State,+8.5,−110,1-2-0,33.3%,-5.3,1.8,Boise St,-8.5,−110,2-5-0,28.6%,11.7,-1.4
12,89.7,2:00 PM,Dean E. Smith Center,111,Ga Tech,19,N Carolina,Georgia Tech,Georgia Tech,North Carolina,North Carolina,+17.5,−112,True,-17.5,−108,False,Ga Tech,2-6-0,25.0%,3.4,-5.9,0-1-0,0.0%,-15.0,-3.0,N Carolina,3-5-0,37.5%,6.5,-2.6,1-2-0,33.3%,17.0,-1.0,Ga Tech,+17.5,−112,0-3-0,0.0%,-15.3,-8.3,N Carolina,-17.5,−108,2-4-0,33.3%,11.3,-2.8
