Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.7,10:00 PM,Climate Pledge Arena,1,Gonzaga,8,Kentucky,Gonzaga,Gonzaga,Kentucky,Kentucky,-6,−112,False,+6,−108,True,Gonzaga,184-164-9,52.9%,18.1,1.6,48-46-3,51.1%,15.1,2.7,Kentucky,174-172-6,50.3%,10.8,0.5,88-89-2,49.7%,16.6,0.6,Kentucky,+6,−108,30-24-1,55.6%,-1.7,2.4,Gonzaga,-6,−112,176-152-9,53.7%,18.9,1.8
2,97.4,1:30 PM,Fiserv Forum,36,Wisconsin,10,Marquette,Wisconsin,Wisconsin,Marquette,Marquette,+6.5,−108,True,-6.5,−112,False,Wisconsin,171-168-11,50.4%,6.1,0.2,56-55-4,50.5%,-0.1,0.2,Marquette,171-159-5,51.8%,4.8,0.4,88-86-1,50.6%,10.3,0.4,Wisconsin,+6.5,−108,57-46-6,55.3%,-2.1,2.5,Marquette,-6.5,−112,107-97-2,52.5%,10.9,0.5
3,96.5,12:00 PM,Jack Breslin Student Events Center,46,Nebraska,31,Michigan St,Nebraska,Nebraska,Michigan State,Michigan St.,+7,−110,True,-7,−110,False,Nebraska,156-158-4,49.7%,-0.1,0.0,50-66-1,43.1%,-8.9,-0.4,Michigan St,188-163-3,53.6%,8.0,0.4,96-63-1,60.4%,15.2,1.3,Nebraska,+7,−110,89-98-2,47.6%,-8.4,-0.2,Michigan St,-7,−110,149-117-2,56.0%,11.8,0.6
3,96.5,2:00 PM,Crisler Center,47,Iowa,20,Michigan,Iowa,Iowa,Michigan,Michigan,+9.5,−110,True,-9.5,−110,False,Iowa,164-161-9,50.5%,6.3,0.6,47-60-2,43.9%,-2.0,0.5,Michigan,178-165-2,51.9%,6.0,0.7,83-77-2,51.9%,11.1,0.1,Iowa,+9.5,−110,51-64-4,44.4%,-4.7,0.5,Michigan,-9.5,−110,125-108-1,53.7%,10.4,0.4
5,96.1,5:30 PM,Fertitta Center,62,Butler,5,Houston,Butler,Butler,Houston,Houston,+17.5,−112,True,-17.5,−108,False,Butler,165-158-5,51.1%,3.6,0.1,51-56-2,47.7%,-4.3,-1.1,Houston,182-144-7,55.8%,12.3,2.4,90-59-6,60.4%,18.7,3.8,Butler,+17.5,−112,62-72-2,46.3%,-7.4,-1.5,Houston,-17.5,−108,150-118-7,56.0%,14.6,2.2
6,95.2,7:00 PM,Jon M. Huntsman Center,55,St Marys,41,Utah,Saint Marys,Saint Mary'S,Utah,Utah,+3.5,−112,True,-3.5,−108,False,St Marys,171-149-7,53.4%,10.2,1.0,56-39-2,59.0%,6.6,1.9,Utah,162-154-11,51.3%,5.7,0.4,92-67-7,57.9%,14.2,3.0,St Marys,+3.5,−112,24-32-1,42.9%,-7.8,-1.6,Utah,-3.5,−108,112-85-5,56.9%,13.2,2.2
7,94.6,12:00 PM,Value City Arena,67,Rutgers,24,Ohio St,Rutgers,Rutgers,Ohio State,Ohio St.,+4.5,−108,True,-4.5,−112,False,Rutgers,150-153-6,49.5%,-0.4,-0.4,49-64-1,43.4%,-9.6,-1.8,Ohio St,162-173-5,48.4%,6.1,0.3,92-84-3,52.3%,12.9,1.1,Rutgers,+4.5,−108,91-90-1,50.3%,-8.8,-0.2,Ohio St,-4.5,−112,111-109-3,50.5%,11.8,0.6
8,93.8,11:30 AM,Carnesecca Arena,70,Kansas St,29,St Johns,Kansas State,Kansas State,Saint Johns,St. John'S,+10,−108,True,-10,−112,False,Kansas St,168-156-5,51.9%,2.1,0.1,62-47-1,56.9%,-5.3,0.5,St Johns,156-161-9,49.2%,1.8,0.0,78-79-6,49.7%,7.3,0.2,Kansas St,+10,−108,86-67-1,56.2%,-5.8,1.2,St Johns,-10,−112,81-79-5,50.6%,10.1,-0.1
9,92.4,12:00 PM,Watsco Center,30,Clemson,78,Miami,Clemson,Clemson,Miami FL,Miami-Florida,-4.5,−112,False,+4.5,−108,True,Clemson,164-149-6,52.4%,4.7,0.8,44-58-2,43.1%,-3.6,-1.0,Miami,163-167-6,49.4%,3.4,-0.6,72-80-5,47.4%,8.3,-1.3,Miami,+4.5,−108,73-60-1,54.9%,-5.2,0.8,Clemson,-4.5,−112,100-93-2,51.8%,9.2,0.7
10,92.1,4:00 PM,Lenovo Center,64,Florida St,68,Nc State,Florida State,Florida State,North Carolina State,NC State,+5,−110,True,N/A,N/A,False,Florida St,161-164-7,49.5%,4.1,-0.2,42-61-3,40.8%,-4.2,-1.8,Nc State,150-173-9,46.4%,3.7,0.3,76-94-3,44.7%,9.1,-0.1,Florida St,+5,−110,56-56-0,50.0%,-5.3,0.8,Nc State,N/A,N/A,85-98-3,46.5%,10.0,-0.1
