Rank,Hotness Score,Matchup,Time,Location
1,81.3,#6 Golden State  at  #15 Phoenix,9:00 PM,Footprint Center
2,62.0,#22 Atlanta  at  #25 Charlotte,6:00 PM,Spectrum Center
3,58.9,#4 Dallas  at  #29 Utah,9:30 PM,Delta Center
4,58.2,#20 Philadelphia  at  #21 Detroit,7:00 PM,Little Caesars Arena
5,38.0,#30 Washington  at  #13 Milwaukee,8:00 PM,Fiserv Forum
