Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Boston,481-469-10,50.6%,49.4%,0.6,273-270-3,50.3%,49.7%,0.2,22-15-1,59.5%,40.5%,3.6,181-171-3,51.4%,48.6%,0.0,293-294-7,49.9%,50.1%,0.7,216-241-4,47.3%,52.7%,-0.1,119-143-3,45.4%,54.6%,-0.8,359-323-7,52.6%,47.4%,1.1,252-215-5,54.0%,46.0%,1.2,81-66-4,55.1%,44.9%,3.1,290-298-4,49.3%,50.7%,0.0,90-93-2,49.2%,50.8%,0.4,118-106-5,52.7%,47.3%,1.7,88-90-1,49.4%,50.6%,-0.2
New Orleans,422-416-8,50.4%,49.6%,0.2,212-215-3,49.7%,50.4%,0.9,15-11-0,57.7%,42.3%,2.5,226-214-4,51.4%,48.6%,0.1,191-196-4,49.4%,50.7%,0.4,187-227-4,45.2%,54.8%,-1.2,222-241-6,48.0%,52.1%,-0.2,195-171-2,53.3%,46.7%,0.7,233-182-4,56.1%,43.9%,1.7,72-75-3,49.0%,51.0%,-0.4,263-245-4,51.8%,48.2%,1.1,103-102-1,50.2%,49.8%,-0.5,107-99-4,51.9%,48.1%,-0.4,72-85-1,45.9%,54.1%,-2.3
Philadelphia,440-436-9,50.2%,49.8%,0.1,222-242-4,47.8%,52.2%,-0.8,22-8-0,73.3%,26.7%,6.0,221-209-3,51.4%,48.6%,0.3,213-222-6,49.0%,51.0%,-0.1,212-218-7,49.3%,50.7%,-0.3,209-224-5,48.3%,51.7%,-1.0,229-207-4,52.5%,47.5%,1.3,221-212-2,51.0%,49.0%,0.3,79-68-2,53.7%,46.3%,1.1,250-280-6,47.2%,52.8%,-0.9,111-88-2,55.8%,44.2%,1.5,107-106-3,50.2%,49.8%,0.6,89-80-1,52.7%,47.3%,1.2
Sacramento,406-407-14,49.9%,50.1%,0.4,210-193-8,52.1%,47.9%,1.3,19-8-0,70.4%,29.6%,5.2,238-217-7,52.3%,47.7%,1.3,162-185-7,46.7%,53.3%,-0.9,191-209-9,47.8%,52.3%,-0.8,245-264-9,48.1%,51.9%,0.1,159-142-5,52.8%,47.2%,0.8,210-194-5,52.0%,48.0%,1.4,73-88-1,45.3%,54.7%,-1.6,243-232-12,51.2%,48.8%,0.8,105-104-4,50.2%,49.8%,0.4,91-110-2,45.3%,54.7%,-1.5,71-79-1,47.3%,52.7%,0.1
Cleveland,450-452-9,49.9%,50.1%,0.3,244-243-3,50.1%,49.9%,0.4,15-19-2,44.1%,55.9%,-0.9,207-200-3,50.9%,49.1%,-0.1,238-246-6,49.2%,50.8%,0.6,219-232-1,48.6%,51.4%,-0.5,179-204-2,46.7%,53.3%,-0.5,269-247-7,52.1%,47.9%,0.8,231-219-8,51.3%,48.7%,1.0,69-88-2,44.0%,56.1%,-1.1,280-252-4,52.6%,47.4%,0.9,107-104-3,50.7%,49.3%,0.4,99-105-3,48.5%,51.5%,-0.1,86-93-1,48.0%,52.0%,-0.2
LA Lakers,426-435-6,49.5%,50.5%,-0.2,224-223-2,50.1%,49.9%,0.3,16-16-0,50.0%,50.0%,1.9,234-229-3,50.5%,49.5%,-0.3,186-201-3,48.1%,51.9%,-0.3,222-191-4,53.8%,46.3%,1.6,249-239-3,51.0%,49.0%,0.1,172-194-3,47.0%,53.0%,-0.8,191-226-2,45.8%,54.2%,-2.0,72-64-3,52.9%,47.1%,1.7,270-279-1,49.2%,50.8%,-0.7,95-105-2,47.5%,52.5%,-1.7,107-107-2,50.0%,50.0%,-0.1,68-76-2,47.2%,52.8%,-1.0
Utah,423-432-12,49.5%,50.5%,0.7,230-220-9,51.1%,48.9%,0.6,10-18-0,35.7%,64.3%,-2.1,193-193-6,50.0%,50.0%,0.8,226-232-6,49.3%,50.7%,0.6,218-202-8,51.9%,48.1%,1.6,177-171-7,50.9%,49.1%,1.5,242-259-5,48.3%,51.7%,0.0,195-224-4,46.5%,53.5%,-0.4,75-74-1,50.3%,49.7%,1.5,262-258-10,50.4%,49.6%,0.2,100-104-0,49.0%,51.0%,1.6,93-108-3,46.3%,53.7%,0.0,76-82-1,48.1%,51.9%,1.9
Houston,430-445-16,49.1%,50.9%,0.1,241-256-9,48.5%,51.5%,-0.5,12-19-0,38.7%,61.3%,0.1,219-191-8,53.4%,46.6%,1.8,207-247-8,45.6%,54.4%,-1.4,208-216-6,49.1%,50.9%,0.5,194-205-4,48.6%,51.4%,0.4,232-239-12,49.3%,50.7%,-0.2,215-215-10,50.0%,50.0%,-0.1,80-69-1,53.7%,46.3%,1.6,269-280-9,49.0%,51.0%,-0.1,95-91-6,51.1%,48.9%,1.0,94-98-1,49.0%,51.0%,0.7,69-77-6,47.3%,52.7%,-0.9
Okla City,421-436-13,49.1%,50.9%,0.1,230-217-6,51.5%,48.6%,0.7,9-20-1,31.0%,69.0%,-6.1,198-188-7,51.3%,48.7%,0.9,221-239-6,48.0%,52.0%,-0.4,201-221-4,47.6%,52.4%,-0.6,181-213-3,45.9%,54.1%,-1.4,238-222-10,51.7%,48.3%,1.3,213-206-9,50.8%,49.2%,1.0,80-65-3,55.2%,44.8%,1.8,261-270-8,49.2%,50.9%,0.1,84-104-3,44.7%,55.3%,-1.1,107-115-4,48.2%,51.8%,-0.4,71-81-1,46.7%,53.3%,-0.8
Charlotte,397-413-9,49.0%,51.0%,0.3,220-237-7,48.1%,51.9%,0.6,14-14-0,50.0%,50.0%,-0.2,221-237-6,48.3%,51.8%,0.2,168-173-3,49.3%,50.7%,0.1,214-194-4,52.5%,47.6%,1.2,250-264-6,48.6%,51.4%,-0.6,146-149-2,49.5%,50.5%,1.7,183-218-5,45.6%,54.4%,-0.7,85-69-1,55.2%,44.8%,1.0,235-258-7,47.7%,52.3%,0.1,85-94-1,47.5%,52.5%,-1.1,92-82-1,52.9%,47.1%,0.7,63-72-1,46.7%,53.3%,0.1
LA Clippers,430-450-17,48.9%,51.1%,0.3,203-238-8,46.0%,54.0%,-1.3,14-16-2,46.7%,53.3%,1.1,172-181-5,48.7%,51.3%,1.0,253-263-12,49.0%,51.0%,0.0,221-207-8,51.6%,48.4%,1.0,148-148-8,50.0%,50.0%,1.3,280-299-9,48.4%,51.6%,-0.2,200-232-8,46.3%,53.7%,-0.3,86-72-1,54.4%,45.6%,0.3,261-267-12,49.4%,50.6%,0.4,109-102-6,51.7%,48.3%,3.2,118-110-3,51.8%,48.3%,0.8,69-95-2,42.1%,57.9%,0.0
Detroit,394-414-13,48.8%,51.2%,0.2,207-207-8,50.0%,50.0%,0.7,12-13-2,48.0%,52.0%,-3.0,247-266-5,48.2%,51.9%,0.2,143-141-8,50.4%,49.7%,0.5,188-220-4,46.1%,53.9%,-0.2,274-293-9,48.3%,51.7%,0.2,119-117-4,50.4%,49.6%,0.4,205-193-9,51.5%,48.5%,0.5,66-90-3,42.3%,57.7%,-0.4,236-244-8,49.2%,50.8%,0.1,99-97-1,50.5%,49.5%,-0.7,88-110-4,44.4%,55.6%,-0.1,80-67-0,54.4%,45.6%,1.5
Miami,441-464-4,48.7%,51.3%,-0.6,250-250-3,50.0%,50.0%,0.1,21-11-0,65.6%,34.4%,5.1,202-204-3,49.8%,50.3%,-0.8,230-258-1,47.1%,52.9%,-0.5,203-237-0,46.1%,53.9%,-2.2,188-214-1,46.8%,53.2%,-1.5,253-247-3,50.6%,49.4%,0.2,224-211-3,51.5%,48.5%,1.0,74-66-1,52.9%,47.1%,-0.1,270-301-3,47.3%,52.7%,-1.1,94-123-0,43.3%,56.7%,-2.0,97-91-1,51.6%,48.4%,-0.7,76-86-0,46.9%,53.1%,-0.4
Chicago,403-425-10,48.7%,51.3%,0.6,216-230-4,48.4%,51.6%,0.4,14-14-1,50.0%,50.0%,-0.6,217-229-6,48.7%,51.4%,0.1,180-192-3,48.4%,51.6%,1.1,210-202-6,51.0%,49.0%,1.8,251-255-6,49.6%,50.4%,0.7,152-167-4,47.7%,52.4%,0.4,193-221-4,46.6%,53.4%,-0.6,76-81-1,48.4%,51.6%,-1.5,241-261-7,48.0%,52.0%,0.6,104-93-4,52.8%,47.2%,2.1,83-102-2,44.9%,55.1%,-0.6,72-69-1,51.1%,48.9%,3.0
Orlando,402-425-10,48.6%,51.4%,-0.6,221-245-6,47.4%,52.6%,-0.5,17-13-0,56.7%,43.3%,-0.2,228-266-6,46.2%,53.9%,-1.2,168-154-4,52.2%,47.8%,0.5,202-207-7,49.4%,50.6%,-1.0,296-304-8,49.3%,50.7%,-0.1,104-119-2,46.6%,53.4%,-1.9,190-211-3,47.4%,52.6%,-0.2,82-68-3,54.7%,45.3%,0.4,234-275-6,46.0%,54.0%,-0.9,86-90-1,48.9%,51.1%,-1.1,95-90-3,51.4%,48.7%,-0.1,69-69-1,50.0%,50.0%,-0.4
Brooklyn,408-434-12,48.5%,51.5%,0.4,214-239-9,47.2%,52.8%,0.3,17-10-0,63.0%,37.0%,5.2,222-242-8,47.8%,52.2%,-0.1,178-189-4,48.5%,51.5%,0.7,206-208-7,49.8%,50.2%,1.6,252-267-8,48.6%,51.5%,1.0,153-164-4,48.3%,51.7%,-0.6,195-218-5,47.2%,52.8%,-0.9,68-78-2,46.6%,53.4%,0.9,251-258-8,49.3%,50.7%,0.2,97-99-1,49.5%,50.5%,0.4,97-96-2,50.3%,49.7%,0.8,72-88-2,45.0%,55.0%,0.1
Memphis,411-439-16,48.4%,51.7%,0.2,225-238-5,48.6%,51.4%,0.7,14-11-1,56.0%,44.0%,3.9,191-230-5,45.4%,54.6%,-0.7,214-205-10,51.1%,48.9%,1.0,217-205-5,51.4%,48.6%,1.4,229-227-4,50.2%,49.8%,0.9,181-207-12,46.7%,53.4%,-0.4,191-228-11,45.6%,54.4%,-1.0,70-79-5,47.0%,53.0%,-0.4,245-273-6,47.3%,52.7%,-0.3,93-107-6,46.5%,53.5%,-0.8,93-94-5,49.7%,50.3%,-0.1,82-76-4,51.9%,48.1%,1.7
Golden State,450-490-13,47.9%,52.1%,-0.2,249-264-9,48.5%,51.5%,-0.7,20-16-0,55.6%,44.4%,1.3,145-169-2,46.2%,53.8%,-0.4,299-316-11,48.6%,51.4%,-0.1,224-244-4,47.9%,52.1%,0.3,107-117-3,47.8%,52.2%,0.1,342-371-10,48.0%,52.0%,-0.2,225-246-9,47.8%,52.2%,-0.7,77-73-4,51.3%,48.7%,1.6,251-294-7,46.1%,53.9%,-1.1,100-128-1,43.9%,56.1%,0.0,101-98-3,50.8%,49.3%,1.2,102-107-2,48.8%,51.2%,0.7
New York,392-435-13,47.4%,52.6%,0.0,215-229-9,48.4%,51.6%,0.8,12-10-3,54.6%,45.5%,3.4,220-262-6,45.6%,54.4%,-0.8,166-170-5,49.4%,50.6%,0.7,205-206-8,49.9%,50.1%,0.3,262-283-9,48.1%,51.9%,0.1,127-149-3,46.0%,54.0%,-0.3,187-227-5,45.2%,54.8%,-0.2,72-72-1,50.0%,50.0%,-0.7,239-272-7,46.8%,53.2%,0.2,93-103-3,47.5%,52.6%,-0.3,84-103-1,44.9%,55.1%,-1.8,69-81-2,46.0%,54.0%,-0.9
Dallas,412-462-10,47.1%,52.9%,-0.1,230-254-3,47.5%,52.5%,0.4,12-18-0,40.0%,60.0%,-2.7,207-216-6,48.9%,51.1%,0.6,199-241-4,45.2%,54.8%,-0.8,211-222-3,48.7%,51.3%,0.2,202-230-4,46.8%,53.2%,0.1,208-227-6,47.8%,52.2%,-0.1,190-235-7,44.7%,55.3%,-0.8,74-73-3,50.3%,49.7%,0.0,254-288-5,46.9%,53.1%,-0.1,78-107-4,42.2%,57.8%,-1.1,104-101-3,50.7%,49.3%,-0.2,72-83-2,46.5%,53.6%,0.5
