,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.5,9:00 PM,Fiserv Forum,17,Purdue,20,Marquette,Purdue,Marquette,4.5,0.5192,True,-4.5,0.5283,False,0,0.5,14.0,0.0,0,0.0,0.0,0.0,4,0.75,17.8,2.6,0,0.667,22.3,+1.3,Purdue,4.5,0.5192,0,1.0,9.0,13.0,Marquette,-4.5,0.5283,0,0.667,22.3,1.3,Purdue,Marquette,4.5,-4.5,0,0.501,6.8,0.4,0,0.46,-1.2,-0.5,807,0.525,5.5,0.4,0,0.5,11.2,0.2,4.5,255,0.466,-6.0,0.0,-4.5,0,0.507,9.5,0.2,Purdue,Marquette,4.5,-4.5,0,0.524,10.0,1.1,0,0.44,1.5,-0.9,330,0.515,4.7,0.4,0,0.5,10.0,0.3,4.5,62,0.517,-2.8,1.1,-4.5,0,0.517,10.6,0.4,240.0,160.0,160.0,240.0,Purdue,Marquette,True
1,2,89.3,8:00 PM,Jack Breslin Student Events Center,114,Samford,32,Michigan St,Samford,Michigan St.,17.0,0.5122,True,-17.0,0.5349,False,0,0.333,22.4,-0.7,0,0.0,-0.5,-2.5,4,0.5,16.5,-0.6,0,0.667,24.7,-0.2,Samford,17.0,0.5122,0,0.0,0.0,0.0,Michigan St,-17.0,0.5349,0,0.667,24.7,-0.2,Samford,Michigan St.,17.0,-17.0,0,0.488,0.6,-0.5,0,0.509,-5.7,-0.8,895,0.531,8.7,0.5,0,0.56,15.5,1.2,17.0,329,0.492,-8.7,-0.4,-17.0,0,0.542,11.3,0.5,Samford,Michigan St.,17.0,-17.0,0,0.504,1.3,0.0,0,0.507,-6.0,-1.1,349,0.535,8.0,0.4,0,0.608,15.3,1.4,17.0,157,0.48,-9.3,-1.2,-17.0,0,0.561,11.9,0.6,264.0,173.0,173.0,264.0,Samford,Michigan St.,False
2,4,86.1,7:00 PM,Rupp Arena at Central Bank Center,138,Lipscomb,15,Kentucky,Lipscomb,Kentucky,22.0,0.5283,True,-22.0,0.5192,False,0,0.75,-1.6,1.1,0,1.0,-5.3,3.2,3,0.667,24.7,9.8,0,0.5,34.5,+9.5,Lipscomb,22.0,0.5283,0,1.0,-5.3,3.2,Kentucky,-22.0,0.5192,0,0.5,34.5,9.5,Lipscomb,Kentucky,22.0,-22.0,0,0.54,1.2,0.4,0,0.577,-4.8,1.2,906,0.51,10.1,0.5,0,0.49,15.8,0.0,22.0,128,0.635,-6.1,2.8,-22.0,0,0.503,11.6,0.1,Lipscomb,Kentucky,22.0,-22.0,0,0.531,3.0,0.3,0,0.575,-2.9,1.6,347,0.504,10.6,0.4,0,0.497,16.3,0.6,22.0,105,0.621,-5.9,2.6,-22.0,0,0.495,12.9,0.1,148.0,138.0,138.0,148.0,Lipscomb,Kentucky,True
3,5,82.9,7:00 PM,Donald L. Tucker Center,128,Hofstra,97,Florida St,Hofstra,Florida State,7.5,0.5283,True,-7.5,0.5192,False,0,1.0,11.5,8.5,0,1.0,4.0,10.0,4,0.5,6.8,-0.5,0,0.667,6.3,0.0,Hofstra,7.5,0.5283,0,1.0,2.5,8.0,Florida St,-7.5,0.5192,0,0.667,13.3,1.8,Hofstra,Florida State,7.5,-7.5,0,0.519,2.9,0.5,0,0.566,-0.6,1.5,801,0.5,2.9,-0.3,0,0.514,8.7,0.2,7.5,304,0.538,-6.0,1.1,-7.5,0,0.475,7.7,-1.0,Hofstra,Florida State,7.5,-7.5,0,0.537,5.7,0.6,0,0.63,2.8,2.3,327,0.491,3.9,-0.4,0,0.548,9.8,1.0,7.5,86,0.59,-4.0,2.0,-7.5,0,0.486,8.6,-0.9,111.0,92.0,92.0,111.0,Hofstra,Florida State,True
4,6,78.3,7:00 PM,Truist Arena,10,Cincinnati,199,N Kentucky,Cincinnati,Northern Kentucky,-14.0,0.5192,False,14.0,0.5283,True,0,0.667,39.7,9.0,0,0.0,0.0,0.0,3,0.0,-12.0,-4.8,0,0.0,-2.0,-8.5,N Kentucky,14.0,0.5283,0,0.0,-17.0,-3.0,Cincinnati,-14.0,0.5192,0,0.667,39.7,9.0,Cincinnati,Northern Kentucky,-14.0,14.0,0,0.477,8.1,0.2,0,0.479,0.6,-0.1,290,0.507,2.9,0.6,0,0.496,9.5,0.8,14.0,114,0.518,-6.6,1.3,-14.0,0,0.474,11.1,0.2,Cincinnati,Northern Kentucky,-14.0,14.0,0,0.483,8.3,0.4,0,0.459,0.9,-0.7,276,0.511,4.1,0.5,0,0.492,10.8,0.4,14.0,104,0.529,-6.3,1.3,-14.0,0,0.484,11.9,0.7,49.0,197.0,49.0,197.0,Cincinnati,Northern Kentucky,False
5,8,74.3,9:00 PM,Welsh-Ryan Arena,212,Montana St,48,Northwestern,Montana St.,Northwestern,15.0,0.5283,True,-15.0,0.5192,False,0,0.333,6.3,-3.5,0,0.333,-11.0,-3.5,4,0.25,14.3,1.9,0,0.333,20.7,+2.7,Montana St,15.0,0.5283,0,0.5,-16.0,-2.5,Northwestern,-15.0,0.5192,0,0.333,20.7,2.7,Montana St.,Northwestern,15.0,-15.0,0,0.489,0.5,-0.5,0,0.517,-6.4,-0.4,758,0.496,-0.1,0.0,0,0.476,5.4,-0.4,15.0,367,0.496,-7.4,0.1,-15.0,0,0.502,8.3,-0.2,Montana St.,Northwestern,15.0,-15.0,0,0.493,0.6,-0.2,0,0.539,-5.4,-0.2,315,0.51,2.4,0.5,0,0.481,8.0,0.3,15.0,161,0.513,-7.2,0.1,-15.0,0,0.514,10.9,0.6,183.0,218.0,218.0,183.0,Montana St.,Northwestern,False
6,9,69.5,8:30 PM,Joseph J. Gentile Arena,224,S Utah,85,Loyola-Chi,Southern Utah,Loyola-Chicago,14.0,0.5238,True,-14.0,0.5238,False,0,0.0,23.0,-2.0,0,0.0,0.0,0.0,3,0.333,21.5,-3.2,0,0.0,27.0,-8.3,S Utah,14.0,0.5238,0,0.0,0.0,0.0,Loyola-Chi,-14.0,0.5238,0,0.0,14.5,-8.3,Southern Utah,Loyola-Chicago,14.0,-14.0,0,0.483,-1.9,-0.4,0,0.519,-8.9,0.3,761,0.5,1.3,0.0,0,0.497,6.9,0.0,14.0,277,0.489,-9.9,-0.5,-14.0,0,0.507,7.3,-0.3,Southern Utah,Loyola-Chicago,14.0,-14.0,0,0.5,0.5,-0.2,0,0.534,-6.9,0.3,322,0.516,5.7,0.4,0,0.486,11.6,0.3,14.0,173,0.529,-8.8,0.0,-14.0,0,0.502,9.1,0.2,259.0,154.0,154.0,259.0,Southern Utah,Loyola-Chicago,False
7,10,69.1,8:00 PM,Carver-Hawkeye Arena,244,Rider,43,Iowa,Rider,Iowa,21.0,0.5192,True,-21.0,0.5283,False,0,0.75,-3.0,2.6,0,0.75,-3.0,2.6,4,0.25,16.5,-3.9,0,0.0,18.7,-6.7,Rider,21.0,0.5192,0,0.667,-7.7,2.8,Iowa,-21.0,0.5283,0,0.25,16.5,-3.9,Rider,Iowa,21.0,-21.0,0,0.486,0.4,-0.1,0,0.529,-3.0,1.0,834,0.488,4.4,0.1,0,0.524,11.3,0.7,21.0,326,0.517,-6.2,0.6,-21.0,0,0.5,10.1,0.0,Rider,Iowa,21.0,-21.0,0,0.486,0.3,0.0,0,0.503,-3.0,0.3,330,0.505,6.2,0.7,0,0.578,13.2,1.4,21.0,137,0.482,-7.1,0.0,-21.0,0,0.542,12.0,0.8,247.0,125.0,125.0,247.0,Rider,Iowa,True
8,12,66.2,7:00 PM,Williams Arena,249,Cleveland St,79,Minnesota,Cleveland St.,Minnesota,14.5,0.5283,True,-14.5,0.5192,False,0,0.75,-1.4,-1.0,0,0.667,-17.7,-1.7,4,0.25,6.8,-4.0,0,0.25,6.8,-4.0,Cleveland St,14.5,0.5283,0,0.667,-17.7,-1.7,Minnesota,-14.5,0.5192,0,0.25,6.8,-4.0,Cleveland St.,Minnesota,14.5,-14.5,0,0.483,-0.5,-0.4,0,0.488,-6.3,-0.5,810,0.482,2.0,-0.4,0,0.524,8.3,0.2,14.5,444,0.478,-8.4,-0.4,-14.5,0,0.507,8.5,-0.7,Cleveland St.,Minnesota,14.5,-14.5,0,0.502,-1.2,0.0,0,0.503,-7.3,-0.2,317,0.486,0.7,-0.2,0,0.536,6.8,0.5,14.5,187,0.525,-8.3,0.2,-14.5,0,0.54,10.1,0.4,52.0,175.0,175.0,52.0,Cleveland St.,Minnesota,False
9,14,63.7,7:00 PM,Value City Arena,280,Evansville,30,Ohio St,Evansville,Ohio St.,27.0,0.5283,True,-27.0,0.5192,False,0,0.0,0.5,-8.0,0,0.0,-17.0,-4.8,3,0.667,9.3,5.3,0,1.0,34.0,+15.0,Evansville,27.0,0.5283,0,0.0,-17.0,-4.8,Ohio St,-27.0,0.5192,0,1.0,34.0,15.0,Evansville,Ohio St.,27.0,-27.0,0,0.495,-1.8,-0.9,0,0.491,-8.7,-1.7,860,0.513,7.3,0.6,0,0.53,13.8,0.9,27.0,479,0.488,-9.2,-1.2,-27.0,0,0.518,11.4,0.5,Evansville,Ohio St.,27.0,-27.0,0,0.473,-2.2,-1.0,0,0.458,-9.9,-2.4,335,0.482,5.8,0.2,0,0.517,12.5,0.8,27.0,194,0.471,-9.7,-1.5,-27.0,0,0.5,11.5,0.4,84.0,223.0,223.0,84.0,Evansville,Ohio St.,True
