Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.5,9:00 PM,Fiserv Forum,17,Purdue,20,Marquette,Purdue,Purdue,Marquette,Marquette,+4.5,−108,True,-4.5,−112,False,Purdue,2-2-0,50.0%,14.0,0.0,0,0,0.0,0.0,Marquette,3-1-0,75.0%,17.8,2.6,2-1-0,66.7%,22.3,+1.3,Purdue,+4.5,−108,1-0-0,100.0%,9.0,13.0,Marquette,-4.5,−112,2-1-0,66.7%,22.3,1.3
2,89.3,8:00 PM,Jack Breslin Student Events Center,114,Samford,32,Michigan St,Samford,Samford,Michigan State,Michigan St.,+17,−105,True,-17,−115,False,Samford,1-2-0,33.3%,22.4,-0.7,0-2-0,0.0%,-0.5,-2.5,Michigan St,2-2-0,50.0%,16.5,-0.6,2-1-0,66.7%,24.7,-0.2,Samford,+17,−105,0,0,0.0,0.0,Michigan St,-17,−115,2-1-0,66.7%,24.7,-0.2
3,87.0,8:00 PM,Allen Fieldhouse,136,Nc-Wilmgton,8,Kansas,UNCW,UNC Wilmington,Kansas,Kansas,N/A,N/A,False,-23,−110,False,Nc-Wilmgton,1-1-0,50.0%,21.3,-1.3,0-1-0,0.0%,4.0,-5.0,Kansas,2-2-0,50.0%,15.5,-1.8,1-2-0,33.3%,18.0,-3.0,Kansas,-23,−110,0,0,0.0,0.0,Nc-Wilmgton,N/A,N/A,1-1-0,50.0%,6.0,-1.3
4,86.1,7:00 PM,Rupp Arena at Central Bank Center,138,Lipscomb,15,Kentucky,Lipscomb,Lipscomb,Kentucky,Kentucky,+22,−112,True,-22,−108,False,Lipscomb,3-1-1,75.0%,-1.6,1.1,2-0-1,100.0%,-5.3,3.2,Kentucky,2-1-0,66.7%,24.7,9.8,1-1-0,50.0%,34.5,+9.5,Lipscomb,+22,−112,2-0-1,100.0%,-5.3,3.2,Kentucky,-22,−108,1-1-0,50.0%,34.5,9.5
5,82.9,7:00 PM,Donald L. Tucker Center,128,Hofstra,97,Florida St,Hofstra,Hofstra,Florida State,Florida State,+7.5,−112,True,-7.5,−108,False,Hofstra,3-0-0,100.0%,11.5,8.5,1-0-0,100.0%,4.0,10.0,Florida St,2-2-0,50.0%,6.8,-0.5,2-1-0,66.7%,6.3,0.0,Hofstra,+7.5,−112,2-0-0,100.0%,2.5,8.0,Florida St,-7.5,−108,2-1-0,66.7%,13.3,1.8
6,78.3,7:00 PM,Truist Arena,10,Cincinnati,199,N Kentucky,Cincinnati,Cincinnati,Northern Kentucky,Northern Kentucky,-14,−108,False,+14,−112,True,Cincinnati,2-1-0,66.7%,39.7,9.0,0,0,0.0,0.0,N Kentucky,0-3-0,0.0%,-12.0,-4.8,0-1-0,0.0%,-2.0,-8.5,N Kentucky,+14,−112,0-2-0,0.0%,-17.0,-3.0,Cincinnati,-14,−108,2-1-0,66.7%,39.7,9.0
7,76.5,10:00 PM,Leavey Center,146,Uc Riverside,129,Santa Clara,UC Riverside,UC Riverside,Santa Clara,Santa Clara,+8,−112,True,-8,−108,False,Uc Riverside,4-0-0,100.0%,2.0,7.4,3-0-0,100.0%,-6.7,7.3,Santa Clara,1-3-0,25.0%,-8.5,-12.4,0-1-0,0.0%,-8.0,-23.5,Uc Riverside,+8,−112,3-0-0,100.0%,-6.7,7.3,Santa Clara,-8,−108,1-2-0,33.3%,-2.7,-10.3
8,74.3,9:00 PM,Welsh-Ryan Arena,212,Montana St,48,Northwestern,Montana State,Montana St.,Northwestern,Northwestern,+15,−112,True,-15,−108,False,Montana St,1-2-0,33.3%,6.3,-3.5,1-2-0,33.3%,-11.0,-3.5,Northwestern,1-3-0,25.0%,14.3,1.9,1-2-0,33.3%,20.7,+2.7,Montana St,+15,−112,1-1-0,50.0%,-16.0,-2.5,Northwestern,-15,−108,1-2-0,33.3%,20.7,2.7
9,69.5,8:30 PM,Joseph J. Gentile Arena,224,S Utah,85,Loyola-Chi,Southern Utah,Southern Utah,Loyola Chicago,Loyola-Chicago,+14,−110,True,-14,−110,False,S Utah,0-2-0,0.0%,23.0,-2.0,0,0,0.0,0.0,Loyola-Chi,1-2-0,33.3%,21.5,-3.2,0-2-0,0.0%,27.0,-8.3,S Utah,+14,−110,0,0,0.0,0.0,Loyola-Chi,-14,−110,0-2-0,0.0%,14.5,-8.3
10,69.1,8:00 PM,Carver-Hawkeye Arena,244,Rider,43,Iowa,Rider,Rider,Iowa,Iowa,+21,−108,True,-21,−112,False,Rider,3-1-0,75.0%,-3.0,2.6,3-1-0,75.0%,-3.0,2.6,Iowa,1-3-0,25.0%,16.5,-3.9,0-3-0,0.0%,18.7,-6.7,Rider,+21,−108,2-1-0,66.7%,-7.7,2.8,Iowa,-21,−112,1-3-0,25.0%,16.5,-3.9
11,68.0,7:00 PM,Dale F. Halton Arena,200,Gard-Webb,141,Charlotte,,Gardner-Webb,Charlotte,Charlotte,N/A,N/A,False,-7,−110,False,Gard-Webb,3-1-0,75.0%,-7.0,4.4,3-0-0,100.0%,-9.7,6.7,Charlotte,1-2-0,33.3%,-1.0,-0.8,1-1-0,50.0%,13.0,+6.3,Charlotte,-7,−110,0-1-0,0.0%,-29.0,-15.0,Gard-Webb,N/A,N/A,0-1-0,0.0%,1.0,-2.5
12,66.2,7:00 PM,Williams Arena,249,Cleveland St,79,Minnesota,Cleveland State,Cleveland St.,Minnesota,Minnesota,+14.5,−112,True,-14.5,−108,False,Cleveland St,3-1-0,75.0%,-1.4,-1.0,2-1-0,66.7%,-17.7,-1.7,Minnesota,1-3-0,25.0%,6.8,-4.0,1-3-0,25.0%,6.8,-4.0,Cleveland St,+14.5,−112,2-1-0,66.7%,-17.7,-1.7,Minnesota,-14.5,−108,1-3-0,25.0%,6.8,-4.0
13,65.1,8:00 PM,Great Southern Bank Arena,184,Tx-Arlington,180,Missouri St,UT Arlington,Texas-Arlington,Missouri State,Missouri St.,+2,−108,True,-2,−112,False,Tx-Arlington,1-1-0,50.0%,10.8,-1.8,1-0-0,100.0%,-3.0,13.0,Missouri St,2-0-0,100.0%,9.0,9.3,1-0-0,100.0%,17.0,+8.5,Tx-Arlington,+2,−108,1-0-0,100.0%,-3.0,13.0,Missouri St,-2,−112,0,0,0.0,0.0
14,63.7,7:00 PM,Value City Arena,280,Evansville,30,Ohio St,Evansville,Evansville,Ohio State,Ohio St.,+27,−112,True,-27,−108,False,Evansville,0-3-0,0.0%,0.5,-8.0,0-2-0,0.0%,-17.0,-4.8,Ohio St,2-1-0,66.7%,9.3,5.3,1-0-0,100.0%,34.0,+15.0,Evansville,+27,−112,0-2-0,0.0%,-17.0,-4.8,Ohio St,-27,−108,1-0-0,100.0%,34.0,15.0
15,63.5,7:00 PM,Purcell Pavilion at the Joyce Center,276,North Dakota,55,Notre Dame,North Dakota,North Dakota,Notre Dame,Notre Dame,+19,−110,True,-19,−110,False,North Dakota,1-1-0,50.0%,3.7,1.3,0-1-0,0.0%,-26.0,-9.0,Notre Dame,2-1-0,66.7%,19.7,2.0,1-1-0,50.0%,19.0,-6.0,North Dakota,+19,−110,1-1-0,50.0%,-10.0,1.3,Notre Dame,-19,−110,2-1-0,66.7%,19.7,2.0
16,63.0,7:00 PM,William B. Finneran Pavilion,267,U Penn,78,Villanova,,Pensylvania,Villanova,Villanova,N/A,N/A,False,-15,−105,False,U Penn,0-4-0,0.0%,-3.8,-9.4,0-2-0,0.0%,-0.5,-5.5,Villanova,1-4-0,20.0%,4.4,-8.7,1-2-0,33.3%,13.0,-6.3,Villanova,-15,−105,0,0,0.0,0.0,U Penn,N/A,N/A,0-3-0,0.0%,0.7,-9.2
17,61.6,7:00 PM,UPMC Cooper Fieldhouse,220,Wi-Milwkee,163,Duquesne,Milwaukee,Milwaukee,Duquesne,Duquesne,+5.5,−108,True,-5.5,−112,False,Wi-Milwkee,0-2-0,0.0%,7.7,-11.5,0-2-0,0.0%,-16.5,-11.5,Duquesne,0-3-0,0.0%,-12.7,-10.3,0-1-0,0.0%,-5.0,-9.0,Wi-Milwkee,+5.5,−108,0-2-0,0.0%,-16.5,-11.5,Duquesne,-5.5,−112,0-1-0,0.0%,-5.0,-9.0
18,60.2,7:00 PM,Lawrence Joel Veterans Memorial Coliseum,285,W Carolina,72,Wake Forest,,Western Carolina,Wake Forest,Wake Forest,N/A,N/A,False,-22,−110,False,W Carolina,0-1-0,0.0%,20.3,-8.5,0-1-0,0.0%,-13.0,-8.5,Wake Forest,1-4-0,20.0%,4.6,-11.6,0-3-0,0.0%,12.0,-18.2,Wake Forest,-22,−110,1-1-0,50.0%,-6.5,-1.8,W Carolina,N/A,N/A,0,0,0.0,0.0
19,56.7,7:30 PM,Curb Event Center,243,Oral Roberts,165,Belmont,,Oral Roberts,Belmont,Belmont,N/A,N/A,False,-10,−112,False,Oral Roberts,1-1-0,50.0%,14.8,-3.0,1-1-0,50.0%,-16.0,-3.0,Belmont,2-1-0,66.7%,7.5,2.7,0-1-0,0.0%,10.5,-4.5,Belmont,-10,−112,1-0-0,100.0%,1.0,7.5,Oral Roberts,N/A,N/A,0,0,0.0,0.0
20,56.4,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse,260,Beth-Cook,153,Tulane,Bethune-Cookman,Bethune-Cookman,Tulane,Tulane,+12,−110,True,-12,−110,False,Beth-Cook,2-2-0,50.0%,-11.8,4.4,1-2-0,33.3%,-20.0,2.8,Tulane,2-1-0,66.7%,18.8,4.5,2-0-0,100.0%,27.7,+8.3,Beth-Cook,+12,−110,1-2-0,33.3%,-20.0,2.8,Tulane,-12,−110,2-0-0,100.0%,24.5,8.3
21,56.2,8:30 PM,Cajundome,209,Rice,215,Louisiana,Rice,Rice,Louisiana-Lafayette,Lafayette,+4.5,−108,True,N/A,N/A,False,Rice,3-1-0,75.0%,4.3,0.4,0,0,0.0,0.0,Louisiana,0-2-0,0.0%,-11.0,-8.3,0-1-0,0.0%,6.5,-2.0,Rice,+4.5,−108,1-0-0,100.0%,-8.0,2.0,Louisiana,N/A,N/A,0,0,0.0,0.0
