Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.5,9:00 PM,Fiserv Forum,17,Purdue,20,Marquette,Purdue,Purdue,Marquette,Marquette,+4.5,−108,True,-4.5,−112,False,Purdue,2-2-0,50.0%,14.0,0.0,0,0,0.0,0.0,Marquette,3-1-0,75.0%,17.8,2.6,2-1-0,66.7%,22.3,+1.3,Purdue,+4.5,−108,1-0-0,100.0%,9.0,13.0,Marquette,-4.5,−112,2-1-0,66.7%,22.3,1.3,1,98.5,9:00 PM,Fiserv Forum,17,Purdue,20,Marquette,Purdue,Purdue,Marquette,Marquette,+4.5,−108,True,-4.5,−112,False,Purdue,418-417-21,50.1%,6.8,0.4,126-148-8,46.0%,-1.2,-0.5,Marquette,417-377-13,52.5%,5.5,0.4,193-193-4,50.0%,11.2,0.2,Purdue,+4.5,−108,116-133-6,46.6%,-6.0,0.0,Marquette,-4.5,−112,242-235-8,50.7%,9.5,0.2,1,98.5,9:00 PM,Fiserv Forum,17,Purdue,20,Marquette,Purdue,Purdue,Marquette,Marquette,+4.5,−108,True,-4.5,−112,False,Purdue,173-157-11,52.4%,10.0,1.1,44-56-5,44.0%,1.5,-0.9,Marquette,168-158-4,51.5%,4.7,0.4,86-86-0,50.0%,10.0,0.3,Purdue,+4.5,−108,31-29-2,51.7%,-2.8,1.1,Marquette,-4.5,−112,104-97-1,51.7%,10.6,0.4
2,89.3,8:00 PM,Jack Breslin Student Events Center,114,Samford,32,Michigan St,Samford,Samford,Michigan State,Michigan St.,+17,−105,True,-17,−115,False,Samford,1-2-0,33.3%,22.4,-0.7,0-2-0,0.0%,-0.5,-2.5,Michigan St,2-2-0,50.0%,16.5,-0.6,2-1-0,66.7%,24.7,-0.2,Samford,+17,−105,0,0,0.0,0.0,Michigan St,-17,−115,2-1-0,66.7%,24.7,-0.2,2,89.3,8:00 PM,Jack Breslin Student Events Center,114,Samford,32,Michigan St,Samford,Samford,Michigan State,Michigan St.,+17,−105,True,-17,−115,False,Samford,275-289-10,48.8%,0.6,-0.5,147-142-7,50.9%,-5.7,-0.8,Michigan St,468-414-13,53.1%,8.7,0.5,218-171-4,56.0%,15.5,1.2,Samford,+17,−105,157-162-10,49.2%,-8.7,-0.4,Michigan St,-17,−115,365-309-10,54.2%,11.3,0.5,2,89.3,8:00 PM,Jack Breslin Student Events Center,114,Samford,32,Michigan St,Samford,Samford,Michigan State,Michigan St.,+17,−105,True,-17,−115,False,Samford,141-139-5,50.4%,1.3,0.0,71-69-3,50.7%,-6.0,-1.1,Michigan St,185-161-3,53.5%,8.0,0.4,96-62-1,60.8%,15.3,1.4,Samford,+17,−105,73-79-5,48.0%,-9.3,-1.2,Michigan St,-17,−115,147-115-2,56.1%,11.9,0.6
3,87.0,8:00 PM,Allen Fieldhouse,136,Nc-Wilmgton,8,Kansas,UNCW,UNC Wilmington,Kansas,Kansas,N/A,N/A,False,-23,−110,False,Nc-Wilmgton,1-1-0,50.0%,21.3,-1.3,0-1-0,0.0%,4.0,-5.0,Kansas,2-2-0,50.0%,15.5,-1.8,1-2-0,33.3%,18.0,-3.0,Kansas,-23,−110,0,0,0.0,0.0,Nc-Wilmgton,N/A,N/A,1-1-0,50.0%,6.0,-1.3,3,87.0,8:00 PM,Allen Fieldhouse,136,Nc-Wilmgton,8,Kansas,UNCW,UNC Wilmington,Kansas,Kansas,N/A,N/A,False,-23,−110,False,Nc-Wilmgton,380-353-24,51.8%,0.6,0.2,175-177-12,49.7%,-5.3,-0.4,Kansas,468-439-14,51.6%,11.8,0.7,209-195-8,51.7%,18.0,1.2,Kansas,-23,−110,51-50-2,50.5%,-3.8,-0.2,Nc-Wilmgton,N/A,N/A,178-158-6,53.0%,6.9,0.2,3,87.0,8:00 PM,Allen Fieldhouse,136,Nc-Wilmgton,8,Kansas,UNCW,UNC Wilmington,Kansas,Kansas,N/A,N/A,False,-23,−110,False,Nc-Wilmgton,143-139-9,50.7%,2.7,0.2,64-64-6,50.0%,-3.4,-0.1,Kansas,179-170-5,51.3%,9.2,-0.1,75-76-4,49.7%,14.7,0.2,Kansas,-23,−110,22-27-1,44.9%,-6.7,-3.4,Nc-Wilmgton,N/A,N/A,70-74-3,48.6%,6.5,0.0
4,86.1,7:00 PM,Rupp Arena at Central Bank Center,138,Lipscomb,15,Kentucky,Lipscomb,Lipscomb,Kentucky,Kentucky,+22,−112,True,-22,−108,False,Lipscomb,3-1-1,75.0%,-1.6,1.1,2-0-1,100.0%,-5.3,3.2,Kentucky,2-1-0,66.7%,24.7,9.8,1-1-0,50.0%,34.5,+9.5,Lipscomb,+22,−112,2-0-1,100.0%,-5.3,3.2,Kentucky,-22,−108,1-1-0,50.0%,34.5,9.5,4,86.1,7:00 PM,Rupp Arena at Central Bank Center,138,Lipscomb,15,Kentucky,Lipscomb,Lipscomb,Kentucky,Kentucky,+22,−112,True,-22,−108,False,Lipscomb,147-125-3,54.0%,1.2,0.4,79-58-2,57.7%,-4.8,1.2,Kentucky,451-434-21,51.0%,10.1,0.5,196-204-10,49.0%,15.8,0.0,Lipscomb,+22,−112,80-46-2,63.5%,-6.1,2.8,Kentucky,-22,−108,368-363-19,50.3%,11.6,0.1,4,86.1,7:00 PM,Rupp Arena at Central Bank Center,138,Lipscomb,15,Kentucky,Lipscomb,Lipscomb,Kentucky,Kentucky,+22,−112,True,-22,−108,False,Lipscomb,128-113-3,53.1%,3.0,0.3,69-51-2,57.5%,-2.9,1.6,Kentucky,172-169-6,50.4%,10.6,0.4,86-87-2,49.7%,16.3,0.6,Lipscomb,+22,−112,64-39-2,62.1%,-5.9,2.6,Kentucky,-22,−108,142-145-5,49.5%,12.9,0.1
5,82.9,7:00 PM,Donald L. Tucker Center,128,Hofstra,97,Florida St,Hofstra,Hofstra,Florida State,Florida State,+7.5,−112,True,-7.5,−108,False,Hofstra,3-0-0,100.0%,11.5,8.5,1-0-0,100.0%,4.0,10.0,Florida St,2-2-0,50.0%,6.8,-0.5,2-1-0,66.7%,6.3,0.0,Hofstra,+7.5,−112,2-0-0,100.0%,2.5,8.0,Florida St,-7.5,−108,2-1-0,66.7%,13.3,1.8,5,82.9,7:00 PM,Donald L. Tucker Center,128,Hofstra,97,Florida St,Hofstra,Hofstra,Florida State,Florida State,+7.5,−112,True,-7.5,−108,False,Hofstra,339-314-20,51.9%,2.9,0.5,171-131-11,56.6%,-0.6,1.5,Florida St,392-392-17,50.0%,2.9,-0.3,186-176-11,51.4%,8.7,0.2,Hofstra,+7.5,−112,155-133-16,53.8%,-6.0,1.1,Florida St,-7.5,−108,200-221-12,47.5%,7.7,-1.0,5,82.9,7:00 PM,Donald L. Tucker Center,128,Hofstra,97,Florida St,Hofstra,Hofstra,Florida State,Florida State,+7.5,−112,True,-7.5,−108,False,Hofstra,159-137-5,53.7%,5.7,0.6,85-50-4,63.0%,2.8,2.3,Florida St,157-163-7,49.1%,3.9,-0.4,85-70-4,54.8%,9.8,1.0,Hofstra,+7.5,−112,49-34-3,59.0%,-4.0,2.0,Florida St,-7.5,−108,101-107-7,48.6%,8.6,-0.9
6,78.3,7:00 PM,Truist Arena,10,Cincinnati,199,N Kentucky,Cincinnati,Cincinnati,Northern Kentucky,Northern Kentucky,-14,−108,False,+14,−112,True,Cincinnati,2-1-0,66.7%,39.7,9.0,0,0,0.0,0.0,N Kentucky,0-3-0,0.0%,-12.0,-4.8,0-1-0,0.0%,-2.0,-8.5,N Kentucky,+14,−112,0-2-0,0.0%,-17.0,-3.0,Cincinnati,-14,−108,2-1-0,66.7%,39.7,9.0,6,78.3,7:00 PM,Truist Arena,10,Cincinnati,199,N Kentucky,Cincinnati,Cincinnati,Northern Kentucky,Northern Kentucky,-14,−108,False,+14,−112,True,Cincinnati,386-424-20,47.7%,8.1,0.2,134-146-7,47.9%,0.6,-0.1,N Kentucky,146-142-2,50.7%,2.9,0.6,62-63-1,49.6%,9.5,0.8,N Kentucky,+14,−112,59-55-0,51.8%,-6.6,1.3,Cincinnati,-14,−108,280-311-16,47.4%,11.1,0.2,6,78.3,7:00 PM,Truist Arena,10,Cincinnati,199,N Kentucky,Cincinnati,Cincinnati,Northern Kentucky,Northern Kentucky,-14,−108,False,+14,−112,True,Cincinnati,156-167-6,48.3%,8.3,0.4,50-59-3,45.9%,0.9,-0.7,N Kentucky,140-134-2,51.1%,4.1,0.5,59-61-1,49.2%,10.8,0.4,N Kentucky,+14,−112,55-49-0,52.9%,-6.3,1.3,Cincinnati,-14,−108,121-129-5,48.4%,11.9,0.7
7,76.5,10:00 PM,Leavey Center,146,Uc Riverside,129,Santa Clara,UC Riverside,UC Riverside,Santa Clara,Santa Clara,+8,−112,True,-8,−108,False,Uc Riverside,4-0-0,100.0%,2.0,7.4,3-0-0,100.0%,-6.7,7.3,Santa Clara,1-3-0,25.0%,-8.5,-12.4,0-1-0,0.0%,-8.0,-23.5,Uc Riverside,+8,−112,3-0-0,100.0%,-6.7,7.3,Santa Clara,-8,−108,1-2-0,33.3%,-2.7,-10.3,7,76.5,10:00 PM,Leavey Center,146,Uc Riverside,129,Santa Clara,UC Riverside,UC Riverside,Santa Clara,Santa Clara,+8,−112,True,-8,−108,False,Uc Riverside,302-302-15,50.0%,-3.1,-0.2,164-146-10,52.9%,-8.8,0.0,Santa Clara,382-370-19,50.8%,0.3,-0.4,176-194-8,47.6%,4.6,-1.2,Uc Riverside,+8,−112,222-212-13,51.2%,-8.4,0.3,Santa Clara,-8,−108,162-177-6,47.8%,6.6,-1.1,7,76.5,10:00 PM,Leavey Center,146,Uc Riverside,129,Santa Clara,UC Riverside,UC Riverside,Santa Clara,Santa Clara,+8,−112,True,-8,−108,False,Uc Riverside,141-133-8,51.5%,-0.1,0.4,72-68-5,51.4%,-6.2,0.0,Santa Clara,150-142-8,51.4%,0.2,0.0,68-80-3,46.0%,3.9,-1.4,Uc Riverside,+8,−112,91-83-8,52.3%,-6.5,1.0,Santa Clara,-8,−108,64-72-2,47.1%,7.5,-0.4
8,74.3,9:00 PM,Welsh-Ryan Arena,212,Montana St,48,Northwestern,Montana State,Montana St.,Northwestern,Northwestern,+15,−112,True,-15,−108,False,Montana St,1-2-0,33.3%,6.3,-3.5,1-2-0,33.3%,-11.0,-3.5,Northwestern,1-3-0,25.0%,14.3,1.9,1-2-0,33.3%,20.7,+2.7,Montana St,+15,−112,1-1-0,50.0%,-16.0,-2.5,Northwestern,-15,−108,1-2-0,33.3%,20.7,2.7,8,74.3,9:00 PM,Welsh-Ryan Arena,212,Montana St,48,Northwestern,Montana State,Montana St.,Northwestern,Northwestern,+15,−112,True,-15,−108,False,Montana St,313-327-16,48.9%,0.5,-0.5,167-156-9,51.7%,-6.4,-0.4,Northwestern,369-375-14,49.6%,-0.1,0.0,176-194-6,47.6%,5.4,-0.4,Montana St,+15,−112,178-181-8,49.6%,-7.4,0.1,Northwestern,-15,−108,143-142-4,50.2%,8.3,-0.2,8,74.3,9:00 PM,Welsh-Ryan Arena,212,Montana St,48,Northwestern,Montana State,Montana St.,Northwestern,Northwestern,+15,−112,True,-15,−108,False,Montana St,142-146-9,49.3%,0.6,-0.2,77-66-6,53.9%,-5.4,-0.2,Northwestern,156-150-9,51.0%,2.4,0.5,77-83-5,48.1%,8.0,0.3,Montana St,+15,−112,80-76-5,51.3%,-7.2,0.1,Northwestern,-15,−108,76-72-3,51.4%,10.9,0.6
9,69.5,8:30 PM,Joseph J. Gentile Arena,224,S Utah,85,Loyola-Chi,Southern Utah,Southern Utah,Loyola Chicago,Loyola-Chicago,+14,−110,True,-14,−110,False,S Utah,0-2-0,0.0%,23.0,-2.0,0,0,0.0,0.0,Loyola-Chi,1-2-0,33.3%,21.5,-3.2,0-2-0,0.0%,27.0,-8.3,S Utah,+14,−110,0,0,0.0,0.0,Loyola-Chi,-14,−110,0-2-0,0.0%,14.5,-8.3,9,69.5,8:30 PM,Joseph J. Gentile Arena,224,S Utah,85,Loyola-Chi,Southern Utah,Southern Utah,Loyola Chicago,Loyola-Chicago,+14,−110,True,-14,−110,False,S Utah,200-214-5,48.3%,-1.9,-0.4,107-99-1,51.9%,-8.9,0.3,Loyola-Chi,368-368-25,50.0%,1.3,0.0,162-164-15,49.7%,6.9,0.0,S Utah,+14,−110,134-140-3,48.9%,-9.9,-0.5,Loyola-Chi,-14,−110,181-176-9,50.7%,7.3,-0.3,9,69.5,8:30 PM,Joseph J. Gentile Arena,224,S Utah,85,Loyola-Chi,Southern Utah,Southern Utah,Loyola Chicago,Loyola-Chicago,+14,−110,True,-14,−110,False,S Utah,144-144-4,50.0%,0.5,-0.2,78-68-1,53.4%,-6.9,0.3,Loyola-Chi,164-154-4,51.6%,5.7,0.4,71-75-0,48.6%,11.6,0.3,S Utah,+14,−110,90-80-3,52.9%,-8.8,0.0,Loyola-Chi,-14,−110,108-107-3,50.2%,9.1,0.2
10,69.1,8:00 PM,Carver-Hawkeye Arena,244,Rider,43,Iowa,Rider,Rider,Iowa,Iowa,+21,−108,True,-21,−112,False,Rider,3-1-0,75.0%,-3.0,2.6,3-1-0,75.0%,-3.0,2.6,Iowa,1-3-0,25.0%,16.5,-3.9,0-3-0,0.0%,18.7,-6.7,Rider,+21,−108,2-1-0,66.7%,-7.7,2.8,Iowa,-21,−112,1-3-0,25.0%,16.5,-3.9,10,69.1,8:00 PM,Carver-Hawkeye Arena,244,Rider,43,Iowa,Rider,Rider,Iowa,Iowa,+21,−108,True,-21,−112,False,Rider,318-337-11,48.6%,0.4,-0.1,171-152-7,52.9%,-3.0,1.0,Iowa,398-417-19,48.8%,4.4,0.1,207-188-9,52.4%,11.3,0.7,Rider,+21,−108,166-155-5,51.7%,-6.2,0.6,Iowa,-21,−112,228-228-13,50.0%,10.1,0.0,10,69.1,8:00 PM,Carver-Hawkeye Arena,244,Rider,43,Iowa,Rider,Rider,Iowa,Iowa,+21,−108,True,-21,−112,False,Rider,141-149-4,48.6%,0.3,0.0,75-74-3,50.3%,-3.0,0.3,Iowa,162-159-9,50.5%,6.2,0.7,93-68-5,57.8%,13.2,1.4,Rider,+21,−108,65-70-2,48.2%,-7.1,0.0,Iowa,-21,−112,110-93-5,54.2%,12.0,0.8
