Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,88.2,9:00 PM,Intuit Dome,7,Houston,14,La Clippers,HOU Rockets,Houston,LA Clippers,L.A. Clippers,-3,−108,False,+3,−112,True,Houston,897-909-26,49.7%,1.4,0.2,454-441-8,50.7%,-1.4,0.4,La Clippers,889-921-20,49.1%,0.8,-0.1,436-462-8,48.6%,3.3,-0.3,La Clippers,+3,−112,376-429-7,46.7%,-6.0,-0.1,Houston,-3,−108,510-520-15,49.5%,6.0,-0.3
2,86.7,8:30 PM,Chase Center,8,Minnesota,9,Golden State,MIN Timberwolves,Minnesota,GS Warriors,Golden State,+1,−112,True,-1,−108,False,Minnesota,808-918-27,46.8%,-1.8,-0.3,426-432-17,49.7%,-4.1,0.3,Golden State,949-887-38,51.7%,2.3,0.3,494-427-19,53.6%,5.7,0.7,Minnesota,+1,−112,485-522-16,48.2%,-6.4,0.1,Golden State,-1,−108,550-526-22,51.1%,7.6,0.1
3,84.0,6:00 PM,Kaseya Center,3,Cleveland,12,Miami,CLE Cavaliers,Cleveland,MIA Heat,Miami,-3,−108,False,+3,−112,True,Cleveland,906-932-36,49.3%,0.3,-0.3,444-465-24,48.8%,-2.8,-0.5,Miami,981-932-43,51.3%,1.8,0.1,465-478-23,49.3%,4.6,-0.1,Miami,+3,−112,376-351-17,51.7%,-4.6,0.9,Cleveland,-3,−108,486-491-22,49.7%,6.3,-0.4
4,78.5,6:00 PM,State Farm Arena,11,Denver,21,Atlanta,DEN Nuggets,Denver,ATL Hawks,Atlanta,+3,−112,True,-3,−108,False,Denver,932-885-35,51.3%,1.8,0.1,447-445-20,50.1%,-2.0,-0.3,Atlanta,874-937-19,48.3%,-1.4,-0.4,448-456-8,49.6%,1.5,-0.4,Denver,+3,−112,382-351-16,52.1%,-4.4,0.8,Atlanta,-3,−108,389-405-10,49.0%,4.3,-1.1
5,76.2,6:30 PM,Kia Center,16,Phoenix,10,Orlando,PHO Suns,Phoenix,ORL Magic,Orlando,+2.5,−112,True,-2.5,−108,False,Phoenix,900-898-28,50.1%,0.5,-0.1,456-431-16,51.4%,-2.2,0.1,Orlando,874-881-37,49.8%,-1.4,-0.1,417-444-18,48.4%,1.3,-0.3,Phoenix,+2.5,−112,398-417-13,48.8%,-5.9,0.3,Orlando,-2.5,−108,367-367-14,50.0%,5.2,-0.7
6,72.7,3:30 PM,Barclays Center,13,Milwaukee,25,Brooklyn,MIL Bucks,Milwaukee,BKN Nets,Brooklyn,-5.5,−112,False,+5.5,−108,True,Milwaukee,876-909-35,49.1%,0.2,-0.5,447-438-16,50.5%,-2.6,-0.2,Brooklyn,868-899-35,49.1%,-2.1,-0.4,410-462-19,47.0%,0.0,-1.0,Brooklyn,+5.5,−108,526-537-21,49.5%,-6.2,0.2,Milwaukee,-5.5,−112,470-470-25,50.0%,5.5,-0.7
7,63.4,1:00 PM,United Center,18,Philadelphia,22,Chicago,PHI 76ers,Philadelphia,CHI Bulls,Chicago,-1,−105,False,+1,−115,True,Philadelphia,898-883-30,50.4%,-1.1,0.1,446-442-13,50.2%,-3.7,0.2,Chicago,889-890-24,50.0%,-0.4,0.1,430-460-10,48.3%,1.6,-0.7,Chicago,+1,−115,481-475-12,50.3%,-5.0,0.6,Philadelphia,-1,−105,402-387-16,51.0%,5.3,-0.3
8,58.8,5:00 PM,Gainbridge Fieldhouse,26,Charlotte,20,Indiana,CHA Hornets,Charlotte,IND Pacers,Indiana,+11,−105,True,-11,−115,False,Charlotte,791-813-33,49.3%,-3.5,-0.1,395-405-19,49.4%,-6.4,-0.3,Indiana,916-886-43,50.8%,0.6,0.3,462-424-26,52.1%,4.0,0.8,Charlotte,+11,−105,545-575-28,48.7%,-6.9,-0.1,Indiana,-11,−115,469-454-19,50.8%,5.3,-0.3
9,54.6,9:30 PM,Crypto.com Arena,29,Portland,17,La Lakers,POR Trail Blazers,Portland,LA Lakers,L.A. Lakers,+8.5,−110,True,-8.5,−110,False,Portland,870-895-27,49.3%,-1.3,-0.3,428-451-12,48.7%,-4.5,-0.5,La Lakers,873-982-32,47.1%,0.3,-0.5,426-483-18,46.9%,3.5,0.0,Portland,+8.5,−110,456-493-15,48.1%,-6.7,-0.3,La Lakers,-8.5,−110,464-546-19,45.9%,5.4,-1.2
10,53.9,9:00 PM,Golden 1 Center,27,Utah,15,Sacramento,UTA Jazz,Utah,SAC Kings,Sacramento,+12,−110,True,-12,−110,False,Utah,893-877-37,50.5%,1.0,0.1,431-452-15,48.8%,-2.9,-0.4,Sacramento,838-863-41,49.3%,-2.4,-0.4,394-450-21,46.7%,0.1,-0.8,Utah,+12,−110,396-413-16,49.0%,-5.6,0.3,Sacramento,-12,−110,299-337-17,47.0%,3.9,-1.5
