Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,88.2,9:00 PM,Intuit Dome,7,Houston,14,La Clippers,HOU Rockets,Houston,LA Clippers,L.A. Clippers,-3,−108,False,+3,−112,True,Houston,15-8-0,65.2%,6.9,3.8,6-5-0,54.6%,2.2,2.2,La Clippers,16-8-0,66.7%,1.8,3.6,9-5-0,64.3%,2.8,2.6,La Clippers,+3,−112,10-6-0,62.5%,-3.9,1.8,Houston,-3,−108,10-6-0,62.5%,10.0,4.0,1,88.2,9:00 PM,Intuit Dome,7,Houston,14,La Clippers,HOU Rockets,Houston,LA Clippers,L.A. Clippers,-3,−108,False,+3,−112,True,Houston,897-909-26,49.7%,1.4,0.2,454-441-8,50.7%,-1.4,0.4,La Clippers,889-921-20,49.1%,0.8,-0.1,436-462-8,48.6%,3.3,-0.3,La Clippers,+3,−112,376-429-7,46.7%,-6.0,-0.1,Houston,-3,−108,510-520-15,49.5%,6.0,-0.3,1,88.2,9:00 PM,Intuit Dome,7,Houston,14,La Clippers,HOU Rockets,Houston,LA Clippers,L.A. Clippers,-3,−108,False,+3,−112,True,Houston,434-448-14,49.2%,0.4,-0.2,212-217-5,49.4%,-2.1,-0.4,La Clippers,456-439-7,51.0%,2.9,0.2,215-226-2,48.8%,4.7,-0.4,La Clippers,+3,−112,151-155-1,49.4%,-4.7,0.5,Houston,-3,−108,240-238-7,50.2%,6.4,-0.3
2,86.7,8:30 PM,Chase Center,8,Minnesota,9,Golden State,MIN Timberwolves,Minnesota,GS Warriors,Golden State,+1,−112,True,-1,−108,False,Minnesota,9-13-0,40.9%,4.1,-1.4,6-5-0,54.6%,1.9,-1.8,Golden State,13-9-0,59.1%,4.8,2.7,6-4-0,60.0%,3.3,0.3,Minnesota,+1,−112,1-0-0,100.0%,-2.0,6.0,Golden State,-1,−108,6-6-0,50.0%,9.3,2.1,2,86.7,8:30 PM,Chase Center,8,Minnesota,9,Golden State,MIN Timberwolves,Minnesota,GS Warriors,Golden State,+1,−112,True,-1,−108,False,Minnesota,808-918-27,46.8%,-1.8,-0.3,426-432-17,49.7%,-4.1,0.3,Golden State,949-887-38,51.7%,2.3,0.3,494-427-19,53.6%,5.7,0.7,Minnesota,+1,−112,485-522-16,48.2%,-6.4,0.1,Golden State,-1,−108,550-526-22,51.1%,7.6,0.1,2,86.7,8:30 PM,Chase Center,8,Minnesota,9,Golden State,MIN Timberwolves,Minnesota,GS Warriors,Golden State,+1,−112,True,-1,−108,False,Minnesota,393-442-14,47.1%,-1.1,-0.1,207-210-7,49.6%,-3.0,0.5,Golden State,476-461-21,50.8%,5.2,0.0,248-223-12,52.7%,8.0,0.5,Minnesota,+1,−112,230-242-7,48.7%,-5.8,0.4,Golden State,-1,−108,359-345-19,51.0%,8.6,0.0
3,84.0,6:00 PM,Kaseya Center,3,Cleveland,12,Miami,CLE Cavaliers,Cleveland,MIA Heat,Miami,-3,−108,False,+3,−112,True,Cleveland,18-6-0,75.0%,10.7,3.6,7-3-0,70.0%,7.4,2.5,Miami,10-11-0,47.6%,2.7,1.2,5-5-0,50.0%,5.9,2.2,Miami,+3,−112,3-4-0,42.9%,-5.6,-0.6,Cleveland,-3,−108,15-6-0,71.4%,12.0,3.4,3,84.0,6:00 PM,Kaseya Center,3,Cleveland,12,Miami,CLE Cavaliers,Cleveland,MIA Heat,Miami,-3,−108,False,+3,−112,True,Cleveland,906-932-36,49.3%,0.3,-0.3,444-465-24,48.8%,-2.8,-0.5,Miami,981-932-43,51.3%,1.8,0.1,465-478-23,49.3%,4.6,-0.1,Miami,+3,−112,376-351-17,51.7%,-4.6,0.9,Cleveland,-3,−108,486-491-22,49.7%,6.3,-0.4,3,84.0,6:00 PM,Kaseya Center,3,Cleveland,12,Miami,CLE Cavaliers,Cleveland,MIA Heat,Miami,-3,−108,False,+3,−112,True,Cleveland,427-469-21,47.7%,0.7,-0.4,204-237-13,46.3%,-1.8,-0.6,Miami,459-434-23,51.4%,0.9,0.2,203-224-15,47.5%,2.9,-0.6,Miami,+3,−112,212-186-6,53.3%,-3.8,1.6,Cleveland,-3,−108,248-266-15,48.3%,6.2,-0.5
4,78.5,6:00 PM,State Farm Arena,11,Denver,21,Atlanta,DEN Nuggets,Denver,ATL Hawks,Atlanta,+3,−112,True,-3,−108,False,Denver,7-13-1,35.0%,0.6,-2.2,4-7-0,36.4%,1.2,-0.5,Atlanta,10-14-0,41.7%,-1.6,-1.0,4-8-0,33.3%,-0.5,-2.0,Denver,+3,−112,4-2-0,66.7%,1.5,6.5,Atlanta,-3,−108,3-10-0,23.1%,-0.2,-5.2,4,78.5,6:00 PM,State Farm Arena,11,Denver,21,Atlanta,DEN Nuggets,Denver,ATL Hawks,Atlanta,+3,−112,True,-3,−108,False,Denver,932-885-35,51.3%,1.8,0.1,447-445-20,50.1%,-2.0,-0.3,Atlanta,874-937-19,48.3%,-1.4,-0.4,448-456-8,49.6%,1.5,-0.4,Denver,+3,−112,382-351-16,52.1%,-4.4,0.8,Atlanta,-3,−108,389-405-10,49.0%,4.3,-1.1,4,78.5,6:00 PM,State Farm Arena,11,Denver,21,Atlanta,DEN Nuggets,Denver,ATL Hawks,Atlanta,+3,−112,True,-3,−108,False,Denver,437-445-20,49.6%,1.5,-0.1,209-217-9,49.1%,-1.7,-0.6,Atlanta,424-452-8,48.4%,-0.9,-0.5,219-219-2,50.0%,1.8,-0.4,Denver,+3,−112,181-166-8,52.2%,-4.3,1.1,Atlanta,-3,−108,202-217-5,48.2%,4.0,-1.5
5,76.2,6:30 PM,Kia Center,16,Phoenix,10,Orlando,PHO Suns,Phoenix,ORL Magic,Orlando,+2.5,−112,True,-2.5,−108,False,Phoenix,8-14-0,36.4%,-0.7,-1.7,4-6-0,40.0%,-4.3,-2.7,Orlando,14-11-0,56.0%,4.3,1.7,8-1-0,88.9%,15.4,7.9,Phoenix,+2.5,−112,3-6-0,33.3%,-8.0,-3.0,Orlando,-2.5,−108,12-5-0,70.6%,10.2,3.8,5,76.2,6:30 PM,Kia Center,16,Phoenix,10,Orlando,PHO Suns,Phoenix,ORL Magic,Orlando,+2.5,−112,True,-2.5,−108,False,Phoenix,900-898-28,50.1%,0.5,-0.1,456-431-16,51.4%,-2.2,0.1,Orlando,874-881-37,49.8%,-1.4,-0.1,417-444-18,48.4%,1.3,-0.3,Phoenix,+2.5,−112,398-417-13,48.8%,-5.9,0.3,Orlando,-2.5,−108,367-367-14,50.0%,5.2,-0.7,5,76.2,6:30 PM,Kia Center,16,Phoenix,10,Orlando,PHO Suns,Phoenix,ORL Magic,Orlando,+2.5,−112,True,-2.5,−108,False,Phoenix,423-440-10,49.0%,-1.3,-0.6,208-213-7,49.4%,-3.7,-0.4,Orlando,421-409-13,50.7%,-3.4,-0.1,193-204-8,48.6%,-1.3,-0.3,Phoenix,+2.5,−112,215-233-5,48.0%,-7.3,-0.4,Orlando,-2.5,−108,123-104-3,54.2%,4.9,-0.2
6,72.7,3:30 PM,Barclays Center,13,Milwaukee,25,Brooklyn,MIL Bucks,Milwaukee,BKN Nets,Brooklyn,-5.5,−112,False,+5.5,−108,True,Milwaukee,9-12-1,42.9%,0.8,-2.3,5-5-0,50.0%,-3.9,-2.8,Brooklyn,14-8-1,63.6%,-3.7,3.1,5-5-0,50.0%,-4.2,-0.2,Brooklyn,+5.5,−108,12-6-1,66.7%,-4.3,4.3,Milwaukee,-5.5,−112,6-9-1,40.0%,3.8,-3.0,6,72.7,3:30 PM,Barclays Center,13,Milwaukee,25,Brooklyn,MIL Bucks,Milwaukee,BKN Nets,Brooklyn,-5.5,−112,False,+5.5,−108,True,Milwaukee,876-909-35,49.1%,0.2,-0.5,447-438-16,50.5%,-2.6,-0.2,Brooklyn,868-899-35,49.1%,-2.1,-0.4,410-462-19,47.0%,0.0,-1.0,Brooklyn,+5.5,−108,526-537-21,49.5%,-6.2,0.2,Milwaukee,-5.5,−112,470-470-25,50.0%,5.5,-0.7,6,72.7,3:30 PM,Barclays Center,13,Milwaukee,25,Brooklyn,MIL Bucks,Milwaukee,BKN Nets,Brooklyn,-5.5,−112,False,+5.5,−108,True,Milwaukee,443-450-20,49.6%,2.7,-0.5,221-218-7,50.3%,0.1,-0.6,Brooklyn,419-424-16,49.7%,-2.0,0.0,188-223-10,45.7%,-0.4,-0.7,Brooklyn,+5.5,−108,271-249-12,52.1%,-5.9,0.6,Milwaukee,-5.5,−112,307-291-17,51.3%,6.7,-0.4
7,63.4,1:00 PM,United Center,18,Philadelphia,22,Chicago,PHI 76ers,Philadelphia,CHI Bulls,Chicago,-1,−105,False,+1,−115,True,Philadelphia,8-13-0,38.1%,-5.5,-3.9,4-6-0,40.0%,-4.2,-3.0,Chicago,12-12-0,50.0%,-3.7,1.1,5-6-0,45.5%,-6.5,-2.5,Chicago,+1,−115,10-11-0,47.6%,-6.0,0.5,Philadelphia,-1,−105,3-5-0,37.5%,-0.4,-4.1,7,63.4,1:00 PM,United Center,18,Philadelphia,22,Chicago,PHI 76ers,Philadelphia,CHI Bulls,Chicago,-1,−105,False,+1,−115,True,Philadelphia,898-883-30,50.4%,-1.1,0.1,446-442-13,50.2%,-3.7,0.2,Chicago,889-890-24,50.0%,-0.4,0.1,430-460-10,48.3%,1.6,-0.7,Chicago,+1,−115,481-475-12,50.3%,-5.0,0.6,Philadelphia,-1,−105,402-387-16,51.0%,5.3,-0.3,7,63.4,1:00 PM,United Center,18,Philadelphia,22,Chicago,PHI 76ers,Philadelphia,CHI Bulls,Chicago,-1,−105,False,+1,−115,True,Philadelphia,456-417-17,52.2%,-0.1,0.4,211-217-11,49.3%,-2.9,0.0,Chicago,407-424-13,49.0%,-1.9,-0.4,199-217-5,47.8%,-0.7,-1.4,Chicago,+1,−115,245-262-9,48.3%,-5.8,-0.1,Philadelphia,-1,−105,235-198-9,54.3%,6.7,0.5
8,58.8,5:00 PM,Gainbridge Fieldhouse,26,Charlotte,20,Indiana,CHA Hornets,Charlotte,IND Pacers,Indiana,+11,−105,True,-11,−115,False,Charlotte,13-10-0,56.5%,-5.9,0.7,5-4-0,55.6%,-10.3,-2.3,Indiana,8-15-1,34.8%,-4.2,-6.0,4-5-1,44.4%,1.2,-3.4,Charlotte,+11,−105,13-9-0,59.1%,-6.4,0.8,Indiana,-11,−115,4-10-1,28.6%,-3.0,-8.7,8,58.8,5:00 PM,Gainbridge Fieldhouse,26,Charlotte,20,Indiana,CHA Hornets,Charlotte,IND Pacers,Indiana,+11,−105,True,-11,−115,False,Charlotte,791-813-33,49.3%,-3.5,-0.1,395-405-19,49.4%,-6.4,-0.3,Indiana,916-886-43,50.8%,0.6,0.3,462-424-26,52.1%,4.0,0.8,Charlotte,+11,−105,545-575-28,48.7%,-6.9,-0.1,Indiana,-11,−115,469-454-19,50.8%,5.3,-0.3,8,58.8,5:00 PM,Gainbridge Fieldhouse,26,Charlotte,20,Indiana,CHA Hornets,Charlotte,IND Pacers,Indiana,+11,−105,True,-11,−115,False,Charlotte,392-415-18,48.6%,-2.7,-0.3,196-204-13,49.0%,-4.9,-0.3,Indiana,435-417-19,51.1%,0.3,0.3,215-197-13,52.2%,3.2,0.8,Charlotte,+11,−105,242-268-16,47.5%,-7.0,-0.5,Indiana,-11,−115,211-206-10,50.6%,5.0,-0.3
9,54.6,9:30 PM,Crypto.com Arena,29,Portland,17,La Lakers,POR Trail Blazers,Portland,LA Lakers,L.A. Lakers,+8.5,−110,True,-8.5,−110,False,Portland,12-10-1,54.6%,-9.6,-1.8,6-5-1,54.6%,-10.3,-0.7,La Lakers,9-14-0,39.1%,-4.2,-6.2,5-5-0,50.0%,2.5,-1.8,Portland,+8.5,−110,12-9-1,57.1%,-8.1,0.2,La Lakers,-8.5,−110,6-8-0,42.9%,3.5,-2.3,9,54.6,9:30 PM,Crypto.com Arena,29,Portland,17,La Lakers,POR Trail Blazers,Portland,LA Lakers,L.A. Lakers,+8.5,−110,True,-8.5,−110,False,Portland,870-895-27,49.3%,-1.3,-0.3,428-451-12,48.7%,-4.5,-0.5,La Lakers,873-982-32,47.1%,0.3,-0.5,426-483-18,46.9%,3.5,0.0,Portland,+8.5,−110,456-493-15,48.1%,-6.7,-0.3,La Lakers,-8.5,−110,464-546-19,45.9%,5.4,-1.2,9,54.6,9:30 PM,Crypto.com Arena,29,Portland,17,La Lakers,POR Trail Blazers,Portland,LA Lakers,L.A. Lakers,+8.5,−110,True,-8.5,−110,False,Portland,422-437-18,49.1%,-1.5,-0.4,208-219-6,48.7%,-4.4,-0.6,La Lakers,406-456-12,47.1%,-1.9,-0.5,197-217-6,47.6%,0.7,0.1,Portland,+8.5,−110,212-241-10,46.8%,-7.4,-0.8,La Lakers,-8.5,−110,167-198-6,45.8%,4.2,-1.5
10,53.9,9:00 PM,Golden 1 Center,27,Utah,15,Sacramento,UTA Jazz,Utah,SAC Kings,Sacramento,+12,−110,True,-12,−110,False,Utah,10-12-0,45.5%,-8.0,-0.8,6-5-0,54.6%,-5.5,3.0,Sacramento,9-14-1,39.1%,1.5,-2.5,3-8-1,27.3%,1.7,-3.5,Utah,+12,−110,10-12-0,45.5%,-8.0,-0.8,Sacramento,-12,−110,6-9-1,40.0%,3.2,-3.8,10,53.9,9:00 PM,Golden 1 Center,27,Utah,15,Sacramento,UTA Jazz,Utah,SAC Kings,Sacramento,+12,−110,True,-12,−110,False,Utah,893-877-37,50.5%,1.0,0.1,431-452-15,48.8%,-2.9,-0.4,Sacramento,838-863-41,49.3%,-2.4,-0.4,394-450-21,46.7%,0.1,-0.8,Utah,+12,−110,396-413-16,49.0%,-5.6,0.3,Sacramento,-12,−110,299-337-17,47.0%,3.9,-1.5,10,53.9,9:00 PM,Golden 1 Center,27,Utah,15,Sacramento,UTA Jazz,Utah,SAC Kings,Sacramento,+12,−110,True,-12,−110,False,Utah,437-415-21,51.3%,2.1,0.5,216-206-8,51.2%,-1.0,0.1,Sacramento,405-404-24,50.1%,-2.3,-0.3,183-216-12,45.9%,-1.1,-1.3,Utah,+12,−110,182-172-7,51.4%,-5.0,0.8,Sacramento,-12,−110,142-160-8,47.0%,3.5,-1.6
