Rank,Hotness Score,Matchup,Time,Location
58,34.8,#296 Siena  at  #258 Albany,7:00 PM,Broadview Center
58,34.8,#262 Idaho St  at  #290 San Diego,3:00 PM,Jenny Craig Pavilion
60,33.8,#324 Utah Tech  at  #222 Wyoming,9:00 PM,Arena-Auditorium
61,33.6,#284 S Car State  at  #272 Beth-Cook,2:00 PM,Moore Gymnasium
62,32.2,#317 Canisius  vs.  #243 SIU Edward,3:00 PM,University Arena in Read Fieldhouse
63,30.1,#323 E Michigan  at  #251 Cleveland St,3:00 PM,Wolstein Center
64,26.3,#327 Portland  at  #266 Lg Beach St,5:00 PM,The Walter Pyramid
65,25.4,#304 Alab A&M  at  #300 TN State,8:00 PM,Gentry Center
66,23.7,#343 St Fran (PA)  at  #263 Mt St Marys,7:00 PM,Knott Arena
67,22.0,#326 Dartmouth  at  #295 Boston U,1:00 PM,Case Gym
68,17.4,#361 Ark Pine Bl  at  #282 Incar Word,4:00 PM,Alice P. McDermott Convocation Center
69,14.7,#342 Central Ark  at  #320 W Illinois,2:00 PM,LeRoy A. Ufkes Court at Western Hall
70,11.3,#346 N Hampshire  vs.  #334 Sacred Hrt,4:30 PM,Pizzitola Sports Center
71,5.1,#357 NJIT  at  #350 Morgan St,11:00 AM,Talmadge L. Hill Field House
72,--,North Carolina Wesleyan  at  #156 NC-Grnsboro,1:00 PM,Michael B. Fleming Gymnasium
72,--,St. Joe's (Brooklyn)  at  #316 Stony Brook,6:30 PM,Island Federal Credit Union Arena
72,--,St. Mary's (MN)  at  #130 IL-Chicago,1:00 PM,Credit Union 1 Arena
72,--,Capital  at  #57 Dayton,7:00 PM,University of Dayton Arena
72,--,Haskell Indian Nations  at  #241 Oral Roberts,8:00 PM,Mabee Center
72,--,Misericordia  at  #333 Binghamton,2:00 PM,Events Center
72,--,Central State (OH)  at  #201 Wright St,7:00 PM,Nutter Center
72,--,Rockford  at  #347 Hsn Christian,4:30 PM,Sharp Gymnasium
72,--,Cheyney  at  #348 Delaware St,4:00 PM,Memorial Hall/Bayhealth Court
