Team,ATS Record,Cover %,MOV,ATS +/-
Brooklyn,6-1-1,85.7%,-3.1,+6.0
Golden State,6-2-0,75.0%,11.4,+10.3
Cleveland,6-2-0,75.0%,9.5,+5.7
Okla City,4-2-0,66.7%,10.3,+3.4
LA Clippers,4-2-0,66.7%,-2.2,+4.4
Portland,4-2-1,66.7%,-6.9,+2.2
Toronto,5-3-0,62.5%,-9.0,+1.8
Boston,5-3-0,62.5%,13.6,+3.7
Detroit,5-3-1,62.5%,2.0,+4.4
Miami,5-3-0,62.5%,1.9,+2.7
Sacramento,4-3-0,57.1%,1.1,-1.9
Memphis,4-3-0,57.1%,4.6,+6.1
Houston,4-3-0,57.1%,3.7,+4.4
Charlotte,4-3-0,57.1%,-9.0,-1.9
Utah,5-4-0,55.6%,-8.4,+0.1
New York,4-4-0,50.0%,2.0,-0.8
Phoenix,4-4-0,50.0%,-3.9,-2.3
Chicago,5-5-0,50.0%,-3.7,+2.8
Atlanta,4-4-0,50.0%,-6.0,-2.4
Dallas,2-3-1,40.0%,-1.8,-1.0
Minnesota,3-5-0,37.5%,-2.8,-8.1
Denver,2-4-0,33.3%,-1.0,-1.1
San Antonio,2-4-0,33.3%,-9.7,-2.5
Indiana,3-6-0,33.3%,-8.3,-8.2
Orlando,3-7-0,30.0%,-5.4,-2.8
LA Lakers,2-5-0,28.6%,-5.9,-7.9
Milwaukee,2-5-0,28.6%,-8.1,-8.1
Washington,2-5-0,28.6%,-16.1,-5.9
Philadelphia,2-6-0,25.0%,-7.9,-5.4
New Orleans,0-8-0,0.0%,-20.9,-16.1
