Team,ATS Record,Cover %,MOV,ATS +/-
Dallas,498-416-14,54.5%,-0.6,+0.4
Boston,510-431-15,54.2%,0.6,+1.1
Miami,495-441-20,52.9%,-0.9,+0.3
Okla City,468-422-17,52.6%,-2.1,+0.1
New York,450-409-14,52.4%,-4.3,+0.7
Sacramento,438-405-20,52.0%,-4.9,0.0
Toronto,453-421-16,51.8%,-2.3,+0.5
Chicago,456-428-14,51.6%,-2.5,+0.8
Phoenix,456-429-16,51.5%,-2.2,+0.1
Brooklyn,446-428-16,51.0%,-4.2,+0.2
Orlando,444-426-19,51.0%,-4.0,0.0
Houston,452-439-8,50.7%,-1.4,+0.4
San Antonio,471-460-17,50.6%,0.6,+0.3
Memphis,444-437-16,50.4%,-3.1,+0.4
Milwaukee,444-438-16,50.3%,-2.6,-0.3
Denver,445-442-20,50.2%,-2.0,-0.3
New Orleans,430-428-17,50.1%,-3.4,+0.6
Philadelphia,444-442-13,50.1%,-3.7,+0.2
Golden State,453-457-19,49.8%,-1.2,-0.1
Indiana,446-450-17,49.8%,-2.7,-0.1
Minnesota,423-431-17,49.5%,-4.1,+0.2
LA Clippers,438-447-12,49.5%,-1.9,+0.2
Detroit,434-443-25,49.5%,-3.7,0.0
Charlotte,394-404-19,49.4%,-6.4,-0.2
Utah,430-450-15,48.9%,-2.9,-0.5
Cleveland,443-464-24,48.8%,-2.8,-0.5
Portland,426-448-12,48.7%,-4.5,-0.4
Washington,418-448-18,48.3%,-5.5,-0.6
LA Lakers,431-479-13,47.4%,-3.1,-0.9
Atlanta,424-477-11,47.1%,-4.4,-0.4
