Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.7,7:00 PM,Baha Mar Convention Center,11,Baylor,23,St Johns,Baylor,Baylor,Saint Johns,St. John'S,-2.5,−110,False,+2.5,−110,True,Baylor,3-1-0,75.0%,16.8,5.4,0-1-0,0.0%,-38.0,-31.5,St Johns,3-1-0,75.0%,22.5,4.5,3-1-0,75.0%,22.5,+4.5,St Johns,+2.5,−110,0,0,0.0,0.0,Baylor,-2.5,−110,3-0-0,100.0%,35.0,17.7
2,95.3,10:00 PM,Chase Center,41,Memphis,51,San Francisco,Memphis,Memphis,San Francisco,San Francisco,-1,−105,False,+1,−115,True,Memphis,3-0-0,100.0%,12.7,7.8,1-0-0,100.0%,6.0,7.5,San Francisco,3-1-0,75.0%,23.5,7.9,3-1-0,75.0%,23.5,+7.9,San Francisco,+1,−115,1-0-0,100.0%,11.0,13.0,Memphis,-1,−105,2-0-0,100.0%,16.0,8.0
3,92.9,9:30 PM,Baha Mar Convention Center,82,Virginia,6,Tennessee,Virginia,Virginia,Tennessee,Tennessee,+12,−115,True,-12,−105,False,Virginia,1-2-0,33.3%,12.0,-0.2,0,0,0.0,0.0,Tennessee,3-1-0,75.0%,27.0,7.0,2-1-0,66.7%,28.7,+1.2,Virginia,+12,−115,1-0-0,100.0%,10.0,14.0,Tennessee,-12,−105,2-1-0,66.7%,28.7,1.2
4,91.6,7:00 PM,Barclays Center,19,Texas,98,Syracuse,Texas,Texas,Syracuse,Syracuse,-10.5,−108,False,+10.5,−112,True,Texas,2-2-0,50.0%,29.0,1.8,0,0,0.0,0.0,Syracuse,0-3-0,0.0%,5.0,-10.3,0-3-0,0.0%,5.0,-10.3,Syracuse,+10.5,−112,0,0,0.0,0.0,Texas,-10.5,−108,2-2-0,50.0%,29.0,1.8
5,91.4,7:30 PM,TD Arena,96,Vanderbilt,33,Nevada,Vanderbilt,Vanderbilt,Nevada,Nevada,+4,−115,True,-4,−105,False,Vanderbilt,2-2-0,50.0%,19.3,-3.6,0,0,0.0,0.0,Nevada,4-0-0,100.0%,20.5,10.1,4-0-0,100.0%,20.5,+10.1,Vanderbilt,+4,−115,0,0,0.0,0.0,Nevada,-4,−105,4-0-0,100.0%,20.5,10.1
6,90.4,2:30 PM,TD Arena,80,Oklahoma St,73,Fla Atlantic,Oklahoma State,Oklahoma State,Florida Atlantic,Florida Atlantic,-1,−112,False,+1,−108,True,Oklahoma St,0-3-0,0.0%,9.7,-4.3,0,0,0.0,0.0,Fla Atlantic,2-2-0,50.0%,15.4,7.3,0-0-0,0.0%,50.0,--,Fla Atlantic,+1,−108,1-2-0,33.3%,-2.0,1.0,Oklahoma St,-1,−112,0-3-0,0.0%,9.7,-4.3
7,90.3,10:00 PM,Gill Coliseum,37,Oregon,105,Oregon St,Oregon,Oregon,Oregon State,Oregon St.,-6.5,−108,False,+6.5,−112,True,Oregon,2-2-0,50.0%,19.3,0.6,0,0,0.0,0.0,Oregon St,3-0-0,100.0%,26.5,14.2,3-0-0,100.0%,26.5,+14.2,Oregon St,+6.5,−112,0,0,0.0,0.0,Oregon,-6.5,−108,2-2-0,50.0%,19.3,0.6
8,89.7,5:00 PM,TD Arena,45,Vcu,97,Seton Hall,VCU,VCU,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Vcu,3-1-0,75.0%,22.8,4.9,0,0,0.0,0.0,Seton Hall,1-3-0,25.0%,7.0,-4.0,1-2-0,33.3%,9.7,-3.3,Seton Hall,N/A,N/A,0,0,0.0,0.0,Vcu,N/A,N/A,3-1-0,75.0%,22.8,4.9
9,89.3,9:00 PM,Barclays Center,112,St Josephs,14,Texas Tech,Saint Josephs,Saint Joseph'S,Texas Tech,Texas Tech,+10.5,−112,True,-10.5,−108,False,St Josephs,2-2-0,50.0%,6.3,-2.9,1-0-0,100.0%,17.0,10.0,Texas Tech,2-2-0,50.0%,33.8,2.3,2-2-0,50.0%,33.8,+2.3,St Josephs,+10.5,−112,1-0-0,100.0%,7.0,10.5,Texas Tech,-10.5,−108,2-2-0,50.0%,33.8,2.3
10,87.8,12:00 PM,TD Arena,44,Miami,120,Drake,Miami FL,Miami-Florida,Drake,Drake,-10,−110,False,+10,−110,True,Miami,1-2-0,33.3%,31.7,0.8,0,0,0.0,0.0,Drake,1-1-0,50.0%,23.0,1.3,1-1-0,50.0%,23.0,+1.3,Drake,+10,−110,0,0,0.0,0.0,Miami,-10,−110,1-2-0,33.3%,31.7,0.8
